	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
FARP2	681	806	555	582	749	618	1022	1392
FARS2	208	194	162	188	449	428	700	1030
FARSA	3719	4873	3117	2981	2304	2176	3107	4861
FARSB	4650	4897	3754	3814	2136	1738	3257	4727
FAS	233	288	213	210	82	73	106	125
FASN	15972	23528	14113	13950	12103	8956	7673	18123
FASTK	176	318	164	144	865	813	1308	1832
FASTKD1	402	379	309	357	1137	1055	1846	2552
FASTKD2	1242	1369	1039	1177	1681	1505	2312	3440
FASTKD3	395	406	267	310	431	421	796	1093
FASTKD5	1079	1307	892	942	1106	803	1483	2151
FAT1	2154	2667	2577	2308	5781	5042	7430	11596
FAT2	0	2	3	2	110	83	67	169
FAT3	222	303	304	271	405	352	569	853
FAT4	399	496	430	408	662	597	790	1237
FAU	4551	6148	3584	3914	3797	3386	6819	9333
FAXC	69	83	58	82	187	183	208	312
FAXDC2	17	19	21	17	69	54	49	70
FBF1	43	41	54	49	400	343	474	791
FBH1	967	1165	825	809	1821	1669	2687	3740
FBL	8629	12719	7267	7333	3417	3380	5123	6299
FBLIM1	123	176	116	91	40	40	45	68
FBLN1	578	759	603	597	219	191	238	348
FBLN2	0	0	1	2	22	16	31	36
FBLN5	160	166	163	142	43	43	35	59
FBN1	323	537	504	450	1055	902	1135	1940
FBN2	3545	4956	5068	4651	3808	3296	4263	7018
FBRS	561	736	419	438	374	265	300	530
FBRSL1	430	595	282	324	346	278	253	485
FBXL12	137	226	104	130	158	136	224	282
FBXL13	9	4	7	5	76	58	58	87
FBXL14	267	361	172	178	163	130	284	365
FBXL15	137	177	110	104	177	147	215	335
FBXL17	250	323	221	239	180	159	230	345
FBXL18	257	338	198	208	175	158	231	336
FBXL19	156	177	112	129	862	689	945	1423
FBXL2	49	64	45	53	201	164	224	359
FBXL20	189	196	141	163	239	207	348	513
FBXL3	432	556	375	410	1246	1130	1655	2416
FBXL4	266	285	205	227	629	589	889	1258
FBXL5	438	438	348	337	1302	1161	1611	2458
FBXL6	81	119	99	77	263	234	354	499
FBXL8	11	8	10	16	43	36	26	63
FBXO10	130	161	130	105	476	322	520	814
FBXO11	905	1019	650	793	1313	1067	1115	2086
FBXO16	99	124	78	65	48	54	66	103
FBXO17	401	514	356	336	63	50	74	116
FBXO21	1143	1344	915	972	1180	1048	1677	2506
FBXO22	495	588	445	438	1392	1278	1760	2540
FBXO25	222	269	177	192	218	191	359	543
FBXO27	44	41	30	31	13	17	30	44
FBXO28	615	689	492	500	1233	1051	1786	2660
FBXO3	818	871	573	678	824	759	1268	1714
FBXO30	540	574	456	473	1152	961	1306	1969
FBXO31	150	213	104	120	228	240	292	447
FBXO32	260	269	186	192	78	69	125	174
FBXO33	318	396	276	308	416	483	847	1186
FBXO34	222	280	169	143	724	606	987	1412
FBXO36	10	11	8	15	11	18	21	33
FBXO38	742	782	546	571	877	758	1260	1819
FBXO4	123	178	109	83	177	175	276	389
FBXO41	17	22	29	28	43	40	37	68
FBXO42	412	535	350	381	628	583	859	1421
FBXO44	143	220	145	133	103	84	140	174
FBXO45	148	156	109	90	154	129	262	329
FBXO46	124	157	86	110	148	140	182	325
FBXO48	4	7	2	3	25	16	36	46
FBXO5	1004	1141	719	876	1762	1661	2827	3841
FBXO7	1542	1671	1219	1173	1955	1560	2946	4212
FBXO8	137	176	115	113	230	218	325	451
FBXO9	482	550	391	401	1694	1469	2183	3206
FBXW11	703	846	560	619	1245	1240	1757	2642
FBXW2	180	195	131	124	957	909	1231	1697
FBXW4	120	122	77	83	253	208	286	503
FBXW5	280	408	239	259	833	725	1306	1922
FBXW7	117	136	97	127	635	558	958	1301
FBXW8	170	288	204	183	310	301	312	545
FBXW9	296	376	234	238	197	216	372	464
FCF1	327	411	252	276	486	461	623	831
FCGRT	315	352	292	277	73	81	137	154
FCHO1	19	35	20	19	34	39	62	75
FCHO2	450	512	356	382	440	416	639	920
FCHSD1	45	55	39	28	111	94	127	172
FCHSD2	208	265	201	201	490	430	540	879
FDFT1	3056	3503	2210	2317	1811	1682	2739	4111
FDPS	2427	2818	1798	2014	2939	2608	4512	6245
FDX1	501	625	386	368	241	280	332	446
FDX2	68	107	51	54	135	108	164	222
FDXACB1	26	44	28	24	146	115	192	297
FDXR	349	491	387	372	296	300	453	579
FECH	878	897	641	647	635	525	906	1342
FEM1A	386	460	328	309	813	778	1396	1913
FEM1B	944	1045	801	802	2104	1826	3117	4522
FEM1C	506	476	383	412	578	489	681	978
FEN1	1725	2499	1372	1531	2140	2063	3340	4552
FER	277	334	238	254	592	527	741	1136
FER1L5	1	1	0	1	39	50	45	88
FERMT1	200	267	152	164	57	48	63	117
FERMT2	1477	1634	1146	1251	1134	1073	1862	2653
FEZ1	83	91	64	57	66	60	99	142
FEZ2	473	506	409	394	470	483	616	870
FGD1	210	255	177	167	417	351	374	645
FGD4	140	155	111	112	106	107	174	273
FGD6	112	140	84	87	251	203	342	498
FGF2	93	94	69	44	81	68	80	108
FGF9	61	86	48	46	14	22	20	19
FGFR1	363	424	324	298	581	453	695	1147
FGFR1OP	518	686	463	511	1076	1000	1292	1886
FGFR1OP2	320	384	251	280	555	523	915	1254
FGFR2	202	246	187	185	546	449	680	1057
FGFR3	171	175	191	180	638	545	822	1293
FGFR4	70	80	56	50	221	171	276	402
FGFRL1	239	279	212	169	196	173	250	406
FGGY	20	26	27	34	117	106	115	167
FH	1906	2084	1464	1432	2190	1934	3719	5272
FHAD1	24	23	44	24	49	41	55	97
FHDC1	22	22	12	11	24	29	26	63
FHIT	58	59	33	36	47	49	51	97
FHL1	2506	3299	2085	2130	811	747	1129	1649
FHL2	502	603	356	378	146	148	200	333
FHL3	343	430	275	244	47	39	46	76
FHOD1	516	638	385	408	637	599	733	1168
FHOD3	121	160	138	119	205	208	242	416
FIBP	478	571	405	377	797	744	1196	1713
FICD	59	65	34	41	72	66	98	149
FIG4	812	809	624	622	601	588	935	1339
FIGN	95	107	51	69	219	174	181	293
FIGNL1	638	787	486	562	1829	1630	3006	4142
FILIP1L	23	27	13	30	466	446	478	777
FIP1L1	636	651	459	539	594	532	1176	1596
FIS1	618	794	543	571	669	649	879	1374
FITM2	218	257	149	142	108	87	99	162
FIZ1	62	91	46	53	20	24	25	41
FJX1	117	122	85	88	135	104	170	236
FKBP10	745	929	834	745	1058	982	1700	2347
FKBP11	315	401	251	254	97	76	79	154
FKBP14	157	204	130	179	350	319	391	616
FKBP15	421	523	359	359	1093	908	1507	2133
FKBP1A	57	129	76	71	101	96	112	159
FKBP1B	55	64	48	35	33	28	53	75
FKBP3	3153	3597	2633	2703	1783	1805	2564	3781
FKBP4	6787	8284	5202	5079	6809	6262	9953	13877
FKBP5	968	1164	777	804	591	605	663	1027
FKBP7	107	124	96	91	174	140	256	339
FKBP8	2171	2822	1647	1710	1506	1499	1983	2598
FKBP9	185	182	184	151	220	201	274	377
FKBPL	122	165	95	90	323	254	417	619
FKRP	60	131	90	76	120	103	197	233
FKTN	64	93	73	70	456	422	642	935
FLAD1	689	756	492	563	1196	1079	1889	2593
FLCN	151	205	120	128	758	615	948	1390
FLII	1762	2289	1523	1382	5389	4836	7980	11389
FLNA	12504	17792	11180	11178	11470	9636	13642	22956
FLNB	1045	1902	1317	1201	5470	4887	6735	10756
FLNC	3	4	10	5	1110	911	1115	1807
FLOT1	923	920	704	669	544	537	796	1105
FLOT2	915	1242	783	780	453	396	498	796
FLRT3	50	67	47	65	127	94	195	332
FLT1	609	726	604	571	146	122	156	285
FLT4	381	502	319	309	479	442	743	1030
FLVCR1	296	368	225	232	607	520	821	1290
FLVCR2	12	17	15	12	34	10	28	44
FLYWCH1	219	276	155	147	474	462	494	683
FLYWCH2	92	172	73	110	220	238	372	484
FMC1	182	213	135	136	131	159	229	320
FMN2	183	240	216	178	232	226	222	347
FMNL2	436	504	400	423	1052	974	1288	2178
FMNL3	136	189	128	113	189	178	189	311
FMO3	0	0	0	0	30	34	19	42
FMO4	39	41	37	32	43	53	72	103
FMO5	14	9	6	2	22	21	19	41
FMR1	1444	1731	1181	1247	2082	2055	2482	3556
FN1	2142	2906	2578	2453	635	546	664	1185
FN3KRP	339	436	282	304	311	314	451	608
FNBP1	833	892	637	654	449	381	506	786
FNBP1L	444	545	320	382	464	444	708	945
FNBP4	557	698	529	552	2169	1940	2509	4039
FNDC1	22	28	29	28	53	30	33	66
FNDC3A	1223	1459	979	1106	2369	2035	3215	4650
FNDC3B	656	730	492	560	534	484	683	1107
FNDC4	4	3	6	3	32	40	62	106
FNDC8	0	0	0	0	32	37	44	88
FNIP1	452	556	379	412	1240	1090	1591	2494
FNIP2	238	276	192	216	811	652	952	1391
FNTA	692	750	523	547	663	674	969	1422
FNTB	25	52	19	28	27	14	36	48
FOCAD	918	977	818	756	3172	2763	4624	6708
FOPNL	493	523	401	420	450	452	623	893
FOSL2	55	91	59	49	10	17	20	33
FOXA1	282	390	176	236	64	42	69	110
FOXB1	49	81	42	35	26	24	28	48
FOXC1	1688	2559	1234	1489	672	635	1003	1682
FOXD1	93	130	62	76	123	121	156	265
FOXD3	87	117	53	79	41	42	53	63
FOXF2	225	352	152	198	86	76	109	199
FOXG1	139	220	132	134	106	76	147	277
FOXI3	60	94	43	67	17	20	29	39
FOXJ2	103	137	76	47	89	59	94	135
FOXJ3	880	1006	796	857	476	386	635	946
FOXK1	543	707	418	441	296	217	318	609
FOXK2	494	657	406	377	1071	898	1470	2144
FOXM1	623	739	504	507	1481	1160	1723	2818
FOXN2	219	233	149	145	306	260	343	522
FOXN3	72	99	61	61	216	212	286	404
FOXO1	534	662	424	446	294	219	290	480
FOXO3	171	204	119	103	174	165	203	352
FOXO4	70	85	43	54	82	81	137	192
FOXP2	203	169	112	146	237	178	360	533
FOXP4	362	517	272	264	153	118	82	192
FOXRED1	516	649	390	441	553	491	827	1094
FOXRED2	982	1166	801	800	1698	1413	1493	2845
FP565260.1	0	0	0	0	108	85	211	307
FPGS	492	660	424	442	549	498	846	1131
FPGT	200	247	175	206	424	377	810	1108
FRA10AC1	596	691	483	495	481	488	611	786
FRAS1	618	897	793	706	1264	1039	1227	2203
FRAT2	96	153	73	85	55	65	84	77
FREM2	863	1089	1053	965	1081	900	1331	2049
FRG1	145	267	182	142	274	329	454	634
FRK	17	11	10	3	33	28	41	63
FRMD3	7	8	6	11	25	29	51	74
FRMD4A	201	202	126	121	138	128	149	226
FRMD4B	139	152	128	111	85	63	109	132
FRMD5	88	94	62	80	115	121	126	182
FRMD6	315	347	252	261	305	252	512	763
FRMD8	106	161	105	98	176	169	185	303
FRMPD1	13	16	8	12	15	22	19	32
FRMPD3	11	12	15	10	30	37	29	47
FRRS1	195	203	177	226	387	309	560	763
FRRS1L	1	0	0	0	31	19	30	44
FRS2	206	249	195	210	445	365	641	1040
FRS3	5	11	3	9	28	33	45	57
FRY	69	64	77	57	160	153	180	285
FRYL	561	747	540	587	1521	1402	2234	3169
FSCN1	1308	1497	975	1016	186	157	217	347
FSD1	283	348	269	232	287	274	433	594
FSD1L	41	38	40	44	205	170	174	293
FSD2	0	0	0	0	15	25	27	60
FSIP1	9	22	16	7	26	21	28	40
FSIP2	3	1	1	2	758	754	1022	1475
FSTL1	2215	3144	2306	2169	572	509	868	1220
FTH1	156	208	104	123	819	804	1032	1485
FTL	385	485	260	317	2135	1602	3947	5510
FTO	779	901	695	663	1012	955	1238	1862
FTSJ1	399	518	375	314	499	454	822	1100
FTSJ3	2294	3069	1890	1958	3090	3024	4652	6250
FUBP1	3693	4948	2887	3356	5344	4627	8637	11660
FUBP3	1777	2398	1581	1691	986	907	1787	2360
FUCA1	302	392	286	289	339	371	658	898
FUCA2	1536	1725	1222	1222	1539	1412	2480	3446
FUK	100	138	71	79	203	174	258	340
FUNDC1	339	421	264	297	217	248	306	426
FUNDC2	163	228	138	146	439	423	724	1036
FUOM	45	58	42	49	139	144	216	278
FURIN	280	323	226	194	429	381	494	791
FUS	12312	16523	9456	11030	2923	2316	2439	4396
FUT10	78	103	76	94	261	205	295	511
FUT11	194	267	150	146	151	171	198	254
FUT4	20	32	13	23	45	23	61	91
FUT8	157	163	139	132	596	506	703	1093
FUZ	250	313	173	174	389	339	667	956
FXN	229	323	200	203	350	321	461	662
FXR1	2073	2246	1559	1665	2201	2218	3165	4246
FXR2	1066	1438	910	890	1113	1097	1751	2440
FXYD5	2082	2516	1322	1656	76	60	144	269
FYCO1	379	424	283	302	956	793	778	1266
FYN	529	650	457	438	1095	1066	1642	2339
FYTTD1	722	791	477	612	541	467	877	1157
FZD1	172	176	162	186	84	72	115	184
FZD2	212	213	173	153	63	48	86	121
FZD3	342	443	343	311	446	406	614	920
FZD4	65	84	61	78	111	78	114	172
FZD5	215	270	196	185	77	67	106	163
FZD6	373	458	375	383	820	707	1170	1728
FZD7	253	281	237	270	121	110	213	277
FZD8	438	609	355	350	89	107	112	185
FZD9	37	61	47	32	80	66	136	157
FZR1	524	658	402	401	418	365	567	816
G2E3	547	616	396	403	1414	1262	1822	2653
G3BP1	5456	8324	4496	5130	6887	6430	10365	14513
G3BP2	1553	1977	1252	1325	3412	3516	5123	6950
G6PC3	1109	1510	1076	937	264	228	345	535
G6PD	1903	2294	1316	1307	594	518	729	1172
GAA	329	403	329	335	748	629	903	1406
GAB1	221	287	155	187	215	188	316	477
GAB2	86	86	45	46	53	30	75	100
GABARAP	1677	1818	1356	1392	475	422	656	957
GABARAPL1	193	250	167	170	73	79	84	111
GABARAPL2	1170	1365	999	944	612	595	934	1252
GABBR1	46	37	51	27	212	158	113	245
GABBR2	13	17	10	18	39	39	50	76
GABPA	295	365	192	229	440	412	668	951
GABPB1	373	447	321	355	558	459	845	1145
GABPB2	141	152	130	112	250	226	339	458
GABRB3	214	292	245	186	235	199	362	520
GAD1	98	99	59	50	189	133	217	304
GADD45A	239	314	261	236	65	83	104	158
GADD45B	46	83	42	54	54	47	161	227
GADD45GIP1	2258	3084	1872	1821	883	965	1485	1959
GAK	799	979	697	649	1138	997	1619	2309
GAL	8	3	3	0	256	210	454	672
GALC	75	121	102	106	66	44	80	107
GALE	538	657	408	409	252	228	382	526
GALK1	580	719	465	443	305	298	541	707
GALK2	307	335	215	208	336	295	399	654
GALM	348	436	280	274	292	247	412	578
GALNS	136	165	106	101	147	151	190	311
GALNT1	453	470	435	410	1130	1030	1635	2459
GALNT10	95	124	76	73	120	129	179	258
GALNT11	163	177	149	153	736	696	1111	1470
GALNT12	56	76	44	56	90	85	137	207
GALNT13	115	114	127	101	886	842	982	1554
GALNT16	86	88	86	90	90	78	91	162
GALNT18	135	161	118	121	281	226	384	625
GALNT2	607	877	581	565	1197	1107	1497	2098
GALNT3	336	299	272	266	71	46	55	79
GALNT5	28	25	25	21	16	16	29	30
GALNT6	138	172	117	117	84	69	90	151
GALNT7	810	984	762	746	724	646	947	1366
GALT	82	98	86	92	213	189	274	480
GAMT	279	437	231	237	130	137	268	374
GAN	218	280	239	215	631	615	712	1101
GANAB	7325	9630	6896	6452	6693	5916	7342	11417
GANC	119	118	68	82	197	163	240	351
GAPDH	16739	20470	13583	13659	25435	21677	44081	62765
GAPDHS	27	17	14	40	233	201	260	415
GAPVD1	2311	2542	1825	1867	4045	3623	5317	7980
GAR1	778	963	592	665	301	317	434	588
GAREM1	37	45	43	35	140	123	184	248
GAREM2	82	70	51	50	80	69	99	148
GARNL3	11	10	13	22	312	280	349	522
GARS	3264	3589	2422	2585	5200	5058	7117	10338
GART	7023	8299	5698	5805	6541	6250	9493	13592
GAS1	184	261	143	132	103	90	132	167
GAS2L1	24	23	19	14	27	13	31	44
GAS2L3	354	362	238	315	333	289	536	717
GAS6	66	71	69	68	87	80	109	172
GAS7	18	20	13	15	21	13	24	33
GAS8	86	116	87	75	308	313	347	499
GASK1A	18	41	33	21	106	103	145	236
GATA2	399	472	348	369	121	95	142	226
GATA4	245	354	178	163	66	62	79	117
GATA6	644	969	506	526	187	126	207	329
GATAD1	230	245	146	169	244	207	380	555
GATAD2A	809	1092	604	623	1194	1135	1770	2534
GATAD2B	1649	1947	1329	1449	523	451	372	770
GATB	405	434	337	309	662	573	1025	1481
GATD1	500	668	413	373	393	307	455	623
GBA	416	543	383	381	382	270	640	833
GBA2	178	262	164	148	1379	1252	1960	2752
GBE1	408	567	349	359	1019	848	1491	2127
GBF1	2407	3172	2219	2130	2715	2205	2944	5028
GBX2	73	112	53	56	34	38	32	59
GCA	390	469	352	333	244	252	448	562
GCAT	222	320	151	176	477	361	809	1058
GCC1	297	389	224	251	526	519	850	1037
GCC2	1140	1035	857	902	1883	1770	2353	3093
GCDH	672	867	482	534	537	468	778	1040
GCFC2	661	748	511	587	1448	1356	2362	3294
GCH1	278	353	189	191	121	131	251	322
GCHFR	177	224	155	134	54	45	82	123
GCLC	832	1036	713	746	807	742	1199	1645
GCLM	911	1147	741	751	661	611	890	1296
GCN1	5714	7482	5383	4941	7549	6811	8265	13612
GCNA	1	4	3	2	88	62	106	171
GCNT1	57	57	36	64	138	118	173	216
GCNT7	0	0	0	2	62	38	62	84
GCSAM	0	0	0	0	29	18	39	54
GDAP1	407	430	368	288	375	360	508	712
GDAP2	532	559	406	394	685	596	954	1434
GDE1	266	385	238	295	878	744	1356	2019
GDF11	165	187	154	159	82	81	153	213
GDF7	50	59	22	28	18	18	20	51
GDI1	2154	2811	1803	1747	1107	1025	1824	2570
GDI2	6203	7911	5265	5648	4275	4040	6982	9968
GDPD1	194	218	179	172	131	107	171	243
GDPD3	6	2	2	7	22	22	24	34
GDPD5	15	25	17	17	52	22	59	72
GDPGP1	16	15	13	11	32	34	55	110
GEMIN2	421	506	335	348	646	585	843	1196
GEMIN4	2340	2827	1965	2070	2387	2104	3265	4630
GEMIN5	2825	3172	2155	2261	3691	3351	4721	7185
GEMIN6	427	531	366	315	640	562	898	1322
GEMIN7	229	278	184	194	214	193	310	431
GEMIN8	328	339	212	236	115	95	205	244
GEN1	234	312	206	236	1173	1058	1556	2338
GET4	720	954	553	570	431	413	636	902
GFER	173	284	133	142	141	140	241	380
GFI1	174	206	140	122	53	52	66	99
GFM1	919	1172	832	872	2439	2285	3670	5256
GFM2	632	708	603	526	1735	1509	2424	3634
GFOD1	44	77	33	37	84	117	150	202
GFOD2	73	98	52	40	212	217	294	376
GFPT1	1854	2103	1550	1541	1179	1152	1489	2127
GFPT2	229	222	205	172	210	182	294	432
GFRA1	134	130	123	119	24	21	37	51
GGA1	505	675	460	413	654	591	905	1346
GGA2	1084	1440	1041	1028	1453	1418	1993	2688
GGA3	389	494	344	316	431	351	468	785
GGCT	537	767	471	492	381	338	582	675
GGCX	693	968	584	573	763	668	1020	1393
GGH	1495	1584	1288	1331	753	747	1201	1713
GGNBP2	887	1160	763	894	1189	1043	1334	1999
GGPS1	262	273	203	233	996	891	1513	2107
GGT7	161	217	158	140	235	216	306	502
GHDC	109	116	84	71	199	162	258	394
GHITM	7058	8098	5497	5894	3661	3420	6183	8484
GHR	10	9	6	7	28	21	31	75
GHRL	0	0	0	0	40	33	24	64
GID4	110	161	80	86	207	197	190	321
GID8	650	873	597	637	528	535	827	1185
GIGYF1	250	299	328	198	932	808	1039	1499
GIGYF2	1804	2502	1539	1709	2888	2657	3835	5375
GIN1	290	294	180	199	159	124	227	346
GINM1	551	550	496	603	656	617	826	1218
GINS1	751	906	677	652	498	529	644	958
GINS2	812	940	599	717	1234	1227	1836	2544
GINS3	356	442	292	293	392	336	725	942
GINS4	526	681	491	446	459	466	720	1002
GIPC1	1146	1470	849	898	603	531	1039	1420
GIT1	470	618	438	409	328	304	392	582
GIT2	757	812	511	613	625	553	779	1149
GJA1	863	1009	692	757	427	376	713	942
GJC1	359	423	266	258	385	406	462	751
GK	31	41	21	20	83	85	130	177
GK5	204	231	179	183	447	450	482	702
GKAP1	170	182	106	127	164	185	197	276
GLA	2998	3507	2849	2696	4120	3552	7121	10574
GLB1	546	768	632	528	1216	1038	1981	2879
GLB1L	51	56	38	34	108	74	141	200
GLB1L2	415	467	371	325	404	369	621	866
GLB1L3	27	29	29	21	46	27	36	61
GLCCI1	139	197	119	131	177	146	245	418
GLCE	235	239	215	209	476	380	668	1024
GLDC	176	216	166	182	444	385	579	805
GLE1	849	965	671	683	1288	1171	1920	2723
GLG1	1751	2331	1887	1809	2400	2211	2751	4143
GLI2	87	106	89	91	53	48	49	120
GLI3	351	408	197	313	334	266	291	514
GLI4	57	69	29	50	78	50	85	125
GLIPR1	31	26	28	26	236	230	383	533
GLIPR2	81	63	65	57	41	40	71	87
GLIS2	18	39	23	26	35	18	31	31
GLMN	987	1110	786	934	1410	1325	2088	2756
GLMP	536	615	455	439	430	350	783	1097
GLO1	9354	10762	7406	7437	5074	4855	7698	11005
GLOD4	1395	1869	1186	1203	1124	1094	1551	2134
GLRA1	0	0	0	2	18	17	39	50
GLRA2	0	0	0	0	24	25	19	43
GLRB	204	209	150	177	116	120	211	303
GLRX	333	350	209	276	28	26	55	63
GLRX2	243	268	211	203	343	283	458	688
GLRX3	2814	3369	2325	2317	2101	2070	3091	4334
GLRX5	493	791	444	400	293	292	499	595
GLS	758	1121	633	685	1762	1695	2280	3186
GLS2	89	85	63	66	221	173	232	408
GLT8D1	243	251	256	200	841	826	1400	2084
GLT8D2	109	97	80	111	52	53	81	127
GLTP	209	251	134	131	239	208	315	468
GLUD1	1271	1644	987	1099	1404	1254	1997	2897
GLUL	3510	4642	3265	3455	5074	4964	8147	11177
GLYCTK	74	82	37	36	130	124	165	284
GLYR1	1309	1686	1095	1122	1547	1429	1948	2871
GM2A	408	511	355	342	215	196	299	392
GMCL1	115	126	84	73	517	481	596	919
GMDS	571	690	477	491	479	425	521	836
GMEB1	273	338	226	236	544	530	690	1060
GMEB2	298	368	204	220	229	200	334	440
GMFB	586	703	543	543	553	557	801	1107
GMIP	89	97	77	89	95	63	73	121
GMNN	2638	2917	1969	2093	2124	2036	3000	4284
GMPPA	556	728	426	434	540	441	897	1188
GMPPB	331	499	310	283	605	588	890	1257
GMPR	306	327	271	262	25	19	37	56
GMPR2	551	624	452	413	937	928	1353	1881
GMPS	3321	3587	2814	2828	3453	3167	4722	6876
GNA11	511	714	362	385	503	456	734	1045
GNA12	123	157	97	121	211	184	275	383
GNA13	406	509	311	293	613	564	795	1142
GNAI1	880	1007	641	711	370	347	519	722
GNAI2	882	1160	747	706	553	518	916	1353
GNAI3	2718	3106	2179	2307	1710	1689	3021	4204
GNAL	167	155	132	101	149	172	204	313
GNAQ	198	244	145	161	273	246	396	589
GNAS	15912	19124	13821	13208	7603	6715	8643	13625
GNAT2	7	9	7	17	67	55	66	140
GNAZ	71	85	59	45	149	133	256	395
GNB1	3977	5197	3101	3193	1718	1604	2512	3323
GNB1L	284	363	240	205	218	175	313	422
GNB2	2879	3527	2213	2069	1028	858	1408	2219
GNB3	6	9	6	3	47	45	61	72
GNB4	1314	1495	1053	1081	593	515	836	1157
GNB5	285	403	230	219	149	149	206	272
GNE	744	846	638	590	927	911	1284	1901
GNG11	262	277	166	197	19	12	27	47
GNG12	677	774	411	527	171	128	193	293
GNG4	48	63	39	42	39	34	70	109
GNG5	653	805	458	524	142	155	276	403
GNL1	611	1002	534	591	803	752	1103	1639
GNL2	2902	3299	2450	2510	4289	3917	6569	8736
GNL3	3316	3931	2832	2904	10693	10213	16091	22168
GNL3L	2029	2493	1635	1687	1997	1835	1829	3132
GNPAT	657	746	577	626	2460	2154	3432	4969
GNPDA1	1176	1409	919	853	659	552	1084	1534
GNPDA2	310	300	205	258	184	163	253	394
GNPNAT1	636	643	491	539	617	572	844	1145
GNPTAB	308	304	299	289	1208	1081	1651	2404
GNPTG	97	123	113	97	224	206	311	431
GNRHR	1	0	0	0	36	34	32	43
GNS	1312	1491	1253	1363	1206	1018	1539	2402
GOLGA1	173	258	174	179	437	355	476	723
GOLGA2	439	503	359	331	564	506	670	997
GOLGA3	867	1036	786	740	1731	1635	2254	3271
GOLGA4	888	938	690	690	5814	5728	8008	9317
GOLGA5	654	675	492	558	874	772	1441	2000
GOLGA6L9	0	0	0	0	25	14	27	35
GOLGA7	688	775	550	593	302	265	481	592
GOLGB1	1994	2376	1852	1982	5870	5711	8179	10429
GOLIM4	702	762	655	705	1417	1327	2036	2688
GOLM1	1300	1737	1204	1197	1279	1372	1910	2590
GOLPH3	852	1055	752	731	565	476	764	1063
GOLPH3L	429	558	312	380	346	300	455	713
GOLT1B	277	318	247	229	227	202	327	431
GON4L	452	498	460	360	2067	1857	2325	3550
GON7	168	198	112	128	107	100	116	188
GOPC	495	647	410	446	691	639	905	1275
GORAB	91	133	75	71	178	147	281	430
GORASP1	251	344	199	190	360	287	580	791
GORASP2	1632	1830	1271	1295	745	614	1437	1892
GOSR1	395	443	324	345	343	341	475	694
GOT1	1644	1953	1258	1289	976	847	1476	2118
GOT2	3861	4790	3028	2975	2451	2077	3237	4981
GP1BA	3	1	3	0	56	53	45	99
GPAA1	796	1107	777	794	814	714	1163	1649
GPALPP1	673	724	463	572	773	682	1094	1493
GPAM	411	553	370	414	1070	993	1573	2293
GPANK1	176	239	90	102	170	164	261	339
GPAT2	2	4	1	0	43	28	58	83
GPAT3	343	470	252	262	110	77	169	227
GPAT4	362	536	357	333	1031	941	1384	2069
GPATCH1	486	617	357	375	420	401	548	848
GPATCH11	299	318	192	230	283	283	363	485
GPATCH2	334	355	248	267	887	802	1140	1631
GPATCH2L	349	416	280	328	751	735	930	1490
GPATCH3	181	272	194	171	322	340	419	602
GPATCH4	923	1264	754	772	1841	1708	2807	3109
GPATCH8	1074	1350	881	985	1703	1309	1387	2553
GPBP1	401	397	336	318	1944	1838	2941	4476
GPBP1L1	186	236	183	168	1322	1225	1934	2720
GPC1	176	241	172	140	137	116	127	250
GPC2	18	16	30	20	28	27	30	37
GPC3	357	391	368	398	654	588	631	1150
GPC4	1185	1404	1047	977	285	285	227	428
GPC5	11	14	7	9	29	30	33	62
GPC6	141	179	169	164	213	207	241	385
GPCPD1	451	535	429	469	573	528	752	1099
GPD1L	420	495	378	333	402	373	561	791
GPD2	883	1159	836	870	1041	1050	1261	1812
GPER1	0	0	1	3	49	35	19	52
GPHN	463	696	497	486	661	648	790	1373
GPI	25538	32752	19795	20615	4990	4156	7232	11093
GPKOW	633	849	529	532	680	562	898	1259
GPLD1	22	26	25	25	151	146	212	277
GPM6A	233	251	229	186	55	40	58	113
GPM6B	375	451	335	290	190	139	225	356
GPN1	661	779	538	562	739	695	1138	1736
GPN2	611	752	451	459	370	323	557	744
GPN3	1335	1559	1177	1202	798	806	1229	1623
GPR107	809	898	784	713	578	454	861	1316
GPR108	258	310	256	218	270	246	509	652
GPR135	0	0	2	1	49	44	50	71
GPR137	67	110	60	66	159	131	153	248
GPR137B	77	102	63	70	161	124	199	273
GPR137C	38	62	30	39	89	81	80	144
GPR153	27	21	25	16	31	37	41	52
GPR155	79	74	68	70	146	155	208	323
GPR156	3	1	1	2	34	35	43	82
GPR157	59	52	58	53	31	43	45	62
GPR160	18	5	17	15	185	173	338	512
GPR161	105	144	89	67	152	140	225	320
GPR162	4	9	5	4	37	35	33	42
GPR171	0	0	0	0	58	66	48	93
GPR176	17	29	21	27	85	57	121	165
GPR18	0	1	1	1	88	83	55	135
GPR180	253	274	214	222	499	436	852	1294
GPR183	2	1	1	3	79	79	91	136
GPR21	0	0	0	0	36	32	48	55
GPR22	0	0	2	0	102	119	92	139
GPR27	56	84	68	46	81	64	89	101
GPR34	0	0	0	0	41	23	22	44
GPR37	190	238	139	156	15	14	20	27
GPR39	3	10	4	2	68	57	80	102
GPR52	0	0	0	0	50	35	44	94
GPR63	53	50	38	28	107	92	157	236
GPR75	0	0	2	2	129	65	125	202
