	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
FAM107B	317	280	157	200
FAM110B	51	56	17	30
FAM114A1	90	87	28	40
FAM114A2	428	580	236	272
FAM117A	137	198	65	115
FAM117B	383	432	180	242
FAM118A	205	244	90	137
FAM118B	249	278	125	142
FAM120A	1112	1457	569	788
FAM120AOS	80	78	26	46
FAM120B	815	991	438	571
FAM120C	276	398	141	213
FAM122A	178	218	65	114
FAM122B	336	389	143	191
FAM124A	50	55	21	29
FAM126A	434	485	225	239
FAM126B	149	176	73	86
FAM129A	328	317	128	171
FAM129B	838	963	346	490
FAM131A	64	81	28	36
FAM133B	14	13	7	11
FAM135A	352	327	154	167
FAM136A	576	810	285	464
FAM13A	254	292	123	163
FAM13B	83	103	64	73
FAM13C	54	69	22	30
FAM149A	29	42	11	15
FAM149B1	61	57	23	30
FAM151B	33	45	18	8
FAM155B	25	30	3	8
FAM160A1	64	87	28	43
FAM160A2	133	192	55	78
FAM160B1	364	458	213	292
FAM160B2	208	252	87	124
FAM161A	234	226	109	100
FAM161B	73	73	33	26
FAM162A	928	1010	375	528
FAM166A	0	0	0	0
FAM168A	376	423	168	245
FAM168B	770	862	390	472
FAM169A	405	541	202	242
FAM171A1	323	410	138	196
FAM171A2	152	191	61	119
FAM171B	129	128	56	74
FAM172A	252	270	104	109
FAM173A	90	130	44	64
FAM174A	101	115	54	71
FAM177A1	213	257	103	112
FAM184A	305	291	148	178
FAM184B	69	71	32	35
FAM185A	41	65	18	34
FAM186B	5	5	4	4
FAM189A1	13	13	5	7
FAM189B	337	399	164	213
FAM192A	305	467	147	229
FAM193A	295	358	163	183
FAM193B	154	190	74	111
FAM199X	982	1049	413	545
FAM200A	188	176	88	89
FAM200B	39	43	17	20
FAM204A	344	431	172	211
FAM206A	136	221	78	67
FAM207A	181	278	105	151
FAM20A	4	4	0	6
FAM20B	163	229	91	113
FAM20C	108	108	38	71
FAM210A	270	373	127	186
FAM210B	215	229	104	145
FAM214A	226	207	105	152
FAM214B	3	8	6	4
FAM216A	1259	1184	527	600
FAM217B	54	73	31	31
FAM219A	186	251	84	108
FAM219B	125	166	53	70
FAM221A	226	262	125	116
FAM222A	37	41	16	18
FAM222B	172	208	68	103
FAM227A	10	3	4	3
FAM227B	9	9	3	8
FAM228B	6	11	3	8
FAM229B	96	151	43	72
FAM234A	34	42	18	39
FAM234B	503	591	249	284
FAM241A	216	241	84	102
FAM241B	134	186	66	107
FAM32A	331	469	177	265
FAM3A	143	162	59	97
FAM3C	1	1	0	1
FAM45A	70	58	22	38
FAM49B	1127	1272	617	707
FAM50A	1809	2254	874	1155
FAM50B	0	4	2	1
FAM53A	2	5	1	2
FAM53B	95	138	54	73
FAM53C	444	536	187	249
FAM57A	177	278	107	153
FAM71E1	43	50	11	24
FAM72A	2	10	1	5
FAM72B	13	11	2	6
FAM76A	140	171	80	86
FAM76B	112	142	66	71
FAM78A	6	5	1	3
FAM81A	21	17	7	10
FAM83B	243	294	124	137
FAM83D	1413	1760	756	954
FAM83G	237	289	93	175
FAM83H	262	441	183	252
FAM84B	21	18	1	5
FAM89A	171	244	61	127
FAM89B	56	92	29	43
FAM8A1	408	516	203	288
FAM91A1	416	457	198	247
FAM92A	221	250	104	167
FAM95C	0	4	0	2
FAM98A	1235	1582	653	860
FAM98B	1438	1499	693	842
FAM98C	118	197	71	99
FAN1	320	370	138	196
FANCA	1036	1197	453	668
FANCB	309	378	181	169
FANCC	253	280	132	169
FANCD2	1299	1472	624	714
FANCE	290	310	127	159
FANCG	277	387	139	191
FANCI	2376	2690	1132	1455
FANCL	906	1050	456	537
FANCM	356	460	155	213
FAR1	1808	2206	889	1140
FAR2	608	656	322	351
FARP1	472	556	236	326
FARP2	681	806	314	385
FARS2	208	194	88	131
FARSA	3719	4873	1769	2398
FARSB	4650	4897	2102	2758
FAS	233	288	115	145
FASN	15972	23528	8331	11311
FASTK	176	318	99	133
FASTKD1	402	379	186	264
FASTKD2	1242	1369	644	756
FASTKD3	395	406	195	196
FASTKD5	1079	1307	555	718
FAT1	2154	2667	1057	1380
FAT2	0	2	0	5
FAT3	222	303	153	186
FAT4	399	496	212	250
FAU	4551	6148	2483	3381
FAXC	69	83	22	45
FAXDC2	17	19	6	13
FBF1	43	41	15	33
FBH1	967	1165	459	603
FBL	8629	12719	4417	6090
FBLIM1	123	176	72	96
FBLN1	578	759	259	396
FBLN2	0	0	0	1
FBLN5	160	166	74	93
FBN1	323	537	170	279
FBN2	3545	4956	1966	2606
FBRS	561	736	277	351
FBRSL1	430	595	202	289
FBXL12	137	226	72	87
FBXL13	9	4	4	4
FBXL14	267	361	101	183
FBXL15	137	177	58	84
FBXL17	250	323	129	187
FBXL18	257	338	141	190
FBXL19	156	177	56	74
FBXL2	49	64	23	35
FBXL20	189	196	98	108
FBXL3	432	556	237	311
FBXL4	266	285	118	150
FBXL5	438	438	193	247
FBXL6	81	119	48	68
FBXL8	11	8	1	5
FBXO10	130	161	63	108
FBXO11	905	1019	481	568
FBXO16	99	124	41	59
FBXO17	401	514	154	268
FBXO21	1143	1344	565	711
FBXO22	495	588	241	269
FBXO25	222	269	101	149
FBXO27	44	41	15	25
FBXO28	615	689	297	419
FBXO3	818	871	418	473
FBXO30	540	574	272	331
FBXO31	150	213	75	104
FBXO32	260	269	111	142
FBXO33	318	396	156	212
FBXO34	222	280	110	136
FBXO36	10	11	13	7
FBXO38	742	782	348	398
FBXO4	123	178	59	76
FBXO41	17	22	6	15
FBXO42	412	535	180	300
FBXO44	143	220	65	120
FBXO45	148	156	69	67
FBXO46	124	157	62	95
FBXO48	4	7	2	5
FBXO5	1004	1141	529	611
FBXO7	1542	1671	710	886
FBXO8	137	176	61	88
FBXO9	482	550	192	309
FBXW11	703	846	354	455
FBXW2	180	195	78	95
FBXW4	120	122	49	71
FBXW5	280	408	125	214
FBXW7	117	136	63	65
FBXW8	170	288	96	167
FBXW9	296	376	162	202
FCF1	327	411	169	190
FCGRT	315	352	128	185
FCHO1	19	35	11	16
FCHO2	450	512	226	270
FCHSD1	45	55	21	22
FCHSD2	208	265	108	133
FDFT1	3056	3503	1475	1877
FDPS	2427	2818	1170	1481
FDX1	501	625	222	282
FDX2	68	107	30	44
FDXACB1	26	44	10	11
FDXR	349	491	217	220
FECH	878	897	364	491
FEM1A	386	460	173	255
FEM1B	944	1045	432	578
FEM1C	506	476	221	292
FEN1	1725	2499	973	1285
FER	277	334	173	172
FER1L5	1	1	0	0
FERMT1	200	267	108	136
FERMT2	1477	1634	682	893
FEZ1	83	91	37	37
FEZ2	473	506	171	259
FGD1	210	255	85	113
FGD4	140	155	53	73
FGD6	112	140	51	64
FGF2	93	94	29	51
FGF9	61	86	34	54
FGFR1	363	424	185	234
FGFR1OP	518	686	287	291
FGFR1OP2	320	384	171	231
FGFR2	202	246	105	105
FGFR3	171	175	65	99
FGFR4	70	80	30	37
FGFRL1	239	279	117	137
FGGY	20	26	11	22
FH	1906	2084	868	1124
FHAD1	24	23	18	16
FHDC1	22	22	6	9
FHIT	58	59	29	28
FHL1	2506	3299	1314	1845
FHL2	502	603	223	314
FHL3	343	430	152	224
FHOD1	516	638	254	333
FHOD3	121	160	63	91
FIBP	478	571	210	290
FICD	59	65	29	36
FIG4	812	809	319	463
FIGN	95	107	39	61
FIGNL1	638	787	361	414
FILIP1L	23	27	9	13
FIP1L1	636	651	333	392
FIS1	618	794	320	440
FITM2	218	257	88	118
FIZ1	62	91	31	47
FJX1	117	122	55	71
FKBP10	745	929	352	536
FKBP11	315	401	161	204
FKBP14	157	204	95	117
FKBP15	421	523	226	286
FKBP1A	57	129	45	74
FKBP1B	55	64	26	28
FKBP3	3153	3597	1451	1945
FKBP4	6787	8284	3182	4337
FKBP5	968	1164	437	604
FKBP7	107	124	48	69
FKBP8	2171	2822	989	1368
FKBP9	185	182	88	136
FKBPL	122	165	80	90
FKRP	60	131	30	70
FKTN	64	93	36	50
FLAD1	689	756	343	386
FLCN	151	205	83	104
FLII	1762	2289	819	1164
FLNA	12504	17792	6885	9712
FLNB	1045	1902	694	975
FLNC	3	4	2	1
FLOT1	923	920	391	526
FLOT2	915	1242	421	622
FLRT3	50	67	51	32
FLT1	609	726	326	456
FLT4	381	502	141	252
FLVCR1	296	368	143	168
FLVCR2	12	17	13	7
FLYWCH1	219	276	97	145
FLYWCH2	92	172	83	90
FMC1	182	213	66	99
FMN2	183	240	96	121
FMNL2	436	504	206	258
FMNL3	136	189	54	79
FMO3	0	0	0	0
FMO4	39	41	16	36
FMO5	14	9	5	2
FMR1	1444	1731	721	925
FN1	2142	2906	1137	1494
FN3KRP	339	436	167	213
FNBP1	833	892	371	478
FNBP1L	444	545	214	266
FNBP4	557	698	301	360
FNDC1	22	28	6	14
FNDC3A	1223	1459	605	715
FNDC3B	656	730	321	384
FNDC4	4	3	4	1
FNDC8	0	0	0	0
FNIP1	452	556	236	299
FNIP2	238	276	117	136
FNTA	692	750	341	409
FNTB	25	52	21	31
FOCAD	918	977	401	524
FOPNL	493	523	260	282
FOSL2	55	91	29	41
FOXA1	282	390	149	171
FOXB1	49	81	30	53
FOXC1	1688	2559	981	1443
FOXD1	93	130	53	62
FOXD3	87	117	22	60
FOXF2	225	352	105	155
FOXG1	139	220	71	79
FOXI3	60	94	37	33
FOXJ2	103	137	43	69
FOXJ3	880	1006	472	550
FOXK1	543	707	275	361
FOXK2	494	657	203	314
FOXM1	623	739	307	430
FOXN2	219	233	83	121
FOXN3	72	99	44	41
FOXO1	534	662	249	330
FOXO3	171	204	68	99
FOXO4	70	85	35	41
FOXP2	203	169	73	86
FOXP4	362	517	211	285
FOXRED1	516	649	196	305
FOXRED2	982	1166	443	615
FP565260.1	0	0	0	0
FPGS	492	660	226	388
FPGT	200	247	98	140
FRA10AC1	596	691	323	360
FRAS1	618	897	339	424
FRAT2	96	153	46	83
FREM2	863	1089	462	602
FRG1	145	267	98	119
FRK	17	11	6	3
FRMD3	7	8	6	6
FRMD4A	201	202	89	96
FRMD4B	139	152	54	84
FRMD5	88	94	30	43
FRMD6	315	347	153	202
FRMD8	106	161	61	81
FRMPD1	13	16	1	7
FRMPD3	11	12	5	3
FRRS1	195	203	90	112
FRRS1L	1	0	0	0
FRS2	206	249	118	140
FRS3	5	11	1	4
FRY	69	64	33	37
FRYL	561	747	319	394
FSCN1	1308	1497	583	817
FSD1	283	348	160	187
FSD1L	41	38	27	25
FSD2	0	0	0	0
FSIP1	9	22	5	7
FSIP2	3	1	1	1
FSTL1	2215	3144	1163	1617
FTH1	156	208	65	98
FTL	385	485	131	263
FTO	779	901	374	499
FTSJ1	399	518	172	228
FTSJ3	2294	3069	1138	1612
FUBP1	3693	4948	2126	2687
FUBP3	1777	2398	941	1302
FUCA1	302	392	137	193
FUCA2	1536	1725	731	881
FUK	100	138	37	66
FUNDC1	339	421	191	239
FUNDC2	163	228	74	111
FUOM	45	58	12	38
FURIN	280	323	109	170
FUS	12312	16523	6948	8858
FUT10	78	103	42	39
FUT11	194	267	93	135
FUT4	20	32	4	19
FUT8	157	163	77	89
FUZ	250	313	98	120
FXN	229	323	125	156
FXR1	2073	2246	953	1210
FXR2	1066	1438	569	759
FXYD5	2082	2516	1031	1420
FYCO1	379	424	177	201
FYN	529	650	259	367
FYTTD1	722	791	375	432
FZD1	172	176	83	105
FZD2	212	213	74	119
FZD3	342	443	172	224
FZD4	65	84	40	28
FZD5	215	270	100	138
FZD6	373	458	190	208
FZD7	253	281	133	168
FZD8	438	609	206	271
FZD9	37	61	17	17
FZR1	524	658	249	334
G2E3	547	616	260	331
G3BP1	5456	8324	3235	4200
G3BP2	1553	1977	845	1045
G6PC3	1109	1510	495	664
G6PD	1903	2294	831	1132
GAA	329	403	148	199
GAB1	221	287	100	159
GAB2	86	86	32	50
GABARAP	1677	1818	727	954
GABARAPL1	193	250	95	117
GABARAPL2	1170	1365	568	722
GABBR1	46	37	15	16
GABBR2	13	17	8	12
GABPA	295	365	124	188
GABPB1	373	447	197	291
GABPB2	141	152	68	94
GABRB3	214	292	97	155
GAD1	98	99	39	51
GADD45A	239	314	134	171
GADD45B	46	83	25	52
GADD45GIP1	2258	3084	1028	1514
GAK	799	979	390	542
GAL	8	3	0	2
GALC	75	121	53	64
GALE	538	657	273	338
GALK1	580	719	263	342
GALK2	307	335	143	163
GALM	348	436	166	255
GALNS	136	165	46	68
GALNT1	453	470	166	294
GALNT10	95	124	48	65
GALNT11	163	177	78	110
GALNT12	56	76	14	21
GALNT13	115	114	56	75
GALNT16	86	88	41	56
GALNT18	135	161	53	76
GALNT2	607	877	341	462
GALNT3	336	299	127	174
GALNT5	28	25	9	19
GALNT6	138	172	56	99
GALNT7	810	984	394	575
GALT	82	98	35	54
GAMT	279	437	136	175
GAN	218	280	125	166
GANAB	7325	9630	3556	4878
GANC	119	118	44	62
GAPDH	16739	20470	8015	11410
GAPDHS	27	17	11	14
GAPVD1	2311	2542	1083	1365
GAR1	778	963	419	475
GAREM1	37	45	20	20
GAREM2	82	70	35	35
GARNL3	11	10	15	6
GARS	3264	3589	1456	1864
GART	7023	8299	3335	4249
GAS1	184	261	98	129
GAS2L1	24	23	9	8
GAS2L3	354	362	164	222
GAS6	66	71	28	43
GAS7	18	20	7	14
GAS8	86	116	48	68
GASK1A	18	41	12	27
GATA2	399	472	221	267
GATA4	245	354	116	167
GATA6	644	969	375	539
GATAD1	230	245	98	123
GATAD2A	809	1092	386	488
GATAD2B	1649	1947	791	1031
GATB	405	434	165	239
GATD1	500	668	202	323
GBA	416	543	199	265
GBA2	178	262	84	129
GBE1	408	567	213	301
GBF1	2407	3172	1233	1555
GBX2	73	112	42	40
GCA	390	469	187	256
GCAT	222	320	128	183
GCC1	297	389	148	213
GCC2	1140	1035	509	616
GCDH	672	867	324	432
GCFC2	661	748	309	376
GCH1	278	353	113	168
GCHFR	177	224	71	115
GCLC	832	1036	455	580
GCLM	911	1147	481	594
GCN1	5714	7482	2739	3615
GCNA	1	4	0	1
GCNT1	57	57	34	34
GCNT7	0	0	0	0
GCSAM	0	0	0	0
GDAP1	407	430	193	230
GDAP2	532	559	219	255
GDE1	266	385	144	215
GDF11	165	187	68	87
GDF7	50	59	29	18
GDI1	2154	2811	1077	1368
GDI2	6203	7911	3395	4206
GDPD1	194	218	103	81
GDPD3	6	2	1	0
GDPD5	15	25	9	10
GDPGP1	16	15	8	6
GEMIN2	421	506	174	240
GEMIN4	2340	2827	1155	1461
GEMIN5	2825	3172	1244	1708
GEMIN6	427	531	220	270
GEMIN7	229	278	95	163
GEMIN8	328	339	132	165
GEN1	234	312	126	145
GET4	720	954	355	456
GFER	173	284	110	130
GFI1	174	206	82	125
GFM1	919	1172	477	642
GFM2	632	708	330	382
GFOD1	44	77	24	30
GFOD2	73	98	34	36
GFPT1	1854	2103	837	1125
GFPT2	229	222	118	123
GFRA1	134	130	45	60
GGA1	505	675	227	336
GGA2	1084	1440	534	719
GGA3	389	494	193	275
GGCT	537	767	299	417
GGCX	693	968	338	481
GGH	1495	1584	746	867
GGNBP2	887	1160	521	619
GGPS1	262	273	124	132
GGT7	161	217	75	114
GHDC	109	116	45	68
GHITM	7058	8098	3491	4385
GHR	10	9	6	5
GHRL	0	0	0	0
GID4	110	161	53	66
GID8	650	873	381	461
GIGYF1	250	299	129	150
GIGYF2	1804	2502	1062	1347
GIN1	290	294	130	165
GINM1	551	550	277	307
GINS1	751	906	396	523
GINS2	812	940	341	524
GINS3	356	442	182	231
GINS4	526	681	261	342
GIPC1	1146	1470	566	761
GIT1	470	618	229	322
GIT2	757	812	315	404
GJA1	863	1009	437	552
GJC1	359	423	142	187
GK	31	41	6	13
GK5	204	231	91	89
GKAP1	170	182	81	87
GLA	2998	3507	1407	1942
GLB1	546	768	276	423
GLB1L	51	56	25	20
GLB1L2	415	467	224	301
GLB1L3	27	29	10	13
GLCCI1	139	197	69	85
GLCE	235	239	111	138
GLDC	176	216	87	131
GLE1	849	965	390	536
GLG1	1751	2331	924	1223
GLI2	87	106	54	90
GLI3	351	408	156	173
GLI4	57	69	36	30
GLIPR1	31	26	7	22
GLIPR2	81	63	37	36
GLIS2	18	39	18	21
GLMN	987	1110	558	625
GLMP	536	615	230	348
GLO1	9354	10762	4389	5568
GLOD4	1395	1869	684	883
GLRA1	0	0	0	0
GLRA2	0	0	0	0
GLRB	204	209	87	110
GLRX	333	350	143	196
GLRX2	243	268	105	146
GLRX3	2814	3369	1379	1756
GLRX5	493	791	281	396
GLS	758	1121	426	511
GLS2	89	85	33	35
GLT8D1	243	251	104	141
GLT8D2	109	97	36	57
GLTP	209	251	89	130
GLUD1	1271	1644	634	829
GLUL	3510	4642	1872	2696
GLYCTK	74	82	30	38
GLYR1	1309	1686	708	906
GM2A	408	511	187	295
GMCL1	115	126	53	65
GMDS	571	690	277	407
GMEB1	273	338	152	186
GMEB2	298	368	148	206
GMFB	586	703	289	344
GMIP	89	97	38	56
GMNN	2638	2917	1258	1572
GMPPA	556	728	269	371
GMPPB	331	499	186	214
GMPR	306	327	144	167
GMPR2	551	624	261	340
GMPS	3321	3587	1549	2075
GNA11	511	714	253	344
GNA12	123	157	63	83
GNA13	406	509	209	269
GNAI1	880	1007	446	557
GNAI2	882	1160	417	587
GNAI3	2718	3106	1357	1634
GNAL	167	155	73	79
GNAQ	198	244	92	147
GNAS	15912	19124	6740	9871
GNAT2	7	9	2	13
GNAZ	71	85	20	46
GNB1	3977	5197	1914	2610
GNB1L	284	363	154	210
GNB2	2879	3527	1207	1722
GNB3	6	9	1	3
GNB4	1314	1495	620	843
GNB5	285	403	134	205
GNE	744	846	327	449
GNG11	262	277	150	169
GNG12	677	774	348	475
GNG4	48	63	20	32
GNG5	653	805	286	438
GNL1	611	1002	329	445
GNL2	2902	3299	1511	1910
GNL3	3316	3931	1682	2061
GNL3L	2029	2493	963	1268
GNPAT	657	746	333	384
GNPDA1	1176	1409	553	710
GNPDA2	310	300	142	214
GNPNAT1	636	643	299	335
GNPTAB	308	304	124	179
GNPTG	97	123	29	65
GNRHR	1	0	0	1
GNS	1312	1491	598	833
GOLGA1	173	258	117	149
GOLGA2	439	503	195	246
GOLGA3	867	1036	412	557
GOLGA4	888	938	394	533
GOLGA5	654	675	300	356
GOLGA6L9	0	0	0	0
GOLGA7	688	775	313	391
GOLGB1	1994	2376	1045	1247
GOLIM4	702	762	320	443
GOLM1	1300	1737	642	827
GOLPH3	852	1055	453	533
GOLPH3L	429	558	226	262
GOLT1B	277	318	124	171
GON4L	452	498	214	284
GON7	168	198	90	104
GOPC	495	647	233	347
GORAB	91	133	45	50
GORASP1	251	344	133	166
GORASP2	1632	1830	725	917
GOSR1	395	443	207	236
GOT1	1644	1953	761	1028
GOT2	3861	4790	1882	2520
GP1BA	3	1	0	1
GPAA1	796	1107	395	572
GPALPP1	673	724	331	396
GPAM	411	553	222	312
GPANK1	176	239	64	103
GPAT2	2	4	1	2
GPAT3	343	470	160	228
GPAT4	362	536	204	224
GPATCH1	486	617	253	290
GPATCH11	299	318	109	160
GPATCH2	334	355	147	183
GPATCH2L	349	416	170	202
GPATCH3	181	272	106	138
GPATCH4	923	1264	511	653
GPATCH8	1074	1350	555	725
GPBP1	401	397	152	235
GPBP1L1	186	236	93	132
GPC1	176	241	83	129
GPC2	18	16	5	14
GPC3	357	391	166	212
GPC4	1185	1404	581	705
GPC5	11	14	4	2
GPC6	141	179	74	79
GPCPD1	451	535	254	321
GPD1L	420	495	195	246
GPD2	883	1159	476	575
GPER1	0	0	1	0
GPHN	463	696	261	346
GPI	25538	32752	12264	17215
GPKOW	633	849	289	437
GPLD1	22	26	14	10
GPM6A	233	251	98	121
GPM6B	375	451	192	239
GPN1	661	779	315	396
GPN2	611	752	275	389
GPN3	1335	1559	659	805
GPR107	809	898	341	477
GPR108	258	310	109	177
GPR135	0	0	0	1
GPR137	67	110	35	57
GPR137B	77	102	33	52
GPR137C	38	62	27	20
GPR153	27	21	8	16
GPR155	79	74	29	43
GPR156	3	1	0	1
GPR157	59	52	25	41
GPR160	18	5	5	10
GPR161	105	144	48	66
GPR162	4	9	2	8
GPR171	0	0	0	0
GPR176	17	29	5	14
GPR18	0	1	0	0
GPR180	253	274	121	134
GPR183	2	1	0	0
GPR21	0	0	0	0
GPR22	0	0	0	0
GPR27	56	84	30	60
GPR34	0	0	0	0
GPR37	190	238	79	126
GPR39	3	10	1	0
GPR52	0	0	0	0
GPR63	53	50	16	31
GPR75	0	0	0	1
GPR75-ASB3	41	31	17	15
GPR82	0	0	0	0
GPR87	1	1	0	0
GPRASP1	2	4	1	0
GPRASP2	301	380	177	197
GPRC5B	82	108	44	60
GPRC5C	149	228	75	108
GPRIN1	284	317	147	170
GPRIN3	252	262	90	132
GPS1	2175	2841	957	1442
GPS2	513	603	237	331
GPSM1	598	707	279	395
GPSM2	364	438	178	227
GPT	0	1	1	0
GPT2	450	480	176	263
GPX1	686	1069	303	449
GPX3	253	326	115	147
GPX4	1127	1208	463	661
GPX8	241	256	101	140
GRAMD1A	1794	2113	809	1026
GRAMD1B	79	96	45	68
GRAMD1C	50	42	11	22
GRAMD4	147	176	79	106
GRB10	427	464	169	256
GRB14	89	79	36	32
GRB2	1469	1863	726	978
GREB1	24	28	18	22
GREB1L	336	394	184	199
GRHL1	96	116	29	52
GRHPR	826	981	354	550
GRIA1	0	0	0	0
GRID1	131	163	60	82
GRID2	1	4	2	2
GRIK1	0	0	0	0
GRIK4	6	5	0	3
GRIN2D	8	8	6	8
GRINA	1295	1670	596	848
GRIP1	231	250	122	124
GRIP2	4	6	7	10
GRIPAP1	513	672	269	338
GRK2	358	427	173	215
GRK3	92	97	33	44
GRK4	11	7	3	2
GRK5	35	46	21	22
GRK6	567	869	293	438
GRN	1954	2791	1015	1437
GRPEL1	1155	1388	569	731
GRPEL2	606	777	307	407
GRSF1	3034	3462	1355	1778
GRTP1	121	130	60	80
GRWD1	1197	1670	630	871
GSC	84	111	38	44
GSDMB	5	5	10	4
GSDME	122	127	64	75
GSE1	919	1221	435	569
GSK3A	814	1022	383	513
GSK3B	502	557	240	357
GSKIP	298	327	157	174
GSN	407	476	190	236
GSPT1	2217	2445	935	1326
GSR	3092	3676	1434	1912
GSS	944	1148	409	553
GSTA4	661	703	301	362
GSTCD	327	348	149	194
GSTK1	566	650	255	375
GSTM2	69	103	38	40
GSTM3	852	1023	401	519
GSTM4	2	0	0	0
GSTO1	3123	4067	1550	1902
GSTO2	43	45	21	18
GSTP1	1327	1694	638	859
GSTZ1	221	229	81	145
GTDC1	38	40	16	25
GTF2A1	952	1289	553	678
GTF2A2	977	1031	480	558
GTF2B	1185	1512	571	780
GTF2E1	200	279	96	119
GTF2E2	920	1011	382	507
GTF2F1	1832	2445	944	1278
GTF2F2	1066	1114	502	672
GTF2H1	348	326	132	161
GTF2H2	38	34	22	19
GTF2H2C	41	46	13	27
GTF2H3	955	1061	457	570
GTF2H4	388	411	165	219
GTF2H5	409	524	207	270
GTF2I	1139	1316	543	695
GTF2IRD1	226	268	102	164
GTF3A	412	529	225	300
GTF3C1	3799	4793	1887	2530
GTF3C2	918	1135	410	553
GTF3C3	1784	1941	873	1076
GTF3C4	1430	1591	554	861
GTF3C5	1660	1911	747	1061
GTF3C6	337	373	202	207
GTPBP1	886	1067	410	559
GTPBP10	593	692	273	369
GTPBP2	353	429	187	230
GTPBP3	887	1205	441	584
GTPBP4	3854	4347	1817	2493
GTPBP6	382	566	205	268
GTPBP8	364	415	201	244
GTSE1	1199	1672	653	840
GUCD1	296	404	156	180
GUCY1A1	131	166	64	100
GUCY1A2	84	102	43	65
GUCY1B1	563	583	249	278
GUF1	680	735	325	414
GUK1	476	597	224	348
GULP1	191	172	89	126
GUSB	458	575	216	287
GVQW2	6	4	7	2
GVQW3	14	17	4	4
GXYLT1	475	630	222	323
GXYLT2	25	45	23	24
GYG1	719	818	364	478
GYG2	1	0	0	0
GYPC	0	1	0	0
GYS1	1098	1400	558	678
GZF1	197	228	68	128
H1F0	510	524	198	284
H1FX	2363	3312	1244	1672
H2AFJ	139	155	47	83
H2AFV	1149	1338	533	791
H2AFX	3354	3922	1533	2100
H2AFY	5641	7110	2747	3868
H2AFY2	793	926	367	511
H2AFZ	4196	5198	2179	2872
H3F3A	2	6	0	0
H3F3B	1439	2176	812	1182
H6PD	162	223	75	106
HAAO	31	26	11	17
HABP4	193	217	76	132
HACD1	195	252	105	130
HACD2	564	711	313	338
HACD3	4495	4951	2143	2652
HACD4	18	24	11	18
HACE1	226	221	120	154
HACL1	1315	1473	641	752
HADH	921	1136	437	639
HADHA	1802	2193	907	1131
HADHB	2054	2255	918	1119
HAGH	639	858	326	482
HAGHL	56	47	20	19
HAL	4	0	0	1
HAND1	29	37	15	14
HAP1	5	14	4	10
HAPLN3	83	110	38	54
HARBI1	49	80	28	20
HARS	2157	2909	1048	1518
HARS2	547	679	250	340
HAS3	29	44	17	27
HASPIN	584	696	246	347
HAT1	3651	4057	1768	2087
HAUS1	688	798	334	427
HAUS2	447	388	192	230
HAUS3	602	581	306	338
HAUS4	181	206	95	107
HAUS5	1279	1695	613	855
HAUS6	389	392	162	208
HAUS7	685	929	351	467
HAUS8	321	452	152	241
HAX1	790	1087	347	432
HBEGF	41	72	24	30
HBP1	406	392	153	205
HBQ1	0	0	0	0
HBS1L	1665	1802	741	908
HCCS	238	267	115	161
HCFC1	3382	4523	1777	2441
HCFC1R1	206	263	87	103
HCFC2	172	205	73	96
HCLS1	53	153	33	55
HCN2	184	162	50	49
HCN3	25	25	17	16
HDAC1	4473	5394	2171	2891
HDAC10	52	82	19	24
HDAC11	72	96	26	60
HDAC2	6640	7840	3313	4124
HDAC3	1015	1202	517	674
HDAC4	168	214	84	113
HDAC5	175	168	62	71
HDAC6	359	416	164	217
HDAC7	240	330	103	149
HDAC9	23	23	10	10
HDDC2	1871	2088	866	1135
HDDC3	115	126	46	62
HDGF	2469	3236	1174	1573
HDGFL2	1552	2170	781	1089
HDGFL3	236	263	90	141
HDHD2	438	484	206	249
HDHD3	70	112	46	64
HDHD5	754	944	310	466
HDLBP	7438	8602	3369	4789
HDX	0	0	0	1
HEATR1	3724	4257	1859	2288
HEATR3	618	757	312	387
HEATR5A	595	695	298	406
HEATR5B	864	1048	445	541
HEATR6	731	850	335	446
HEBP1	466	586	207	299
HEBP2	959	1002	430	550
HECA	266	302	124	165
HECTD1	2301	2801	1256	1404
HECTD2	155	191	78	99
HECTD3	595	670	273	362
HECTD4	1189	1258	503	669
HECW2	83	103	37	66
HEG1	214	252	82	138
HELB	396	445	213	219
HELLS	4569	5259	2221	2752
HELQ	135	163	68	92
HELZ	1656	1779	675	957
HELZ2	98	150	55	82
HEMK1	71	94	40	47
HERC1	1164	1337	548	664
HERC2	1012	1231	483	623
HERC3	333	353	133	161
HERC4	729	729	288	349
HERC5	937	1095	447	608
HERC6	238	271	126	155
HERPUD1	436	505	191	221
HERPUD2	246	233	114	128
HES1	972	1427	564	674
HES4	669	871	306	457
HES6	118	168	52	83
HESX1	5	0	0	0
HEXA	453	450	202	233
HEXB	1010	1107	438	572
HEXD	51	70	20	47
HEXIM1	481	918	348	445
HEXIM2	45	66	20	22
HEY1	307	414	181	278
HEY2	190	274	102	140
HFM1	34	28	12	14
HGF	18	20	9	9
HGH1	226	378	120	168
HGS	1002	1322	576	711
HGSNAT	199	271	94	134
HHAT	50	54	26	53
HHEX	128	209	79	92
HHIP	57	58	21	40
HHIPL2	1	5	2	5
HHLA3	127	142	53	68
HIBADH	728	897	335	409
HIBCH	725	765	293	404
HIC2	161	251	107	122
HID1	234	283	108	151
HIF1A	4174	4609	2063	2667
HIF1AN	719	931	343	470
HIGD1A	245	277	128	165
HIGD2A	568	731	268	402
