	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
STX4	213	248	98	130
STX5	388	504	187	229
STX6	253	302	110	143
STX7	1237	1324	563	677
STX8	229	233	110	137
STXBP1	419	457	192	253
STXBP2	637	765	301	424
STXBP3	1146	1334	611	731
STXBP4	346	413	211	264
STXBP5	287	333	158	175
STXBP5L	53	63	25	34
STXBP6	44	36	12	17
STYX	177	151	79	84
STYXL1	373	408	127	194
SUB1	2777	3095	1357	1704
SUCLA2	1194	1447	614	763
SUCLG1	1620	1834	750	972
SUCLG2	272	304	107	141
SUCO	274	282	128	153
SUDS3	246	276	121	136
SUFU	560	593	234	302
SUGCT	36	32	14	14
SUGP2	964	1146	470	625
SUGT1	913	1163	519	573
SULF1	25	24	8	8
SULF2	791	1148	422	613
SULT1A1	461	509	211	281
SULT4A1	57	70	24	38
SUMF1	109	146	50	67
SUMF2	498	571	240	334
SUMO1	368	354	176	218
SUMO2	480	654	291	378
SUMO3	379	526	194	316
SUN1	1345	1568	640	876
SUN2	870	1184	385	600
SUOX	171	213	77	102
SUPT16H	4078	5093	2053	2782
SUPT20H	1899	2059	908	1111
SUPT3H	171	208	105	133
SUPT4H1	773	1188	475	672
SUPT5H	3770	4882	1884	2628
SUPT6H	1895	2506	998	1244
SUPT7L	437	513	217	257
SUPV3L1	1330	1334	593	733
SURF1	289	325	116	150
SURF2	373	560	191	293
SURF4	2410	3094	1187	1552
SURF6	815	1225	456	568
SUSD1	125	176	66	100
SUSD4	20	17	17	6
SUSD5	216	318	122	223
SUSD6	50	58	36	44
SUV39H1	505	653	262	362
SUV39H2	473	514	216	255
SUZ12	798	920	394	481
SV2A	746	914	360	464
SVBP	147	219	64	124
SVEP1	202	215	107	135
SVIL	337	507	189	273
SVIP	123	153	66	88
SWAP70	496	613	243	331
SWI5	171	232	78	108
SWSAP1	113	168	63	76
SWT1	85	73	46	58
SYAP1	2903	3336	1338	1808
SYBU	129	207	81	115
SYCE2	10	13	6	6
SYCP2	2	3	3	0
SYCP2L	123	149	55	63
SYCP3	3	2	3	3
SYDE1	297	356	150	203
SYDE2	324	330	144	154
SYF2	1020	1463	567	806
SYK	223	278	142	143
SYMPK	926	1104	408	571
SYN2	156	203	75	105
SYN3	15	20	11	12
SYNC	4	16	5	6
SYNCRIP	3791	4370	1883	2467
SYNE1	777	818	353	444
SYNE2	961	1295	567	690
SYNE3	87	136	49	64
SYNGAP1	41	47	19	18
SYNGR1	317	352	135	190
SYNGR2	478	607	222	346
SYNJ1	413	527	186	222
SYNJ2	293	374	141	164
SYNJ2BP	50	78	33	33
SYNM	40	34	12	14
SYNRG	783	894	358	491
SYP	65	90	31	55
SYPL1	2073	2492	1119	1351
SYPL2	34	44	13	18
SYS1	72	121	38	58
SYT1	138	133	57	80
SYT14	88	74	45	51
SYT16	7	9	6	1
SYT2	38	30	14	12
SYT3	26	46	13	25
SYT7	11	28	4	9
SYTL1	5	11	9	5
SYTL2	38	38	17	21
SYTL3	4	5	2	4
SYTL4	58	78	22	33
SYTL5	85	68	27	38
SYVN1	478	746	247	406
SZRD1	382	573	223	322
SZT2	364	367	175	209
TAB1	454	530	189	307
TAB2	650	688	272	390
TAB3	120	139	52	73
TACC1	760	909	379	445
TACC2	246	242	98	110
TACC3	2845	3818	1345	1953
TACO1	1120	1175	553	699
TACR1	1	0	0	0
TADA1	503	581	223	320
TADA2A	246	283	128	163
TADA2B	170	221	79	105
TADA3	535	787	276	389
TAF1	509	645	237	335
TAF10	452	684	230	367
TAF11	628	720	280	426
TAF12	176	184	87	93
TAF13	484	605	206	277
TAF15	3729	4543	1950	2416
TAF1A	168	215	77	84
TAF1B	882	1023	419	534
TAF1C	148	227	79	96
TAF1D	206	276	114	169
TAF2	898	926	364	426
TAF3	308	415	151	238
TAF4	354	416	163	217
TAF4B	120	134	42	68
TAF5	495	645	266	265
TAF5L	251	335	104	153
TAF6	724	863	299	443
TAF6L	305	439	160	219
TAF7	1840	2086	878	1208
TAF7L	0	1	1	0
TAF8	373	458	162	208
TAF9	486	553	220	292
TAF9B	798	937	399	500
TAGLN2	3144	4206	1464	2070
TALDO1	3282	3947	1606	2027
TAMM41	462	528	223	274
TANC1	713	865	364	499
TANC2	372	410	183	212
TANGO2	86	96	39	64
TANGO6	335	408	150	207
TANK	151	140	81	84
TAOK1	742	848	337	437
TAOK2	392	594	209	301
TAOK3	241	293	105	116
TAP1	364	568	184	286
TAP2	35	56	23	35
TAPBP	360	469	155	209
TAPT1	272	340	110	184
TARBP1	825	981	421	474
TARBP2	297	343	126	172
TARDBP	374	583	222	279
TARS	7470	8875	3616	4591
TARS2	1483	1725	674	879
TARSL2	394	451	202	249
TAS1R3	0	1	2	0
TAS2R10	0	0	2	0
TAS2R13	0	0	0	0
TAS2R14	0	3	0	0
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	0	1
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TAS2R5	0	0	0	0
TAS2R50	0	0	0	0
TASOR	919	996	456	540
TASOR2	2217	2532	1172	1421
TASP1	70	72	42	56
TATDN1	351	378	161	190
TATDN2	118	160	54	89
TATDN3	242	256	104	146
TAX1BP1	2091	2059	917	1100
TAX1BP3	272	330	119	186
TAZ	141	209	93	108
TBC1D1	455	475	221	264
TBC1D10A	57	93	35	42
TBC1D10B	651	817	268	407
TBC1D12	144	208	70	75
TBC1D13	419	560	202	289
TBC1D14	237	284	108	141
TBC1D15	1792	2035	931	1116
TBC1D16	102	146	45	67
TBC1D17	159	218	71	97
TBC1D19	158	161	70	91
TBC1D2	19	21	13	25
TBC1D20	238	308	117	162
TBC1D22A	288	330	125	180
TBC1D22B	165	195	77	89
TBC1D23	763	811	368	416
TBC1D24	110	153	61	95
TBC1D25	117	155	51	73
TBC1D2B	188	234	89	131
TBC1D30	277	275	109	156
TBC1D31	397	340	164	242
TBC1D32	316	364	160	183
TBC1D4	932	1068	447	531
TBC1D5	402	416	180	227
TBC1D7	438	489	196	263
TBC1D8	63	75	33	28
TBC1D8B	131	131	46	76
TBC1D9	213	251	112	126
TBC1D9B	782	979	328	483
TBCA	1399	1736	760	954
TBCB	3092	4003	1464	2080
TBCC	367	514	174	244
TBCCD1	123	135	61	69
TBCD	1130	1332	540	691
TBCEL	71	75	31	50
TBCK	114	162	74	91
TBK1	941	1072	439	524
TBKBP1	162	200	71	86
TBL1X	167	173	63	89
TBL1XR1	920	987	409	521
TBL2	410	536	207	283
TBL3	1085	1468	492	683
TBP	436	462	217	256
TBPL1	287	279	132	126
TBRG1	65	91	43	51
TBRG4	1223	1449	550	744
TBX1	253	301	133	185
TBX18	602	715	256	352
TBX2	192	208	72	108
TBX20	86	132	48	80
TBX3	383	572	202	315
TC2N	373	383	147	220
TCAF1	389	550	206	265
TCAIM	164	163	65	86
TCEA1	57	130	46	51
TCEA2	157	160	64	109
TCEAL1	216	293	120	152
TCEAL4	689	1013	389	462
TCEAL8	379	559	202	262
TCEAL9	353	390	163	244
TCEANC	32	20	17	10
TCEANC2	176	176	89	86
TCERG1	2567	2882	1301	1627
TCF12	734	719	294	398
TCF19	186	219	67	112
TCF20	984	1063	459	588
TCF25	660	889	295	437
TCF3	468	631	239	301
TCF4	544	686	272	380
TCF7	234	268	91	153
TCF7L1	59	58	26	25
TCF7L2	589	712	321	406
TCFL5	42	57	31	25
TCHP	185	242	95	120
TCIRG1	45	51	24	32
TCOF1	4367	5764	2166	2824
TCP1	7190	9041	3604	4809
TCP11L1	220	189	106	112
TCP11L2	339	323	132	179
TCTA	80	140	45	66
TCTE3	3	8	1	2
TCTEX1D2	57	56	27	33
TCTN1	212	269	89	126
TCTN2	216	232	94	99
TCTN3	641	767	331	402
TDG	998	1191	537	672
TDP1	523	557	254	336
TDP2	808	947	396	489
TDRD3	353	354	160	184
TDRD6	1	0	0	1
TDRD7	528	553	228	319
TDRKH	413	515	219	264
TEAD1	413	526	215	270
TEAD2	89	98	36	55
TEAD3	143	194	69	95
TEAD4	371	409	158	200
TEC	94	75	41	31
TECPR1	181	254	102	107
TECPR2	337	424	165	203
TECR	1586	2075	796	1132
TECTA	14	11	2	8
TEDC1	226	302	100	146
TEDC2	279	298	140	163
TEF	44	42	23	32
TEFM	282	368	144	180
TELO2	882	1304	461	663
TENM1	3	2	2	2
TENM3	714	915	357	515
TENM4	36	41	11	26
TENT2	553	536	234	287
TENT4A	206	285	100	101
TENT4B	355	472	200	204
TENT5A	169	237	91	111
TENT5C	245	318	124	175
TEP1	142	153	43	80
TEPSIN	115	174	54	107
TERF1	257	370	162	179
TERF2	628	699	291	368
TERF2IP	940	1309	472	646
TERT	4	5	5	5
TES	1350	1817	713	1026
TESC	188	232	100	140
TESK1	30	54	16	17
TESK2	54	56	17	38
TESMIN	58	76	40	41
TET1	371	380	161	215
TET2	197	232	95	101
TET3	128	215	61	98
TEX10	1854	2009	818	1067
TEX14	6	11	1	6
TEX15	295	283	141	145
TEX2	278	335	123	184
TEX261	90	105	39	60
TEX264	429	608	178	312
TEX30	292	313	123	193
TEX9	135	169	66	98
TFAM	2045	2293	991	1281
TFAP2A	571	898	304	435
TFAP2C	143	149	46	65
TFAP4	283	428	157	218
TFB1M	227	234	102	123
TFB2M	378	441	192	243
TFCP2	722	910	379	474
TFCP2L1	130	182	66	103
TFDP1	802	959	378	500
TFDP2	498	472	204	287
TFE3	304	403	149	218
TFEB	74	74	32	42
TFG	2025	2418	1065	1281
TFIP11	865	1167	485	617
TFPI	235	269	122	137
TFPI2	465	505	222	282
TFPT	176	261	89	123
TFRC	2056	2588	1110	1411
TGDS	234	255	112	126
TGFB1I1	132	141	72	74
TGFB2	48	53	15	33
TGFB3	19	27	8	15
TGFBR1	348	382	175	190
TGFBR2	147	206	66	94
TGFBR3	267	341	147	200
TGFBRAP1	351	456	188	236
TGIF1	150	173	51	87
TGIF2	158	195	72	100
TGIF2-RAB5IF	260	294	111	143
TGM1	5	6	15	4
TGM2	75	75	34	25
TGOLN2	692	878	359	455
TGS1	609	713	326	424
THADA	1202	1344	580	724
THAP1	228	281	116	142
THAP10	160	210	61	85
THAP11	395	483	199	239
THAP12	72	78	29	21
THAP2	32	30	15	8
THAP3	216	244	84	127
THAP4	740	1032	366	534
THAP5	366	413	157	224
THAP6	134	132	48	78
THAP7	268	315	120	186
THAP8	48	79	18	44
THAP9	126	134	51	48
THBS3	13	28	7	10
THBS4	165	191	68	98
THEM4	147	179	78	101
THEM6	135	193	73	116
THEMIS2	27	31	12	13
THG1L	237	367	145	218
THNSL1	433	520	216	291
THOC1	629	868	350	438
THOC2	2717	3455	1487	1828
THOC3	212	255	105	144
THOC5	1123	1348	542	699
THOC6	348	501	200	247
THOC7	875	948	381	501
THOP1	1027	1343	507	731
THRA	88	95	31	41
THRAP3	2883	3574	1540	2028
THRB	108	150	61	83
THSD1	46	41	24	33
THSD4	37	63	27	34
THSD7A	4	10	2	2
THTPA	95	125	46	65
THUMPD1	315	355	159	205
THUMPD2	389	376	167	228
THUMPD3	1146	1167	490	660
THYN1	503	483	167	239
TIA1	631	793	277	359
TIAL1	1564	1952	726	927
TIAM1	399	494	206	258
TIAM2	119	124	65	85
TICRR	738	854	330	470
TIFA	173	141	86	78
TIGAR	693	816	326	473
TIGD1	104	78	31	32
TIGD2	128	164	57	74
TIGD3	17	31	8	11
TIGD4	14	10	6	3
TIGD5	210	284	119	146
TIGD6	130	152	58	74
TIGD7	7	9	4	5
TIMELESS	1842	2287	870	1204
TIMM10	527	842	330	417
TIMM13	1489	2195	820	1189
TIMM17A	947	1037	425	576
TIMM17B	973	1194	467	602
TIMM21	447	592	206	317
TIMM22	537	696	245	335
TIMM23	1142	1407	572	719
TIMM23B	39	46	11	18
TIMM29	427	580	191	276
TIMM44	1140	1497	522	759
TIMM50	3447	4487	1592	2195
TIMM8A	211	322	113	141
TIMM8B	760	933	361	503
TIMM9	153	174	75	90
TIMMDC1	908	944	432	498
TIMP1	1893	2388	925	1370
TIMP2	252	292	121	157
TIMP3	404	441	187	256
TINF2	157	159	49	76
TIPARP	578	652	353	461
TIPIN	1495	1484	704	802
TIPRL	1643	1939	881	1053
TIRAP	20	13	7	12
TJAP1	333	428	162	241
TJP1	2432	2928	1288	1579
TK1	1188	1588	593	880
TK2	36	55	24	23
TKFC	255	320	118	174
TKT	8871	10883	4267	5782
TLCD1	106	117	44	66
TLE1	520	652	235	328
TLE2	30	23	17	19
TLE3	1328	1782	724	956
TLE4	560	753	251	387
TLK1	237	261	133	142
TLK2	175	236	87	121
TLL1	3	2	1	2
TLL2	15	36	8	15
TLN1	4624	5966	2341	3078
TLN2	143	145	75	79
TLNRD1	29	38	7	16
TLR5	8	8	3	5
TM2D1	333	350	148	188
TM2D2	218	367	132	180
TM2D3	485	606	220	305
TM6SF1	10	16	5	8
TM7SF2	138	172	63	82
TM7SF3	580	675	272	343
TM9SF2	3081	3857	1581	2002
TM9SF3	2759	3261	1325	1642
TM9SF4	716	894	386	495
TMA16	377	461	162	233
TMA7	156	190	76	111
TMBIM1	63	63	25	32
TMBIM4	160	232	89	131
TMBIM6	9622	12269	4803	6249
TMC3	1	6	1	0
TMC4	4	6	2	1
TMC5	51	50	18	33
TMC6	57	39	14	29
TMC7	57	48	38	27
TMCC1	55	67	30	26
TMCC2	5	7	10	5
TMCC3	116	92	43	59
TMCO1	2152	2234	978	1311
TMCO3	244	298	100	131
TMCO4	113	148	56	81
TMCO6	104	119	47	46
TMED1	218	305	113	192
TMED10	1124	1420	490	703
TMED2	2845	3741	1524	2033
TMED3	489	648	230	314
TMED4	1295	1626	595	858
TMED5	737	888	359	458
TMED6	0	0	0	0
TMED7	164	235	117	122
TMED7-TICAM2	162	236	91	158
TMED8	248	279	115	145
TMED9	1857	2592	998	1318
TMEM101	507	637	259	310
TMEM102	59	80	30	37
TMEM104	254	359	123	176
TMEM106B	629	613	315	376
TMEM106C	589	686	276	391
TMEM107	57	57	15	15
TMEM108	63	74	29	39
TMEM109	825	1285	441	617
TMEM11	305	343	134	217
TMEM110-MUSTN1	4	4	0	3
TMEM115	373	568	204	273
TMEM116	33	29	20	13
TMEM117	102	120	74	50
TMEM120A	178	201	74	115
TMEM120B	313	342	160	203
TMEM121	107	133	59	53
TMEM123	1469	1555	686	973
TMEM126A	331	326	144	195
TMEM126B	507	647	231	330
TMEM127	137	239	67	115
TMEM128	119	122	60	87
TMEM129	153	229	79	104
TMEM131	588	646	304	340
TMEM131L	654	733	328	418
TMEM132A	180	257	101	135
TMEM134	30	49	10	16
TMEM135	386	409	185	231
TMEM136	99	90	36	63
TMEM138	137	163	49	82
TMEM140	3	3	0	2
TMEM141	319	325	135	184
TMEM143	31	53	24	24
TMEM144	88	72	40	44
TMEM145	13	25	9	14
TMEM147	2910	3624	1403	1932
TMEM14A	207	289	95	126
TMEM14B	238	332	128	181
TMEM14C	821	1172	424	563
TMEM150A	20	35	10	22
TMEM150C	91	87	33	62
TMEM159	38	35	17	16
TMEM160	266	345	108	180
TMEM161A	679	1047	328	453
TMEM161B	365	434	153	255
TMEM164	271	337	119	151
TMEM165	740	899	335	438
TMEM167A	104	115	74	71
TMEM167B	116	135	42	72
TMEM168	264	318	132	201
TMEM170A	53	59	19	31
TMEM170B	42	45	21	37
TMEM171	18	16	5	7
TMEM175	115	140	48	66
TMEM177	300	305	97	175
TMEM178B	78	97	29	50
TMEM179B	489	608	221	341
TMEM18	166	259	118	108
TMEM181	399	530	185	261
TMEM182	30	25	12	18
TMEM183A	23	14	7	8
TMEM184B	277	346	147	187
TMEM184C	253	295	119	132
TMEM185A	124	163	79	75
TMEM185B	471	737	277	381
TMEM186	89	108	36	54
TMEM187	75	74	29	48
TMEM189	24	45	18	18
TMEM19	386	502	217	264
TMEM192	294	313	132	154
TMEM198	19	44	8	11
TMEM199	262	383	112	182
TMEM201	765	1057	350	577
TMEM203	150	201	42	82
TMEM205	1021	1238	471	640
TMEM206	203	264	95	147
TMEM208	273	476	144	238
TMEM209	1803	1817	804	1131
TMEM214	728	914	357	448
TMEM216	80	89	32	51
TMEM218	32	49	7	29
TMEM219	138	209	55	94
TMEM222	448	547	216	332
TMEM223	171	194	75	105
TMEM230	469	620	200	331
TMEM231	59	56	22	31
TMEM232	2	1	1	0
TMEM234	44	73	20	42
TMEM237	426	481	220	263
TMEM241	59	93	27	43
TMEM242	373	418	184	228
TMEM243	107	89	42	61
TMEM245	486	662	241	331
TMEM246	185	196	85	111
TMEM248	456	495	210	276
TMEM25	89	105	34	53
TMEM250	56	77	15	39
TMEM251	101	152	51	73
TMEM254	146	194	70	86
TMEM255A	32	33	13	14
TMEM256	349	479	183	210
TMEM258	901	1007	475	581
TMEM259	783	950	396	501
TMEM260	107	126	47	79
TMEM263	294	421	126	215
TMEM265	1	1	0	2
TMEM266	21	12	11	4
TMEM267	62	89	36	55
TMEM268	49	71	20	29
TMEM30A	1605	1719	734	974
TMEM33	1916	2090	967	1148
TMEM35B	128	208	64	81
TMEM38A	49	76	32	42
TMEM38B	748	938	396	486
TMEM39A	251	314	130	145
TMEM39B	215	297	109	160
TMEM41A	167	228	62	108
TMEM41B	563	715	303	300
TMEM42	27	25	11	10
TMEM43	681	875	389	468
TMEM44	43	58	21	21
TMEM45A	100	125	49	59
TMEM47	0	2	0	0
TMEM50A	1676	1993	859	1039
TMEM50B	186	247	90	98
TMEM51	59	102	29	41
TMEM53	94	138	39	62
TMEM54	107	125	44	77
TMEM56	68	76	45	42
TMEM59	2273	2796	1097	1439
TMEM60	89	99	38	34
TMEM62	138	138	54	58
TMEM63A	180	197	92	92
TMEM63B	313	349	130	188
TMEM63C	85	90	33	37
TMEM64	123	176	51	72
TMEM65	429	447	174	229
TMEM67	233	235	94	105
TMEM68	146	140	65	87
TMEM69	659	699	284	384
TMEM70	1127	1351	535	777
TMEM74	26	26	11	10
TMEM74B	20	30	11	16
TMEM79	22	25	10	8
TMEM80	55	54	28	27
TMEM81	0	0	0	0
TMEM87A	446	551	254	307
TMEM87B	164	201	75	107
TMEM8A	165	223	76	97
TMEM8B	32	32	11	15
TMEM9	711	944	361	503
TMEM94	281	296	103	168
TMEM97	504	593	264	349
TMEM98	169	207	53	101
TMEM99	52	70	30	45
TMEM9B	190	190	81	129
TMF1	893	1064	401	511
TMLHE	524	593	238	351
TMOD1	119	128	58	81
TMOD2	125	147	56	67
TMOD3	1423	1495	677	777
TMOD4	1	2	0	0
TMPO	4405	5177	2232	2781
TMPPE	76	110	33	54
TMPRSS9	0	0	0	0
TMSB10	1823	2173	873	1172
TMTC1	176	180	71	90
TMTC2	125	154	66	77
TMTC3	1476	1705	672	797
TMTC4	121	137	59	62
TMUB1	366	327	127	178
TMUB2	207	247	88	114
TMX1	1165	1365	527	764
TMX2	262	406	125	202
TMX2-CTNND1	14	22	9	26
TMX3	524	690	295	357
TMX4	294	425	141	213
TNC	224	360	152	173
TNFAIP1	171	211	73	100
TNFAIP3	58	64	25	44
TNFAIP8	172	191	71	92
TNFRSF10B	734	1045	392	561
TNFRSF10D	236	285	131	174
TNFRSF11A	142	194	64	94
TNFRSF19	113	147	33	56
TNFRSF1A	398	475	149	234
TNFRSF21	158	238	78	138
TNFRSF6B	5	2	0	2
TNIK	578	734	272	430
TNIP1	441	636	222	275
TNIP2	152	190	61	88
TNK2	83	85	32	60
TNKS	759	917	402	489
TNKS1BP1	314	431	151	199
TNKS2	1739	1818	733	955
TNNI3	20	21	7	12
TNNT1	65	75	31	48
TNPO1	2969	3223	1441	1844
TNPO2	1648	2304	811	1145
TNPO3	1851	2110	915	1087
TNRC18	502	717	292	381
TNRC6A	617	682	293	393
TNRC6B	725	904	344	491
TNRC6C	210	271	108	138
TNS2	109	79	53	57
TNS3	75	98	44	58
TOB1	777	1038	440	505
TOB2	269	473	141	186
TOE1	531	662	274	371
TOGARAM1	157	179	87	87
TOLLIP	315	429	153	191
TOM1	342	410	155	216
TOM1L1	789	913	359	491
TOM1L2	276	301	106	184
TOMM20	774	1036	399	581
TOMM20L	2	3	1	2
TOMM22	959	1365	505	675
TOMM34	1425	1659	668	834
TOMM40L	162	228	68	112
TOMM5	404	543	198	215
TOMM6	1634	1714	736	1027
TOMM7	1028	1471	595	784
TOMM70	2174	2324	1052	1369
TONSL	435	632	251	335
TOP1	4892	6124	2634	3259
TOP1MT	320	398	162	188
TOP2A	8352	11195	4774	5820
TOP2B	3522	3880	1609	1944
TOP3A	418	553	214	304
TOP3B	281	407	149	218
TOPBP1	1832	1954	799	1049
TOPORS	531	611	310	382
TOR1A	702	918	356	457
TOR1AIP1	791	798	317	437
TOR1AIP2	422	491	203	281
TOR1B	231	315	116	156
TOR2A	103	133	33	89
TOR3A	300	374	154	207
TOX4	679	801	338	467
TP53	1510	1911	746	947
TP53BP1	1936	2343	957	1208
TP53BP2	1167	1355	542	726
TP53I11	124	128	52	66
TP53I13	163	247	100	111
TP53I3	193	192	80	101
TP53INP1	150	208	72	88
TP53RK	364	449	179	246
TP53TG5	1	1	2	0
TP73	304	325	132	159
TPBG	413	556	180	278
TPCN1	184	203	93	141
TPCN2	98	127	45	70
TPD52	142	151	62	88
TPD52L1	435	423	177	228
TPD52L2	1086	1371	549	732
TPGS1	138	251	102	118
TPGS2	570	693	272	347
TPH1	2	0	1	0
TPI1	4385	5941	2003	2823
TPM1	494	656	293	356
TPM2	13	11	7	5
TPM3	882	1165	440	589
TPM4	463	653	213	329
TPMT	296	287	132	159
TPP1	367	500	165	249
TPP2	2034	2366	1010	1236
TPPP	41	52	19	28
TPR	4906	5511	2518	2968
TPRA1	244	378	132	188
TPRG1L	251	388	127	188
TPRKB	1030	1078	537	619
TPRN	204	357	114	178
TPST1	82	95	25	65
TPST2	130	174	37	47
TPT1	3391	4484	1951	2772
TPX2	3183	3366	1470	1831
TRA2A	1908	2579	1066	1353
TRA2B	4444	5056	2110	2839
TRABD	657	841	268	393
TRADD	60	96	30	56
TRAF2	437	616	191	325
TRAF3	201	203	71	121
TRAF3IP1	328	464	171	207
TRAF3IP2	171	208	75	115
TRAF3IP3	0	0	0	0
TRAF4	286	367	135	192
TRAF5	204	247	112	123
TRAF6	188	228	99	181
TRAF7	284	373	137	213
TRAFD1	1095	1430	580	761
TRAIP	222	302	123	169
TRAK1	106	142	41	72
TRAK2	118	99	39	54
TRAM1	1418	1658	665	932
TRAM1L1	14	18	6	11
TRAM2	210	235	107	148
TRAP1	4561	5310	1940	2857
TRAPPC1	1220	1551	583	841
TRAPPC10	383	480	205	234
TRAPPC11	654	720	317	397
TRAPPC12	384	500	178	261
TRAPPC13	462	497	211	262
TRAPPC2	73	56	32	35
TRAPPC2B	58	57	28	29
TRAPPC2L	565	651	255	379
TRAPPC3	1086	1459	522	720
TRAPPC4	589	748	237	386
TRAPPC5	866	904	360	534
TRAPPC6A	60	91	34	39
TRAPPC6B	155	172	104	109
TRAPPC8	866	832	383	464
TRAPPC9	348	421	159	230
TRDMT1	211	193	99	111
TRERF1	157	166	60	92
TREX1	1	2	0	1
TREX2	1	1	0	0
TRHDE	0	0	2	0
TRIAP1	417	540	207	323
TRIB1	521	639	261	384
TRIB2	210	247	93	119
TRIB3	224	244	80	122
TRIM11	325	463	179	204
TRIM13	462	599	235	301
TRIM14	195	268	78	135
TRIM16	3	6	1	3
TRIM16L	1	6	0	5
TRIM17	0	0	0	1
TRIM2	397	426	150	193
TRIM21	127	175	68	97
TRIM23	501	588	246	288
TRIM24	1348	1551	678	837
TRIM25	1399	1848	710	900
TRIM26	480	622	258	360
TRIM27	1092	1461	550	717
TRIM28	10375	14586	5257	7540
TRIM3	69	92	51	60
TRIM32	280	372	129	177
TRIM33	1282	1445	604	787
TRIM35	234	355	132	181
TRIM36	176	158	69	91
TRIM37	565	574	250	294
TRIM38	168	172	52	85
TRIM39	23	15	8	13
TRIM4	426	574	197	284
TRIM41	149	236	85	101
TRIM44	466	694	240	356
TRIM45	72	84	32	32
TRIM5	141	143	63	89
TRIM52	55	79	36	41
TRIM56	152	223	59	90
TRIM59	60	54	26	49
TRIM62	59	71	32	36
TRIM65	435	521	223	301
TRIM66	23	19	11	19
TRIM68	89	120	48	59
TRIM71	11	16	5	11
TRIM8	278	379	126	182
TRIM9	301	320	143	164
TRIO	763	840	373	440
TRIOBP	296	380	170	209
TRIP10	349	418	124	183
TRIP11	789	915	417	481
TRIP12	4560	5109	2237	2790
TRIP13	2207	2481	917	1207
TRIP4	479	523	264	304
TRIP6	1862	2471	905	1157
TRIQK	57	55	33	25
TRIR	1251	1751	617	885
TRIT1	397	440	192	214
TRMO	201	228	72	113
TRMT1	797	1209	443	701
TRMT10A	239	302	115	167
TRMT10B	61	72	17	31
TRMT10C	1709	1882	844	1054
TRMT11	556	485	219	267
TRMT112	903	1385	447	701
TRMT12	170	158	81	92
TRMT13	507	594	273	333
TRMT1L	878	965	391	476
TRMT2A	877	1177	441	580
TRMT2B	188	207	91	127
TRMT44	160	221	95	108
TRMT5	647	633	299	347
TRMT6	827	986	410	496
TRMT61A	512	730	258	376
TRMT61B	224	258	106	135
TRMU	665	916	324	466
TRNAU1AP	330	377	153	204
TRNT1	292	310	119	132
TRO	410	481	200	286
TROAP	748	884	358	512
TRPC1	109	127	41	58
TRPC3	57	56	23	43
TRPC4AP	1349	1704	676	908
TRPM4	52	58	16	36
TRPM6	20	12	6	9
TRPM7	360	334	174	162
TRPS1	349	381	160	193
TRPT1	149	172	62	92
TRPV1	15	16	3	7
TRPV4	24	22	9	12
TRRAP	3516	3961	1588	2156
TRUB1	1057	1253	487	601
TRUB2	976	1105	444	687
TSC1	322	321	144	188
TSC2	859	1161	424	615
TSC22D1	434	508	215	272
TSC22D2	343	439	152	213
TSC22D3	511	644	171	248
TSC22D4	149	200	71	106
TSEN15	120	154	63	80
TSEN2	294	375	151	172
TSEN34	741	840	315	453
TSEN54	291	359	114	164
TSFM	1166	1479	599	788
TSG101	1457	1674	683	869
TSGA10	16	22	7	6
TSHZ1	118	131	61	75
TSHZ2	7	13	5	4
TSHZ3	180	222	73	92
TSKU	44	57	22	37
TSN	1271	1553	626	808
TSNARE1	57	71	28	33
TSNAX	683	847	366	396
TSNAXIP1	9	7	3	4
TSPAN10	33	43	20	29
TSPAN12	234	326	124	135
TSPAN13	529	713	262	353
TSPAN14	244	301	107	164
TSPAN15	139	131	49	48
TSPAN17	66	67	28	45
TSPAN2	21	20	7	11
TSPAN3	2827	3478	1383	1777
TSPAN31	330	446	169	203
TSPAN33	167	225	91	125
TSPAN4	100	116	28	55
TSPAN5	91	101	42	53
TSPAN6	862	1083	465	581
TSPAN9	264	337	119	185
TSPEAR	0	0	0	0
TSPO	298	362	136	174
TSPYL1	3791	5043	2043	2585
TSPYL2	463	589	242	310
TSPYL4	502	640	200	283
TSR1	3400	3943	1575	2055
TSR2	725	989	355	514
TSR3	416	600	177	283
TSSC4	228	324	115	209
TSSK2	0	1	0	0
TSSK3	3	0	1	1
TSSK4	0	0	0	0
TST	341	519	180	299
TSTA3	518	615	250	324
TSTD2	247	267	115	132
TSTD3	5	7	1	0
TTBK2	90	115	41	53
TTC1	1389	1696	704	901
TTC12	144	191	105	108
TTC13	454	616	197	311
TTC14	441	494	213	270
TTC17	398	519	201	264
TTC19	380	503	196	248
TTC21A	19	13	5	8
TTC21B	744	718	321	404
TTC23	61	58	22	25
TTC25	16	15	8	13
TTC26	403	522	183	241
TTC27	726	827	352	424
TTC28	566	620	267	334
TTC3	442	458	168	242
TTC30A	142	210	73	96
TTC30B	125	189	74	90
TTC31	94	145	72	66
TTC32	197	194	89	101
TTC33	360	368	126	176
TTC37	2689	2819	1231	1567
TTC38	425	598	219	281
