"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"NDUFB10"	2647.63253066966	-0.363250207983521	0.0811191004539381	-4.47798614568939	7.53504903024426e-06	0.000313886503230469
"HIST1H3J"	1633.56808292672	-0.443633081072128	0.0992094562601902	-4.47168140815771	7.76069863799486e-06	0.000321709351344782
"RNF4"	466.271409437649	0.625335319320654	0.139900356277473	4.46986223595019	7.82699950988062e-06	0.000322882727354202
"HMGN5"	257.355767187041	0.854426349317436	0.19131318406156	4.46611326610142	7.96534500356564e-06	0.000327002424349279
"AHCY"	4249.12735063344	-0.36649026573847	0.082117776944763	-4.46298328296188	8.08263610643507e-06	0.000330222315540794
"LOC391322"	176.570222021273	0.936880917128057	0.210265620017428	4.45570187389837	8.36191676084713e-06	0.00033999793604631
"NAF1"	481.880001728152	0.630208862028799	0.141696795562292	4.44758725508193	8.68401880243698e-06	0.000351413294205283
"MDC1"	1819.38273306946	0.508619509001912	0.114512267226766	4.44161591870944	8.92858259518517e-06	0.0003586248831797
"RPL15"	26124.9682461855	-0.31718149824879	0.0714182706163108	-4.44118144435089	8.94663158791437e-06	0.0003586248831797
"RAD54L"	857.968624713245	0.487937310621823	0.109955899054167	4.43757283437293	9.09789417499622e-06	0.000362976078399614
"HELLS"	6807.91652075968	0.33593483492504	0.0757494073537474	4.43481799608326	9.21501065263266e-06	0.00036593065666389
"NEFM"	610.819230952975	0.549017514522777	0.123890432737944	4.43147628424281	9.35901079725872e-06	0.000369920343046998
"POGZ"	1501.70055260628	0.515259273953907	0.116449811478065	4.4247325728901	9.65618261117099e-06	0.000379899258470977
"SEC63"	1615.51321273185	0.403952594590237	0.0915065479038423	4.41446654740731	1.01259371954949e-05	0.000396385534710291
"SOS1"	1054.11781248944	0.522028789237119	0.118278430502525	4.41355864310336	1.01685157174445e-05	0.000396385534710291
"ATP6AP2"	1288.72558030755	-0.444867757435133	0.10090088966561	-4.40895772980242	1.03869294063989e-05	0.0004012187549799
"NT5C3B"	1886.03931475979	-0.39608604808494	0.0898260581767187	-4.40947823075685	1.03619973530821e-05	0.0004012187549799
"MRPS15"	2042.24880263612	-0.416042428090173	0.0944143357697953	-4.40655992226206	1.05025263458779e-05	0.000402096299992742
