	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
TMX2	266	411	249	253	549	473	943	1422
TMX2-CTNND1	14	22	24	19	59	70	59	89
TMX3	524	690	561	554	545	589	765	1124
TMX4	295	425	304	300	560	572	854	1147
TNC	224	363	234	222	16	16	36	33
TNFAIP1	172	211	154	130	144	160	226	337
TNFAIP3	58	64	43	39	83	65	109	171
TNFAIP8	172	191	98	133	60	55	109	131
TNFRSF10B	734	1045	711	787	644	616	873	1256
TNFRSF10D	236	285	270	246	150	145	235	374
TNFRSF11A	142	194	153	123	94	77	125	196
TNFRSF12A	79	109	56	44	27	30	48	67
TNFRSF19	113	147	98	116	34	36	54	80
TNFRSF1A	398	475	347	348	216	199	263	336
TNFRSF21	158	238	200	174	226	240	296	423
TNFRSF6B	5	2	8	5	23	25	36	69
TNIK	579	734	559	518	861	751	1176	1608
TNIP1	441	639	378	401	682	620	886	1271
TNIP2	152	190	109	129	289	289	400	523
TNK2	86	85	96	87	277	201	214	374
TNKS	760	918	635	652	974	861	1136	1783
TNKS1BP1	315	431	304	266	1016	982	944	1542
TNKS2	1739	1818	1392	1354	2020	1800	2530	3954
TNNI3	21	22	11	14	70	66	120	140
TNNT1	65	75	45	49	145	129	190	247
TNPO1	2969	3223	2350	2558	6096	5501	9339	13283
TNPO2	1648	2305	1508	1465	1985	1645	2530	3787
TNPO3	1852	2110	1552	1443	2798	2645	3844	5378
TNRC18	502	717	482	440	1552	1306	1171	2311
TNRC6A	617	682	469	489	2478	2038	2938	4541
TNRC6B	735	923	651	645	1942	1616	2406	3713
TNRC6C	255	322	213	209	591	505	547	1050
TNS2	109	80	82	68	40	25	59	69
TNS3	79	108	87	65	120	91	175	248
TOB1	777	1038	586	668	252	220	299	509
TOB2	269	473	238	239	197	191	227	303
TOE1	531	662	446	417	704	636	1075	1441
TOGARAM1	157	179	117	119	494	453	713	996
TOLLIP	315	429	231	222	154	139	181	273
TOM1	342	411	260	257	300	274	471	665
TOM1L1	790	915	627	648	908	770	1334	1941
TOM1L2	276	301	240	221	522	449	507	872
TOMM20	774	1036	703	736	1369	1259	2316	2989
TOMM20L	2	3	2	2	17	26	27	50
TOMM22	959	1365	870	859	1813	1652	2698	3782
TOMM34	1425	1659	1138	1107	974	958	1345	1893
TOMM40L	162	228	136	140	247	274	375	518
TOMM5	541	798	456	477	499	572	647	920
TOMM6	1634	1714	1273	1319	655	607	962	1238
TOMM7	1127	1606	1069	1052	1799	1554	2452	3375
TOMM70	2174	2324	1816	1859	3298	3004	4309	6592
TONSL	435	633	454	387	1187	980	1315	2123
TOP1	4892	6124	3874	4182	3262	2994	2968	4750
TOP1MT	320	399	261	230	600	526	787	1129
TOP2A	8352	11195	7908	8623	11637	11048	16028	23107
TOP2B	3522	3880	2904	3058	11874	11652	15307	21998
TOP3A	418	554	367	398	2344	1949	2559	4132
TOP3B	282	407	273	250	920	819	1216	1809
TOPBP1	1832	1954	1448	1470	4300	3916	6107	9012
TOPORS	531	611	459	538	1541	1424	2650	3591
TOR1A	706	929	616	685	561	459	787	1140
TOR1AIP1	791	799	668	660	876	800	1324	2035
TOR1AIP2	768	859	635	592	1874	1554	2400	3715
TOR1B	231	315	188	209	211	197	298	413
TOR2A	103	133	93	114	113	91	166	230
TOR3A	300	375	219	234	768	718	997	1473
TOX4	699	827	559	647	746	633	1364	1988
TP53	1513	1912	1251	1260	1003	874	1280	1838
TP53BP1	1936	2344	1658	1575	3007	2763	3797	5730
TP53BP2	1167	1355	990	947	2343	2111	3122	4574
TP53I11	129	137	93	100	49	47	55	98
TP53I13	164	247	129	111	188	136	254	317
TP53I3	199	192	168	168	85	87	155	184
TP53INP1	150	208	134	131	70	43	74	143
TP53RK	367	455	318	278	352	371	545	769
TP53TG5	1	1	1	1	34	37	67	73
TP73	304	325	186	222	98	71	113	171
TPBG	413	556	341	352	113	79	175	245
TPCN1	186	206	181	185	182	160	195	358
TPCN2	98	127	82	88	237	244	278	498
TPD52	200	212	175	165	82	96	82	121
TPD52L1	435	423	299	324	126	130	192	301
TPD52L2	1090	1377	851	863	707	640	853	1245
TPGS1	138	251	131	155	91	88	122	172
TPGS2	695	848	542	515	802	693	1128	1668
TPH1	2	0	1	0	45	44	57	77
TPI1	4385	5941	3532	3408	5358	5227	7693	10953
TPM1	617	797	579	566	575	652	838	1108
TPM2	14	13	12	6	110	133	137	169
TPM3	1213	1575	1177	1032	2079	1908	2605	3742
TPM4	806	1061	663	720	378	437	482	628
TPMT	296	287	220	248	512	509	728	1046
TPP1	367	500	377	331	432	381	346	688
TPP2	2034	2366	1596	1700	2391	2203	3504	5084
TPPP	41	52	30	25	32	21	20	40
TPR	4998	5585	4303	4540	19979	19166	29400	37897
TPRA1	244	378	264	247	297	215	432	672
TPRG1L	251	388	210	210	75	77	132	178
TPRKB	1030	1078	828	962	620	599	1149	1595
TPRN	206	359	173	201	266	243	440	570
TPST1	82	95	74	67	240	199	339	525
TPST2	130	174	64	84	177	145	288	393
TPT1	3392	4485	2855	3116	10257	9600	16523	21731
TPX2	3183	3368	2457	2690	4526	4110	5378	8396
TRA2A	1919	2589	1583	1715	1425	1218	2181	3337
TRA2B	4449	5060	3258	3663	3146	2840	5437	7557
TRABD	657	841	576	546	727	631	946	1285
TRADD	60	96	46	48	47	48	72	101
TRAF2	437	616	374	316	421	450	492	704
TRAF3	201	203	157	166	645	626	823	1211
TRAF3IP1	328	464	277	293	513	484	735	915
TRAF3IP2	171	208	137	126	151	128	163	295
TRAF3IP3	0	0	0	0	26	18	43	54
TRAF4	286	367	267	212	405	356	600	893
TRAF5	204	247	174	177	210	227	261	394
TRAF6	188	228	160	171	319	277	396	626
TRAF7	284	373	245	252	815	644	1168	1865
TRAFD1	1095	1430	935	1011	958	844	1490	2101
TRAIP	223	304	217	195	520	518	778	1024
TRAK1	108	148	119	103	722	641	820	1369
TRAK2	118	99	92	87	654	571	954	1439
TRAM1	1418	1658	1267	1249	1955	1627	3871	5363
TRAM1L1	14	18	23	21	43	40	75	114
TRAM2	210	235	169	189	149	116	134	255
TRAP1	4561	5310	3671	3749	4837	4577	7295	10136
TRAPPC1	1220	1551	974	990	398	342	440	690
TRAPPC10	383	481	350	359	1354	1294	1659	2689
TRAPPC11	654	720	619	544	903	888	1352	1981
TRAPPC12	384	500	339	309	632	589	802	1258
TRAPPC13	462	497	384	373	680	657	1062	1573
TRAPPC2	73	56	36	69	128	121	180	286
TRAPPC2B	58	57	29	53	23	19	51	51
TRAPPC2L	565	655	437	432	657	658	1105	1616
TRAPPC3	1086	1459	1054	924	629	633	981	1353
TRAPPC4	593	757	495	461	596	558	963	1399
TRAPPC5	866	904	680	584	341	283	689	933
TRAPPC6A	60	91	51	45	66	68	125	140
TRAPPC6B	155	172	122	115	143	163	264	360
TRAPPC8	866	832	610	725	1630	1489	2372	3407
TRAPPC9	348	421	318	292	351	273	338	626
TRDMT1	212	193	154	172	168	169	236	341
TRERF1	157	166	118	141	34	28	37	71
TREX1	1	2	0	0	39	31	50	108
TREX2	1	1	1	1	148	155	185	260
TRHDE	0	0	2	0	23	13	26	42
TRIAP1	417	540	466	422	131	150	212	241
TRIB1	521	639	444	466	179	128	250	446
TRIB2	211	247	178	184	21	22	26	51
TRIB3	224	244	156	161	180	175	226	329
TRIM11	374	507	277	281	594	575	742	1174
TRIM13	462	599	429	463	602	559	893	1237
TRIM14	195	268	150	155	96	116	98	186
TRIM16	8	15	8	4	71	82	117	176
TRIM16L	1	6	0	5	78	73	118	172
TRIM17	0	0	0	0	47	37	39	82
TRIM2	397	427	278	280	440	381	656	936
TRIM21	132	177	94	122	98	96	135	190
TRIM23	505	596	429	436	577	593	875	1152
TRIM24	1348	1551	1162	1131	1179	930	1674	2421
TRIM25	1399	1848	1187	1211	453	381	623	921
TRIM26	480	622	406	445	434	473	594	860
TRIM27	1101	1479	831	961	2162	1905	3132	4448
TRIM28	10381	14589	8735	8703	9983	8623	13621	20250
TRIM3	69	92	70	70	123	122	175	253
TRIM32	280	372	237	245	341	311	376	504
TRIM33	1282	1450	1061	1078	2175	1950	2878	4500
TRIM35	237	358	195	230	213	182	210	372
TRIM36	182	165	138	123	121	113	164	256
TRIM37	565	574	431	438	1972	1861	2681	3952
TRIM38	168	172	129	126	139	116	138	186
TRIM39	23	15	15	12	48	38	82	90
TRIM4	426	574	313	322	477	436	606	882
TRIM41	149	237	120	132	586	672	907	1150
TRIM44	466	694	361	406	323	340	431	567
TRIM45	72	84	51	40	185	184	225	320
TRIM5	141	145	93	96	56	67	84	140
TRIM52	55	79	53	42	221	244	286	381
TRIM56	152	223	121	105	35	40	32	64
TRIM59	74	67	67	59	169	164	221	282
TRIM62	59	71	42	48	70	43	68	124
TRIM65	437	528	373	372	506	429	748	1032
TRIM66	23	19	33	16	235	200	217	426
TRIM68	89	120	82	73	173	142	206	266
TRIM71	11	16	19	17	114	100	127	162
TRIM8	279	382	220	210	358	345	394	609
TRIM9	306	321	212	205	247	250	296	457
TRIO	766	840	802	675	3041	2598	3492	5738
TRIOBP	303	394	279	267	400	346	494	724
TRIP10	349	422	272	282	366	373	525	690
TRIP11	789	915	569	640	1846	1781	2730	3349
TRIP12	4586	5134	3688	4069	8272	7105	11029	16939
TRIP13	2207	2481	1825	1850	1150	1024	1997	2828
TRIP4	479	523	453	429	290	251	316	556
TRIP6	1864	2471	1392	1514	763	780	1092	1528
TRIQK	60	59	44	59	44	42	76	92
TRIR	1251	1751	1062	1039	827	929	1200	1503
TRIT1	397	440	329	316	565	563	781	1235
TRMO	202	228	139	166	363	284	625	862
TRMT1	797	1209	723	730	1479	1373	2193	3219
TRMT10A	238	302	195	205	317	277	475	717
TRMT10B	62	72	45	46	180	183	227	328
TRMT10C	1709	1882	1288	1550	2391	2303	3844	5720
TRMT11	556	485	453	416	1544	1579	2011	2893
TRMT112	927	1424	774	824	1067	977	1539	2065
TRMT12	170	158	108	121	485	432	631	812
TRMT13	507	594	386	436	615	623	758	1073
TRMT1L	878	965	654	702	1093	1046	1538	2364
TRMT2A	877	1177	709	723	1439	1377	2211	2869
TRMT2B	188	207	165	160	538	486	708	1067
TRMT44	160	221	145	145	492	429	621	927
TRMT5	651	636	473	485	833	733	1171	1753
TRMT6	827	986	666	650	1012	908	1445	2015
TRMT61A	512	730	375	392	261	203	372	493
TRMT61B	224	258	166	156	432	377	562	809
TRMU	665	916	522	594	952	934	1371	1989
TRNAU1AP	330	377	320	249	647	570	812	1252
TRNT1	295	310	186	209	586	604	716	1022
TRO	411	484	361	395	647	565	988	1457
TROAP	826	953	576	644	993	827	1228	1904
TRPC1	109	127	77	82	615	615	849	1220
TRPC3	57	56	55	49	80	76	93	161
TRPC4AP	1349	1704	1209	1235	1912	1768	2830	4018
TRPM4	52	58	44	45	90	91	89	152
TRPM6	20	12	12	14	40	32	44	68
TRPM7	360	334	299	311	2600	2321	3467	5137
TRPS1	349	381	289	279	762	643	931	1502
TRPT1	149	172	110	106	152	157	263	380
TRPV1	15	16	27	17	238	198	232	392
TRPV4	24	22	43	19	26	17	34	42
TRRAP	3523	3973	3420	2849	6669	5479	5520	10825
TRUB1	1057	1253	834	854	814	684	1185	1758
TRUB2	976	1105	745	741	876	797	1336	1831
TSC1	328	326	223	215	768	707	1000	1553
TSC2	880	1187	800	779	1907	1672	2205	3674
TSC22D1	493	582	399	399	755	626	856	1335
TSC22D2	343	440	220	264	423	363	471	871
TSC22D3	814	935	495	508	668	709	855	1242
TSC22D4	149	202	132	130	131	123	164	280
TSEN15	130	176	104	132	268	249	427	603
TSEN2	294	376	234	274	704	633	954	1352
TSEN34	755	856	531	614	616	503	1054	1540
TSEN54	292	360	204	213	549	520	798	1113
TSFM	1171	1489	1029	1037	807	756	1229	1682
TSG101	1457	1674	1158	1096	755	624	1289	1870
TSGA10	16	22	17	16	104	114	113	220
TSHZ1	118	131	105	110	466	393	640	947
TSHZ2	7	13	16	9	63	48	61	124
TSHZ3	180	222	118	99	131	83	100	191
TSKU	44	57	43	51	45	29	67	77
TSN	1272	1558	914	1038	1222	1135	1826	2571
TSNARE1	57	71	39	47	96	73	133	177
TSNAX	684	849	592	604	898	872	1264	1760
TSNAXIP1	9	7	14	6	54	51	92	123
TSPAN10	33	43	37	20	23	21	32	35
TSPAN12	234	326	222	190	190	172	266	412
TSPAN13	529	713	433	441	224	211	340	508
TSPAN14	244	301	219	237	68	60	85	126
TSPAN15	139	131	112	104	143	120	196	312
TSPAN17	66	67	72	46	239	232	437	577
TSPAN18	54	66	41	59	28	15	22	39
TSPAN2	21	20	21	20	31	14	36	51
TSPAN3	2827	3478	2883	2613	2652	2249	4441	6283
TSPAN31	330	447	363	308	144	127	237	323
TSPAN33	167	225	188	165	120	101	158	253
TSPAN4	104	125	80	79	157	110	200	241
TSPAN5	91	101	70	89	106	80	146	208
TSPAN6	862	1083	775	846	959	885	1583	2223
TSPAN9	290	373	249	250	51	53	97	120
TSPEAR	0	0	3	0	21	23	21	28
TSPO	298	362	218	242	361	272	500	710
TSPYL1	3791	5043	2798	3111	2678	2548	4056	5383
TSPYL2	463	589	392	403	497	436	766	1056
TSPYL4	502	640	365	358	149	129	159	242
TSR1	3400	3943	2983	2891	4858	4523	7285	9444
TSR2	725	989	629	571	435	430	625	742
TSR3	416	600	322	329	612	596	826	1020
TSSC4	228	324	179	169	411	366	651	880
TSSK2	0	1	3	1	55	52	59	80
TSSK3	3	0	4	3	135	110	186	294
TSSK4	0	0	2	0	88	90	65	130
TST	341	519	329	346	430	347	736	944
TSTA3	518	615	449	410	532	438	782	1072
TSTD2	247	268	192	180	399	328	410	617
TSTD3	10	15	6	9	31	28	36	54
TTBK2	91	115	73	65	483	458	635	1019
TTC1	1389	1696	1079	1174	1113	1157	1855	2436
TTC12	146	191	145	189	540	487	741	1157
TTC13	454	617	530	469	1412	1289	1824	2769
TTC14	451	505	342	405	889	923	1278	1763
TTC17	416	540	452	404	1451	1229	2015	3158
TTC19	399	529	401	418	765	745	1090	1560
TTC21A	19	13	17	16	28	42	33	75
TTC21B	744	718	555	557	1237	1100	1681	2446
TTC23	63	59	29	39	310	287	445	608
TTC25	16	15	12	18	57	35	45	76
TTC26	403	522	307	283	477	403	770	1072
TTC27	726	827	634	674	1476	1374	2216	3222
TTC28	566	620	528	495	1533	1242	1494	2783
TTC3	444	459	362	345	5274	4813	6363	9875
TTC30A	142	210	117	134	101	62	129	180
TTC30B	120	175	113	125	93	69	134	173
TTC31	94	145	116	97	249	181	270	401
TTC32	197	194	150	181	174	145	275	331
TTC33	360	368	273	248	303	326	350	485
TTC37	2689	2819	2240	2275	5302	4721	7843	11054
TTC38	426	599	405	356	617	553	901	1349
TTC39A	323	430	271	254	101	118	184	248
TTC39B	102	133	86	89	114	107	124	193
TTC39C	219	295	185	185	184	148	201	305
TTC4	429	650	368	446	1098	999	1541	2158
TTC5	336	381	271	299	605	561	829	1184
TTC6	23	25	13	24	44	36	48	70
TTC7A	58	94	58	70	185	181	210	320
TTC7B	395	483	341	330	588	483	604	956
TTC8	492	510	368	380	410	376	617	874
TTC9C	190	239	109	118	223	191	318	433
TTF1	556	651	511	501	925	925	1220	1828
TTF2	1647	1957	1443	1401	3595	3351	4597	6869
TTI1	789	883	623	647	1443	1251	1953	2954
TTI2	424	576	345	366	384	354	644	864
TTK	2481	2711	2034	2251	2615	2432	4043	6098
TTL	222	245	191	196	569	463	839	1246
TTLL1	52	50	60	43	68	63	97	123
TTLL11	12	39	16	17	125	123	162	269
TTLL12	1647	2676	1454	1406	1452	1334	2199	3032
TTLL13P	0	1	1	4	30	39	58	57
TTLL3	12	10	19	25	176	145	188	359
TTLL4	802	1004	671	667	1360	1181	1518	2437
TTLL5	159	183	120	140	1092	916	1220	1925
TTLL7	237	222	172	175	268	244	360	536
TTN	66	79	51	74	7414	6187	9890	14497
TTPAL	208	219	154	143	241	205	295	431
TTYH2	41	56	37	33	43	33	53	83
TTYH3	427	555	371	364	263	202	156	357
TUB	180	212	133	133	610	572	737	1050
TUBA1A	648	863	486	611	649	599	1273	1751
TUBA1B	9090	10980	5636	7258	9658	8922	16773	22213
TUBA1C	3012	3660	2276	2546	4290	3760	6783	9151
TUBA4A	46	68	37	30	29	23	49	48
TUBA8	102	72	149	101	66	56	82	137
TUBB	19455	24437	14407	15382	12399	9911	22406	31315
TUBB1	0	3	2	3	39	42	51	75
TUBB2A	392	526	363	323	127	127	237	311
TUBB2B	552	666	506	507	220	228	323	436
TUBB4A	425	556	370	338	75	54	57	78
TUBB4B	8611	13882	6987	7568	5408	4842	9366	13143
TUBB6	1134	1600	898	919	904	755	1384	1924
TUBD1	284	349	169	189	288	244	341	533
TUBE1	251	223	152	154	490	418	917	1199
TUBG1	696	864	502	514	950	861	1450	2173
TUBG2	28	41	28	23	46	36	45	97
TUBGCP2	1290	1572	1049	1064	2037	1791	3281	4759
TUBGCP3	550	691	495	399	782	713	1013	1572
TUBGCP4	955	1039	738	755	930	814	1039	1657
TUBGCP5	436	429	402	382	1199	1046	1486	2303
TUBGCP6	429	523	517	413	2049	1682	2518	3810
TUFM	5164	6491	3846	3874	4750	4264	7534	10548
TUFT1	278	291	216	207	155	157	276	444
TULP3	313	397	258	302	380	326	416	656
TULP4	156	181	203	139	551	462	514	853
TUSC1	78	82	36	72	85	90	104	154
TUSC2	116	194	111	118	208	185	252	287
TUSC3	1034	1246	991	920	824	807	1356	1984
TUT1	141	170	109	82	170	141	200	307
TUT4	1092	1240	876	920	2616	2427	2736	4463
TUT7	536	558	454	436	1190	1116	1586	2298
TVP23B	53	36	28	34	277	266	373	491
TVP23C	5	4	1	5	38	45	33	74
TWF1	467	449	309	355	379	378	799	1029
TWF2	362	494	309	295	383	374	477	721
TWIST1	135	172	87	90	34	23	28	55
TWISTNB	580	676	410	480	747	704	1142	1527
TWNK	508	596	405	421	894	693	1030	1576
TWSG1	540	591	463	488	271	258	394	553
TXLNA	2152	2933	1724	1790	2948	2804	4165	6053
TXLNG	1777	1908	1365	1410	1300	1323	1969	2598
TXN	3944	5539	2791	3525	6539	6298	9047	12193
TXN2	778	1084	568	631	346	331	546	672
TXNDC11	72	82	57	55	584	482	874	1308
TXNDC12	954	1315	827	958	477	473	729	979
TXNDC15	446	527	388	389	441	422	603	829
TXNDC16	448	422	422	400	759	685	982	1520
TXNDC17	1260	1674	990	1086	942	871	1295	1927
TXNDC5	3250	3960	3033	2830	3859	3541	5187	7730
TXNDC9	422	444	357	394	495	381	708	971
TXNIP	124	142	102	93	163	144	208	305
TXNL1	1604	1847	1181	1373	638	578	1046	1542
TXNL4A	1330	1756	1141	1119	837	749	1276	2008
TXNL4B	236	286	200	170	165	134	171	231
TXNRD1	1854	2222	1436	1625	3349	3298	4859	6846
TXNRD2	663	904	487	504	509	530	745	1007
TXNRD3	136	163	137	142	628	608	713	1115
TYK2	428	492	423	363	1117	930	1607	2273
TYMP	12	13	19	28	74	64	81	121
TYMS	3890	4986	3429	3314	1406	1174	1286	2401
TYRO3	137	187	152	152	390	350	554	825
TYSND1	724	988	677	663	286	254	367	571
TYW1	119	148	113	113	483	440	652	883
TYW1B	5	6	7	6	83	86	114	185
TYW3	365	418	309	295	727	751	1111	1498
TYW5	121	113	85	95	214	180	268	396
U2AF1L4	55	84	59	45	43	38	83	87
U2AF2	5263	7004	4222	4174	3887	3747	6431	8944
U2SURP	2987	3379	2719	2843	10814	10552	15495	22078
UACA	834	902	752	729	1704	1697	2343	2843
UAP1	1515	1648	1217	1260	1772	1650	2829	3986
UAP1L1	92	135	72	82	96	92	86	117
UBA1	17742	21576	14906	14626	9602	8368	13687	20251
UBA2	9369	10592	7651	7809	4110	3743	6358	8829
UBA3	1272	1304	1036	1063	1552	1563	2425	3414
UBA5	609	727	560	565	904	908	1254	1729
UBA52	6695	8461	5561	5469	7620	6650	12616	17991
UBA6	2008	2206	1574	1697	2692	2418	4033	5864
UBA7	1	3	4	6	18	20	22	42
UBAC1	374	507	319	318	754	682	1132	1533
UBAC2	386	453	388	373	387	353	660	872
UBALD1	295	357	191	253	68	59	90	144
UBALD2	385	505	311	338	48	27	79	95
UBAP1	372	443	286	290	615	526	900	1332
UBAP2	867	1071	718	812	1248	1018	1696	2608
UBAP2L	5729	7732	4867	5193	4505	3522	5519	8660
UBASH3B	87	140	84	84	54	40	93	150
UBB	3473	4142	2495	2678	10147	10275	14979	19690
UBC	8349	9524	6402	7331	7568	6919	13974	20396
UBE2A	1387	1576	1018	1197	440	397	844	1237
UBE2B	942	1103	780	830	158	167	286	325
UBE2C	3589	4666	2844	3253	1558	1235	2655	3652
UBE2D1	490	511	319	312	142	160	329	483
UBE2D2	1449	1412	1197	1218	750	737	1090	1577
UBE2D3	500	718	393	430	792	657	1486	2061
UBE2D4	44	44	37	43	69	59	87	118
UBE2E1	3211	3663	2434	2969	1239	1014	2273	3299
UBE2E2	387	434	330	314	323	247	358	629
UBE2E3	287	357	215	287	407	340	518	798
UBE2F	22	23	27	20	106	64	191	235
UBE2G1	865	1183	795	859	498	502	661	1037
UBE2G2	1064	1408	993	909	868	879	944	1420
UBE2H	400	517	315	323	166	170	194	277
UBE2I	1801	2056	1347	1334	926	903	1611	2135
UBE2J1	747	912	610	663	603	600	1068	1418
UBE2J2	900	1078	698	751	543	441	793	1158
UBE2K	1507	1535	1126	1214	530	470	587	892
UBE2L3	577	864	474	565	730	581	1167	1624
UBE2M	1186	1346	875	842	808	633	1414	1837
UBE2N	1610	1888	1151	1258	846	837	1260	1812
UBE2O	1079	1603	920	1000	1996	1527	1801	3052
UBE2Q1	776	966	620	580	1080	976	1470	2253
UBE2Q2	102	145	104	79	530	467	750	1012
UBE2R2	647	779	556	570	463	441	531	784
UBE2S	686	1040	422	602	540	538	842	1100
UBE2T	1638	2074	1366	1470	1286	1131	2349	3147
UBE2V2	1207	1229	908	996	600	622	921	1278
UBE2W	30	34	26	25	36	32	72	92
UBE2Z	851	1090	714	768	487	481	613	946
UBE3A	804	918	648	717	2256	2254	3029	4521
UBE3B	245	319	245	229	733	570	867	1354
UBE3C	1516	1656	1240	1271	3649	3191	5123	7753
UBE3D	247	296	193	194	460	419	578	928
UBE4A	1349	1426	1059	1063	2451	2120	3644	5061
UBE4B	1228	1472	994	1034	1425	1203	1636	2522
UBFD1	616	829	488	488	567	542	735	1110
UBIAD1	316	421	293	264	294	259	505	714
UBL3	199	211	182	174	134	137	241	334
UBL4A	533	756	418	459	484	436	680	917
UBL5	2263	3106	1877	2106	907	847	1508	1977
UBL7	1377	1700	1108	1055	918	819	1589	2280
UBLCP1	1047	1210	893	987	633	585	659	1032
UBN1	285	313	229	216	1342	1220	1558	2518
UBN2	270	312	211	191	757	686	719	1297
UBOX5	242	294	173	166	148	92	137	214
UBP1	260	330	226	218	1806	1550	2292	3588
UBQLN1	3587	3963	2590	2889	3082	2613	4393	7116
UBQLN2	1309	1448	908	1056	684	507	683	1114
UBQLN4	237	292	160	184	378	321	516	747
UBR1	1054	1180	911	884	1687	1513	2254	3191
UBR2	1560	1832	1286	1343	2372	2108	3185	4780
UBR3	1025	1121	834	849	2648	2420	3632	5231
UBR4	5089	6462	5704	5279	10583	8926	9912	17800
UBR5	2177	2387	1886	1879	7066	6274	8359	12907
UBR7	1261	1470	964	1014	833	828	1039	1434
UBTD1	68	76	52	51	50	67	77	126
UBTD2	154	219	137	134	367	325	464	812
UBTF	1797	2469	1526	1551	3101	2920	3830	5128
UBXN1	1129	1540	968	994	944	1002	1536	1960
UBXN11	108	169	112	107	340	359	517	649
UBXN2A	230	255	194	183	380	358	593	787
UBXN2B	195	213	154	164	331	305	411	574
UBXN4	1422	1496	1163	1117	1168	1115	1633	2208
UBXN6	313	420	264	276	555	448	848	1183
UBXN7	953	1031	715	829	504	451	512	836
UBXN8	398	532	358	397	368	365	607	884
UCHL1	8480	10995	6989	7234	2978	2815	4118	5649
UCHL3	673	719	557	508	1053	1013	1579	2291
UCHL5	1916	2178	1436	1634	1914	1870	2423	3529
UCK1	401	566	362	377	446	419	553	770
UCK2	1481	1919	1283	1171	1659	1620	2224	3238
UCKL1	353	518	377	328	461	364	757	1108
UCP2	167	165	174	130	187	132	119	244
UEVLD	240	275	204	225	245	141	349	482
UFC1	883	1078	769	685	879	854	1439	1751
UFD1	1669	2079	1307	1445	1202	1122	2092	2786
UFL1	725	769	663	691	994	957	1641	2078
UFM1	410	513	342	415	228	219	319	372
UFSP1	47	55	38	36	40	24	56	66
UFSP2	395	411	323	322	334	307	529	774
UGCG	401	556	443	422	368	308	558	853
UGDH	565	778	498	509	492	526	638	883
UGGT1	1325	1352	1205	1200	3371	3129	4305	6517
UGGT2	631	610	541	588	1661	1570	2068	3246
UGP2	1112	1198	845	861	775	726	1133	1576
UGT3A2	84	97	82	93	32	18	54	48
UGT8	539	650	452	489	374	336	518	749
UHMK1	470	510	428	334	1144	949	1598	2191
UHRF1	1598	2389	1266	1369	1401	1312	1697	2346
UHRF1BP1	495	527	446	430	958	854	1111	1726
UHRF1BP1L	677	651	527	578	1584	1437	2119	3154
UHRF2	268	345	221	227	900	773	1083	1433
UIMC1	474	593	378	412	1553	1566	1943	2914
ULBP2	35	57	41	35	29	25	28	41
ULBP3	178	265	181	211	141	132	190	314
ULK1	270	384	231	214	202	147	179	312
ULK2	11	11	6	17	211	158	309	494
ULK3	269	379	265	254	879	789	1342	1805
ULK4	28	26	29	22	534	518	623	1031
UMAD1	108	135	91	105	79	76	93	185
UMPS	1191	1575	1055	1041	1752	1567	2718	3828
UNC119	260	336	163	179	147	142	276	412
UNC119B	519	567	449	427	290	260	414	579
UNC13B	283	332	256	229	1786	1537	2375	3604
UNC45A	1108	1523	968	915	2278	2284	3270	4302
UNC50	441	592	362	364	510	489	771	1140
UNC5B	226	335	283	310	228	199	254	411
UNC5C	216	243	168	168	191	142	231	350
UNC93B1	94	126	101	85	102	76	170	225
UNCX	5	12	23	17	130	132	145	208
UNG	1700	2104	1289	1387	1387	1234	2528	3541
UNK	233	296	205	203	381	262	467	694
UNKL	147	235	108	104	157	179	209	295
UPF1	2244	3061	1769	1813	1891	1531	2090	3660
UPF2	823	944	636	756	1764	1678	2322	3089
UPF3A	117	118	71	107	119	85	132	172
UPF3B	1058	1165	775	845	1004	1115	1256	1305
UPP1	142	145	95	90	101	105	163	228
UPRT	207	245	158	177	205	216	338	501
UQCC1	500	599	453	416	498	505	826	1275
UQCC2	1052	1304	869	855	689	595	1199	1604
UQCC3	111	264	120	133	179	146	210	324
UQCR10	2057	1744	1051	1281	782	641	1550	2155
UQCRB	2263	2464	1966	2000	2236	2273	3238	4603
UQCRC1	3158	4220	2813	2750	4345	3914	6879	9533
UQCRC2	4212	4512	3224	3563	3606	2997	6292	9092
UQCRFS1	3234	4635	2658	2987	1243	1207	1907	2825
UQCRH	820	1126	808	678	1490	1572	1967	2737
UQCRQ	3197	3796	2768	2662	1903	1747	2654	3643
URB1	1011	1234	968	949	4010	3471	4540	7506
URB2	1426	1851	1120	1176	4100	3644	5868	8721
URGCP	408	631	372	379	735	636	973	1489
URI1	1644	1941	1383	1405	2947	2930	4391	6138
URM1	454	579	316	363	185	151	281	407
UROD	1937	2495	1632	1649	1408	1239	2204	2909
UROS	220	314	198	208	974	918	1420	2128
USB1	166	202	139	115	247	206	164	310
USE1	220	304	186	175	161	165	263	319
USF1	409	532	274	318	669	568	1126	1579
USF2	566	850	505	504	500	489	871	1319
USF3	66	63	51	42	895	673	915	1549
USH1C	1	0	0	0	32	27	32	55
USO1	1809	1786	1273	1327	2893	2741	4673	6533
USP1	2405	2583	2018	2090	7497	7122	11398	16006
USP10	950	1050	676	740	2433	2110	3641	5169
