	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
SPAG8	13	12	15	19
SPAG9	4122	3698	3005	3985
SPARCL1	29	22	20	30
SPART	2269	2048	1767	2148
SPAST	669	636	448	544
SPATA1	26	16	14	13
SPATA13	43	28	24	24
SPATA17	66	43	39	58
SPATA18	62	67	46	50
SPATA2	62	61	37	49
SPATA20	270	240	222	273
SPATA24	81	81	48	75
SPATA2L	80	72	59	58
SPATA33	57	60	46	63
SPATA5	1262	1336	865	1053
SPATA5L1	421	352	266	330
SPATA6	95	89	56	65
SPATA7	218	142	160	172
SPATC1L	186	169	141	173
SPATS2	471	432	320	386
SPATS2L	481	437	417	471
SPC24	652	681	484	576
SPC25	639	633	346	515
SPCS1	884	781	734	999
SPCS2	119	101	68	80
SPCS3	937	970	637	832
SPDL1	2495	2506	1701	2156
SPDYA	51	38	50	55
SPECC1	1369	1314	902	1184
SPECC1L	557	478	381	491
SPEF2	108	88	80	94
SPEG	94	74	35	43
SPEN	23935	20245	9267	12432
SPG11	1732	1428	1194	1487
SPG21	739	656	479	642
SPG7	1223	1097	687	936
SPHAR	31	44	19	29
SPHK1	89	74	55	64
SPHK2	180	155	82	124
SPIDR	1131	1141	735	899
SPIN1	618	613	381	465
SPIN2B	17	15	15	21
SPIN3	111	113	75	104
SPIN4	203	193	127	163
SPINDOC	447	454	350	443
SPINK5	42	62	30	39
SPINT2	252	239	201	247
SPIRE1	582	515	388	510
SPIRE2	111	113	67	98
SPNS1	589	451	475	641
SPOCK3	32	33	23	31
SPON1	172	154	129	161
SPOP	958	1009	703	969
SPOPL	312	269	195	240
SPOUT1	434	465	321	329
SPPL2A	516	478	336	403
SPPL2B	231	203	135	170
SPPL3	254	200	192	246
SPR	259	199	127	166
SPRED1	169	143	103	165
SPRED2	84	61	33	62
SPRTN	1572	1389	1051	1337
SPRY1	154	122	66	82
SPRY2	56	61	30	61
SPRYD3	128	121	75	133
SPRYD4	149	134	115	123
SPRYD7	192	194	142	179
SPSB1	52	39	44	66
SPSB2	62	60	49	62
SPSB3	274	251	211	239
SPSB4	23	13	12	25
SPTAN1	8255	7602	4673	6115
SPTB	261	262	144	190
SPTBN1	7556	6914	5278	6795
SPTBN2	1793	1558	1045	1263
SPTBN4	16	37	28	24
SPTLC1	898	758	724	868
SPTLC2	898	846	569	735
SPTSSA	44	51	33	54
SPTY2D1	731	601	569	690
SPTY2D1OS	25	19	16	20
SQLE	2005	1748	1562	1941
SQSTM1	1946	1815	1489	1646
SRA1	401	397	328	382
SRBD1	1728	1626	1229	1535
SRC	164	120	95	94
SRCAP	151	83	49	83
SRCIN1	27	29	10	22
SRD5A1	80	86	58	56
SRD5A3	374	308	316	409
SREBF1	979	738	527	646
SREBF2	1254	964	647	868
SREK1	2160	2287	1872	2312
SREK1IP1	495	384	419	415
SRF	342	301	356	473
SRFBP1	797	780	475	704
SRGAP1	132	139	81	76
SRGAP2	445	395	247	326
SRGAP2B	53	53	38	38
SRGAP2C	69	58	33	56
SRGAP3	55	68	45	78
SRI	1246	1037	990	1234
SRM	1358	1128	676	973
SRP14	706	729	584	869
SRP19	545	508	402	527
SRP54	1450	1447	1362	1510
SRP68	1630	1622	1029	1341
SRP72	2773	2564	1997	2553
SRP9	154	159	141	167
SRPK1	4047	3649	2911	3765
SRPK2	910	858	569	718
SRPK3	82	69	29	46
SRPRA	1598	1331	880	1095
SRPRB	1371	1265	1129	1376
SRPX	47	25	23	27
SRR	516	434	431	543
SRRD	641	558	501	624
SRRM1	1944	1794	916	1147
SRRM2	15942	11723	5216	6989
SRRM5	49	38	19	21
SRRT	3284	3161	2132	3100
SRSF1	3718	3858	2526	3152
SRSF10	2206	2013	1658	2214
SRSF11	5413	4911	4191	4939
SRSF12	139	109	101	143
SRSF2	3264	3137	2502	3104
SRSF3	6214	6467	4360	5476
SRSF4	2960	3037	2190	2843
SRSF5	4536	4641	3358	4177
SRSF6	2741	2739	2346	2848
SRSF7	5540	5640	4200	5431
SRSF8	192	160	171	204
SRSF9	3776	3857	2476	3107
SRXN1	46	65	45	44
SS18	595	472	531	739
SS18L1	113	91	69	92
SS18L2	114	126	79	106
SSB	5609	5545	4407	5701
SSBP1	2836	2742	2202	2896
SSBP2	90	67	75	104
SSBP3	105	78	67	90
SSBP4	240	203	208	238
SSH1	276	243	157	199
SSH2	428	356	201	315
SSH3	101	73	41	53
SSNA1	455	377	237	343
SSR1	1570	1502	980	1285
SSR2	1254	1114	1176	1445
SSR3	1742	1461	1240	1563
SSR4	1932	1819	1707	2000
SSRP1	10609	9905	7925	9932
SSSCA1	477	450	388	521
SSTR2	29	30	26	20
SSU72	1208	1264	794	1067
SSX2IP	1138	1119	803	974
ST13	866	836	622	793
ST20	57	61	38	41
ST3GAL1	48	42	34	34
ST3GAL2	157	157	121	109
ST3GAL3	170	145	93	134
ST3GAL4	194	186	148	199
ST3GAL5	99	86	66	73
ST3GAL6	157	165	128	168
ST5	177	129	90	131
ST6GAL1	73	62	47	67
ST6GALNAC2	28	32	19	29
ST6GALNAC3	67	73	76	73
ST6GALNAC4	113	101	86	85
ST6GALNAC6	36	30	46	30
ST7	474	420	358	504
ST7L	355	306	271	345
ST8SIA4	22	22	22	17
STAB2	36	36	15	30
STAG1	2949	2841	1969	2610
STAG2	9506	9240	7256	8850
STAG3	61	47	28	37
STAM	517	505	409	523
STAM2	432	406	323	389
STAMBP	870	781	649	807
STAMBPL1	165	170	91	124
STAP2	37	24	19	21
STARD10	154	110	122	157
STARD13	165	136	93	148
STARD3	258	259	198	270
STARD3NL	583	457	499	630
STARD4	197	184	117	138
STARD5	42	43	35	44
STARD7	3498	3158	2541	3119
STARD8	19	25	13	19
STARD9	1106	937	568	744
STAT1	1001	1026	708	940
STAT2	511	407	307	357
STAT3	757	660	562	696
STAT4	30	21	27	23
STAT5B	488	432	335	483
STAT6	132	90	106	101
STAU1	1484	1338	780	1133
STAU2	652	627	495	587
STBD1	66	54	49	73
STC2	398	323	240	293
STEAP1	76	67	61	84
STEAP1B	18	19	10	20
STEAP2	107	94	70	87
STEAP3	287	221	209	261
STIL	1636	1323	1125	1378
STIM1	462	375	249	339
STIM2	328	286	264	332
STIP1	7635	6918	6603	8151
STK10	539	406	322	422
STK11	1002	1030	827	964
STK11IP	292	229	176	268
STK16	268	258	203	237
STK17A	515	478	369	452
STK17B	408	383	329	456
STK19	115	124	81	111
STK24	1150	1002	626	895
STK25	1793	1462	1492	1749
STK26	1143	1136	990	1233
STK3	578	487	387	517
STK32C	198	183	139	155
STK33	362	344	207	303
STK35	420	400	224	307
STK36	670	534	458	555
STK38	460	454	304	366
STK38L	601	596	433	513
STK39	601	638	402	525
STK4	947	865	566	755
STK40	387	368	237	319
STKLD1	32	31	28	28
STMN1	3088	3076	2348	2910
STMN3	71	65	73	84
STMP1	54	56	26	25
STN1	199	181	133	197
STOM	215	216	188	245
STOML1	99	78	64	63
STOML2	3216	2934	2831	3657
STON2	326	271	238	323
STOX1	231	178	165	194
STOX2	285	240	157	224
STPG1	103	83	61	96
STRADA	236	205	157	177
STRADB	388	352	289	344
STRAP	3069	2917	2015	2442
STRBP	1545	1512	1222	1474
STRIP1	1351	1136	902	1162
STRIP2	385	329	249	321
STRN	895	832	536	701
STRN3	1244	1080	870	1007
STRN4	1306	1248	899	1053
STS	37	40	28	42
STT3A	3484	2811	3329	4079
STT3B	4413	4037	3225	4126
STUB1	1942	1826	1581	1889
STX10	548	453	423	483
STX12	683	609	478	540
STX16	94	95	31	69
STX17	338	303	190	274
STX18	401	422	302	338
STX19	39	44	17	27
STX1A	84	69	43	66
STX2	314	308	197	255
STX3	265	248	193	228
STX4	440	401	243	352
STX5	334	299	288	365
STX6	355	343	236	306
STX7	285	276	182	290
STX8	236	226	158	206
STXBP1	202	158	76	126
STXBP2	328	364	234	316
STXBP3	1239	1266	866	1197
STXBP4	611	566	361	429
STXBP5	1035	966	735	977
STXBP5L	191	229	125	162
STXBP6	20	21	19	24
STYX	165	177	118	148
STYXL1	318	312	292	349
SUB1	2814	2980	1856	2445
SUCLA2	1139	1151	861	1089
SUCLG1	1232	1196	1072	1364
SUCLG2	541	556	423	514
SUCO	1439	1297	1144	1436
SUDS3	497	422	333	388
SUFU	149	105	58	87
SUGCT	197	180	120	172
SUGP2	2640	2318	1734	2017
SUGT1	1153	1102	859	1099
SULF1	132	125	108	144
SULF2	386	375	288	414
SULT1A1	42	35	34	46
SULT4A1	75	71	36	50
SUMF1	306	294	165	224
SUMF2	1065	983	718	916
SUMO1	290	296	303	307
SUMO2	599	628	456	579
SUMO3	639	639	526	648
SUN1	1395	1186	965	1143
SUN2	713	603	440	580
SUOX	264	238	187	259
SUPT16H	9321	9077	6881	8664
SUPT20H	1028	916	744	961
SUPT3H	191	177	100	183
SUPT4H1	444	439	324	396
SUPT5H	1696	1560	1293	1712
SUPT6H	2718	2433	1580	2160
SUPT7L	595	587	505	707
SUPV3L1	1727	1590	1247	1611
SURF1	259	239	166	232
SURF2	458	455	318	378
SURF4	945	799	787	981
SURF6	522	640	319	449
SUSD1	238	178	168	196
SUSD4	18	17	19	19
SUSD5	447	346	292	377
SUSD6	40	31	18	33
SUV39H1	346	332	253	315
SUV39H2	953	890	729	852
SUZ12	1273	1078	776	966
SV2A	191	151	92	135
SVBP	89	97	73	111
SVEP1	64	68	46	50
SVIL	287	258	160	184
SVIP	214	182	169	178
SWAP70	434	417	256	367
SWI5	168	151	154	184
SWSAP1	56	54	46	59
SWT1	227	171	169	193
SYAP1	1900	1863	1341	1807
SYBU	293	252	202	223
SYCE2	43	35	14	20
SYCP2	104	115	79	89
SYCP2L	335	309	159	243
SYCP3	102	77	65	87
SYDE1	239	229	149	178
SYDE2	746	746	463	613
SYF2	595	635	404	514
SYK	333	356	261	306
SYMPK	1765	1531	966	1171
SYN2	97	84	81	74
SYN3	17	24	10	11
SYNC	219	163	121	176
SYNCRIP	4409	4308	2808	3528
SYNE1	859	746	539	701
SYNE2	5844	5570	3689	4845
SYNE3	50	53	33	38
SYNGAP1	101	74	34	40
SYNGR1	155	119	109	134
SYNGR2	313	233	244	319
SYNJ1	606	564	312	407
SYNJ2	410	351	263	304
SYNJ2BP	31	35	24	28
SYNM	231	228	149	179
SYNRG	655	555	398	482
SYP	92	90	79	96
SYPL1	479	365	299	398
SYPL2	39	21	14	25
SYS1	37	35	50	53
SYT1	95	97	82	109
SYT14	40	33	27	33
SYT16	23	18	13	28
SYT2	24	13	14	16
SYT3	29	24	20	21
SYT7	24	32	15	27
SYTL1	35	14	13	13
SYTL2	37	33	23	39
SYTL3	16	15	17	23
SYTL4	141	130	73	102
SYTL5	83	67	51	60
SYVN1	206	178	105	157
SZRD1	337	372	211	351
SZT2	897	715	448	603
TAB1	462	395	292	344
TAB2	588	537	446	560
TAB3	231	221	150	219
TACC1	564	458	337	445
TACC2	92	96	45	60
TACC3	2536	2353	1310	1957
TACO1	594	582	427	586
TACR1	32	26	16	26
TADA1	512	462	427	472
TADA2A	332	255	254	353
TADA2B	305	286	166	209
TADA3	692	635	378	492
TAF1	1765	1570	929	1193
TAF10	508	477	298	421
TAF11	748	691	498	651
TAF12	340	282	250	312
TAF13	247	301	129	198
TAF15	1349	1177	677	1092
TAF1A	433	470	303	393
TAF1B	1108	1056	787	914
TAF1C	446	352	213	311
TAF1D	1571	1524	912	1400
TAF2	2770	2355	2028	2354
TAF3	389	364	208	322
TAF4	370	303	139	189
TAF4B	608	483	465	544
TAF5	747	730	562	710
TAF5L	1149	879	902	1047
TAF6	452	359	232	389
TAF6L	518	471	373	456
TAF7	1181	1108	1034	1214
TAF7L	32	29	20	19
TAF8	274	210	224	285
TAF9	928	795	930	1166
TAF9B	535	482	442	540
TAGLN2	1003	1030	694	885
TALDO1	2159	2011	1617	2017
TAMM41	457	369	198	282
TANC1	1320	1080	801	1035
TANC2	667	521	315	435
TANGO2	138	122	103	116
TANGO6	975	821	682	806
TANK	416	349	312	435
TAOK1	1611	1365	1085	1366
TAOK2	2025	1771	1321	1680
TAOK3	311	319	217	269
TAP1	176	148	143	174
TAP2	25	31	24	27
TAPBP	94	82	53	73
TAPT1	316	319	198	261
TARBP1	4298	3974	2868	3627
TARBP2	493	409	436	579
TARDBP	462	429	446	572
TARS	7976	7764	6082	7742
TARS2	1447	1211	1117	1319
TARSL2	956	928	687	808
TAS1R3	53	46	24	28
TAS2R10	16	25	24	20
TAS2R13	66	67	39	47
TAS2R14	108	81	48	78
TAS2R19	140	142	98	148
TAS2R20	99	82	53	89
TAS2R3	49	43	29	32
TAS2R30	214	202	97	137
TAS2R31	101	106	44	69
TAS2R4	48	31	32	31
TAS2R43	76	51	25	41
TAS2R46	123	124	49	89
TAS2R5	26	23	12	25
TAS2R50	67	81	24	60
TASOR	4516	4115	3032	3885
TASOR2	10110	9089	6905	8772
TASP1	469	419	235	353
TATDN1	421	430	286	392
TATDN2	254	265	138	202
TATDN3	378	319	267	291
TAX1BP1	2558	2415	1828	2407
TAX1BP3	136	147	106	181
TAZ	356	302	222	310
TBC1D1	457	422	336	444
TBC1D10A	58	51	40	52
TBC1D10B	1015	1013	522	694
TBC1D12	315	300	212	279
TBC1D13	312	267	182	262
TBC1D14	1139	987	761	959
TBC1D15	1067	1027	716	964
TBC1D16	467	467	327	394
TBC1D17	143	120	90	114
TBC1D19	150	151	115	146
TBC1D2	36	40	28	26
TBC1D20	334	288	213	250
TBC1D22A	279	270	164	240
TBC1D22B	253	184	150	215
TBC1D23	1107	1004	862	1056
TBC1D24	112	105	62	90
TBC1D25	162	123	84	132
TBC1D2B	739	675	466	581
TBC1D30	213	176	121	163
TBC1D31	1073	977	767	934
TBC1D32	1128	1022	749	1003
TBC1D4	1891	1755	1271	1574
TBC1D5	334	247	231	312
TBC1D7	563	541	371	458
TBC1D8	428	362	265	368
TBC1D8B	144	127	79	101
TBC1D9	549	538	380	542
TBC1D9B	3009	2676	2123	2676
TBCA	1099	1206	807	1017
TBCB	676	613	586	682
TBCC	283	294	215	235
TBCCD1	272	207	233	327
TBCD	1453	1302	868	1168
TBCE	184	193	138	159
TBCEL	104	83	62	80
TBCK	556	499	416	491
TBK1	1053	1053	749	982
TBKBP1	127	97	46	81
TBL1X	556	478	290	328
TBL1XR1	972	911	813	1013
TBL2	569	516	462	547
TBL3	1016	870	665	801
TBP	285	244	219	286
TBPL1	290	256	218	292
TBRG1	437	413	312	399
TBRG4	1723	1463	1459	1684
TBX1	238	207	126	182
TBX18	243	205	190	283
TBX2	156	130	77	114
TBX20	107	84	72	97
TBX3	432	390	323	460
TC2N	309	271	190	287
TCAF1	426	359	268	362
TCAIM	569	529	428	542
TCEA1	354	381	267	311
TCEA2	131	126	81	104
TCEAL1	256	181	213	213
TCEAL4	1046	955	954	1147
TCEAL8	1026	1022	695	803
TCEAL9	690	728	568	640
TCEANC	59	52	49	55
TCEANC2	192	206	129	158
TCERG1	3541	3235	2467	3092
TCF12	603	481	445	621
TCF19	452	462	397	429
TCF20	2071	1714	1280	1843
TCF25	1562	1342	1205	1490
TCF3	787	693	548	714
TCF4	306	276	239	290
TCF7	74	61	41	56
TCF7L1	14	16	12	10
TCF7L2	213	194	100	114
TCFL5	604	548	377	516
TCHP	225	247	159	225
TCIRG1	106	77	56	102
TCOF1	6140	5668	3690	4938
TCP1	14663	14825	11548	14029
TCP11L1	531	518	295	391
TCP11L2	105	93	67	104
TCTA	46	28	35	42
TCTE3	17	16	13	10
TCTEX1D2	30	27	31	34
TCTN1	471	405	391	466
TCTN2	403	312	262	311
TCTN3	1008	840	753	943
TDG	1000	869	760	949
TDP1	955	858	687	864
TDP2	860	773	516	772
TDRD3	485	494	373	534
TDRD6	100	85	37	64
TDRD7	505	399	350	411
TDRKH	313	293	222	279
TEAD1	395	329	252	326
TEAD2	236	207	167	212
TEAD3	41	34	18	30
TEAD4	335	316	263	360
TEC	73	53	50	44
TECPR1	326	316	197	237
TECPR2	508	406	294	367
TECR	367	342	354	513
TECTA	51	43	25	30
TEDC1	353	348	219	252
TEDC2	393	308	286	347
TEF	41	42	31	40
TEFM	317	272	199	287
TELO2	1006	937	621	776
TEN1	14	17	24	27
TENM1	291	214	146	211
TENM3	1225	1059	730	1008
TENM4	38	43	16	25
TENT2	742	672	508	645
TENT4A	592	522	304	438
TENT4B	539	531	429	530
TENT5A	163	129	82	124
TENT5C	39	36	42	53
TEP1	465	417	265	350
TEPSIN	164	174	113	172
TERF1	395	432	233	325
TERF2	477	388	255	317
TERF2IP	809	804	592	746
TERT	90	64	44	55
TES	595	602	395	511
TESC	58	54	38	72
TESK1	171	149	130	166
TESK2	127	111	88	115
TESMIN	40	46	15	36
TET1	1767	1500	909	1155
TET2	981	805	653	804
TET3	475	349	212	263
TEX10	2577	2171	1990	2453
TEX14	48	46	37	43
TEX15	1187	1034	727	1042
TEX2	897	831	625	839
TEX261	85	52	101	119
TEX264	537	455	548	633
TEX30	238	224	179	239
TEX9	196	181	144	172
TFAM	2240	2225	1542	1944
TFAP2A	184	163	88	107
TFAP2C	58	36	30	41
TFAP4	253	232	188	239
TFB1M	691	624	432	617
TFB2M	526	496	394	447
TFCP2	766	544	415	539
TFCP2L1	48	44	31	23
TFDP1	1564	1475	1112	1473
TFDP2	985	836	666	831
TFE3	209	168	133	170
TFEB	15	22	18	24
TFG	1586	1306	1185	1551
TFIP11	1689	1492	1372	1754
TFPI	40	21	20	34
TFPI2	44	56	35	33
TFPT	150	154	95	157
TFRC	4365	4122	3451	4166
TGDS	436	408	291	386
TGFB1I1	21	11	16	13
TGFB2	12	20	19	17
TGFB3	35	21	19	26
TGFBR1	656	618	420	580
TGFBR2	130	98	58	88
TGFBR3	511	477	386	472
TGFBRAP1	687	590	470	607
TGIF1	94	86	68	89
TGIF2	208	165	150	215
TGM1	34	23	23	23
TGOLN2	817	733	365	498
TGS1	2133	1937	1357	1789
THADA	2984	2744	1960	2329
THAP1	145	147	122	161
THAP10	56	45	39	29
THAP11	316	293	216	250
THAP12	607	616	478	537
THAP2	33	33	28	40
THAP3	171	177	121	135
THAP4	992	863	734	922
THAP5	433	391	304	404
THAP6	201	188	127	152
THAP7	533	444	459	544
THAP8	18	12	12	10
THAP9	310	300	236	319
THBS3	140	111	67	113
THBS4	46	49	43	37
THEM4	171	141	109	153
THEM6	44	32	25	36
THEMIS2	71	92	51	65
THG1L	362	353	236	350
THNSL1	455	444	352	387
THOC1	1209	1134	868	1073
THOC2	7954	7538	5649	7315
THOC3	246	256	188	237
THOC5	2047	1918	1494	1986
THOC6	840	771	643	813
THOC7	1239	1201	768	1042
THOP1	1860	1786	1494	1761
THRA	153	153	117	151
THRAP3	5391	4772	4307	5331
THRB	100	78	62	59
THSD1	71	43	56	51
THSD4	52	52	27	52
THSD7A	24	13	15	17
THTPA	113	112	80	119
THUMPD1	662	639	586	702
THUMPD2	839	740	611	700
THUMPD3	1639	1662	1186	1551
THYN1	548	444	389	499
TIA1	1134	1003	864	1094
TIAL1	1678	1589	758	1025
TIAM1	1767	1484	1214	1481
TIAM2	271	234	141	188
TICRR	2930	2564	1490	1980
TIFA	93	88	58	70
TIGAR	355	393	265	334
TIGD1	256	266	150	198
TIGD2	222	244	141	199
TIGD3	23	21	18	21
TIGD4	26	23	16	15
TIGD5	231	199	118	155
TIGD6	100	93	89	115
TIGD7	115	109	65	111
TIMELESS	2492	2389	1525	2369
TIMM10	576	517	377	446
TIMM13	827	846	501	674
TIMM17A	1254	1243	1158	1534
TIMM17B	739	668	584	692
TIMM21	326	337	305	398
TIMM22	506	535	295	390
TIMM23	777	741	606	776
TIMM23B	160	161	97	132
TIMM29	168	155	107	132
TIMM44	1543	1357	1112	1421
TIMM50	1593	1675	1241	1482
TIMM8A	142	155	79	119
TIMM8B	464	471	233	285
TIMM9	135	100	116	153
TIMMDC1	1398	1375	881	1111
TIMP1	444	449	387	494
TIMP2	68	54	37	53
TIMP3	79	64	65	87
TINF2	400	330	318	384
TIPARP	564	476	489	670
TIPIN	1431	1384	1109	1252
TIPRL	1326	1230	1009	1216
TIRAP	38	45	36	59
TJAP1	338	325	223	275
TJP1	1969	1872	1176	1562
TK1	803	744	650	806
TK2	92	85	64	71
TKFC	321	266	236	295
TKT	5984	5127	5156	6322
TLCD1	143	127	111	150
TLE1	616	569	428	634
TLE2	27	18	18	15
TLE3	1005	727	561	763
TLE4	912	788	557	836
TLK1	918	792	481	633
TLK2	625	516	444	518
TLL1	65	38	44	52
TLL2	25	20	15	24
TLN1	5862	5090	3082	4074
TLN2	627	551	350	495
TLNRD1	100	76	52	47
TLR5	17	20	13	14
TM2D1	534	501	342	439
TM2D2	283	259	236	321
TM2D3	661	582	481	631
TM6SF1	71	62	46	54
TM7SF2	190	159	153	220
TM7SF3	827	769	691	863
TM9SF2	3544	3097	2640	3376
TM9SF3	2867	3136	2052	2749
TM9SF4	1004	809	616	779
TMA16	759	769	543	799
TMA7	378	396	183	262
TMBIM1	37	27	15	23
TMBIM4	151	110	99	145
TMBIM6	2806	2437	2118	2668
TMC3	31	22	22	13
TMC4	38	22	13	32
TMC5	30	33	21	34
TMC6	79	67	83	81
TMC7	71	53	37	59
TMCC1	185	159	108	149
TMCC2	65	48	41	64
TMCC3	46	39	17	39
TMCO1	1330	1366	1123	1296
TMCO3	502	396	336	409
TMCO4	92	73	61	70
TMCO6	245	209	138	196
TMED1	244	187	190	219
TMED10	1415	1436	1009	1260
TMED2	1938	1817	1568	1926
TMED3	751	660	620	771
TMED4	720	647	484	627
TMED5	1052	1129	807	979
TMED6	36	33	15	24
TMED7	143	141	142	168
TMED8	450	400	268	332
TMED9	1309	1389	807	1100
TMEM101	194	169	154	176
TMEM102	54	65	48	55
TMEM104	165	118	83	134
TMEM106B	559	501	453	562
TMEM106C	1975	1719	1773	2074
TMEM107	27	30	28	27
TMEM108	49	41	28	31
TMEM109	529	484	390	435
TMEM11	255	252	225	294
TMEM110-MUSTN1	37	45	21	29
TMEM115	637	584	401	530
TMEM116	64	53	54	65
TMEM117	175	137	112	157
TMEM120A	105	97	108	123
TMEM120B	249	225	170	232
TMEM121	30	39	16	18
TMEM123	710	529	825	1031
TMEM126A	385	270	316	374
TMEM126B	847	817	684	862
TMEM127	71	57	51	60
TMEM128	128	141	97	145
TMEM129	249	213	211	232
TMEM131	1507	1307	874	1165
TMEM131L	923	819	529	735
TMEM132A	413	354	267	337
TMEM134	55	46	38	52
TMEM135	372	294	305	423
TMEM136	55	61	49	65
TMEM138	186	137	145	175
TMEM140	55	37	43	36
TMEM141	213	194	147	185
TMEM143	54	55	28	45
TMEM144	119	97	88	125
TMEM145	38	39	15	20
TMEM147	1059	938	912	1105
TMEM14A	281	234	193	252
TMEM14B	368	279	314	352
TMEM14C	374	358	278	344
TMEM150A	46	27	28	34
TMEM150C	37	26	10	26
TMEM159	32	23	28	31
TMEM160	136	122	94	97
TMEM161A	753	643	557	631
TMEM161B	481	427	365	487
TMEM164	185	151	142	186
TMEM165	864	775	623	861
TMEM167A	204	186	108	184
TMEM167B	103	88	65	71
TMEM168	521	501	372	483
TMEM170A	73	55	56	63
TMEM170B	89	95	46	56
TMEM171	16	11	15	21
TMEM175	133	121	93	155
TMEM177	404	337	309	388
TMEM178B	35	35	24	45
TMEM179B	404	375	313	429
TMEM18	452	393	313	397
TMEM181	761	640	554	651
TMEM182	33	36	31	28
TMEM183A	531	464	375	457
TMEM184B	445	317	302	397
TMEM184C	551	432	379	462
TMEM185A	129	110	81	101
TMEM185B	171	134	108	160
TMEM186	140	143	95	98
TMEM187	27	16	17	24
TMEM189	37	30	46	48
TMEM19	386	316	306	401
TMEM192	368	375	303	388
TMEM198	47	34	34	38
TMEM199	198	182	139	182
TMEM201	268	224	141	192
TMEM203	174	149	127	124
TMEM205	343	304	299	328
TMEM206	503	423	361	413
TMEM208	328	333	287	377
TMEM209	823	647	604	741
TMEM214	543	472	324	392
TMEM216	71	78	49	71
TMEM218	98	82	76	87
TMEM219	308	266	229	276
TMEM222	180	168	136	213
TMEM223	202	130	147	184
TMEM230	241	171	213	264
TMEM231	50	37	34	46
TMEM232	12	10	16	13
TMEM234	90	100	63	117
TMEM237	940	803	736	904
TMEM241	144	103	89	128
TMEM242	199	194	116	151
TMEM243	240	214	189	208
TMEM245	1139	1015	764	924
TMEM246	272	212	204	240
TMEM248	541	423	440	617
TMEM25	114	94	85	93
TMEM250	94	72	93	96
TMEM251	89	81	61	86
TMEM254	51	42	26	37
TMEM255A	17	11	10	11
TMEM256	216	159	172	221
TMEM258	479	394	509	576
TMEM259	873	767	771	942
TMEM260	232	207	156	223
TMEM263	279	309	218	277
TMEM265	60	37	21	21
TMEM266	75	78	41	58
TMEM267	115	88	94	105
TMEM268	122	98	65	78
TMEM30A	883	776	634	838
TMEM33	1141	1004	791	1085
TMEM35B	50	51	36	38
TMEM38A	35	31	29	31
TMEM38B	717	664	568	702
TMEM39A	444	306	405	529
TMEM39B	387	336	269	315
TMEM41A	150	135	102	127
TMEM41B	369	318	309	396
TMEM42	70	59	48	74
TMEM43	861	741	626	683
TMEM44	50	51	31	37
TMEM45A	113	94	102	121
TMEM47	54	42	36	49
TMEM50A	563	532	482	648
TMEM50B	244	214	165	197
TMEM51	31	38	28	32
TMEM53	38	29	26	26
TMEM54	55	36	47	66
TMEM56	64	63	44	70
TMEM59	1515	1288	1197	1467
TMEM60	127	120	92	127
TMEM62	233	207	179	236
TMEM63A	332	275	177	296
TMEM63B	328	255	229	327
TMEM63C	32	25	19	21
TMEM64	187	153	143	194
TMEM65	268	221	146	224
TMEM67	539	483	418	484
TMEM68	183	173	157	184
TMEM69	306	261	277	315
TMEM70	629	604	506	656
TMEM74	26	21	23	40
TMEM74B	41	45	33	45
TMEM79	36	36	17	28
TMEM80	76	82	81	88
TMEM81	61	77	39	37
TMEM87A	815	808	592	711
TMEM87B	143	134	90	126
TMEM8A	358	330	339	398
TMEM8B	89	53	42	35
TMEM9	494	470	385	549
TMEM94	603	472	293	444
TMEM97	345	254	301	373
TMEM98	219	219	193	184
TMEM99	193	160	153	169
TMEM9B	147	102	114	144
TMF1	2066	1899	1384	1778
TMLHE	437	340	317	377
TMOD1	38	32	20	33
TMOD2	138	104	92	121
TMOD3	520	485	337	448
TMOD4	16	11	19	15
TMPO	6094	5591	4522	5378
TMPPE	157	109	70	87
TMPRSS9	93	76	54	60
TMSB10	1218	1160	788	1122
TMSB15A	27	28	15	32
TMTC1	294	202	218	257
TMTC2	177	136	115	166
TMTC3	1922	1687	1405	1789
TMTC4	375	343	297	392
TMUB1	254	238	205	216
TMUB2	193	145	167	177
TMX1	1802	1725	1302	1725
TMX2	549	473	467	557
TMX2-CTNND1	59	70	26	39
TMX3	546	588	377	537
TMX4	552	570	429	543
TNC	16	16	12	16
TNFAIP1	144	160	124	160
TNFAIP3	83	65	60	77
TNFAIP8	60	55	51	70
TNFRSF10B	628	598	464	530
TNFRSF10D	149	145	118	168
TNFRSF11A	94	77	71	75
TNFRSF12A	27	30	11	21
TNFRSF19	34	36	25	42
TNFRSF1A	211	191	141	152
TNFRSF21	225	237	167	198
TNFRSF6B	23	25	14	24
TNIK	848	735	574	767
TNIP1	702	643	456	610
TNIP2	286	292	179	266
TNK2	272	198	122	148
TNKS	974	861	603	739
TNKS1BP1	1010	974	492	715
TNKS2	2020	1800	1240	1748
TNNI3	64	61	62	63
TNNT1	155	140	105	130
TNPO1	6096	5501	4737	5745
TNPO2	1955	1620	1310	1588
TNPO3	2754	2585	1813	2434
TNRC18	1539	1298	627	867
TNRC6A	2478	2038	1514	2092
TNRC6B	1942	1616	1235	1659
TNRC6C	591	505	293	462
TNS2	40	25	25	37
TNS3	121	91	88	110
TOB1	252	220	164	226
TOB2	197	191	107	137
TOE1	706	636	540	601
