	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
ATP6V1C1	1195	1075	857	1080
ATP6V1C2	27	34	15	27
ATP6V1D	846	839	613	718
ATP6V1E1	1032	924	817	948
ATP6V1E2	23	27	24	22
ATP6V1F	676	609	512	718
ATP6V1G1	974	951	665	846
ATP6V1H	1096	1046	773	1026
ATP7A	563	536	361	459
ATP7B	766	679	458	624
ATP8A1	568	523	369	528
ATP8A2	42	25	17	25
ATP8B1	162	115	51	75
ATP8B2	2169	1812	1535	2055
ATP9A	618	547	430	539
ATP9B	423	393	264	321
ATPAF1	1162	1162	775	997
ATPAF2	428	334	309	362
ATPSCKMT	260	215	144	218
ATR	3687	3330	2772	3560
ATRAID	759	677	705	788
ATRIP	829	703	618	731
ATRN	1174	1006	674	848
ATRNL1	444	443	337	414
ATRX	5097	4885	2862	3990
ATXN1	177	137	125	170
ATXN10	3020	2591	1703	2243
ATXN1L	323	313	253	325
ATXN2	971	785	437	588
ATXN2L	1496	1084	523	683
ATXN3	293	274	219	248
ATXN7	41	43	30	44
ATXN7L1	160	111	96	121
ATXN7L2	192	157	162	177
ATXN7L3	492	432	326	446
ATXN7L3B	332	269	228	306
AUH	273	268	175	219
AUNIP	576	445	515	632
AUP1	1709	1456	1578	1853
AURKA	1386	1214	1173	1465
AURKAIP1	1234	1270	856	1063
AURKB	1463	1431	1201	1536
AUTS2	398	326	149	190
AVEN	290	285	187	254
AVIL	97	68	43	81
AVL9	823	735	502	690
AVPI1	34	30	32	27
AXIN1	779	789	501	596
AXIN2	146	139	89	104
AZI2	987	902	727	953
AZIN1	2502	2269	1912	2443
AZIN2	67	68	53	54
B2M	1209	1169	976	1160
B3GALNT2	1204	1143	816	1068
B3GALT1	40	27	33	54
B3GALT2	121	128	47	74
B3GALT4	26	15	15	13
B3GALT6	105	97	60	91
B3GAT2	82	86	69	87
B3GAT3	305	296	212	287
B3GLCT	415	335	292	384
B3GNT10	194	177	141	161
B3GNT2	230	203	201	244
B3GNT4	32	26	29	26
B3GNT5	114	119	109	132
B3GNTL1	51	31	19	28
B4GALNT1	57	52	45	45
B4GALNT3	422	307	319	376
B4GALNT4	208	195	127	152
B4GALT1	157	135	90	90
B4GALT2	519	438	476	551
B4GALT3	661	596	560	728
B4GALT4	265	259	192	229
B4GALT5	461	396	285	381
B4GALT6	118	97	65	91
B4GALT7	215	180	186	221
B4GAT1	661	607	565	586
B9D1	463	386	356	428
B9D2	23	24	22	23
BABAM1	990	842	815	1026
BABAM2	689	631	473	627
BACE1	257	201	187	226
BACE2	215	226	152	223
BACH1	1487	1341	1057	1246
BACH2	79	52	41	55
BAD	255	219	219	243
BAG1	868	934	572	696
BAG2	450	468	302	353
BAG3	266	222	170	219
BAG4	479	411	375	517
BAG5	907	923	582	785
BAG6	2895	2308	1527	2099
BAHCC1	494	345	164	208
BAHD1	255	221	141	158
BAIAP2	239	191	168	253
BAIAP2L1	552	501	374	517
BAIAP3	57	56	48	57
BAK1	121	112	101	130
BAMBI	146	119	133	183
BANF1	248	293	198	277
BANP	256	255	213	252
BAP1	2385	2211	1736	2176
BARD1	1198	1078	921	1198
BARX1	27	28	30	20
BATF3	39	41	23	22
BAX	527	570	435	550
BAZ1A	5215	4890	3609	4557
BAZ1B	6220	5858	3793	4778
BAZ2A	1963	1481	802	1046
BAZ2B	916	800	621	769
BBC3	37	34	20	28
BBIP1	130	134	98	136
BBOF1	78	53	49	70
BBOX1	22	30	19	16
BBS10	381	302	327	382
BBS12	157	117	98	129
BBS2	838	801	584	687
BBS4	493	402	372	475
BBS5	28	20	14	13
BBS7	1000	918	771	1016
BBS9	420	408	282	365
BBX	2190	1948	1594	1994
BCAM	51	40	22	22
BCAP29	718	694	546	655
BCAP31	2719	2654	2066	2554
BCAR1	436	326	274	324
BCAR3	104	86	75	90
BCAS2	1323	1356	894	1318
BCAS3	806	660	604	701
BCAS4	51	45	43	48
BCAT1	904	859	679	879
BCAT2	580	517	413	505
BCCIP	2379	2557	1772	2234
BCDIN3D	128	113	90	132
BCHE	78	89	77	83
BCKDHA	31	42	26	46
BCKDHB	434	373	286	388
BCKDK	657	494	442	593
BCL10	230	232	187	196
BCL11A	211	193	92	125
BCL2L1	145	135	80	90
BCL2L11	159	124	92	131
BCL2L12	329	367	282	358
BCL2L13	971	828	615	891
BCL2L2	59	30	33	39
BCL6	36	33	23	26
BCL6B	139	101	111	132
BCL7A	210	233	165	212
BCL7B	224	180	157	222
BCL7C	653	640	431	581
BCL9	453	355	188	263
BCLAF1	3858	3604	3062	3805
BCLAF3	220	180	101	179
BCO2	28	34	23	17
BCOR	5403	4450	2542	3479
BCORL1	498	342	157	205
BCR	1804	1674	1165	1354
BCS1L	1053	932	813	928
BDH1	111	98	70	93
BDH2	210	220	196	219
BDP1	5527	5342	3421	4546
BECN1	1162	1110	834	1114
BEND3	309	260	181	186
BEND4	153	135	100	134
BEND6	16	14	21	22
BEND7	203	165	110	120
BET1	233	236	152	213
BET1L	82	102	39	70
BEX1	78	74	45	58
BEX2	753	711	606	718
BEX3	3721	3836	2327	2989
BEX4	552	631	504	678
BEX5	45	44	33	20
BFAR	656	577	557	655
BFSP1	105	106	103	130
BHLHE40	78	83	52	78
BICC1	231	195	208	273
BICD1	206	166	81	104
BICD2	1020	944	654	858
BICDL1	46	39	24	42
BICRA	97	61	30	30
BICRAL	165	153	90	108
BID	350	304	261	310
BIN1	172	171	116	166
BIN3	168	166	116	181
BIRC2	827	794	613	761
BIRC5	1648	1666	984	1274
BIRC6	12104	10720	8709	10849
BIVM	69	80	49	49
BLCAP	100	77	59	72
BLM	3590	3181	2474	3183
BLMH	913	952	630	792
BLOC1S1	173	161	157	184
BLOC1S2	313	277	202	283
BLOC1S4	147	125	85	104
BLOC1S5	86	78	63	82
BLOC1S6	267	260	193	209
BLVRA	542	554	336	510
BLVRB	229	206	192	200
BLZF1	665	651	472	588
BMP1	132	88	83	136
BMP2	25	30	16	24
BMP2K	652	527	483	701
BMP4	51	55	34	45
BMP6	89	71	47	56
BMP7	391	333	310	391
BMP8B	32	26	18	17
BMPER	42	44	24	19
BMPR1A	195	167	146	207
BMPR1B	114	93	58	93
BMPR2	700	627	418	594
BMS1	4584	4567	3015	3987
BMT2	190	174	139	182
BNC1	38	31	26	29
BNC2	81	79	65	73
BNIP1	268	224	216	238
BNIP2	914	866	612	773
BNIP3	299	295	199	226
BNIP3L	228	246	201	183
BOC	137	127	97	110
BOD1	640	545	472	599
BOD1L1	3569	3339	2124	3017
BOLA1	92	88	71	73
BOLA3	477	443	355	441
BOP1	2215	2168	1858	2113
BORA	549	465	414	565
BORCS5	78	42	30	44
BORCS6	104	75	47	67
BORCS8	22	20	24	15
BPGM	330	271	217	260
BPHL	286	250	181	240
BPNT1	967	1045	798	972
BPTF	7166	6501	3473	4739
BRAF	362	361	267	336
BRAP	644	608	482	563
BRAT1	869	744	576	714
BRCA1	3663	3200	2353	2940
BRCA2	4461	4113	2655	3794
BRCC3	671	694	448	620
BRD1	981	834	524	679
BRD2	7219	6304	5441	7440
BRD3	429	393	232	319
BRD3OS	61	75	51	52
BRD4	1057	791	332	395
BRD7	1478	1445	1063	1300
BRD8	2190	2098	1529	2027
BRD9	959	884	564	713
BRF1	463	437	300	367
BRF2	243	197	163	207
BRI3	123	97	62	102
BRI3BP	227	210	153	199
BRICD5	113	91	70	83
BRINP3	41	44	24	45
BRIP1	2192	1904	1498	1787
BRIX1	2461	2474	1943	2169
BRK1	358	285	253	414
BRMS1	770	755	740	795
BRMS1L	490	438	310	444
BROX	952	865	714	935
BRPF1	1431	1194	943	1304
BRPF3	829	693	362	495
BRSK1	88	63	46	72
BRSK2	309	255	192	243
BRWD1	3533	3280	2391	2982
BRWD3	1838	1718	1019	1347
BSCL2	402	347	313	389
BSDC1	1024	986	719	904
BSG	2920	2590	2277	2879
BSN	372	251	139	200
BTAF1	4128	3628	3270	4027
BTBD1	1661	1454	1450	1735
BTBD10	452	461	361	419
BTBD11	116	116	77	109
BTBD18	78	43	35	34
BTBD2	708	606	416	593
BTBD3	909	794	600	695
BTBD6	684	592	546	632
BTBD7	1018	931	673	844
BTBD8	169	170	119	166
BTBD9	241	239	158	189
BTD	249	215	170	217
BTF3	4715	4374	3852	5286
BTF3L4	176	171	89	121
BTG1	164	123	121	200
BTG2	25	21	16	26
BTG3	513	535	350	469
BTN2A1	469	432	332	393
BTN2A2	237	212	188	201
BTN3A1	76	67	39	48
BTN3A2	54	44	28	36
BTN3A3	28	34	16	25
BTNL9	62	71	28	31
BTRC	575	473	417	544
BUB1	4364	3837	3217	4069
BUB1B	2477	2244	1837	2318
BUB3	3874	3627	3074	3855
BUD13	495	466	425	511
BUD23	1234	1190	822	1160
BUD31	678	675	521	580
BVES	86	83	54	62
BX255925.3	51	61	33	53
BYSL	816	770	618	768
BZW1	2348	2298	1506	2064
BZW2	2002	1896	1517	1843
C10orf88	249	217	181	227
C11orf1	124	98	90	115
C11orf24	264	203	205	302
C11orf49	220	192	139	218
C11orf54	77	56	47	86
C11orf58	1521	1663	1307	1626
C11orf65	37	31	21	27
C11orf68	97	69	61	74
C11orf71	58	45	51	58
C11orf74	302	325	265	292
C11orf80	134	147	106	145
C11orf95	177	173	97	139
C11orf98	223	188	150	192
C12orf10	564	468	472	535
C12orf29	702	596	571	678
C12orf4	717	640	510	652
C12orf43	274	257	152	193
C12orf45	445	404	304	413
C12orf49	207	215	155	197
C12orf57	282	259	254	298
C12orf60	54	38	40	56
C12orf65	177	163	150	130
C12orf66	161	168	132	155
C12orf73	87	88	74	90
C12orf75	189	164	129	161
C14orf119	397	326	392	525
C14orf28	44	38	30	40
C14orf93	108	112	73	132
C15orf39	619	469	242	373
C15orf40	319	292	233	261
C15orf41	90	99	52	95
C15orf61	110	93	65	130
C16orf58	286	260	218	233
C16orf70	372	316	265	347
C16orf71	37	20	23	12
C16orf72	738	721	513	634
C16orf87	197	196	145	201
C16orf91	181	192	136	140
C16orf95	20	20	21	23
C17orf113	21	30	20	26
C17orf51	221	197	167	227
C17orf53	267	189	130	223
C17orf58	97	105	88	79
C17orf75	447	410	306	414
C17orf80	857	750	696	856
C18orf21	339	306	280	317
C18orf25	451	470	330	406
C18orf32	47	35	36	42
C18orf54	213	191	102	145
C19orf12	72	65	45	67
C19orf24	429	395	344	406
C19orf25	176	162	141	146
C19orf44	233	163	140	167
C19orf47	221	141	140	190
C19orf48	820	646	698	794
C19orf53	494	476	308	400
C19orf54	85	64	35	40
C19orf57	92	62	77	71
C19orf71	67	59	41	43
C19orf81	19	30	11	16
C1D	157	126	120	144
C1GALT1	257	243	203	245
C1GALT1C1	712	673	555	670
C1QBP	10495	9564	7295	9005
C1R	17	29	15	27
C1S	27	24	19	21
C1orf109	359	324	246	289
C1orf112	1343	1121	1140	1352
C1orf122	135	135	68	82
C1orf131	994	872	679	829
C1orf159	74	45	47	66
C1orf167	70	57	41	55
C1orf174	404	344	291	354
C1orf194	34	23	21	35
C1orf198	354	298	169	224
C1orf21	236	190	135	187
C1orf216	58	59	39	48
C1orf226	31	16	22	12
C1orf35	727	699	477	608
C1orf43	1728	1690	1417	1831
C1orf50	89	73	79	100
C1orf52	505	499	326	440
C1orf53	53	33	27	38
C1orf54	25	18	23	23
C1orf56	77	52	49	54
C1orf74	79	71	69	65
C20orf194	271	200	122	168
C20orf27	549	509	514	560
C20orf96	74	68	27	36
C21orf58	153	156	98	122
C21orf91	262	264	240	300
C22orf15	25	14	22	14
C22orf23	69	56	51	58
C22orf39	75	67	44	52
C22orf46	73	46	42	44
C2CD2L	159	137	104	140
C2CD3	1219	972	657	899
C2CD5	1348	1231	844	1226
C2orf15	34	15	32	17
C2orf16	264	247	214	258
C2orf42	191	190	139	191
C2orf49	314	274	241	259
C2orf68	104	100	57	82
C2orf69	335	289	197	289
C2orf74	155	139	95	137
C2orf76	143	130	85	129
C2orf88	21	13	11	12
C3orf14	372	323	284	354
C3orf33	132	158	88	91
C3orf38	538	573	430	599
C3orf49	24	31	15	12
C3orf52	277	283	174	254
C3orf62	104	77	38	51
C3orf67	174	146	132	149
C4orf3	364	398	220	312
C4orf33	212	203	152	175
C4orf46	119	145	85	95
C4orf48	78	67	43	46
C5	69	62	42	60
C5orf15	689	523	622	734
C5orf22	607	505	457	579
C5orf24	464	395	313	426
C5orf30	226	172	125	166
C5orf34	418	334	298	367
C5orf51	600	531	266	373
C5orf63	69	60	47	60
C6orf106	347	269	221	293
C6orf120	215	209	145	185
C6orf136	106	102	72	88
C6orf163	72	65	26	56
C6orf203	171	206	151	160
C6orf47	154	159	144	145
C6orf48	496	375	360	460
C6orf52	26	21	20	20
C6orf62	1187	1120	703	921
C6orf89	419	328	325	406
C7orf25	240	219	180	229
C7orf26	249	263	169	193
C7orf31	91	83	46	45
C7orf43	209	207	177	226
C7orf50	563	531	381	460
C8orf33	788	780	598	689
C8orf34	88	73	56	67
C8orf37	37	42	31	30
C8orf44	25	21	14	18
C8orf59	972	909	739	903
C8orf76	118	120	85	91
C8orf82	100	81	60	95
C8orf88	161	156	118	160
C9orf116	29	18	23	33
C9orf129	32	19	12	12
C9orf131	56	48	38	40
C9orf16	148	144	91	102
C9orf3	469	376	236	337
C9orf40	192	172	109	159
C9orf64	439	412	285	381
C9orf72	255	252	183	195
C9orf78	863	780	669	830
C9orf85	137	138	87	117
CA11	58	44	51	58
CA12	30	20	16	19
CA13	21	18	18	26
CA14	43	20	23	28
CA2	3943	3591	3224	4201
CA5B	65	52	34	59
CA8	230	201	153	199
CAAP1	512	508	379	465
CAB39	819	723	628	792
CAB39L	50	49	28	38
CABIN1	3101	2650	1602	2186
CABLES1	322	302	197	253
CABLES2	147	104	71	98
CABYR	90	74	55	85
CACFD1	41	34	29	21
CACHD1	1369	1313	904	1211
CACNA1B	64	62	37	31
CACNA1C	62	48	20	45
CACNA1D	94	87	62	62
CACNA1H	288	253	162	223
CACNA2D1	687	618	435	643
CACNA2D2	148	116	80	94
CACNA2D3	271	199	127	200
CACNB1	24	13	15	20
CACNB2	159	176	102	112
CACNB3	58	62	27	51
CACNB4	91	74	50	77
CACTIN	384	404	299	397
CACUL1	535	477	409	531
CACYBP	2465	2387	1723	2176
CAD	4836	4209	2415	3329
CADM1	711	592	586	694
CADM4	97	84	64	97
CADPS2	634	591	460	557
CALCB	17	12	11	21
CALCOCO1	354	312	232	279
CALCOCO2	877	778	723	849
CALD1	678	760	514	623
CALHM2	33	33	19	15
CALM1	2001	2118	1315	1723
CALM2	3174	2890	2479	2948
CALM3	1335	1318	1046	1380
CALML4	163	121	80	101
CALR	8537	8504	6917	8430
CALU	1908	1926	1446	1806
CAMK1	700	660	555	674
CAMK1D	33	27	19	30
CAMK2B	35	25	23	37
CAMK2D	518	428	367	455
CAMK2G	381	313	339	387
CAMK4	129	123	72	95
CAMKK1	307	239	205	205
CAMKK2	493	393	320	361
CAMKMT	173	143	99	129
CAMKV	159	134	84	123
CAMLG	653	639	493	611
CAMSAP1	1402	1238	883	1136
CAMSAP2	2487	2239	1703	2149
CAMSAP3	188	162	102	110
CAMTA1	331	372	238	332
CAMTA2	301	235	128	184
CAND1	9396	8448	7020	8676
CAND2	756	628	471	552
CANT1	422	386	289	352
CANX	19846	20031	14231	17229
CAP1	1941	1765	1609	2043
CAP2	142	149	110	169
CAPG	57	54	59	55
CAPN1	452	371	320	424
CAPN10	312	276	221	270
CAPN15	933	747	496	579
CAPN2	2866	2823	2212	2656
CAPN3	30	20	22	20
CAPN5	19	24	13	25
CAPN7	1951	1828	1260	1663
CAPNS1	835	683	798	962
CAPRIN1	7526	6465	5981	7225
CAPRIN2	465	390	319	416
CAPS	18	24	17	13
CAPS2	50	43	38	40
CAPZA1	2033	1785	1576	2183
CAPZA2	1546	1461	1050	1266
CAPZB	1064	969	677	760
CARD10	172	144	88	112
CARD14	35	24	12	20
CARD19	111	108	94	106
CARD8	293	281	146	235
CARD9	18	16	14	20
CARF	85	54	47	53
CARHSP1	296	260	247	293
CARM1	924	756	565	827
CARMIL1	574	518	436	553
CARMIL2	41	48	32	42
CARMIL3	39	29	29	23
CARNMT1	797	742	506	653
CARNS1	19	16	14	13
CARS	1225	1058	918	1110
CARS2	671	562	447	580
CASC3	953	827	579	768
CASC4	578	466	492	596
CASD1	367	344	285	345
CASK	1143	1012	749	1056
CASKIN1	58	46	27	33
CASKIN2	168	126	82	132
CASP10	40	30	23	27
CASP2	777	694	362	466
CASP3	383	342	282	360
CASP6	224	222	165	211
CASP7	370	307	272	319
CASP8	171	169	129	175
CASP8AP2	3029	2818	1921	2486
CASP9	144	95	75	116
CAST	1809	1814	1393	1674
CASTOR2	110	86	53	87
CASTOR3	16	24	17	23
CASZ1	89	69	43	69
CAT	576	520	481	624
CATSPER2	51	37	22	34
CATSPER3	34	21	18	21
CATSPERE	81	82	45	60
CAV1	48	48	47	53
CAV2	46	35	43	49
CAVIN1	64	55	41	38
CAVIN4	83	70	43	47
CBFA2T2	150	150	103	102
CBFB	503	557	327	393
CBL	714	597	310	555
CBLB	200	204	137	170
CBLL1	289	257	232	321
CBR1	1203	1162	757	1112
CBR3	57	73	46	45
CBR4	422	433	290	410
CBS	114	93	105	127
CBSL	31	26	29	32
CBWD1	243	261	206	274
CBWD2	360	383	264	348
CBWD5	56	41	30	38
CBWD6	58	60	46	65
CBX1	675	662	473	648
CBX2	442	470	292	357
CBX3	2455	2504	1728	1997
CBX4	285	253	222	276
CBX5	1114	1086	603	855
CBX6	656	640	433	540
CBX7	24	17	12	15
CBX8	178	179	133	160
CBY1	302	295	208	304
CC2D1A	517	450	286	412
CC2D1B	710	671	470	598
CC2D2A	447	424	264	388
CC2D2B	116	87	50	62
CCAR1	4895	4577	3449	4382
CCAR2	1577	1425	1094	1447
CCDC102A	112	135	85	84
CCDC106	117	130	86	146
CCDC107	152	145	130	167
CCDC110	34	37	34	32
CCDC112	368	311	293	328
CCDC113	93	87	61	69
CCDC115	105	100	78	80
CCDC117	779	834	485	612
CCDC12	535	538	323	463
CCDC120	49	52	26	33
CCDC121	40	42	33	40
CCDC122	99	99	83	100
CCDC124	667	709	419	548
CCDC125	403	371	275	323
CCDC126	88	76	54	71
CCDC127	224	188	147	166
CCDC130	199	209	170	183
CCDC134	308	253	211	223
CCDC136	291	264	122	214
CCDC137	450	456	307	340
CCDC138	1866	1745	1244	1668
CCDC14	2244	2092	1776	2158
CCDC142	329	282	223	253
CCDC146	76	56	50	49
CCDC15	395	357	220	268
CCDC150	1234	1133	815	956
CCDC151	11	17	10	16
CCDC157	84	83	75	107
CCDC163	18	20	17	12
CCDC167	359	367	202	281
CCDC168	59	54	37	68
CCDC17	48	23	27	28
CCDC171	187	164	119	170
CCDC173	35	46	21	35
CCDC174	462	392	281	348
CCDC18	1940	1891	1132	1686
CCDC180	344	269	167	228
CCDC181	418	394	292	376
CCDC183	50	48	43	53
CCDC186	575	590	433	509
CCDC189	187	166	165	188
CCDC191	97	87	57	70
CCDC196	26	25	16	12
CCDC22	418	359	242	360
CCDC24	24	27	19	18
CCDC25	263	261	217	263
CCDC28A	297	315	227	269
CCDC28B	222	197	172	191
CCDC3	40	27	34	24
CCDC30	28	11	15	17
CCDC32	113	113	74	107
CCDC34	588	531	386	434
CCDC38	21	19	25	21
CCDC39	89	82	67	83
CCDC40	117	107	77	82
CCDC43	834	781	567	668
CCDC47	2752	2736	1815	2168
CCDC50	423	402	261	362
CCDC51	642	652	497	556
CCDC57	620	578	329	457
CCDC58	465	521	365	495
CCDC59	820	762	716	847
CCDC6	620	536	292	403
CCDC61	36	45	43	39
CCDC62	40	34	23	25
CCDC65	73	52	33	48
CCDC66	1836	1626	1205	1540
CCDC69	42	52	30	39
CCDC7	57	47	49	54
CCDC71	562	522	396	438
CCDC71L	83	78	46	57
CCDC73	18	37	37	42
CCDC74A	66	69	58	67
CCDC74B	34	26	26	42
CCDC77	523	509	337	430
CCDC78	75	92	71	95
CCDC8	380	398	261	326
CCDC80	48	33	39	36
CCDC82	418	421	240	309
CCDC84	240	232	151	193
CCDC85B	245	273	117	158
CCDC85C	230	247	123	137
CCDC86	1079	1025	632	842
CCDC88A	3361	3082	1808	2572
CCDC88B	29	13	16	14
CCDC88C	375	348	182	281
CCDC89	25	35	25	26
CCDC9	131	138	65	106
CCDC90B	401	398	356	459
CCDC91	510	478	341	408
CCDC92	142	104	57	66
CCDC93	941	893	568	758
CCDC97	190	151	85	107
CCDC9B	17	16	11	15
CCHCR1	597	596	432	557
CCM2	292	240	203	242
CCN1	58	47	54	55
CCNA2	3392	3225	2672	3278
CCNB1	6339	6088	5242	6115
CCNB1IP1	818	621	708	806
CCNB2	1383	1207	1132	1498
CCNB3	66	39	39	48
CCNC	1474	1401	1184	1407
CCND1	155	189	107	171
CCND2	104	121	84	100
CCND3	218	213	212	250
CCNDBP1	492	465	367	447
CCNE1	495	423	386	449
CCNE2	702	600	545	697
CCNF	1262	1166	850	1086
CCNG1	4006	3643	2951	3594
CCNG2	333	325	194	241
CCNH	1276	1195	806	1135
CCNI	2934	2536	1541	1889
CCNJ	434	358	301	429
CCNK	499	385	215	269
CCNL1	1346	1160	1145	1370
CCNL2	1702	1624	1111	1484
CCNQ	520	444	429	513
CCNT1	985	883	898	1119
CCNT2	987	852	734	991
CCNY	380	389	332	425
CCNYL1	137	148	71	73
CCP110	1611	1487	891	1216
CCPG1	668	582	529	608
CCS	207	205	177	227
CCSAP	362	337	228	280
CCSER1	309	284	242	305
CCSER2	871	793	521	751
CCT2	13922	13064	11061	13507
CCT3	19415	17841	16217	20079
CCT4	15415	14339	11955	14730
CCT5	11822	10998	10247	12484
CCT6A	9599	8872	7415	9320
CCT6B	22	21	15	18
CCT7	14533	14406	11443	13988
CCT8	10386	10025	7573	9468
CCZ1	72	57	90	108
CCZ1B	59	44	59	65
CD101	111	105	65	69
CD109	543	445	250	342
CD151	589	422	536	631
CD160	14	10	10	16
CD164	968	877	757	960
CD19	33	33	22	23
CD276	287	256	174	216
CD2AP	1395	1361	961	1301
CD2BP2	1495	1625	1143	1377
CD320	893	777	609	706
CD3EAP	852	822	576	761
CD40	26	20	16	22
CD46	1454	1321	1005	1300
CD47	882	812	664	863
CD55	820	706	535	705
CD58	126	72	88	145
CD63	1391	1432	1156	1339
CD68	19	18	17	27
CD70	15	15	15	24
CD81	1215	1082	818	1021
CD83	50	47	43	44
CD9	215	227	235	249
CD99	651	636	429	565
CD99L2	346	308	230	316
CDADC1	192	198	155	187
CDAN1	336	294	225	279
CDC123	2984	2537	2620	3167
CDC14A	128	79	61	124
CDC14B	433	367	259	383
CDC16	1090	1044	649	826
CDC20	3115	2803	2235	2785
CDC23	1724	1615	1266	1499
CDC25A	2057	1958	1669	2053
CDC25B	464	387	212	272
CDC25C	550	444	366	458
CDC27	1992	1728	1757	2170
CDC34	561	523	439	624
CDC37	3155	3214	2559	3363
CDC37L1	162	162	125	123
CDC40	1173	1071	763	988
CDC42	1514	1486	1204	1313
CDC42BPA	4474	4252	2797	3636
CDC42BPB	2064	1847	1011	1355
CDC42BPG	35	26	16	17
CDC42EP1	352	279	220	296
CDC42EP2	93	74	58	88
CDC42EP3	73	46	55	64
CDC42EP4	114	108	94	107
CDC42SE1	307	250	209	258
CDC42SE2	93	78	60	87
CDC45	2145	2002	1610	2061
CDC5L	4350	4188	3443	4320
CDC6	2353	2110	1933	2337
CDC7	2470	2241	1869	2351
CDC73	1359	1343	793	1117
CDCA2	1638	1634	1177	1521
CDCA3	637	557	419	605
CDCA4	508	505	368	497
CDCA5	506	524	380	482
CDCA7	1557	1586	1047	1392
CDCA7L	1046	1050	703	892
CDCA8	600	539	502	587
CDH1	30	28	35	38
CDH2	826	719	646	759
CDH23	70	71	56	57
CDH24	61	50	43	65
CDH26	40	33	25	34
CDHR1	61	50	22	56
CDHR3	28	32	23	24
CDHR5	119	92	36	43
CDIP1	142	138	78	133
CDIPT	332	283	349	413
CDK1	2678	2267	2266	2727
CDK10	430	376	299	371
CDK11A	154	137	93	169
CDK11B	390	339	261	386
CDK12	3179	2631	2030	2417
CDK13	2222	1961	1436	1793
CDK14	278	260	172	224
CDK16	3165	2480	2509	3258
CDK17	482	461	383	433
CDK18	63	44	34	41
CDK19	129	120	88	115
CDK2	955	954	890	1123
CDK20	98	86	67	79
CDK2AP1	356	348	208	288
CDK2AP2	78	81	59	68
CDK3	47	43	41	55
CDK4	2867	2677	2410	2885
CDK5	420	428	334	406
CDK5R1	36	26	36	44
CDK5RAP1	987	901	683	871
CDK5RAP2	3009	2752	1806	2383
CDK5RAP3	1172	1158	790	1137
CDK6	230	236	159	251
CDK7	376	353	296	357
CDK8	422	371	309	392
CDK9	406	359	260	321
CDKAL1	1125	1098	779	963
CDKL1	107	89	69	80
CDKL2	59	59	39	46
CDKL3	46	45	30	51
CDKL5	127	125	85	132
CDKN1A	67	78	52	76
CDKN1B	265	259	191	313
CDKN2A	554	580	305	385
CDKN2AIP	416	322	345	483
CDKN2AIPNL	163	140	80	140
CDKN2C	414	404	303	365
CDKN2D	19	13	20	14
CDKN3	536	469	431	570
CDON	714	594	430	605
CDPF1	39	41	13	38
CDR1	341	227	85	105
CDR2L	151	170	84	105
CDRT4	46	49	45	64
CDS1	268	218	170	227
CDS2	612	507	512	611
CDT1	920	788	584	723
CDV3	1299	1295	1022	1338
CDX2	156	120	119	120
CDYL	911	848	794	959
CEACAM1	52	38	10	17
CEBPA	43	44	18	28
CEBPB	54	46	34	41
CEBPG	412	364	310	352
CEBPZ	4776	4471	3494	4248
CEBPZOS	185	208	135	199
CECR2	591	566	327	475
CELF1	1641	1458	1016	1469
CELF2	128	122	77	110
CELSR1	760	612	353	440
CELSR2	676	496	258	357
CELSR3	895	704	468	604
CEMIP	95	72	48	65
CEMIP2	631	531	509	611
CEMP1	51	53	19	26
CENPA	114	137	105	146
CENPB	1135	1181	838	1000
CENPBD1	33	25	28	24
CENPC	1121	947	835	964
CENPE	6108	6015	2974	5594
CENPF	19793	19238	12579	18049
CENPH	826	844	599	713
CENPI	1427	1316	979	1213
CENPJ	1313	1238	938	1202
CENPK	600	571	420	514
CENPL	339	301	300	340
CENPM	413	394	283	319
CENPN	1030	978	721	961
CENPO	485	430	306	384
CENPP	294	281	201	250
CENPQ	351	365	263	324
CENPT	655	604	569	700
CENPU	1640	1676	1354	1662
CENPV	896	843	708	876
CENPW	770	787	493	667
CENPX	236	233	136	220
CEP104	855	844	563	713
CEP112	535	503	253	370
CEP120	756	683	562	624
CEP126	93	85	59	57
CEP128	1029	1041	678	894
CEP131	584	529	318	414
CEP135	1455	1413	931	1183
CEP152	1658	1570	996	1355
CEP162	706	650	401	533
CEP164	1023	982	628	823
CEP170	1459	1383	921	1337
CEP170B	699	605	430	503
CEP19	35	52	21	35
CEP192	2678	2395	1763	2221
CEP250	2001	1862	1091	1447
CEP290	2713	2774	1445	2487
CEP295	3413	3009	2590	3355
CEP350	5869	5293	3886	4866
CEP41	201	158	140	161
CEP44	473	489	305	416
CEP55	1217	1087	911	1153
CEP57	1290	1171	936	1185
CEP57L1	299	241	211	266
CEP63	303	258	208	296
CEP68	457	363	257	381
CEP70	526	496	354	489
CEP72	507	431	275	321
CEP76	388	376	253	323
CEP78	1833	1709	1233	1580
CEP83	1122	1038	609	819
CEP85	1266	1116	902	1102
CEP85L	638	586	440	582
CEP89	209	182	146	181
CEP95	1525	1362	856	1131
CEP97	1099	993	794	957
CEPT1	706	564	644	760
CERCAM	558	525	367	448
CERK	778	686	683	822
CERKL	19	16	13	14
CERS1	104	109	96	109
CERS2	1529	1237	1230	1576
CERS4	84	81	73	67
CERS5	415	317	229	287
CERS6	594	537	403	485
CES2	455	415	316	423
CES3	162	159	120	153
CETN2	711	705	442	646
