	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
COLGALT2	45	50	24	15	119	108	76	95
COLQ	20	38	18	15	65	42	28	35
COMMD1	300	350	195	119	179	160	126	143
COMMD10	295	310	159	102	150	130	111	134
COMMD2	623	664	350	200	550	461	374	448
COMMD3	383	493	225	127	305	270	233	287
COMMD3-BMI1	52	70	35	26	103	98	75	122
COMMD4	1026	1320	650	357	939	879	712	795
COMMD5	90	155	78	36	139	126	118	137
COMMD6	376	476	189	97	294	253	209	314
COMMD7	12	19	9	9	10	11	17	25
COMMD8	394	495	215	167	296	295	187	250
COMMD9	336	452	234	156	339	271	360	447
COMT	1245	1480	567	322	624	652	463	604
COMTD1	348	513	246	150	219	223	160	175
COP1	320	375	171	114	1441	1315	1098	1282
COPA	5673	6926	2902	1973	5597	5371	4127	5280
COPB1	4553	4934	2360	1602	5019	4801	3898	4741
COPB2	5381	6127	2748	1929	5371	4982	4231	5393
COPE	2465	3091	1258	755	1353	1245	941	1124
COPG1	3394	4030	1675	1081	2275	1884	1651	2132
COPG2	2199	2376	1053	667	1450	1276	920	1163
COPRS	509	721	291	175	665	603	407	487
COPS2	2157	2407	1116	741	1666	1631	1213	1476
COPS3	3143	3675	1472	1000	6552	5615	5525	6499
COPS4	2063	2200	1016	728	1538	1391	1145	1492
COPS5	1394	1617	816	550	1766	1689	1184	1573
COPS6	4971	5808	2264	1522	1296	1162	716	991
COPS7A	1065	1108	521	351	457	441	306	439
COPS7B	625	660	331	183	415	342	227	322
COPS8	994	1016	420	276	687	661	607	714
COPS9	906	1360	691	349	347	399	157	240
COPZ1	2028	2462	1236	696	1402	1334	893	1163
COQ10A	168	241	109	81	115	88	94	109
COQ10B	270	338	118	111	209	236	166	202
COQ2	247	343	155	86	495	466	327	424
COQ3	616	595	340	218	591	548	491	584
COQ4	200	244	153	66	355	305	232	303
COQ5	533	624	229	139	307	266	233	295
COQ6	486	616	249	149	423	375	358	434
COQ7	336	418	174	148	346	350	234	312
COQ8A	901	1126	524	287	1817	1736	1501	1828
COQ8B	299	380	182	115	242	228	183	221
COQ9	328	424	171	114	454	507	345	485
CORO1A	96	130	61	42	40	32	33	38
CORO1B	908	1325	507	311	603	535	479	625
CORO1C	3708	4261	1880	1191	1519	1245	1054	1287
CORO2A	113	103	37	24	43	27	36	43
CORO6	21	23	7	6	34	32	23	31
COTL1	584	687	262	177	56	64	40	68
COX10	150	172	56	35	303	290	206	296
COX11	689	910	490	303	1010	891	739	969
COX14	364	419	257	150	152	126	121	138
COX15	933	1172	462	324	663	587	514	594
COX16	408	486	353	183	169	155	84	148
COX17	270	348	226	118	295	290	156	213
COX18	345	311	175	102	230	179	188	232
COX19	125	144	83	62	73	81	54	65
COX20	53	40	20	16	551	527	356	458
COX4I1	4022	5270	2059	1349	2956	3024	2180	2915
COX5A	3353	4433	1580	1061	2155	1919	1628	2001
COX5B	2515	3076	1289	894	1560	1455	1209	1365
COX6A1	714	1031	386	257	361	292	165	288
COX6B1	4849	6242	2841	1684	1307	1055	1085	1481
COX6C	2190	2259	1418	875	1360	1336	989	1391
COX7A2	3292	3735	2141	1496	1668	1501	1271	1491
COX7A2L	876	988	429	280	588	524	439	564
COX7B	3555	3359	1556	1062	2044	1910	1624	2136
COX7C	1636	1774	1067	473	2013	1758	1446	1988
COX8A	1012	1603	582	398	642	571	536	585
CPB2	0	0	0	1	25	10	12	13
CPD	2236	2671	1128	636	2014	1793	1405	1872
CPE	1282	1617	703	376	615	547	409	573
CPEB2	76	104	55	37	86	73	42	65
CPEB3	57	88	34	25	62	44	34	43
CPEB4	221	272	125	72	252	245	189	253
CPLANE1	926	1014	467	310	2549	2144	1422	1867
CPLANE2	45	52	26	18	36	34	29	32
CPM	90	104	47	26	159	166	106	136
CPNE1	1022	1213	617	336	1215	1095	857	1052
CPNE2	99	130	36	17	186	171	160	202
CPNE3	2205	2657	1138	753	2352	2053	1808	2290
CPNE7	2	1	2	0	42	25	21	29
CPNE8	585	685	316	227	452	420	293	337
CPOX	682	939	370	252	874	891	641	845
CPPED1	102	115	44	21	85	80	70	74
CPS1	131	154	143	84	1451	1308	1006	1309
CPSF1	1113	1547	623	453	1758	1476	1089	1572
CPSF2	2609	2844	983	669	2905	2821	2041	2612
CPSF3	2188	2421	1119	803	2841	2638	2189	2661
CPSF4	578	585	234	159	340	305	273	338
CPSF6	2156	2866	1325	863	2765	2644	2353	2904
CPSF7	1102	1478	681	464	789	671	589	767
CPT1A	265	222	110	84	252	208	156	199
CPT1B	19	11	18	8	293	272	258	274
CPT1C	56	45	24	26	52	44	40	36
CPT2	1060	1181	594	303	715	573	516	635
CPTP	184	231	78	55	42	32	35	58
CPVL	1388	1631	701	391	1130	1091	972	1238
CPZ	4	7	8	1	74	66	31	31
CR2	102	90	52	28	84	85	55	82
CRABP2	301	354	142	109	56	53	34	35
CRACR2A	78	77	28	16	224	187	122	150
CRADD	91	117	41	38	50	55	61	74
CRAMP1	238	285	137	67	473	389	257	285
CRAT	58	45	23	15	152	132	117	148
CRBN	349	448	223	131	795	720	633	768
CRCP	109	155	78	56	96	78	44	56
CREB1	491	583	228	144	398	355	292	378
CREB3	204	221	111	93	443	426	432	484
CREB3L2	648	824	377	237	280	230	114	136
CREB3L4	61	91	42	31	101	90	85	109
CREB5	150	141	69	49	164	142	94	127
CREBBP	1165	1386	528	311	2040	1546	826	1120
CREBL2	54	69	45	21	107	113	58	76
CREBRF	62	69	38	23	208	201	134	181
CREBZF	172	237	100	82	1012	1031	687	868
CREG1	1113	1390	552	290	222	188	137	163
CRELD1	93	110	34	31	149	142	94	138
CRELD2	244	403	127	71	550	605	376	433
CREM	426	498	296	199	138	135	108	123
CRIM1	372	380	227	110	609	555	374	463
CRIPT	313	385	153	111	202	207	114	157
CRISPLD1	313	345	176	109	349	327	289	343
CRK	592	842	342	237	860	918	593	774
CRKL	789	1074	410	273	1123	1083	820	1053
CRLF3	409	422	199	123	505	450	312	411
CRLS1	70	98	46	28	28	35	10	20
CRMP1	252	263	88	54	53	41	24	32
CRNKL1	1115	1263	678	444	1453	1402	1062	1266
CROCC	122	208	90	41	247	227	134	169
CROT	279	315	132	95	265	254	194	270
CRTAP	1113	1444	413	253	1437	1200	968	1189
CRTC1	163	212	110	60	158	88	67	89
CRTC2	439	565	249	137	237	209	123	171
CRTC3	163	196	102	63	270	220	172	206
CRY1	389	437	164	114	868	828	679	845
CRY2	49	81	42	22	209	175	125	161
CRYBG3	508	603	315	201	2850	2706	1984	2552
CRYGD	0	0	0	2	32	30	27	37
CRYL1	146	170	52	46	54	47	38	63
CRYZ	835	904	512	292	409	362	338	416
CRYZL1	439	480	275	147	475	410	305	377
CS	3305	3852	1404	890	2524	2120	1371	1959
CSAD	26	25	15	10	133	111	60	88
CSDC2	26	19	10	4	23	21	18	21
CSDE1	8392	9579	2564	1910	24045	23105	18685	23694
CSE1L	17110	20300	8803	5949	13720	12301	10975	13788
CSF1	116	157	61	38	27	20	26	20
CSGALNACT2	137	137	54	31	180	210	134	163
CSK	1079	1389	537	322	830	730	470	638
CSKMT	1	3	3	0	79	68	62	65
CSNK1A1	2806	3525	1134	761	2908	2636	2302	2902
CSNK1D	844	1063	468	260	827	687	413	565
CSNK1E	13	19	8	9	213	169	153	180
CSNK1G1	160	220	107	55	347	295	172	240
CSNK1G2	176	201	86	55	840	692	730	924
CSNK1G3	564	596	274	193	675	613	394	580
CSNK2A1	441	613	203	138	827	695	564	747
CSNK2A2	1220	1473	528	349	1018	904	433	632
CSNK2B	931	1396	743	355	308	240	278	355
CSPG4	63	87	30	16	31	32	19	15
CSPG5	118	165	63	25	393	329	285	333
CSPP1	256	332	134	102	1352	1211	780	1047
CSRNP1	62	79	56	33	42	52	56	65
CSRNP2	164	217	110	52	282	237	191	217
CSRNP3	47	50	33	13	53	65	42	44
CSRP2	877	1314	506	315	775	799	578	739
CST3	1284	1709	650	375	476	466	301	380
CSTB	1430	2097	831	499	434	372	365	462
CSTF1	1355	1630	780	535	897	748	737	857
CSTF2	1069	1398	621	409	1642	1514	1360	1552
CSTF2T	1326	1823	931	675	924	865	786	924
CSTF3	1520	1740	808	534	1254	1192	944	1161
CTBP1	808	1038	498	285	1341	1282	1038	1346
CTBP2	520	562	255	148	643	543	389	509
CTBS	236	235	110	60	136	137	80	123
CTC1	106	122	77	27	247	200	142	196
CTCF	1044	1265	662	372	1813	1715	1410	1807
CTDNEP1	188	251	104	74	293	218	130	187
CTDP1	341	488	206	133	410	405	267	319
CTDSP1	188	309	105	77	235	181	145	176
CTDSP2	316	346	147	83	185	166	112	155
CTDSPL	55	66	33	21	270	242	188	227
CTDSPL2	634	608	287	192	892	793	631	819
CTH	304	299	163	86	240	217	168	214
CTIF	110	128	53	34	137	148	124	125
CTNNA1	6280	7537	3030	1978	3245	2998	2292	2838
CTNNAL1	1589	1552	614	379	2772	2531	2032	2588
CTNNB1	8610	10993	5771	3617	14304	12840	11504	14074
CTNNBIP1	110	142	62	46	65	77	57	73
CTNNBL1	1183	1497	619	395	1038	948	785	890
CTNND1	1481	1746	888	624	2512	2267	1494	1856
CTNS	168	232	111	56	228	148	167	227
CTPS1	3051	3815	1651	1071	4105	3893	2708	3464
CTPS2	533	584	273	168	855	793	603	782
CTR9	2242	2651	1218	890	2749	2548	1976	2682
CTRL	1	2	0	1	51	51	21	35
CTSA	969	1116	469	266	657	627	558	747
CTSB	1224	1351	578	294	372	355	296	367
CTSC	1399	1911	787	445	666	598	532	634
CTSD	78	103	37	14	28	30	34	44
CTSF	0	1	0	0	154	156	146	163
CTSH	83	79	30	18	331	349	276	315
CTSK	1	0	5	0	36	31	15	24
CTSL	813	1123	476	281	857	836	730	880
CTSO	11	10	11	2	29	36	30	30
CTSV	501	682	309	152	320	303	246	313
CTSZ	1340	1756	673	373	137	107	88	114
CTTN	2493	2969	1129	777	2681	2781	1869	2444
CTTNBP2	179	227	122	59	203	188	110	143
CTTNBP2NL	317	404	166	102	315	288	197	247
CTU1	191	322	125	68	59	56	27	39
CTU2	204	282	125	88	519	446	439	501
CUBN	3	4	2	1	46	45	30	34
CUEDC1	90	130	42	38	122	126	83	94
CUEDC2	994	1374	581	368	652	682	530	609
CUL1	1980	2380	990	639	2793	2781	2010	2623
CUL2	2893	3098	1367	1008	1079	977	722	896
CUL3	2940	3364	1485	972	3055	2859	1961	2554
CUL4A	1056	1252	435	294	890	805	630	762
CUL4B	2575	2647	1223	827	3410	3171	2333	3084
CUL5	875	872	381	283	2024	1978	1330	1745
CUL7	616	818	364	234	671	561	436	523
CUL9	201	209	110	73	481	390	243	307
CUTA	1460	1978	927	520	1043	995	694	954
CUTC	452	504	243	160	530	500	410	504
CUX1	691	872	503	344	1010	888	486	676
CUX2	45	53	29	16	36	35	21	28
CWC15	922	1042	514	358	1546	1610	1209	1564
CWC22	713	857	367	273	1423	1326	1114	1390
CWC25	133	188	101	56	274	258	174	229
CWC27	594	675	252	187	842	836	622	771
CWF19L1	1403	1559	825	557	1336	1232	983	1188
CWF19L2	330	414	195	131	1469	1368	943	1240
CXADR	311	415	205	114	412	311	290	341
CXCL16	279	291	92	59	28	28	19	18
CXCR4	109	136	64	34	32	38	32	44
CXCR6	0	0	1	0	81	46	24	40
CXXC1	480	774	406	247	917	845	631	885
CXXC5	55	82	23	18	43	34	31	42
CXorf38	179	177	112	64	317	276	184	260
CXorf40A	20	10	8	5	57	59	45	50
CXorf40B	41	34	6	10	123	119	72	114
CXorf56	334	563	252	142	613	677	437	557
CYB561	64	87	31	13	38	39	36	29
CYB561A3	84	138	56	25	163	169	142	181
CYB561D1	26	46	16	11	45	30	21	26
CYB561D2	172	221	100	47	159	97	123	112
CYB5A	462	615	221	162	484	450	334	391
CYB5B	1240	1425	651	411	970	898	760	914
CYB5D1	98	151	86	56	225	230	155	215
CYB5D2	132	191	96	68	153	132	94	122
CYB5R1	281	365	172	102	467	466	453	478
CYB5R3	2588	3137	1374	709	469	378	235	314
CYB5R4	502	503	194	111	661	589	483	565
CYB5RL	22	34	18	8	120	122	83	79
CYBA	1549	2280	997	580	728	659	498	630
CYBC1	130	215	115	55	190	168	143	172
CYBRD1	80	94	33	10	59	45	30	51
CYC1	2369	2878	1093	670	2524	2174	2018	2378
CYCS	1078	1146	438	413	2161	2295	1518	2044
CYFIP1	2425	3015	1270	828	2032	1728	1652	1976
CYFIP2	2093	2597	946	601	1487	1237	1045	1268
CYHR1	217	225	104	57	263	255	167	222
CYLD	273	300	121	73	893	791	676	786
CYP1B1	21	22	15	8	29	32	13	23
CYP20A1	248	335	138	92	473	391	338	394
CYP26A1	72	55	26	16	61	47	52	63
CYP26B1	31	15	8	8	31	22	19	19
CYP27B1	18	9	5	7	113	87	52	97
CYP27C1	7	14	4	4	17	18	12	17
CYP2D6	0	2	1	0	35	27	13	20
CYP2E1	1	0	0	0	44	46	17	31
CYP2J2	106	124	51	34	68	67	52	52
CYP2R1	56	66	38	28	206	187	168	178
CYP2U1	131	153	87	60	89	76	86	94
CYP39A1	40	44	25	18	101	86	74	103
CYP3A5	16	27	13	7	50	39	16	30
CYP4V2	37	33	35	10	157	133	84	119
CYP51A1	919	1025	445	287	1659	1602	1133	1446
CYREN	302	367	206	119	381	409	260	291
CYSTM1	574	637	335	190	134	101	97	128
CYTH1	177	209	104	55	306	284	168	245
CYTH2	192	263	116	78	325	345	274	359
CYTH3	122	139	60	46	197	185	127	179
CZIB	389	485	260	135	342	349	232	326
D2HGDH	231	377	137	83	261	234	150	196
DAAM1	264	269	166	94	447	465	246	318
DAAM2	203	214	87	55	171	150	97	117
DAB2	299	326	110	86	63	34	36	45
DAB2IP	195	267	88	55	264	207	141	179
DACH1	300	472	251	180	317	270	163	208
DACH2	12	12	10	1	29	47	29	45
DACT1	93	119	53	39	74	78	59	66
DAD1	1581	2012	984	627	780	689	769	966
DAG1	997	1340	561	339	1124	892	727	1107
DAGLA	73	123	44	24	77	68	48	68
DAGLB	321	382	141	95	261	213	187	228
DALRD3	207	221	89	56	941	790	663	844
DAP	305	446	197	134	150	103	96	133
DAP3	1852	2106	903	678	2148	2071	1662	2040
DAPK1	369	418	195	115	727	640	543	658
DAPK3	633	824	330	210	551	516	467	600
DARS	3228	3213	1482	1007	3079	2893	2433	3044
DARS2	2746	3012	1534	1089	1735	1473	1478	1737
DAXX	637	755	371	226	1355	1267	1098	1240
DAZAP1	2520	3202	1302	834	2127	1899	1701	2103
DAZAP2	1418	1665	906	538	386	307	433	576
DBF4	167	171	83	58	1286	1167	1066	1374
DBF4B	147	168	121	60	426	339	184	242
DBI	1149	1184	629	351	559	431	557	728
DBN1	1881	2373	989	587	1233	1158	985	1235
DBNDD1	93	102	44	27	38	51	37	42
DBNDD2	533	727	311	179	206	169	141	172
DBNL	1450	1946	793	487	935	959	620	854
DBP	53	53	20	13	61	65	46	43
DBR1	675	763	393	276	785	691	546	700
DBT	626	676	313	254	564	472	319	409
DCAF1	1212	1566	758	505	2674	2355	1638	2171
DCAF10	311	423	171	95	423	371	280	329
DCAF11	147	203	93	52	615	632	504	619
DCAF12	555	650	313	215	994	810	678	894
DCAF13	1779	2144	970	544	2095	2081	1542	1992
DCAF15	648	834	355	173	331	322	297	398
DCAF16	443	456	193	102	603	533	469	501
DCAF17	183	225	107	90	358	285	233	312
DCAF4	236	246	129	92	429	360	304	369
DCAF4L1	7	3	37	25	31	24	13	10
DCAF5	360	484	250	147	652	549	460	565
DCAF6	606	720	250	170	1668	1442	1213	1577
DCAF7	1846	2369	953	661	771	676	528	639
DCAF8	1	3	1	0	82	60	46	61
DCAKD	607	683	277	201	289	258	219	273
DCBLD1	209	249	93	48	383	363	235	319
DCBLD2	304	388	153	86	966	840	719	973
DCDC1	10	3	1	2	53	42	27	48
DCDC2	234	262	126	90	23	15	14	10
DCDC2B	1	1	0	0	78	54	49	69
DCHS1	26	26	12	7	81	57	34	62
DCK	635	745	290	229	399	377	286	390
DCLK1	320	385	165	115	40	35	29	35
DCLK2	87	99	34	26	149	108	77	97
DCLRE1A	379	391	213	126	958	827	858	1015
DCLRE1B	264	307	163	74	352	344	234	328
DCLRE1C	138	153	79	49	530	486	300	406
DCP1A	479	574	265	178	741	630	519	666
DCP1B	289	343	140	120	216	211	190	195
DCP2	916	1208	730	380	1564	1433	1056	1430
DCPS	279	353	136	81	432	405	352	445
DCST1	14	23	12	5	18	11	16	19
DCTD	530	626	287	182	353	338	229	329
DCTN1	2315	2874	1291	820	3968	3724	2542	3243
DCTN2	2900	3301	1500	909	1686	1527	1204	1428
DCTN3	1344	1553	700	404	442	450	384	542
DCTN4	1840	2316	1074	726	1080	1056	778	1025
DCTN5	591	701	329	220	530	489	348	474
DCTN6	846	881	362	260	239	250	207	253
DCTPP1	1360	1569	694	397	813	716	677	905
DCUN1D1	443	456	189	116	334	331	211	283
DCUN1D2	35	80	44	19	218	234	118	139
DCUN1D3	23	42	18	8	75	86	59	83
DCUN1D4	351	448	183	130	591	557	379	475
DCUN1D5	1251	1288	689	424	1790	1802	1305	1532
DCXR	1171	1683	636	406	1020	911	726	830
DDA1	461	574	273	175	111	141	123	177
DDAH1	1185	1326	520	339	209	212	117	192
DDAH2	74	96	54	21	82	68	80	68
DDB1	9041	11284	5120	3302	10724	9569	9292	11423
DDB2	245	372	158	115	252	204	207	243
DDHD1	327	354	161	119	787	724	493	657
DDHD2	490	505	205	120	1054	977	763	953
DDI2	671	831	413	287	700	646	389	473
DDIAS	250	255	152	93	710	638	571	772
DDIT3	34	49	69	40	89	87	64	86
DDIT4	347	509	253	121	211	187	119	155
DDIT4L	21	34	14	3	17	22	15	13
DDN	69	88	25	16	22	26	18	14
DDOST	5081	5774	2101	1053	3551	3373	3318	3930
DDR1	269	325	138	71	110	76	94	111
DDR2	527	536	276	139	469	442	351	404
DDRGK1	915	1366	553	336	1092	1299	772	1015
DDTL	16	15	11	5	69	55	108	113
DDX1	4772	5664	2635	1729	5929	5728	4436	5103
DDX10	768	887	458	316	2134	2221	1595	1986
DDX11	233	306	139	70	846	797	525	710
DDX17	7572	9463	4442	2726	13016	12633	8484	10972
DDX18	1585	2045	893	648	3960	3872	3040	3542
DDX19A	116	134	77	54	102	110	80	123
DDX19B	25	31	13	6	113	106	85	97
DDX20	1564	1978	954	636	2091	1908	1635	2196
DDX21	9051	10448	4717	3387	10821	10466	8754	10544
DDX23	1479	1871	702	426	3500	3426	2804	3438
DDX24	5377	6954	3254	2042	4304	3941	3052	3595
DDX27	1895	2429	965	639	2061	2054	1437	1885
DDX28	493	631	318	216	472	415	359	439
DDX31	698	848	476	264	781	732	580	736
DDX39A	3004	3975	1933	1199	2345	2152	1729	2267
DDX39B	7723	10266	5050	2990	7751	6844	5674	7136
DDX3X	6671	8127	3364	2152	10559	10147	8116	11045
DDX41	588	833	417	188	1331	1291	1031	1304
DDX42	2239	2636	1211	791	3265	2966	2230	2872
DDX46	4687	5274	2091	1469	4383	4457	3058	3907
DDX47	1926	2216	1263	804	2012	1929	1611	1866
DDX49	908	1220	471	249	1224	1176	985	1267
DDX5	12561	16190	9135	6034	17583	17568	11999	16227
DDX50	1105	1119	457	322	1623	1537	1257	1512
DDX51	389	555	260	136	510	459	309	403
DDX52	1491	1634	841	583	1589	1417	1125	1399
DDX54	1908	2546	1028	611	2052	2165	1703	2137
DDX55	505	614	295	232	1394	1284	892	998
DDX56	3533	4610	2192	1400	2649	2229	2104	2588
DDX58	77	84	49	36	157	133	92	93
DDX59	321	364	151	92	548	450	437	530
DDX6	2120	2762	1534	1023	3514	2983	2410	2984
DDX60	108	102	45	32	87	62	42	58
DEAF1	199	236	107	53	1260	1211	960	1245
DECR1	137	131	56	27	367	360	257	345
DECR2	78	77	34	20	77	71	84	79
DEDD	255	285	121	67	354	268	234	315
DEDD2	178	235	148	74	107	101	68	72
DEF6	9	10	8	4	41	33	32	33
DEF8	318	446	234	106	578	559	455	566
DEGS1	2908	3817	1702	1146	2209	1976	1950	2377
DEK	5732	6249	2585	1984	6757	6823	4707	5750
DELE1	469	548	252	147	419	323	347	424
DENND1A	249	312	123	79	423	354	232	293
DENND1B	67	101	56	30	429	412	293	379
DENND2A	10	12	7	6	28	28	23	22
DENND2C	148	142	80	41	423	359	266	366
DENND3	161	150	72	51	199	150	96	144
DENND4A	629	699	300	225	1501	1320	991	1280
DENND4B	212	272	100	62	658	492	372	483
DENND4C	733	802	386	283	2110	1886	1501	1934
DENND5A	175	206	85	59	2535	2303	1998	2339
DENND5B	575	661	258	165	633	572	446	556
DENND6A	384	479	222	122	1250	1145	879	1053
DENR	1129	1258	531	372	1349	1377	1039	1245
DEPDC1	715	751	312	217	2326	2190	1876	2253
DEPDC1B	567	605	295	198	944	1005	753	903
DEPDC4	82	66	27	29	49	42	33	33
DEPDC5	77	72	19	17	235	242	160	202
DEPDC7	316	311	177	117	368	316	252	298
DEPP1	10	9	4	2	25	15	28	33
DEPTOR	43	30	15	9	61	52	41	36
DERA	675	655	245	161	406	378	326	374
DERL1	678	903	380	262	464	327	366	460
DERL2	462	655	300	185	359	267	295	381
DERL3	172	213	108	66	52	39	35	46
DERPC	512	646	306	179	917	670	703	847
DESI1	607	760	349	192	442	421	313	438
DESI2	305	353	109	91	575	575	463	542
DEXI	2	10	5	3	25	30	16	20
DFFA	1365	1474	625	371	1843	1627	1430	1655
DFFB	221	293	156	97	224	187	159	184
DGAT1	176	231	93	55	216	168	181	210
DGAT2	17	15	11	3	31	21	20	27
DGCR2	379	576	311	136	850	714	623	775
DGCR6	15	18	3	5	31	29	29	27
DGCR6L	117	163	75	53	408	416	333	371
DGCR8	258	389	142	101	1697	1731	1033	1386
DGKA	78	65	26	21	79	74	50	53
DGKD	275	285	112	63	862	726	548	673
DGKE	300	410	184	94	459	441	266	356
DGKH	380	507	235	126	850	662	406	539
DGKQ	34	48	25	12	278	210	169	206
DGKZ	61	85	26	15	355	327	262	356
DGLUCY	174	213	101	64	131	135	110	119
DGUOK	611	749	416	308	491	413	426	483
DHCR24	3249	4977	1919	1070	1957	1671	1439	1853
DHCR7	1434	1929	722	415	942	763	819	1110
DHDDS	367	387	198	108	280	295	216	273
DHFR	4	8	4	2	78	66	40	31
DHFR2	24	29	17	8	68	57	41	56
DHODH	164	189	82	63	250	225	153	196
DHPS	737	873	330	202	509	431	418	494
DHRS1	170	205	102	66	124	107	73	113
DHRS11	109	130	48	31	129	109	70	99
DHRS12	28	28	24	11	50	47	26	53
DHRS13	120	182	94	43	72	71	56	62
DHRS3	221	290	149	88	240	190	153	219
DHRS4	81	134	59	42	142	131	83	114
DHRS7	648	817	311	203	858	756	649	825
DHRS7B	288	379	163	92	508	431	373	456
DHRSX	176	225	121	64	135	127	92	112
DHTKD1	882	1006	510	251	1307	1060	841	1146
DHX15	5406	7383	3685	2369	7116	6767	5867	7244
DHX16	1678	2173	967	593	1898	1727	1465	1894
DHX29	984	1102	544	382	2383	2293	1836	2272
DHX30	2404	3297	1517	907	6010	5158	4473	5833
DHX32	510	641	301	171	1040	950	743	973
DHX33	1121	1306	646	409	1136	930	590	707
DHX34	354	500	247	147	806	711	605	779
DHX35	248	252	132	94	527	498	364	445
DHX36	2060	2458	1017	682	3056	2866	1602	2153
DHX37	987	1421	577	392	1808	1645	1298	1658
DHX38	942	1218	457	291	2354	2165	1710	2173
DHX40	1152	1363	602	419	1497	1321	1157	1329
DHX57	1011	1191	573	371	2097	1890	1359	1767
DHX8	1830	2204	1118	724	2699	2474	1860	2314
DHX9	8603	11330	5931	3724	19456	17633	15845	19669
DIABLO	126	151	134	84	35	25	24	34
DIAPH1	1330	1772	1135	606	2773	2486	1108	1508
DIAPH2	320	372	172	113	1312	1208	835	1068
DIAPH3	770	930	482	275	1911	1889	1175	1471
DICER1	1292	1412	581	361	5096	4778	3505	4309
DIDO1	1161	1363	672	400	3051	2670	1786	2397
DIMT1	591	657	316	191	820	641	701	793
DIP2A	345	403	179	107	912	787	511	608
DIP2B	1144	1389	659	422	1776	1576	1261	1548
DIP2C	325	405	170	101	356	309	216	298
DIPK1A	245	279	131	78	214	194	152	185
DIPK1B	256	419	109	65	747	634	543	606
DIPK2A	266	343	153	86	387	352	253	303
DIRAS1	139	159	68	44	36	43	35	34
DIS3	2061	2269	1232	917	3790	3668	2886	3629
DIS3L	523	679	308	167	1935	1707	1399	1627
DIS3L2	247	265	118	91	578	524	328	444
DISC1	34	45	23	17	126	120	90	116
DISP1	71	81	52	25	162	132	140	177
DIXDC1	162	188	68	57	233	238	158	197
DKC1	2445	3251	1282	843	4530	4535	3378	4325
DLAT	1734	2220	915	629	2213	1989	1713	2284
DLC1	435	519	204	113	393	258	259	300
DLD	6593	7751	3237	2023	2589	2552	1998	2562
DLEC1	0	0	0	0	45	32	17	39
DLG1	611	669	296	170	1355	1243	891	1191
DLG3	470	434	196	106	409	348	268	365
DLG4	16	7	9	3	51	43	40	41
DLG5	474	647	232	142	1122	1013	636	872
DLGAP4	230	233	86	66	134	93	64	84
DLGAP5	2519	2645	1581	1157	3538	3150	2962	3501
DLK2	30	71	23	13	37	45	32	33
DLL1	68	103	44	22	70	65	36	54
DLL3	217	247	107	84	79	54	34	30
DLST	1503	1679	737	475	1013	940	706	832
DLX1	109	127	80	58	105	103	70	90
DLX2	869	1258	609	396	264	201	137	196
DMAC1	414	543	271	195	267	283	199	274
DMAC2	427	668	308	170	298	300	202	287
DMAC2L	290	349	171	121	225	197	124	156
DMAP1	662	948	351	258	456	476	301	414
DMBX1	26	24	15	5	20	12	11	21
DMC1	30	19	6	7	238	243	148	198
DMD	296	322	161	89	129	92	91	123
DMKN	1884	2016	1307	836	783	601	592	852
DMPK	26	19	15	3	322	257	132	199
DMTF1	231	250	143	88	1893	1668	1427	1807
DMTN	55	64	21	16	44	43	24	26
DMWD	174	226	90	44	354	228	154	201
DMXL1	1477	1551	880	548	2742	2291	1791	2303
DMXL2	858	971	446	314	2053	1830	1319	1907
DNA2	1179	1255	689	486	1870	1750	1226	1531
DNAAF2	432	463	247	162	716	653	476	578
DNAAF3	17	39	15	9	46	36	33	41
DNAAF4	154	154	86	52	83	69	64	63
DNAAF5	1940	2714	1087	720	889	769	518	666
DNAH1	31	12	33	6	467	366	203	280
DNAH10	2	4	4	1	61	55	30	44
DNAH11	82	54	45	20	600	537	413	524
DNAH14	749	809	328	218	2878	2699	1809	2346
DNAH17	9	5	3	4	70	65	34	61
DNAH6	46	29	12	4	247	234	140	172
DNAH7	32	28	26	13	109	99	57	73
DNAJA1	3453	4788	2176	1456	5777	5715	4688	5924
DNAJA2	2256	2835	1135	792	2256	2225	1688	2187
DNAJA3	1207	1479	539	329	1586	1461	1098	1424
DNAJA4	0	0	0	0	22	14	12	20
DNAJB1	1013	1433	521	310	793	715	578	784
DNAJB11	744	937	393	223	593	551	414	543
DNAJB12	691	801	399	243	439	416	336	489
DNAJB14	172	233	100	64	245	251	182	274
DNAJB2	196	250	117	70	52	50	46	55
DNAJB4	127	128	58	42	182	156	112	184
DNAJB5	58	69	32	22	59	42	47	44
DNAJB6	308	449	166	104	406	413	350	432
DNAJB7	10	9	4	0	43	44	31	35
DNAJB9	156	190	104	52	109	94	82	121
DNAJC1	669	788	312	209	656	582	498	607
DNAJC10	680	723	282	155	3311	3175	2346	2928
DNAJC11	1209	1700	808	479	1964	1847	1216	1567
DNAJC12	470	485	264	148	255	252	215	254
DNAJC13	905	983	338	253	3150	3008	2019	2739
DNAJC14	215	292	153	105	484	475	426	543
DNAJC16	335	411	163	90	408	350	284	321
DNAJC17	128	156	96	57	251	243	171	195
DNAJC18	462	513	229	178	243	196	174	180
DNAJC19	134	149	113	57	175	195	147	173
