	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
TPGS2	802	693	777	616
TPH1	45	44	39	31
TPI1	5358	5227	4892	3453
TPM1	575	652	575	406
TPM2	110	133	96	83
TPM3	2079	1908	1828	1266
TPM4	378	437	335	247
TPMT	512	509	467	327
TPP1	432	381	269	399
TPP2	2391	2203	2267	1680
TPPP	32	21	20	28
TPR	19979	19166	19322	14567
TPRA1	297	215	302	217
TPRG1L	75	77	104	92
TPRKB	620	599	691	413
TPRN	266	243	279	241
TPST1	240	199	260	175
TPST2	177	145	160	137
TPT1	10257	9600	9752	6391
TPX2	4526	4110	3681	3576
TRA2A	1425	1218	1470	1111
TRA2B	3146	2840	3468	2291
TRABD	727	631	638	520
TRADD	47	48	43	36
TRAF2	421	450	336	279
TRAF3	645	626	611	496
TRAF3IP1	513	484	591	425
TRAF3IP2	151	128	120	129
TRAF3IP3	26	18	28	29
TRAF4	405	356	400	301
TRAF5	210	227	170	148
TRAF6	319	277	259	258
TRAF7	815	644	856	714
TRAFD1	958	844	1008	760
TRAIP	520	518	509	418
TRAK1	722	641	621	567
TRAK2	654	571	642	519
TRAM1	1955	1627	2391	1458
TRAM1L1	43	40	62	34
TRAM2	149	116	115	90
TRAP1	4837	4577	4598	3472
TRAPPC1	398	342	329	360
TRAPPC10	1354	1294	1153	1024
TRAPPC11	903	888	807	693
TRAPPC12	632	589	587	442
TRAPPC13	680	657	673	478
TRAPPC2	128	121	129	109
TRAPPC2B	23	19	19	15
TRAPPC2L	657	658	666	450
TRAPPC3	629	633	587	449
TRAPPC4	596	558	585	402
TRAPPC5	341	283	389	242
TRAPPC6A	66	68	60	50
TRAPPC6B	143	163	172	106
TRAPPC8	1630	1489	1586	1220
TRAPPC9	351	273	259	302
TRDMT1	168	169	176	121
TRERF1	34	28	28	35
TREX1	39	31	41	30
TREX2	148	155	136	94
TRHDE	23	13	21	19
TRIAP1	131	150	148	91
TRIB1	179	128	175	177
TRIB2	21	22	29	18
TRIB3	180	175	139	107
TRIM11	594	575	514	418
TRIM13	602	559	616	483
TRIM14	96	116	69	65
TRIM16	71	82	81	81
TRIM16L	78	73	94	59
TRIM17	47	37	35	36
TRIM2	440	381	433	276
TRIM21	98	96	94	67
TRIM23	577	593	569	420
TRIM24	1179	930	1055	929
TRIM25	453	381	400	361
TRIM26	434	473	417	386
TRIM27	2162	1905	1998	1594
TRIM28	9983	8623	9579	8520
TRIM3	123	122	129	118
TRIM32	341	311	230	214
TRIM33	2175	1950	2151	1703
TRIM35	213	182	156	103
TRIM36	121	113	124	99
TRIM37	1972	1861	1801	1410
TRIM38	139	116	92	72
TRIM39	48	38	47	45
TRIM4	477	436	371	341
TRIM41	586	672	681	469
TRIM44	323	340	335	193
TRIM45	185	184	135	122
TRIM5	56	67	56	53
TRIM52	221	244	222	181
TRIM56	35	40	32	32
TRIM59	169	164	139	111
TRIM62	70	43	37	73
TRIM65	506	429	419	371
TRIM66	235	200	156	219
TRIM68	173	142	151	131
TRIM71	114	100	80	85
TRIM8	358	345	250	284
TRIM9	247	250	215	191
TRIO	3041	2598	2628	2351
TRIOBP	400	346	296	273
TRIP10	366	373	327	266
TRIP11	1846	1781	1930	1462
TRIP12	8272	7105	7376	6195
TRIP13	1150	1024	1252	897
TRIP4	290	251	200	243
TRIP6	763	780	711	565
TRIQK	44	42	38	28
TRIR	827	929	718	473
TRIT1	565	563	548	416
TRMO	363	284	356	297
TRMT1	1479	1373	1467	1130
TRMT10A	317	277	331	224
TRMT10B	180	183	155	136
TRMT10C	2391	2303	2390	1642
TRMT11	1544	1579	1232	1017
TRMT112	1067	977	936	525
TRMT12	485	432	399	292
TRMT13	615	623	524	401
TRMT1L	1093	1046	1006	799
TRMT2A	1439	1377	1380	1075
TRMT2B	538	486	470	398
TRMT44	492	429	396	339
TRMT5	833	733	753	552
TRMT6	1012	908	926	672
TRMT61A	261	203	236	178
TRMT61B	432	377	412	296
TRMU	952	934	962	693
TRNAU1AP	647	570	533	362
TRNT1	586	604	457	416
TRO	647	565	663	505
TROAP	993	827	933	800
TRPC1	615	615	542	436
TRPC3	80	76	65	46
TRPC4AP	1912	1768	1813	1509
TRPM4	90	91	65	62
TRPM6	40	32	30	29
TRPM7	2600	2321	2325	1787
TRPS1	762	643	696	595
TRPT1	152	157	170	100
TRPV1	238	198	195	220
TRPV4	26	17	21	14
TRRAP	6669	5479	4548	5532
TRUB1	814	684	767	549
TRUB2	876	797	818	580
TSC1	768	707	781	680
TSC2	1907	1672	1700	1693
TSC22D1	755	626	606	505
TSC22D2	423	363	381	336
TSC22D3	668	709	644	390
TSC22D4	131	123	114	99
TSEN15	268	249	243	190
TSEN2	704	633	625	484
TSEN34	616	503	627	399
TSEN54	549	520	511	406
TSFM	807	756	737	505
TSG101	755	624	794	569
TSGA10	104	114	96	80
TSHZ1	466	393	489	413
TSHZ2	63	48	51	56
TSHZ3	131	83	82	78
TSKU	45	29	41	34
TSN	1222	1135	1146	804
TSNARE1	96	73	85	69
TSNAX	898	872	833	608
TSNAXIP1	54	51	61	57
TSPAN10	23	21	16	15
TSPAN12	190	172	186	102
TSPAN13	224	211	241	163
TSPAN14	68	60	56	65
TSPAN15	143	120	132	97
TSPAN17	239	232	274	223
TSPAN18	28	15	12	19
TSPAN2	31	14	16	16
TSPAN3	2652	2249	2666	1735
TSPAN31	144	127	150	102
TSPAN33	120	101	110	81
TSPAN4	157	110	138	89
TSPAN5	106	80	93	69
TSPAN6	959	885	944	573
TSPAN9	51	53	54	55
TSPEAR	21	23	24	37
TSPO	361	272	292	219
TSPYL1	2678	2548	2747	1860
TSPYL2	497	436	565	429
TSPYL4	149	129	98	85
TSR1	4858	4523	4817	3289
TSR2	435	430	427	289
TSR3	612	596	517	354
TSSC4	411	366	397	293
TSSK2	55	52	56	47
TSSK3	135	110	132	159
TSSK4	88	90	53	75
TST	430	347	432	294
TSTA3	532	438	498	342
TSTD2	399	328	258	238
TSTD3	31	28	22	24
TTBK2	483	458	472	411
TTC1	1113	1157	1188	771
TTC12	540	487	504	390
TTC13	1412	1289	1214	957
TTC14	889	923	851	706
TTC17	1451	1229	1406	1140
TTC19	765	745	684	559
TTC21A	28	42	32	37
TTC21B	1237	1100	1090	914
TTC23	310	287	283	225
TTC25	57	35	41	23
TTC26	477	403	494	355
TTC27	1476	1374	1444	1126
TTC28	1533	1242	1198	1258
TTC3	5274	4813	4407	3992
TTC30A	101	62	82	46
TTC30B	93	69	90	62
TTC31	249	181	201	182
TTC32	174	145	182	85
TTC33	303	326	220	182
TTC37	5302	4721	5131	3546
TTC38	617	553	572	440
TTC39A	101	118	122	99
TTC39B	114	107	77	55
TTC39C	184	148	139	126
TTC4	1098	999	1041	689
TTC5	605	561	540	391
TTC6	44	36	33	35
TTC7A	185	181	154	145
TTC7B	588	483	440	377
TTC8	410	376	416	259
TTC9C	223	191	224	162
TTF1	925	925	863	704
TTF2	3595	3351	3290	2711
TTI1	1443	1251	1301	1153
TTI2	384	354	383	284
TTK	2615	2432	2575	1696
TTL	569	463	567	463
TTLL1	68	63	61	43
TTLL11	125	123	97	104
TTLL12	1452	1334	1415	1096
TTLL13P	30	39	34	26
TTLL3	176	145	152	161
TTLL4	1360	1181	1188	1164
TTLL5	1092	916	911	798
TTLL7	268	244	254	199
TTN	7414	6187	7276	5815
TTPAL	241	205	221	204
TTYH2	43	33	35	42
TTYH3	263	202	130	199
TUB	610	572	517	477
TUBA1A	649	599	797	468
TUBA1B	9658	8922	10602	6622
TUBA1C	4290	3760	4407	2780
TUBA4A	29	23	25	19
TUBA8	66	56	70	72
TUBB	12399	9911	14655	10478
TUBB1	39	42	40	34
TUBB2A	127	127	152	95
TUBB2B	220	228	211	151
TUBB4A	75	54	32	86
TUBB4B	5408	4842	6107	4484
TUBB6	904	755	877	654
TUBD1	288	244	278	215
TUBE1	490	418	560	388
TUBG1	950	861	994	750
TUBG2	46	36	33	36
TUBGCP2	2037	1791	2065	1604
TUBGCP3	782	713	684	684
TUBGCP4	930	814	748	674
TUBGCP5	1199	1046	1018	819
TUBGCP6	2049	1682	1820	1703
TUFM	4750	4264	4667	3311
TUFT1	155	157	220	164
TULP3	380	326	331	252
TULP4	551	462	362	496
TUSC1	85	90	49	27
TUSC2	208	185	159	106
TUSC3	824	807	821	580
TUT1	170	141	155	99
TUT4	2616	2427	1948	2125
TUT7	1190	1116	1016	806
TVP23B	277	266	250	155
TVP23C	38	45	26	36
TWF1	379	378	418	255
TWF2	383	374	327	223
TWIST1	34	23	18	17
TWISTNB	747	704	738	480
TWNK	894	693	772	732
TWSG1	271	258	252	183
TXLNA	2948	2804	3019	2570
TXLNG	1300	1323	1231	1022
TXN	6539	6298	5479	3517
TXN2	346	331	416	267
TXNDC11	584	482	584	467
TXNDC12	477	473	460	298
TXNDC15	441	422	371	260
TXNDC16	759	685	667	563
TXNDC17	942	871	818	495
TXNDC5	3859	3541	3298	2465
TXNDC9	495	381	405	332
TXNIP	163	144	134	96
TXNL1	638	578	660	501
TXNL4A	837	749	727	525
TXNL4B	165	134	119	111
TXNRD1	3349	3298	3173	2140
TXNRD2	509	530	455	348
TXNRD3	628	608	534	396
TYK2	1117	930	1104	909
TYMP	74	64	54	48
TYMS	1406	1174	936	1046
TYRO3	390	350	371	293
TYSND1	286	254	252	206
TYW1	483	440	422	386
TYW1B	83	86	96	92
TYW3	727	751	702	469
TYW5	214	180	177	146
U2AF1L4	43	38	46	31
U2AF2	3887	3747	4172	3167
U2SURP	10814	10552	10064	7563
UACA	1704	1697	1566	1164
UAP1	1772	1650	1764	1225
UAP1L1	96	92	66	50
UBA1	9602	8368	9301	8068
UBA2	4110	3743	3927	2808
UBA3	1552	1563	1543	1047
UBA5	904	908	835	625
UBA52	7620	6650	7901	4893
UBA6	2692	2418	2642	1844
UBA7	18	20	26	25
UBAC1	754	682	720	513
UBAC2	387	353	415	287
UBALD1	68	59	76	57
UBALD2	48	27	55	30
UBAP1	615	526	616	455
UBAP2	1248	1018	1301	1094
UBAP2L	4505	3522	4106	4013
UBASH3B	54	40	58	33
UBB	10147	10275	9153	6171
UBC	7568	6919	8444	5907
UBE2A	440	397	542	402
UBE2B	158	167	178	124
UBE2C	1558	1235	1764	1038
UBE2D1	142	160	200	139
UBE2D2	750	737	721	477
UBE2D3	792	657	917	600
UBE2D4	69	59	51	43
UBE2E1	1239	1014	1385	886
UBE2E2	323	247	242	228
UBE2E3	407	340	303	307
UBE2F	106	64	132	87
UBE2G1	498	502	426	321
UBE2G2	868	879	687	533
UBE2H	166	170	141	110
UBE2I	926	903	1038	707
UBE2J1	603	600	713	478
UBE2J2	543	441	539	407
UBE2K	530	470	437	366
UBE2L3	730	581	743	448
UBE2M	808	633	870	599
UBE2N	846	837	813	529
UBE2O	1996	1527	1380	1510
UBE2Q1	1080	976	1018	787
UBE2Q2	530	467	498	339
UBE2R2	463	441	372	354
UBE2S	540	538	493	348
UBE2T	1286	1131	1327	847
UBE2V2	600	622	622	379
UBE2W	36	32	46	31
UBE2Z	487	481	425	381
UBE3A	2256	2254	2046	1612
UBE3B	733	570	663	599
UBE3C	3649	3191	3375	2624
UBE3D	460	419	380	307
UBE4A	2451	2120	2345	1912
UBE4B	1425	1203	1129	1153
UBFD1	567	542	513	384
UBIAD1	294	259	366	240
UBL3	134	137	171	118
UBL4A	484	436	432	294
UBL5	907	847	862	567
UBL7	918	819	992	732
UBLCP1	633	585	460	420
UBN1	1342	1220	1152	1124
UBN2	757	686	580	694
UBOX5	148	92	105	101
UBP1	1806	1550	1567	1378
UBQLN1	3082	2613	2787	2425
UBQLN2	684	507	515	630
UBQLN4	378	321	396	325
UBR1	1687	1513	1500	1207
UBR2	2372	2108	2093	1663
UBR3	2648	2420	2485	1987
UBR4	10583	8926	7936	8646
UBR5	7066	6274	5873	4878
UBR7	833	828	632	533
UBTD1	50	67	43	32
UBTD2	367	325	353	280
UBTF	3101	2920	2796	2263
UBXN1	944	1002	1048	680
UBXN11	340	359	361	300
UBXN2A	380	358	360	270
UBXN2B	331	305	272	213
UBXN4	1168	1115	1114	942
UBXN6	555	448	586	414
UBXN7	504	451	356	371
UBXN8	368	365	397	266
UCHL1	2978	2815	2366	1853
UCHL3	1053	1013	1016	691
UCHL5	1914	1870	1692	1246
UCK1	446	419	362	286
UCK2	1659	1620	1535	1135
UCKL1	461	364	502	380
UCP2	187	132	83	177
UEVLD	245	141	233	166
UFC1	879	854	879	569
UFD1	1202	1122	1254	834
UFL1	994	957	1009	684
UFM1	228	219	192	103
UFSP1	40	24	32	16
UFSP2	334	307	345	270
UGCG	368	308	350	255
UGDH	492	526	431	366
UGGT1	3371	3129	3025	2443
UGGT2	1661	1570	1440	1133
UGP2	775	726	667	544
UGT3A2	32	18	21	27
UGT8	374	336	327	295
UHMK1	1144	949	1071	799
UHRF1	1401	1312	1128	1081
UHRF1BP1	958	854	796	768
UHRF1BP1L	1584	1437	1471	1210
UHRF2	900	773	664	564
UIMC1	1553	1566	1284	1164
ULBP2	29	25	18	14
ULBP3	141	132	125	99
ULK1	202	147	148	178
ULK2	211	158	205	162
ULK3	879	789	810	667
ULK4	534	518	468	416
UMAD1	79	76	73	51
UMPS	1752	1567	1727	1315
UNC119	147	142	179	121
UNC119B	290	260	293	216
UNC13B	1786	1537	1617	1307
UNC45A	2278	2284	2101	1601
UNC50	510	489	517	363
UNC5B	228	199	178	192
UNC5C	191	142	156	132
UNC93B1	102	76	118	72
UNCX	130	132	95	74
UNG	1387	1234	1527	1087
UNK	381	262	373	314
UNKL	157	179	141	141
UPF1	1891	1531	1654	1624
UPF2	1764	1678	1554	1270
UPF3A	119	85	103	69
UPF3B	1004	1115	995	669
UPP1	101	105	102	75
UPRT	205	216	224	179
UQCC1	498	505	569	406
UQCC2	689	595	746	453
UQCC3	179	146	159	107
UQCR10	782	641	890	521
UQCRB	2236	2273	2031	1115
UQCRC1	4345	3914	4202	3033
UQCRC2	3606	2997	3811	2554
UQCRFS1	1243	1207	1117	865
UQCRH	1490	1572	1224	810
UQCRQ	1903	1747	1527	991
URB1	4010	3471	3425	3234
URB2	4100	3644	3983	3330
URGCP	735	636	666	563
URI1	2947	2930	2714	2127
URM1	185	151	190	128
UROD	1408	1239	1344	880
UROS	974	918	912	710
USB1	247	206	131	189
USE1	161	165	188	119
USF1	669	568	682	490
USF2	500	489	583	419
USF3	895	673	731	790
USH1C	32	27	26	23
USO1	2893	2741	3009	2154
USP1	7497	7122	7256	5272
USP10	2433	2110	2385	1989
USP11	1852	1569	1830	1564
USP12	268	267	272	193
USP13	660	660	436	501
USP14	1549	1264	867	1292
USP15	2306	2218	2101	1546
USP16	3402	3043	3353	2309
USP18	182	152	136	91
USP19	2459	2371	2229	1971
USP2	79	87	52	76
USP20	324	283	281	253
USP21	427	403	382	392
USP22	4905	4073	4608	3613
USP24	8024	7549	7195	5802
USP25	1901	1755	1836	1332
USP27X	60	56	50	44
USP28	1620	1367	1490	1119
USP30	195	161	213	141
USP31	528	426	410	382
USP32	1015	901	856	694
USP33	3332	2982	3184	2277
USP34	7077	6202	5895	5084
USP35	112	102	80	80
USP36	1114	946	775	923
USP37	1241	1081	1133	949
USP38	1731	1457	1650	1241
USP39	1698	1549	1677	1312
USP4	694	641	543	608
USP40	713	721	610	497
USP42	391	329	302	309
USP43	80	75	92	89
USP44	134	126	144	84
USP45	740	713	664	553
USP46	438	445	404	354
USP47	2795	2813	2754	1930
USP48	2322	2225	1965	1731
USP49	162	138	109	113
USP5	2184	2158	2198	1680
USP51	62	53	63	49
USP53	1141	1126	1080	875
USP54	1138	968	918	895
USP6NL	422	374	421	297
USP7	4063	4013	3690	3122
USP8	1197	1094	1115	953
USP9X	17600	15853	16063	13161
USPL1	1090	924	951	755
UST	247	212	235	182
UTP11	1256	1248	1246	947
UTP14A	2412	2488	2480	1828
UTP14C	658	604	586	513
UTP15	1261	1086	1153	855
UTP18	2720	2572	2194	1670
UTP20	6389	5832	5791	4742
UTP23	353	282	316	250
UTP25	1250	1195	1298	1094
UTP3	1031	970	855	702
UTP4	1347	1222	1091	1294
UTP6	1874	1887	1731	1278
UTRN	4116	3857	3565	3008
UVRAG	504	474	412	403
UVSSA	267	240	183	183
UXS1	464	441	439	362
UXT	637	496	786	492
VAC14	671	548	578	579
VAMP1	37	25	32	30
VAMP3	286	230	335	235
VAMP4	87	59	62	43
VAMP7	981	850	1018	731
VAMP8	90	88	90	70
VANGL1	337	283	344	264
VANGL2	147	71	85	128
VAPA	1201	1181	1050	786
VAPB	402	326	333	331
VARS	3030	2584	2378	2489
VARS2	746	739	831	674
VASH1	169	177	131	127
VASH2	71	68	57	54
VASN	36	21	25	24
VASP	221	211	189	159
VAT1	704	606	588	503
VAV1	65	48	69	50
VAV2	369	279	319	313
VAV3	97	91	95	69
VAX2	58	45	34	23
VBP1	2599	2457	2226	1485
VCAN	2738	2311	2247	2051
VCL	2856	2653	2891	2602
VCP	10950	10398	10360	8044
VCPIP1	902	823	781	676
VCPKMT	134	114	96	61
VDAC1	1487	1376	1817	1176
VDAC2	876	783	837	599
VDAC3	2752	2590	2693	1800
VDR	38	34	19	39
VEGFA	180	169	199	146
VEGFB	72	73	62	49
VEGFC	35	26	24	17
VEZF1	271	247	319	221
VEZT	1482	1330	1433	1056
VGLL4	182	160	178	140
VHL	688	750	541	392
VILL	101	113	98	91
VIM	9772	8860	8644	7588
VIPAS39	242	245	258	217
VIPR1	54	41	44	33
VIRMA	3270	2780	3127	2418
VKORC1L1	122	101	133	91
VLDLR	63	57	39	45
VMA21	348	353	395	224
VMP1	865	810	781	645
VPS11	751	634	767	584
VPS13A	5909	5640	5304	4356
VPS13B	2621	2308	2274	1992
VPS13C	3688	3456	3281	2640
VPS13D	3868	3447	3134	2903
VPS16	733	620	697	550
VPS18	581	502	486	383
VPS25	792	669	810	591
VPS26A	926	887	736	654
VPS26B	381	381	362	294
VPS26C	358	325	371	263
VPS28	410	379	372	270
VPS29	913	806	794	570
VPS33A	300	288	232	196
VPS33B	25	33	29	20
VPS35	3320	3155	2987	2276
VPS35L	886	733	818	695
VPS36	707	692	612	508
VPS37A	303	270	328	198
VPS37B	133	116	91	73
VPS37C	145	146	125	109
VPS39	684	550	583	564
VPS41	1494	1519	1369	931
VPS45	1364	1256	1284	910
VPS4A	174	196	194	152
VPS4B	618	519	521	392
VPS50	974	899	1023	619
VPS51	1160	1078	1122	762
VPS52	839	737	759	684
VPS53	775	619	588	638
VPS54	1233	1171	1131	837
VPS72	1118	1066	1170	831
VPS8	1053	887	942	663
VPS9D1	336	209	177	229
VRK1	2296	2169	2172	1539
VRK2	1080	990	1053	793
VRK3	469	409	438	352
VSIG10	107	84	95	67
VSIG2	12	11	14	18
VSTM4	26	34	19	20
VTA1	885	814	1080	713
VTI1A	400	329	302	269
VTI1B	825	715	906	561
VWA1	49	39	35	29
VWA8	1798	1585	1469	1353
VWCE	30	19	25	28
VWDE	638	612	494	402
WAC	1296	949	1584	1163
WAPL	4027	3830	3649	2927
WARS	1733	1461	1914	1402
WARS2	579	531	548	432
WASF1	772	644	569	588
WASF2	372	277	268	311
WASF3	339	289	312	262
WASHC1	25	42	25	16
WASHC2A	482	457	453	358
WASHC2C	399	412	370	286
WASHC3	200	157	187	130
WASHC4	1828	1779	1788	1443
WASHC5	1773	1518	1893	1337
WASL	351	280	328	302
WBP1	183	157	213	130
WBP11	1278	1149	1382	1237
WBP1L	79	92	83	59
WBP2	246	207	269	225
WBP4	354	298	296	214
WDCP	752	631	740	520
WDFY1	347	331	338	290
WDFY2	146	137	115	98
WDFY3	3175	2819	2929	2572
WDHD1	1945	1673	1717	1221
WDPCP	238	218	221	182
WDR1	1967	1809	2205	1625
WDR11	2257	2006	2216	1682
WDR12	1822	1756	1725	1202
WDR13	404	358	430	305
WDR17	486	475	389	345
WDR18	706	668	711	549
WDR19	996	834	832	611
WDR20	411	330	375	312
WDR24	349	317	294	269
WDR25	166	152	157	97
WDR26	2732	2515	1748	2071
WDR27	467	415	407	364
WDR3	4738	4497	4531	3253
WDR33	3225	2690	3069	2424
WDR34	1486	1256	1362	1011
WDR35	1568	1368	1226	968
WDR36	2683	2357	2597	1799
WDR37	346	300	248	237
WDR38	24	16	18	17
WDR4	738	675	538	508
WDR41	1382	1339	1099	866
WDR43	5642	5058	5523	3760
WDR44	1389	1339	1174	1067
WDR45	422	326	381	301
WDR45B	932	753	983	598
WDR46	1541	1462	1554	1088
WDR47	544	500	647	522
WDR48	1925	1673	1767	1245
WDR5	1293	1228	1139	860
WDR53	149	131	161	122
WDR54	407	393	433	314
WDR55	520	495	441	387
WDR59	1103	927	872	861
WDR5B	131	100	121	98
WDR6	3963	3496	3857	3076
WDR60	522	486	540	372
WDR61	1718	1656	1643	1075
WDR62	1128	992	951	953
WDR63	52	30	49	36
WDR66	47	51	46	45
WDR7	1012	900	896	749
WDR70	1156	1077	1031	769
WDR73	1143	971	974	834
WDR74	930	853	843	611
WDR75	2886	2750	2710	1885
WDR76	980	948	946	673
WDR77	2582	2393	2615	1862
WDR78	68	48	59	38
WDR81	658	643	538	538
WDR82	1324	1037	1326	992
WDR83	214	247	208	183
WDR83OS	585	540	548	376
WDR88	24	15	15	13
WDR89	478	446	365	302
WDR90	830	677	714	724
WDR91	351	279	306	248
WDR92	247	256	253	168
WDSUB1	212	202	175	148
WDTC1	413	311	319	358
WDYHV1	100	69	84	84
WEE1	963	934	768	642
WFS1	307	246	301	239
WHAMM	314	282	287	251
WHRN	132	103	85	98
WIPF1	56	36	38	46
WIPF2	56	50	73	57
WIPI1	69	52	62	44
WIPI2	968	899	1035	780
WIZ	575	392	353	497
WLS	2017	1649	1830	1460
WNK1	4952	3858	3691	4430
WNK2	678	531	299	545
WNK3	816	736	815	670
WNK4	72	48	58	40
WNT10B	27	15	15	33
WNT3	31	33	28	25
WNT5A	161	129	113	95
WNT5B	25	20	18	22
WRAP53	678	579	598	482
WRAP73	562	526	582	464
WRB	97	110	103	67
WRN	1470	1310	1220	1017
WRNIP1	1665	1523	1497	1112
WSB1	650	666	581	490
WSB2	507	439	407	342
WSCD1	112	93	107	69
WT1	53	45	53	41
WTAP	1554	1436	1538	1170
WTIP	35	38	36	37
WWC1	701	640	657	541
WWC2	988	938	947	727
WWOX	346	362	335	274
WWP1	971	944	702	735
WWP2	479	391	436	444
WWTR1	77	45	85	77
XAB2	628	508	511	499
XBP1	1566	1528	1381	1047
XIAP	817	763	649	539
XK	54	57	43	42
XKR6	52	47	26	31
XKR8	101	67	93	53
XPA	419	415	350	253
XPC	1375	1353	1223	1030
XPNPEP1	1369	1183	1373	925
XPNPEP3	670	539	497	542
XPO1	12863	11985	11954	8977
XPO4	2178	1891	1934	1520
XPO5	5379	4542	4706	4026
XPO6	4135	3676	3821	3085
XPO7	2165	1850	2069	1731
XPOT	4438	3964	4537	3320
XPR1	937	841	861	694
XRCC1	704	592	650	527
XRCC2	615	611	497	450
XRCC3	479	430	462	353
XRCC4	284	288	254	190
XRCC5	15862	14981	15074	10407
XRCC6	11809	11448	12100	8211
XRN1	1384	1340	1291	1081
XRN2	5075	4658	4939	3706
XRRA1	287	263	223	259
XXYLT1	173	164	150	137
XYLB	1008	816	691	701
XYLT2	371	326	346	315
YAE1	373	355	305	183
YAF2	201	179	157	137
YAP1	419	390	408	338
YARS	5428	5209	4842	3901
YARS2	940	866	975	677
YBEY	177	152	183	132
YBX1	4833	4355	5120	3093
YBX3	2754	2955	2489	1947
YDJC	1010	895	733	527
YEATS2	1213	1000	980	914
YEATS4	723	758	685	472
YES1	864	852	836	631
YIF1A	651	604	805	532
YIF1B	436	316	478	340
YIPF1	255	210	253	163
YIPF2	345	286	347	220
YIPF3	470	407	550	359
YIPF4	563	466	590	361
YIPF5	539	447	584	354
YIPF6	411	427	446	301
YJEFN3	43	29	17	27
YJU2	279	318	338	223
YKT6	611	599	612	465
YLPM1	3384	2793	2271	2844
YME1L1	3680	3362	3433	2576
YOD1	849	779	688	563
YPEL1	16	13	20	13
YPEL2	19	12	14	10
YPEL5	91	92	79	60
YRDC	606	540	526	340
YTHDC1	2082	1965	2202	1454
YTHDC2	3190	2971	2682	2214
YTHDF1	937	801	879	684
YTHDF2	2698	2218	2706	1895
YTHDF3	1180	1017	1230	1001
YWHAB	2239	2056	2024	1771
YWHAE	6802	6292	5668	5092
YWHAG	1550	1576	1444	1105
YWHAH	1389	1252	1246	1016
YWHAQ	3786	3728	3450	2447
YWHAZ	1199	1053	954	870
YY1	1357	1315	1246	988
YY1AP1	965	824	843	759
YY2	106	92	81	89
ZACN	418	365	463	294
ZADH2	406	346	382	264
ZBBX	40	56	41	26
ZBED1	405	347	361	285
ZBED4	811	751	703	659
ZBED5	1497	1416	1307	1104
ZBED6	1188	1106	1044	969
ZBED6CL	65	64	57	46
ZBED8	248	186	204	161
ZBED9	484	461	492	388
ZBTB1	778	730	863	623
ZBTB10	1807	1643	1563	1306
ZBTB11	2257	2022	1945	1654
ZBTB12	141	139	133	88
ZBTB14	216	240	200	179
ZBTB17	372	335	360	273
ZBTB18	828	777	738	583
ZBTB2	458	376	494	324
ZBTB21	609	574	495	472
ZBTB22	151	138	156	104
ZBTB24	815	659	811	606
ZBTB25	103	98	118	115
ZBTB26	174	178	127	129
ZBTB3	135	128	142	105
ZBTB33	1249	1091	1230	914
ZBTB34	254	288	231	178
ZBTB37	244	201	223	176
ZBTB38	463	381	434	320
ZBTB39	403	341	350	328
ZBTB4	120	99	99	98
ZBTB40	1241	1138	1140	1001
ZBTB41	567	557	519	420
ZBTB43	274	256	260	246
ZBTB44	899	763	715	699
ZBTB45	72	56	47	54
ZBTB46	79	78	75	71
ZBTB47	231	217	210	166
ZBTB48	399	403	374	313
ZBTB49	125	134	158	107
ZBTB5	487	427	381	392
ZBTB6	338	296	338	248
ZBTB7A	208	153	101	127
ZBTB7B	92	78	69	47
ZBTB8A	270	222	243	205
ZBTB8OS	534	498	533	340
ZBTB9	191	169	156	121
ZC2HC1A	99	98	116	63
ZC3H10	127	109	105	87
ZC3H12A	68	45	60	57
ZC3H12B	102	101	98	97
ZC3H12C	282	247	270	203
ZC3H13	2703	2623	2660	2251
ZC3H14	2914	2638	2931	2253
ZC3H15	3512	3653	3049	2287
ZC3H18	968	872	757	761
ZC3H3	277	201	209	278
ZC3H6	113	115	144	111
ZC3H7A	2048	1967	1464	1452
ZC3H7B	1185	987	1239	955
ZC3H8	392	373	341	280
ZC3HAV1	1435	1149	1183	1052
ZC3HAV1L	167	133	132	114
ZC3HC1	724	749	619	476
ZC4H2	156	121	104	108
ZCCHC10	196	199	207	136
ZCCHC12	928	926	805	594
ZCCHC14	631	518	478	493
ZCCHC17	724	645	728	506
ZCCHC18	39	35	33	24
ZCCHC2	247	217	281	256
ZCCHC24	53	40	55	50
ZCCHC3	302	337	241	199
ZCCHC4	252	197	192	169
ZCCHC7	592	571	515	444
ZCCHC8	754	627	608	511
ZCCHC9	581	554	554	386
ZCRB1	809	733	807	577
ZCWPW1	56	36	53	45
ZCWPW2	15	21	11	12
ZDBF2	2421	2391	1973	1530
ZDHHC1	57	39	60	50
ZDHHC11	38	31	21	31
ZDHHC12	189	146	154	131
ZDHHC13	536	444	537	342
ZDHHC14	68	63	105	67
ZDHHC16	520	454	616	435
ZDHHC17	802	680	692	593
ZDHHC18	160	133	153	127
ZDHHC2	353	315	389	246
ZDHHC20	495	446	506	324
ZDHHC21	145	140	139	81
ZDHHC23	215	197	165	129
ZDHHC24	74	55	47	46
ZDHHC3	869	785	813	610
ZDHHC4	487	412	442	317
ZDHHC5	843	651	945	783
ZDHHC6	865	764	816	634
ZDHHC7	601	500	510	412
ZDHHC8	340	294	302	253
ZDHHC9	399	332	385	313
