	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
SPPL2A	517	481	396	355
SPPL2B	231	203	191	186
SPPL3	260	203	270	223
SPR	259	199	170	120
SPRED1	169	143	149	114
SPRED2	91	71	71	86
SPRTN	1572	1389	1342	1056
SPRY1	154	122	100	109
SPRY2	56	61	47	54
SPRYD3	132	121	96	72
SPRYD4	149	134	151	132
SPRYD7	204	209	199	121
SPSB1	52	39	64	51
SPSB2	65	57	46	49
SPSB3	275	258	266	220
SPSB4	23	13	20	14
SPTAN1	8255	7602	6590	6489
SPTB	262	263	190	234
SPTBN1	7556	6914	7037	5936
SPTBN2	1799	1560	1341	1298
SPTBN4	16	37	22	19
SPTLC1	906	760	865	658
SPTLC2	915	868	728	577
SPTSSA	56	62	85	43
SPTY2D1	735	602	681	650
SPTY2D1OS	25	19	13	24
SQLE	2005	1748	1925	1482
SQSTM1	1946	1815	1807	1359
SRA1	410	398	414	278
SRBD1	1739	1631	1622	1185
SRC	164	120	125	149
SRCAP	151	83	131	175
SRCIN1	27	29	20	29
SRD5A1	80	86	60	60
SRD5A3	374	308	357	259
SREBF1	982	745	690	713
SREBF2	1254	964	950	991
SREK1	2160	2287	2537	1551
SREK1IP1	508	400	481	406
SRF	342	301	500	376
SRFBP1	797	780	759	562
SRGAP1	132	139	118	126
SRGAP2	445	395	372	447
SRGAP2B	53	53	31	36
SRGAP2C	69	58	60	48
SRGAP3	58	72	54	71
SRI	1237	1027	1169	862
SRM	1355	1127	1092	1177
SRP14	715	739	797	514
SRP19	545	508	579	340
SRP54	1450	1447	1535	1080
SRP68	1634	1622	1405	1453
SRP72	2773	2564	2682	2311
SRP9	154	159	157	135
SRPK1	4084	3691	3875	2908
SRPK2	932	877	821	725
SRPK3	82	69	44	52
SRPRA	1617	1349	1273	1280
SRPRB	1371	1265	1329	968
SRPX	46	27	29	21
SRR	516	434	536	455
SRRD	641	558	601	456
SRRM1	1944	1794	1434	1749
SRRM2	15942	11723	8382	16373
SRRM5	61	47	36	41
SRRT	3284	3161	3333	2698
SRSF1	3319	3419	3093	2276
SRSF10	2215	2045	2299	1597
SRSF11	5413	4911	5739	4099
SRSF12	139	108	142	85
SRSF2	3836	3787	3563	2637
SRSF3	6214	6467	5330	3815
SRSF4	2956	2996	3192	2203
SRSF5	4536	4641	4262	2993
SRSF6	2741	2739	2973	2333
SRSF7	5771	5886	5494	3826
SRSF8	192	160	193	144
SRSF9	3741	3837	3255	2502
SRXN1	52	62	50	36
SS18	578	461	738	494
SS18L1	113	91	93	84
SS18L2	114	126	144	65
SSB	5609	5545	5875	4012
SSBP1	2836	2742	2729	1850
SSBP2	91	67	96	72
SSBP3	101	72	94	82
SSBP4	240	203	257	159
SSH1	278	246	238	240
SSH2	422	347	317	361
SSH3	101	73	62	60
SSNA1	455	377	348	259
SSR1	1571	1513	1431	1262
SSR2	1331	1178	1459	941
SSR3	1745	1455	1632	1111
SSR4	1932	1819	1968	1351
SSRP1	10772	10060	10238	8306
SSSCA1	477	450	513	348
SSTR2	29	30	18	21
SSU72	1266	1311	1116	898
SSX2IP	1156	1127	1037	831
ST13	1045	976	988	659
ST20	46	54	32	33
ST3GAL1	49	42	27	27
ST3GAL2	156	159	150	111
ST3GAL3	170	145	133	142
ST3GAL4	194	186	190	140
ST3GAL5	97	85	61	51
ST3GAL6	157	165	147	96
ST5	175	126	124	132
ST6GAL1	73	62	63	46
ST6GALNAC2	24	27	32	31
ST6GALNAC3	67	73	78	57
ST6GALNAC4	124	114	101	80
ST6GALNAC6	36	21	49	23
ST7	474	420	456	354
ST7L	352	301	378	324
ST8SIA4	22	23	34	18
STAB2	36	36	34	34
STAC3	22	18	21	21
STAG1	2956	2842	2618	2237
STAG2	9506	9240	8825	6274
STAG3	61	47	44	42
STAM	517	505	507	421
STAM2	437	410	467	303
STAMBP	870	781	800	650
STAMBPL1	165	170	147	100
STAP2	38	25	29	21
STARD10	153	109	152	118
STARD13	175	143	148	121
STARD3	258	259	298	205
STARD3NL	583	457	598	432
STARD4	204	188	154	112
STARD5	43	44	56	37
STARD7	3509	3168	3272	2432
STARD8	19	25	36	26
STARD9	1106	937	797	861
STAT1	1023	1045	942	753
STAT2	516	411	403	386
STAT3	771	686	737	590
STAT4	30	21	22	15
STAT5B	489	438	462	419
STAT6	135	91	128	106
STAU1	1495	1343	1162	1219
STAU2	671	637	596	477
STBD1	66	54	70	36
STC2	423	347	290	244
STEAP1	76	67	86	58
STEAP2	107	94	94	64
STEAP3	287	221	273	216
STIL	1646	1330	1509	1362
STIM1	462	375	371	348
STIM2	328	286	340	266
STIMATE	24	27	18	20
STIP1	7635	6918	8377	5970
STK10	545	411	426	373
STK11	1002	1030	987	750
STK11IP	292	229	258	246
STK16	268	258	280	176
STK17A	515	478	476	385
STK17B	420	395	501	361
STK19	115	124	110	71
STK24	1148	998	880	757
STK25	1805	1471	1982	1496
STK26	1143	1136	1229	868
STK3	596	502	476	416
STK32C	200	187	179	133
STK33	370	350	312	279
STK35	420	400	319	304
STK36	670	534	574	514
STK38	462	455	414	361
STK38L	601	596	535	415
STK39	610	654	541	446
STK4	947	865	830	703
STK40	396	382	377	337
STKLD1	32	31	35	36
STMN1	3231	3247	3015	2218
STMN3	77	72	94	54
STMP1	54	56	40	27
STN1	201	185	187	133
STOM	216	216	226	140
STOML1	99	79	73	45
STOML2	3278	3005	3637	2403
STON2	336	277	328	318
STOX1	231	178	208	185
STOX2	285	240	229	207
STPG1	108	89	112	92
STRADA	248	216	224	193
STRADB	388	352	376	247
STRAP	3069	2917	2583	2060
STRBP	1560	1521	1569	1172
STRIP1	1351	1136	1222	1064
STRIP2	385	329	330	264
STRN	904	845	773	625
STRN3	1258	1082	1098	801
STRN4	1299	1247	1110	977
STS	37	40	53	36
STT3A	3484	2811	4290	2747
STT3B	4413	4037	4240	3009
STUB1	1942	1826	1991	1363
STX10	505	422	437	321
STX12	683	609	597	463
STX16	94	95	72	89
STX17	338	303	249	228
STX18	402	422	338	291
STX19	39	44	36	32
STX1A	85	69	72	62
STX2	330	321	253	248
STX3	265	248	235	170
STX4	440	401	340	332
STX5	351	310	421	256
STX6	365	354	341	273
STX7	299	288	283	243
STX8	239	226	211	161
STXBP1	202	158	154	192
STXBP2	328	364	311	303
STXBP3	1239	1266	1195	841
STXBP4	611	566	495	451
STXBP5	1035	966	1044	722
STXBP5L	191	229	188	157
STXBP6	21	21	14	13
STYX	165	177	174	139
STYXL1	330	328	383	281
SUB1	2814	2980	2437	1615
SUCLA2	1161	1171	1088	784
SUCLG1	1214	1172	1301	856
SUCLG2	557	561	506	386
SUCO	1439	1297	1461	1178
SUDS3	497	422	436	297
SUFU	149	105	87	134
SUGCT	197	180	154	137
SUGP2	2629	2308	2248	2095
SUGT1	1153	1102	1094	826
SULF1	132	125	154	114
SULF2	397	388	436	401
SULT1A1	43	35	46	23
SULT4A1	66	65	41	56
SUMF1	304	294	250	189
SUMF2	1065	983	959	748
SUMO1	289	298	363	241
SUMO2	936	954	790	431
SUMO3	718	709	751	534
SUN1	1395	1186	1309	1069
SUN2	714	598	628	516
SUOX	264	238	228	195
SUPT16H	9468	9238	9055	6953
SUPT20H	1026	914	922	777
SUPT3H	200	186	146	175
SUPT4H1	478	473	460	297
SUPT5H	1696	1560	1801	1446
SUPT6H	2718	2433	2328	2269
SUPT7L	622	615	739	490
SUPV3L1	1727	1590	1623	1148
SURF1	258	237	233	188
SURF2	458	455	386	293
SURF4	1002	845	1084	734
SURF6	522	654	516	410
SUSD1	238	178	209	164
SUSD4	20	19	18	12
SUSD5	450	347	408	313
SUSD6	40	31	24	28
SUV39H1	346	332	329	271
SUV39H2	953	890	848	692
SUZ12	1273	1078	1005	938
SV2A	194	155	123	122
SVBP	99	106	112	74
SVEP1	64	68	59	48
SVIL	290	262	238	247
SVIP	216	185	237	128
SWAP70	434	417	354	319
SWI5	168	151	184	133
SWSAP1	56	54	63	41
SWT1	227	171	179	152
SYAP1	1900	1863	1868	1360
SYBU	300	256	278	202
SYCE2	40	34	20	22
SYCP2	105	118	88	88
SYCP2L	335	309	275	225
SYCP3	60	48	41	36
SYDE1	239	229	216	149
SYDE2	748	745	660	591
SYF2	604	642	547	343
SYK	333	356	299	263
SYMPK	1778	1547	1321	1455
SYN2	97	84	95	102
SYN3	18	24	12	25
SYNC	192	142	156	119
SYNCRIP	4521	4435	3831	3347
SYNE1	859	746	731	659
SYNE2	5844	5570	5178	4390
SYNE3	50	54	37	36
SYNGAP1	101	74	62	68
SYNGR1	155	119	119	103
SYNGR2	313	233	338	235
SYNJ1	606	562	455	438
SYNJ2	410	351	328	261
SYNJ2BP	43	38	35	25
SYNJ2BP-COX16	32	29	29	26
SYNM	231	228	209	182
SYNRG	655	560	542	580
SYP	90	87	118	78
SYPL1	479	367	389	335
SYPL2	39	21	25	32
SYS1	37	35	54	33
SYT1	95	97	113	106
SYT14	40	33	37	25
SYT16	23	18	28	17
SYT2	25	14	18	21
SYT3	29	25	13	24
SYT7	24	32	21	34
SYTL1	35	14	16	22
SYTL2	39	33	51	33
SYTL3	16	15	31	13
SYTL4	147	136	143	123
SYTL5	83	67	72	49
SYVN1	207	178	185	194
SZRD1	337	372	346	277
SZT2	897	715	677	764
TAB1	462	395	389	371
TAB2	588	537	587	642
TAB3	241	227	246	242
TACC1	564	458	509	466
TACC2	92	96	58	82
TACC3	2536	2353	1993	2165
TACO1	594	582	573	429
TACR1	34	26	23	32
TADA1	510	457	500	325
TADA2A	332	255	355	251
TADA2B	305	286	236	206
TADA3	707	648	542	508
TAF1	1765	1570	1271	1308
TAF10	537	509	452	299
TAF11	769	718	657	448
TAF12	332	281	315	212
TAF13	295	354	278	141
TAF15	1349	1177	1169	1218
TAF1A	459	487	407	314
TAF1B	1108	1056	993	775
TAF1C	466	372	371	335
TAF1D	1495	1461	1255	1047
TAF2	2814	2405	2577	1977
TAF3	389	364	341	303
TAF4	372	306	194	293
TAF4B	608	483	586	477
TAF5	747	730	703	550
TAF5L	1165	903	1208	847
TAF6	458	363	334	353
TAF6L	518	471	553	393
TAF7	1181	1108	1259	914
TAF7L	29	30	23	24
TAF8	274	210	299	229
TAF9	928	795	1146	711
TAF9B	540	490	580	356
TAGLN2	1091	1131	940	660
TALDO1	2159	2011	2035	1467
TAMM41	458	364	293	321
TANC1	1320	1080	1149	1023
TANC2	667	521	471	529
TANGO2	138	122	107	107
TANGO6	975	821	825	703
TANK	416	349	477	312
TAOK1	1611	1365	1478	1208
TAOK2	2025	1771	1771	1567
TAOK3	314	326	324	247
TAP1	176	151	178	130
TAP2	30	34	24	27
TAPBP	100	92	82	70
TAPT1	324	330	305	258
TARBP1	4302	3974	3515	3094
TARBP2	493	409	540	344
TARDBP	462	429	658	383
TARS	7976	7764	7606	5498
TARS2	1447	1211	1410	1012
TARSL2	984	956	973	712
TAS1R3	53	46	31	29
TAS2R10	16	25	28	18
TAS2R13	66	67	74	54
TAS2R14	108	81	107	96
TAS2R19	140	140	138	128
TAS2R20	99	82	115	76
TAS2R3	49	43	52	40
TAS2R30	214	202	153	122
TAS2R31	101	106	90	81
TAS2R4	48	31	34	48
TAS2R43	76	51	44	41
TAS2R46	123	124	106	69
TAS2R5	26	23	44	18
TAS2R50	67	81	65	62
TASOR	4547	4118	3997	2984
TASOR2	10110	9089	9243	7451
TASP1	476	431	347	295
TATDN1	420	428	380	248
TATDN2	254	265	240	202
TATDN3	378	319	313	231
TAX1BP1	2558	2415	2348	1738
TAX1BP3	147	157	167	135
TAZ	356	302	296	212
TBC1D1	457	422	443	316
TBC1D10A	58	51	49	42
TBC1D10B	1023	1019	805	802
TBC1D12	315	300	310	230
TBC1D13	312	267	264	247
TBC1D14	1139	987	1035	699
TBC1D15	1067	1027	968	891
TBC1D16	475	471	476	413
TBC1D17	143	120	111	106
TBC1D19	150	151	144	122
TBC1D2	36	41	32	24
TBC1D20	343	292	328	278
TBC1D22A	279	270	250	196
TBC1D22B	253	184	199	160
TBC1D23	1107	1004	1069	758
TBC1D24	112	105	102	101
TBC1D25	162	123	120	119
TBC1D2B	741	677	584	490
TBC1D30	213	176	166	136
TBC1D31	1073	977	994	712
TBC1D32	1133	1027	975	827
TBC1D4	1903	1769	1688	1320
TBC1D5	347	261	315	277
TBC1D7	566	537	491	401
TBC1D8	423	362	362	361
TBC1D8B	144	127	113	122
TBC1D9	549	544	509	456
TBC1D9B	2984	2668	2701	2258
TBCA	1114	1211	1020	698
TBCB	676	613	697	470
TBCC	283	294	266	192
TBCCD1	281	213	289	208
TBCD	1453	1302	1178	1139
TBCE	184	193	143	121
TBCEL	104	83	92	82
TBCK	559	499	499	420
TBK1	1053	1053	1041	734
TBKBP1	127	97	103	72
TBL1X	556	478	417	475
TBL1XR1	995	924	1052	704
TBL2	557	505	572	444
TBL3	1016	870	851	823
TBP	285	244	342	258
TBPL1	290	256	258	201
TBRG1	437	413	411	338
TBRG4	1774	1503	1881	1309
TBX1	238	207	158	189
TBX18	240	204	260	185
TBX2	156	130	131	99
TBX20	114	87	109	77
TBX3	434	388	428	389
TC2N	312	271	294	201
TCAF1	460	384	391	304
TCAIM	569	529	568	450
TCEA1	354	380	329	267
TCEA2	131	126	98	80
TCEAL1	256	181	219	141
TCEAL4	1046	955	1254	726
TCEAL8	1113	1100	901	603
TCEAL9	690	728	677	426
TCEANC	59	52	54	55
TCEANC2	192	206	176	123
TCERG1	3541	3235	3451	2595
TCF12	603	481	612	503
TCF19	452	462	508	346
TCF20	2076	1719	1934	1699
TCF25	1562	1342	1528	1232
TCF3	800	709	699	571
TCF4	310	281	285	262
TCF7	74	61	71	65
TCF7L1	14	16	10	15
TCF7L2	213	194	157	189
TCFL5	604	548	557	450
TCHP	225	247	250	169
TCIRG1	106	77	82	61
TCOF1	6140	5668	5341	5167
TCP1	15100	15227	14116	9532
TCP11L1	528	516	380	386
TCP11L2	105	93	88	65
TCTA	46	28	49	44
TCTE3	19	21	18	15
TCTEX1D2	28	24	36	19
TCTN1	471	405	453	329
TCTN2	403	312	357	282
TCTN3	1007	844	973	701
TDG	1000	869	976	783
TDP1	955	858	856	707
TDP2	865	771	733	511
TDRD3	485	494	532	353
TDRD6	100	85	69	58
TDRD7	505	399	464	359
TDRKH	312	294	308	235
TEAD1	395	329	373	319
TEAD2	234	207	215	166
TEAD3	41	34	39	45
TEAD4	335	316	346	279
TEC	75	54	45	35
TECPR1	329	319	255	241
TECPR2	508	406	375	406
TECR	367	342	481	314
TECTA	51	43	36	48
TEDC1	353	348	259	211
TEDC2	393	308	369	293
TEF	41	42	37	52
TEFM	309	264	301	224
TELO2	1006	937	883	716
TEN1	14	17	21	16
TENM1	296	220	243	199
TENM3	1225	1059	1017	967
TENM4	38	43	23	36
TENT2	742	672	671	548
TENT4A	592	522	481	423
TENT4B	539	531	548	448
TENT5A	159	130	133	101
TENT5C	39	36	51	51
TEP1	467	420	348	356
TEPSIN	166	172	163	156
TERF1	395	432	327	328
TERF2	487	395	345	340
TERF2IP	809	804	723	523
TERT	91	64	65	61
TES	595	602	528	363
TESC	57	56	43	37
TESK1	171	149	185	137
TESK2	137	123	118	96
TESMIN	39	46	41	24
TET1	1767	1500	1283	1308
TET2	981	805	864	846
TET3	475	349	295	346
TEX10	2611	2180	2619	1841
TEX14	48	45	59	70
TEX15	1194	1041	1080	855
TEX2	903	838	862	640
TEX261	75	45	118	97
TEX264	537	455	605	421
TEX30	243	227	252	150
TEX9	196	181	200	140
TFAM	2240	2225	1995	1387
TFAP2A	184	170	137	167
TFAP2C	58	36	42	37
TFAP4	260	232	281	212
TFB1M	693	624	587	450
TFB2M	534	506	460	340
TFCP2	747	541	533	587
TFCP2L1	48	42	52	32
TFDP1	1564	1475	1552	1334
TFDP2	992	850	834	691
TFE3	209	168	180	171
TFEB	15	22	24	20
TFG	1586	1306	1624	1148
TFIP11	1716	1517	1747	1319
TFPI	42	24	37	20
TFPI2	43	54	37	36
TFPT	159	177	171	119
TFRC	4391	4143	4185	3076
TGDS	436	413	408	272
TGFB1I1	21	11	14	17
TGFB2	12	20	23	16
TGFB3	34	22	35	27
TGFBR1	656	618	557	476
TGFBR2	130	98	81	84
TGFBR3	526	493	491	388
TGFBRAP1	692	590	664	549
TGIF1	94	86	116	74
TGIF2	208	165	231	164
TGM1	36	23	31	38
TGM2	16	10	11	11
TGOLN2	829	748	613	658
TGS1	2133	1937	1796	1487
THADA	3007	2760	2520	2185
THAP1	159	156	146	107
THAP10	57	47	50	33
THAP11	316	293	274	161
THAP12	609	616	581	374
THAP2	33	33	43	27
THAP3	171	177	165	119
THAP4	1002	867	933	726
THAP5	439	392	392	293
THAP6	201	188	132	119
THAP7	536	456	551	385
THAP8	17	12	14	12
THAP9	310	300	300	224
THBS3	139	111	131	115
THBS4	46	49	39	40
THEM4	169	141	165	144
THEM6	44	32	23	20
THEMIS2	71	92	84	76
THG1L	362	353	351	243
THNSL1	455	444	409	356
THOC1	1213	1143	1106	797
THOC2	7927	7517	7835	6065
THOC3	246	257	235	156
THOC5	2097	1956	1996	1704
THOC6	840	771	751	642
THOC7	1269	1224	1084	728
THOP1	1860	1786	1892	1390
THRA	155	155	133	129
THRAP3	5391	4772	5659	4681
THRB	102	83	86	80
THSD1	74	45	72	54
THSD4	52	52	49	46
THSD7A	24	14	23	16
THTPA	113	112	134	105
THUMPD1	675	649	706	528
THUMPD2	844	741	681	577
THUMPD3	1639	1662	1570	1136
THYN1	493	408	491	330
TIA1	1164	1058	1141	854
TIAL1	1669	1584	1191	1373
TIAM1	1785	1506	1696	1426
TIAM2	271	234	193	235
TICRR	2930	2564	2233	2414
TIFA	93	88	72	44
TIGAR	355	393	346	304
TIGD1	256	266	215	183
TIGD2	222	244	168	158
TIGD3	23	21	22	17
TIGD4	26	23	18	12
TIGD5	231	199	157	128
TIGD6	100	93	104	91
TIGD7	115	109	96	81
TIMELESS	2529	2425	2360	2206
TIMM10	610	555	520	314
TIMM13	861	887	741	461
TIMM17A	1254	1243	1423	884
TIMM17B	753	670	702	489
TIMM21	326	337	394	253
TIMM22	506	535	359	340
TIMM23	777	741	804	550
TIMM23B	160	161	144	122
TIMM29	168	155	126	80
TIMM44	1564	1365	1453	1093
TIMM50	1593	1675	1538	1111
TIMM8A	148	155	108	99
TIMM8B	463	480	297	189
TIMM9	183	133	157	116
TIMMDC1	1398	1375	1081	878
TIMP1	444	449	495	351
TIMP2	69	53	44	59
TIMP3	79	64	98	73
TINF2	414	347	407	309
TIPARP	564	476	705	542
TIPIN	1470	1428	1296	937
TIPRL	1326	1230	1237	824
TIRAP	38	45	43	50
TJAP1	338	325	312	287
TJP1	1989	1882	1728	1598
TK1	827	767	830	616
TK2	86	86	81	61
TKFC	321	266	304	263
TKT	5985	5134	6526	4957
TLCD1	139	124	135	103
TLE1	639	590	678	559
TLE2	26	17	17	37
TLE3	1037	733	879	882
TLE4	912	788	810	791
TLK1	924	792	698	717
TLK2	625	516	545	429
TLL1	65	38	50	33
TLL2	25	21	18	16
TLN1	5876	5102	4304	4859
TLN2	627	551	510	470
TLNRD1	100	76	52	44
TLR5	17	20	16	19
TM2D1	527	487	439	351
TM2D2	294	277	297	193
TM2D3	671	585	570	421
TM6SF1	71	62	74	55
TM7SF2	190	159	197	145
TM7SF3	851	786	877	628
TM9SF2	3544	3097	3360	2334
TM9SF3	2889	3143	2757	2115
TM9SF4	1004	809	766	755
TMA16	759	769	835	573
TMA7	378	396	318	171
TMBIM1	36	26	30	31
TMBIM4	183	132	184	119
TMBIM6	2806	2437	2778	1779
TMC3	33	23	16	24
TMC4	35	21	27	23
TMC5	30	33	30	36
TMC6	82	72	84	64
TMC7	71	53	57	56
TMCC1	190	163	135	167
TMCC2	65	48	64	60
TMCC3	46	39	25	11
TMCO1	1377	1406	1281	923
TMCO3	502	396	437	277
TMCO4	95	82	74	69
TMCO6	245	209	214	187
TMED1	255	205	229	186
TMED10	1480	1505	1292	952
TMED2	1938	1817	1939	1466
TMED3	751	660	803	523
TMED4	709	643	646	464
TMED5	1121	1214	1055	866
TMED6	25	22	19	14
TMED7	177	162	203	108
TMED7-TICAM2	68	74	108	56
TMED8	452	403	335	314
TMED9	1309	1389	1141	956
TMEM101	201	184	179	114
TMEM102	54	65	57	41
TMEM104	165	118	142	134
TMEM106B	559	501	583	378
TMEM106C	1975	1719	2105	1290
TMEM107	30	30	32	18
TMEM108	49	41	42	35
TMEM109	529	484	556	422
TMEM11	262	268	298	215
TMEM110-MUSTN1	38	30	39	30
TMEM115	666	634	550	472
TMEM116	63	53	68	50
TMEM117	175	137	156	115
TMEM120A	111	100	126	108
TMEM120B	249	225	251	186
TMEM121	30	39	25	22
TMEM123	735	553	992	674
TMEM126A	385	270	350	233
TMEM126B	847	817	816	543
TMEM127	73	60	69	57
TMEM128	135	147	139	104
TMEM129	255	215	250	170
TMEM131	1510	1310	1274	1254
TMEM131L	923	819	734	671
TMEM132A	413	354	357	313
TMEM134	54	46	39	31
TMEM135	372	294	405	274
TMEM136	55	61	71	46
TMEM138	186	137	186	162
TMEM140	55	37	68	40
TMEM141	213	194	187	136
TMEM143	56	58	31	60
TMEM144	119	97	92	76
TMEM145	38	39	24	34
TMEM147	1059	938	1161	733
TMEM14A	281	234	256	159
TMEM14B	368	279	375	244
TMEM14C	374	358	349	203
TMEM150A	50	31	57	41
TMEM150C	38	27	29	26
TMEM159	32	23	30	20
TMEM160	139	128	100	68
TMEM161A	760	650	713	502
TMEM161B	494	437	508	390
TMEM164	185	151	184	134
TMEM165	864	775	846	557
TMEM167A	223	211	177	99
TMEM167B	103	88	83	60
TMEM168	533	510	524	382
TMEM170A	68	45	62	61
TMEM170B	89	95	56	47
TMEM171	16	11	17	10
TMEM175	133	121	136	123
TMEM177	404	337	377	294
TMEM178B	35	35	36	34
TMEM179B	404	375	421	312
TMEM18	496	431	435	273
TMEM181	761	640	713	554
TMEM182	33	36	28	27
TMEM183A	531	464	499	322
TMEM184B	452	316	407	397
TMEM184C	551	432	474	368
TMEM185A	130	115	106	79
TMEM185B	171	134	170	133
TMEM186	140	143	103	80
TMEM187	27	16	43	16
TMEM189	30	37	23	16
TMEM19	386	316	421	272
TMEM192	383	387	419	284
TMEM198	47	34	36	25
TMEM199	198	182	148	124
TMEM201	268	224	201	227
TMEM203	174	149	126	111
TMEM205	370	319	369	256
TMEM206	518	436	453	357
TMEM208	328	333	354	234
TMEM209	824	655	797	622
TMEM214	543	472	471	458
TMEM216	71	78	81	54
TMEM218	110	96	115	74
TMEM219	308	266	283	198
TMEM222	180	168	194	146
TMEM223	196	117	169	124
TMEM230	255	182	297	145
TMEM231	54	45	48	27
TMEM232	12	12	19	13
TMEM234	92	100	99	83
TMEM237	991	863	901	660
TMEM241	144	103	139	117
TMEM242	209	197	187	118
TMEM243	264	235	259	158
TMEM245	1118	993	1014	809
TMEM246	272	212	213	174
TMEM248	541	423	592	411
TMEM25	114	94	137	88
TMEM250	94	72	91	57
TMEM251	89	81	94	63
TMEM254	51	42	39	36
TMEM255A	17	11	11	13
TMEM256	261	194	221	151
TMEM258	531	423	704	339
TMEM259	895	784	1017	771
TMEM260	232	207	230	150
TMEM262	29	13	40	17
TMEM263	279	309	306	224
TMEM265	60	37	19	48
TMEM266	75	78	59	42
TMEM267	117	96	131	81
TMEM268	122	98	99	97
TMEM30A	901	801	805	567
TMEM33	1141	1004	1056	767
TMEM35B	54	51	54	24
TMEM38A	35	31	38	24
TMEM38B	717	664	747	509
TMEM39A	464	332	591	422
TMEM39B	387	336	347	313
TMEM41A	148	135	145	93
TMEM41B	391	334	384	268
TMEM42	70	59	64	33
TMEM43	861	741	729	586
TMEM44	53	50	63	37
TMEM45A	113	94	101	76
TMEM47	57	48	54	46
TMEM50A	563	532	627	342
TMEM50B	239	210	215	163
TMEM51	31	38	45	27
TMEM53	40	25	25	19
TMEM54	60	35	78	42
TMEM56	64	63	51	42
TMEM59	1524	1308	1355	1019
TMEM60	127	120	99	81
TMEM62	233	207	237	155
TMEM63A	343	280	261	259
TMEM63B	328	255	325	260
TMEM63C	32	25	39	32
TMEM64	194	156	181	114
TMEM65	298	258	223	170
TMEM67	539	483	500	382
TMEM68	188	181	166	143
TMEM69	306	261	336	222
TMEM70	629	604	641	403
TMEM74	26	21	41	24
TMEM74B	41	46	37	24
TMEM79	36	36	29	36
TMEM80	76	82	85	60
TMEM81	61	77	57	62
TMEM87A	785	780	730	522
TMEM87B	143	134	133	80
TMEM8A	361	331	410	285
TMEM8B	89	53	59	72
TMEM9	514	491	530	377
TMEM94	603	472	456	497
TMEM97	345	254	409	271
TMEM98	219	219	235	160
TMEM99	193	160	166	116
TMEM9B	158	111	144	112
TMF1	2100	1930	1929	1506
TMLHE	455	370	419	326
TMOD1	38	32	22	37
TMOD2	138	104	129	116
TMOD3	520	485	461	377
TMOD4	16	10	17	16
TMPO	6094	5591	5540	4075
TMPPE	157	109	105	107
TMPRSS9	93	76	68	65
TMSB10	1218	1160	1179	669
TMTC1	295	201	297	201
TMTC2	177	136	155	164
TMTC3	1922	1687	1818	1282
TMTC4	384	366	405	293
TMUB1	259	248	266	183
TMUB2	193	145	200	114
TMX1	1802	1725	1693	1101
TMX2	549	473	614	430
TMX2-CTNND1	59	70	50	47
TMX3	545	589	528	421
TMX4	560	572	573	429
TNC	16	16	23	21
TNFAIP1	144	160	163	127
TNFAIP3	83	65	81	69
TNFAIP8	60	55	66	43
TNFRSF10B	644	616	601	507
TNFRSF10D	150	145	150	118
TNFRSF11A	94	77	75	69
TNFRSF12A	27	30	34	15
TNFRSF19	34	36	30	34
TNFRSF1A	216	199	170	176
TNFRSF21	226	240	210	185
TNFRSF6B	23	25	39	28
TNIK	861	751	848	700
TNIP1	682	620	601	503
TNIP2	289	289	265	186
TNK2	277	201	173	161
TNKS	974	861	845	737
TNKS1BP1	1016	982	760	773
TNKS2	2020	1800	1762	1491
TNNI3	70	66	67	49
TNNT1	145	129	133	79
TNPO1	6096	5501	5940	4239
TNPO2	1985	1645	1861	1612
TNPO3	2798	2645	2512	1947
TNRC18	1552	1306	942	1086
TNRC6A	2478	2038	2268	2009
TNRC6B	1942	1616	1700	1636
TNRC6C	591	505	493	600
TNS2	40	25	34	34
TNS3	120	91	109	86
TOB1	252	220	239	215
TOB2	197	191	161	171
TOE1	704	636	652	423
TOGARAM1	494	453	448	343
TOLLIP	154	139	114	96
TOM1	300	274	337	243
TOM1L1	908	770	937	608
TOM1L2	522	449	375	428
TOMM20	1369	1259	1493	936
TOMM20L	17	26	19	20
TOMM22	1813	1652	1553	1073
TOMM34	974	958	835	679
TOMM40L	247	274	274	182
TOMM5	499	572	377	251
TOMM6	655	607	571	311
TOMM7	1799	1554	1559	916
TOMM70	3298	3004	2875	2153
TONSL	1187	980	975	884
TOP1	3262	2994	2196	2583
TOP1MT	600	526	589	427
TOP2A	11637	11048	10710	7870
TOP2B	11874	11652	10205	8166
TOP3A	2344	1949	1856	1852
TOP3B	920	819	814	745
TOPBP1	4300	3916	4031	3175
TOPORS	1541	1424	1743	1199
TOR1A	561	459	500	358
TOR1AIP1	876	800	877	707
TOR1AIP2	1874	1554	1632	1428
TOR1B	211	197	213	165
TOR2A	113	91	101	87
TOR3A	768	718	638	551
TOX4	746	633	916	702
TP53	1003	874	937	955
TP53BP1	3007	2763	2701	2263
TP53BP2	2343	2111	2122	1719
TP53I11	49	47	50	43
TP53I13	188	136	135	94
TP53I3	85	87	85	65
TP53INP1	70	43	63	62
TP53RK	352	371	350	251
TP53TG5	34	37	43	39
TP73	98	71	92	85
TPBG	113	79	113	70
TPCN1	182	160	176	177
TPCN2	237	244	221	189
TPD52	82	96	57	37
TPD52L1	126	130	141	116
TPD52L2	707	640	585	506
TPGS1	91	88	58	34
