	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
SPECC1L	156	207	85	108
SPEF2	60	71	36	29
SPEG	98	84	36	35
SPEN	3522	3861	1755	2270
SPG11	853	900	409	487
SPG21	560	588	226	329
SPG7	317	366	114	184
SPHK1	53	48	20	26
SPHK2	105	142	57	76
SPIDR	383	480	187	257
SPIN1	353	399	181	213
SPIN3	21	36	8	14
SPIN4	276	382	125	181
SPINDOC	295	419	121	203
SPINK5	2	2	0	1
SPINT2	1583	1789	653	875
SPIRE1	272	332	135	126
SPIRE2	75	58	18	29
SPNS1	427	560	230	260
SPON1	419	577	193	297
SPOP	581	666	232	283
SPOPL	147	163	66	88
SPOUT1	479	609	258	347
SPPL2A	485	654	267	327
SPPL2B	106	171	65	85
SPPL3	431	521	196	296
SPR	260	338	112	158
SPRED1	114	129	47	76
SPRED2	110	124	60	78
SPRTN	650	815	352	430
SPRY1	96	117	53	89
SPRY2	221	320	116	213
SPRYD3	234	341	118	155
SPRYD4	375	487	185	232
SPRYD7	583	637	285	369
SPSB1	80	97	32	48
SPSB2	17	23	14	11
SPSB3	132	217	76	96
SPTAN1	3218	4394	1688	2343
SPTB	114	146	56	83
SPTBN1	1315	2082	896	1192
SPTBN2	581	744	303	379
SPTLC1	832	1037	443	578
SPTLC2	678	863	321	465
SPTSSA	265	313	128	178
SPTY2D1	386	503	235	301
SQLE	2141	2499	1026	1246
SQSTM1	1999	3377	1251	1669
SRA1	589	758	324	446
SRBD1	589	673	297	357
SRC	449	561	200	300
SRCAP	84	113	43	66
SRD5A1	59	68	27	40
SRD5A3	236	335	116	159
SREBF1	528	632	212	316
SREBF2	1196	1387	542	731
SREK1	741	857	352	419
SREK1IP1	143	143	62	87
SRF	375	503	194	255
SRFBP1	690	817	362	477
SRGAP1	178	230	71	106
SRGAP2	225	297	95	159
SRGAP2B	15	12	3	8
SRGAP2C	40	45	11	25
SRGAP3	42	38	22	27
SRI	1538	1414	664	900
SRM	2381	3092	1137	1493
SRP14	2593	2888	1261	1625
SRP19	744	831	395	471
SRP54	2037	2263	974	1262
SRP68	1573	1928	781	972
SRP72	1528	1812	811	1033
SRP9	110	132	56	56
SRPK1	3651	3898	1803	2204
SRPK2	1003	1302	533	729
SRPK3	2	0	0	4
SRPRA	1637	2024	824	1025
SRPRB	1533	1850	746	997
SRR	177	221	79	121
SRRD	329	348	144	176
SRRM1	2521	2815	1283	1592
SRRM2	12021	14519	6281	8171
SRRT	2190	3421	1298	1810
SRSF1	1374	1884	719	910
SRSF10	1464	1648	693	863
SRSF11	1926	2415	954	1190
SRSF12	226	192	85	102
SRSF2	3844	5914	2081	3002
SRSF3	3371	5020	1838	2434
SRSF4	1787	2480	937	1214
SRSF5	2527	3001	1568	1915
SRSF6	604	877	366	457
SRSF7	4806	6067	2514	3086
SRSF8	345	455	176	231
SRSF9	3429	4331	1556	2175
SRXN1	203	271	133	160
SS18	783	971	438	566
SS18L1	70	109	32	52
SS18L2	138	118	66	88
SSB	3085	3636	1547	1888
SSBP1	5046	5594	2459	3143
SSBP2	179	219	111	120
SSBP3	150	216	92	114
SSBP4	205	225	76	121
SSH1	76	92	33	51
SSH2	216	253	85	99
SSH3	45	62	32	29
SSNA1	295	381	126	197
SSR1	2285	2669	1146	1369
SSR2	1706	2414	920	1341
SSR3	1315	1448	568	793
SSR4	3677	4341	1752	2368
SSRP1	6390	8217	3142	4269
SSU72	1348	1473	572	797
SSX2IP	1237	1213	552	704
ST13	281	364	108	168
ST3GAL1	22	33	7	12
ST3GAL2	28	41	10	30
ST3GAL3	15	12	4	7
ST3GAL4	89	112	37	63
ST3GAL5	77	61	30	43
ST3GAL6	64	85	36	35
ST5	65	59	23	39
ST6GAL1	62	60	34	27
ST6GALNAC3	65	64	24	38
ST6GALNAC4	76	82	47	36
ST7	403	415	168	250
ST7L	326	434	188	218
STAG1	453	483	235	301
STAG2	5744	6233	2930	3449
STAG3	4	6	3	5
STAM	807	994	436	531
STAM2	472	501	226	251
STAMBP	598	584	259	356
STAMBPL1	167	186	64	83
STARD10	36	36	16	25
STARD13	142	162	68	118
STARD3	183	239	84	111
STARD3NL	198	246	102	108
STARD4	389	380	155	204
STARD5	14	19	9	10
STARD7	995	1274	486	628
STARD9	85	33	15	26
STAT1	1379	1616	688	843
STAT2	327	369	162	220
STAT3	1273	1576	669	858
STAT5B	435	426	182	241
STAT6	25	32	13	7
STAU1	3309	3817	1574	2118
STAU2	448	468	179	254
STBD1	72	89	35	35
STC2	596	674	218	338
STEAP1	101	119	56	58
STEAP2	316	348	147	181
STEAP3	508	636	249	314
STIL	916	1022	424	512
STIM1	428	534	221	291
STIM2	317	335	154	177
STIP1	4601	6319	2415	3286
STK10	259	336	125	167
STK11	105	135	44	66
STK11IP	444	596	248	316
STK16	80	105	45	65
STK17A	572	695	268	333
STK17B	438	427	208	277
STK19	220	290	110	173
STK24	882	998	425	539
STK25	862	917	333	459
STK26	2330	2764	1196	1503
STK3	434	519	213	300
STK32C	92	108	58	72
STK33	164	192	102	121
STK35	366	444	196	250
STK36	229	310	115	164
STK38	456	518	216	285
STK38L	585	628	264	310
STK39	524	650	280	315
STK4	925	1104	443	569
STK40	148	186	70	86
STKLD1	2	3	0	0
STMN1	6737	8556	3310	4284
STMN3	410	627	215	332
STMP1	215	290	98	163
STN1	124	150	78	79
STOM	471	576	231	321
STOML1	120	164	108	87
STOML2	2690	3563	1315	1837
STON2	157	208	60	97
STOX1	131	140	48	78
STOX2	160	151	63	93
STPG1	150	179	76	116
STRADA	350	420	150	207
STRADB	55	63	35	43
STRAP	4272	5260	2128	2648
STRBP	742	870	379	441
STRIP1	756	935	373	466
STRIP2	156	210	78	120
STRN	616	666	289	307
STRN3	871	975	419	518
STRN4	817	1001	360	511
STS	0	2	0	1
STT3A	3082	3852	1451	1894
STT3B	1932	2186	924	1182
STUB1	1773	2443	872	1228
STX10	250	313	111	157
STX12	752	901	356	490
STX16	42	39	19	22
STX17	238	285	129	162
STX18	233	270	117	144
STX1A	30	26	12	16
STX2	138	157	74	94
STX3	183	213	75	114
STX4	219	259	105	138
STX5	359	493	185	220
STX6	241	303	106	135
STX7	1144	1165	501	597
STX8	222	224	103	124
STXBP1	438	469	203	263
STXBP2	638	776	301	428
STXBP3	1146	1337	611	732
STXBP4	345	415	212	265
STXBP5	288	333	158	176
STXBP5L	53	63	25	34
STYX	178	151	79	84
STYXL1	350	380	124	188
SUB1	2778	3098	1355	1702
SUCLA2	1147	1393	585	723
SUCLG1	1623	1836	760	971
SUCLG2	282	291	107	150
SUCO	280	283	132	155
SUDS3	247	275	121	137
SUFU	560	593	235	304
SUGCT	36	32	14	14
SUGP1	340	523	199	278
SUGP2	959	1144	462	626
SUGT1	910	1167	518	574
SULF1	25	24	8	8
SULF2	790	1147	420	615
SULT4A1	55	64	21	26
SUMF1	110	137	46	58
SUMF2	566	657	271	383
SUMO1	371	356	174	220
SUMO2	455	619	280	352
SUMO3	326	424	149	260
SUN1	1546	1801	746	987
SUN2	833	1137	368	575
SUOX	171	213	77	102
SUPT16H	3974	4941	2010	2703
SUPT20H	1922	2072	904	1118
SUPT3H	200	241	119	152
SUPT4H1	591	944	366	534
SUPT5H	3773	4891	1885	2629
SUPT6H	1895	2508	998	1244
SUPT7L	433	501	215	251
SUPV3L1	1333	1337	593	733
SURF1	290	319	115	147
SURF2	372	560	191	293
SURF4	2348	3063	1178	1526
SURF6	698	1027	390	470
SUSD1	123	175	66	101
SUSD5	213	320	124	219
SUV39H1	505	654	262	363
SUV39H2	474	514	216	254
SUZ12	797	921	395	481
SV2A	734	905	355	457
SVBP	88	122	50	61
SVEP1	202	215	109	134
SVIL	339	502	192	274
SVIP	99	87	51	61
SWAP70	496	615	243	332
SWI5	171	235	79	109
SWSAP1	113	168	63	76
SWT1	85	73	46	58
SYAP1	2906	3340	1340	1810
SYBU	127	205	82	112
SYCP2	2	3	3	0
SYCP2L	123	149	55	63
SYCP3	3	2	3	4
SYDE1	297	356	150	203
SYDE2	319	324	142	154
SYF2	975	1389	539	773
SYK	223	278	142	143
SYMPK	917	1096	400	570
SYN2	160	204	75	106
SYNC	4	17	4	5
SYNCRIP	3730	4286	1846	2399
SYNE1	782	811	355	446
SYNE2	963	1296	566	691
SYNE3	88	141	46	65
SYNGAP1	40	47	19	17
SYNGR1	369	425	165	233
SYNGR2	478	606	221	347
SYNJ1	412	528	185	224
SYNJ2	294	374	141	165
SYNJ2BP	62	91	50	46
SYNM	39	34	12	14
SYNRG	788	897	354	484
SYP	55	81	30	53
SYPL1	2123	2568	1140	1374
SYS1	72	121	38	59
SYT1	138	132	57	80
SYT14	94	78	46	53
SYTL4	58	76	22	34
SYTL5	85	68	27	38
SYVN1	471	708	240	390
SZRD1	381	572	223	322
SZT2	369	371	177	213
TAB1	454	531	189	307
TAB2	650	687	275	394
TAB3	120	136	52	72
TACC1	759	913	381	445
TACC2	247	244	100	110
TACC3	2856	3824	1350	1960
TACO1	1123	1177	552	700
TADA1	486	548	219	306
TADA2A	246	283	128	163
TADA2B	169	221	79	105
TADA3	472	690	231	341
TAF1	510	647	239	335
TAF10	454	670	221	356
TAF11	530	566	230	334
TAF12	169	178	77	92
TAF13	366	412	155	192
TAF15	3779	4586	1973	2454
TAF1A	165	202	72	84
TAF1B	885	1024	420	537
TAF1C	139	216	73	91
TAF1D	244	286	131	203
TAF2	890	918	363	424
TAF3	309	415	150	239
TAF4	349	391	160	210
TAF4B	121	134	42	68
TAF5	497	646	268	265
TAF5L	242	323	103	150
TAF6	699	839	289	444
TAF6L	306	439	161	220
TAF7	1844	2088	880	1209
TAF8	379	464	166	215
TAF9	486	552	220	292
TAF9B	791	914	394	463
TAGLN2	3121	4113	1450	2042
TALDO1	3280	3951	1607	2033
TAMM41	466	521	223	271
TANC1	713	865	364	501
TANC2	384	416	187	216
TANGO2	101	122	45	75
TANGO6	336	408	150	211
TANK	190	210	99	119
TAOK1	743	847	338	437
TAOK2	445	695	257	356
TAOK3	241	294	104	116
TAP1	365	569	183	284
TAPBP	327	428	144	186
TAPT1	269	326	114	181
TARBP1	823	979	418	475
TARBP2	297	347	126	172
TARDBP	375	589	227	280
TARS	7474	8879	3621	4598
TARS2	1484	1726	674	878
TARSL2	390	447	199	249
TAS2R13	0	0	0	0
TAS2R14	0	3	0	0
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	0	1
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TAS2R50	0	0	0	0
TASOR	923	967	452	527
TASOR2	2381	2718	1281	1534
TASP1	64	68	42	47
TATDN1	335	367	161	186
TATDN2	118	162	54	89
TATDN3	242	257	106	146
TAX1BP1	2095	2063	921	1101
TAX1BP3	252	288	111	165
TAZ	147	221	100	110
TBC1D1	462	480	226	264
TBC1D10A	58	90	34	41
TBC1D10B	645	781	259	405
TBC1D12	144	206	70	76
TBC1D13	419	563	203	289
TBC1D14	236	283	109	140
TBC1D15	1794	2035	935	1121
TBC1D16	89	120	39	58
TBC1D17	159	220	74	98
TBC1D19	159	165	70	91
TBC1D20	224	283	110	154
TBC1D22A	289	328	126	182
TBC1D22B	165	195	77	89
TBC1D23	765	812	366	416
TBC1D24	86	122	48	65
TBC1D25	117	155	51	73
TBC1D2B	188	232	89	129
TBC1D30	376	386	149	218
TBC1D31	397	340	165	244
TBC1D32	311	352	154	181
TBC1D4	923	1054	442	521
TBC1D5	395	399	173	221
TBC1D7	397	459	175	248
TBC1D8	63	74	33	26
TBC1D8B	131	132	46	76
TBC1D9	212	245	110	126
TBC1D9B	781	970	330	484
TBCA	1689	2071	870	1103
TBCB	3094	4005	1463	2083
TBCC	368	513	174	244
TBCCD1	108	114	54	52
TBCD	1131	1335	540	691
TBCE	1	4	0	1
TBCEL	69	75	31	50
TBCK	116	162	74	91
TBK1	942	1071	439	523
TBKBP1	162	199	71	86
TBL1X	167	173	63	90
TBL1XR1	931	972	406	509
TBL2	390	515	197	272
TBL3	1087	1473	494	685
TBP	436	463	217	254
TBPL1	289	279	132	128
TBRG1	65	91	43	51
TBRG4	1178	1381	525	713
TBX1	271	318	140	190
TBX18	598	713	253	352
TBX2	191	208	71	108
TBX20	86	124	46	73
TBX3	381	562	199	310
TC2N	358	349	142	210
TCAF1	341	482	182	242
TCAIM	166	167	65	87
TCEA1	121	214	77	100
TCEA2	157	160	64	109
TCEAL1	218	294	121	151
TCEAL4	688	1013	391	465
TCEAL8	379	559	203	262
TCEAL9	353	391	163	242
TCEANC	32	20	17	10
TCEANC2	200	206	98	105
TCERG1	2564	2886	1299	1628
TCF12	737	721	295	399
TCF19	186	222	67	112
TCF20	952	1022	445	571
TCF25	663	894	299	437
TCF3	463	611	228	303
TCF4	545	701	272	387
TCF7	239	273	94	153
TCF7L2	601	730	334	417
TCFL5	41	57	30	22
TCHP	185	243	95	119
TCIRG1	45	50	24	32
TCOF1	4377	5774	2171	2829
TCP1	6930	8538	3431	4535
TCP11L1	223	196	107	114
TCP11L2	339	324	133	182
TCTA	80	140	45	66
TCTN1	220	276	91	128
TCTN2	216	234	96	99
TCTN3	643	766	336	407
TDG	1000	1193	540	671
TDP1	526	559	255	340
TDP2	809	954	402	488
TDRD3	353	356	161	185
TDRD6	1	0	0	0
TDRD7	528	553	229	320
TDRKH	387	492	205	255
TEAD1	444	582	227	295
TEAD2	84	95	33	51
TEAD4	371	409	160	201
TEC	90	68	38	27
TECPR1	182	256	103	106
TECPR2	338	424	166	202
TECR	1672	2208	843	1193
TECTA	14	11	2	9
TEDC1	233	312	101	151
TEDC2	279	298	140	165
TEF	44	42	23	32
TEFM	271	353	138	177
TELO2	882	1303	463	666
TENM1	2	2	0	2
TENM3	714	924	358	516
TENT2	554	536	234	288
TENT4A	273	409	141	153
TENT4B	354	473	202	205
TENT5A	186	254	98	122
TENT5C	245	318	124	175
TEP1	140	153	45	82
TEPSIN	116	172	54	112
TERF1	257	369	162	179
TERF2	625	679	286	365
TERF2IP	945	1317	473	649
TERT	4	4	5	6
TES	1354	1827	715	1028
TESC	188	223	108	142
TESK1	30	54	16	17
TESK2	35	35	9	25
TET1	371	381	160	215
TET2	198	233	97	101
TET3	128	215	61	99
TEX10	1817	1972	801	1045
TEX14	6	11	1	6
TEX15	298	282	141	147
TEX2	276	331	122	179
TEX261	137	151	64	90
TEX264	429	606	178	311
TEX30	285	297	118	188
TEX9	144	174	70	103
TFAM	2046	2291	991	1283
TFAP2A	559	843	291	404
TFAP2C	143	149	46	66
TFAP4	286	432	158	213
TFB1M	228	226	99	120
TFB2M	369	424	183	231
TFCP2	716	900	375	465
TFDP1	796	959	377	503
TFDP2	500	471	200	280
TFE3	284	370	137	204
TFG	2023	2417	1068	1283
TFIP11	853	1154	482	619
TFPI2	437	475	211	262
TFPT	173	249	87	121
TFRC	1984	2494	1062	1352
TGDS	224	238	109	124
TGFB1	379	421	156	226
TGFBR1	349	381	175	190
TGFBR2	147	206	66	94
TGFBR3	262	338	143	194
TGFBRAP1	332	430	172	220
TGIF1	152	173	53	88
TGIF2	162	198	75	103
TGOLN2	678	850	356	447
TGS1	610	715	326	427
THADA	1195	1324	579	711
THAP1	222	271	108	140
THAP10	148	200	61	79
THAP11	395	483	200	239
THAP12	56	69	28	20
THAP2	32	31	15	10
THAP3	222	245	86	132
THAP4	686	927	330	486
THAP5	322	339	134	179
THAP6	134	133	49	78
THAP7	252	298	106	175
THAP9	126	134	52	48
THBS3	13	28	7	10
THBS4	165	191	68	100
THEM4	134	166	73	92
THEMIS2	27	31	12	13
THG1L	237	369	146	218
THNSL1	434	520	219	291
THOC1	624	855	350	428
THOC2	2728	3443	1491	1828
THOC3	212	256	105	143
THOC5	1077	1279	521	663
THOC6	350	506	200	247
THOC7	817	864	334	464
THOP1	1027	1347	506	731
THRA	93	97	29	42
THRAP3	2877	3575	1538	2029
THRB	102	143	58	78
THSD1	41	42	24	31
THSD4	37	63	27	35
THTPA	95	125	46	65
THUMPD1	318	350	157	209
THUMPD2	396	372	175	227
THUMPD3	1147	1169	495	660
THYN1	486	458	166	226
TIA1	628	770	269	349
TIAL1	1540	1836	713	908
TIAM1	387	486	204	252
TIAM2	119	124	65	85
TICRR	738	853	331	469
TIFA	173	141	86	79
TIGAR	692	817	326	476
TIGD1	104	77	30	32
TIGD2	129	164	57	74
TIGD5	210	284	119	147
TIGD6	130	152	59	74
TIGD7	7	9	4	5
TIMELESS	1766	2164	815	1124
TIMM10	441	698	279	362
TIMM13	1462	2129	812	1177
TIMM17A	947	1040	426	580
TIMM17B	903	1079	424	532
TIMM21	451	597	210	321
TIMM22	537	697	245	336
TIMM23	1129	1402	570	714
TIMM23B	38	46	11	18
TIMM29	427	582	191	277
TIMM44	1128	1475	519	745
TIMM50	3450	4493	1594	2201
TIMM8A	179	211	92	109
TIMM8B	722	882	337	483
TIMM9	157	176	79	89
TIMMDC1	908	943	432	502
TIMP1	2013	2552	994	1469
TIMP2	239	291	116	159
TIMP3	404	442	187	256
TINF2	159	158	47	74
TIPARP	578	651	354	460
TIPIN	1427	1425	688	777
TIPRL	1645	1943	883	1052
TIRAP	20	13	7	12
TJAP1	336	432	165	243
TJP1	2467	2960	1298	1594
TK1	1012	1383	500	764
TK2	36	58	23	26
TKFC	255	325	118	178
TKT	8465	10378	4086	5541
TLCD1	101	111	42	58
TLCD3A	190	300	118	168
TLCD4	68	76	45	42
TLCD5	99	90	36	63
TLE1	519	646	230	321
TLE3	1315	1776	715	948
TLE4	561	754	252	386
TLE5	1267	1571	586	878
TLK1	233	256	130	140
TLK2	176	238	87	122
TLL1	3	2	1	2
TLN1	4574	5883	2313	3050
TLN2	145	147	77	80
TLNRD1	29	38	7	16
TM2D1	355	384	168	210
TM2D2	225	371	129	181
TM2D3	480	608	225	307
TM6SF1	10	16	5	8
TM7SF2	140	173	63	82
TM7SF3	577	668	272	340
TM9SF2	3084	3862	1585	2001
TM9SF3	2696	3141	1288	1591
TM9SF4	717	894	387	499
TMA16	448	549	210	287
TMA7	154	187	76	112
TMBIM4	157	238	92	137
TMBIM6	9631	12288	4810	6266
TMC6	56	37	14	29
TMC7	59	51	38	28
TMCC1	55	63	29	25
TMCC2	5	7	10	5
TMCO1	2145	2239	981	1298
TMCO3	245	299	100	132
TMCO4	106	139	53	77
TMCO6	104	119	47	46
TMED1	164	237	90	140
TMED10	1134	1368	482	694
TMED2	2849	3743	1529	2036
TMED3	493	653	232	315
TMED4	1315	1619	602	858
TMED5	703	807	337	419
TMED7	159	230	114	118
TMED8	234	261	113	136
TMED9	1859	2598	1001	1318
TMEM101	502	624	242	308
TMEM102	59	81	30	37
TMEM104	260	369	127	180
TMEM106B	629	615	315	375
TMEM106C	592	686	276	396
TMEM108	63	75	29	39
TMEM109	826	1289	441	618
TMEM11	305	344	129	212
TMEM115	365	528	181	253
TMEM116	32	30	17	12
TMEM117	102	120	74	51
TMEM120A	182	209	82	120
TMEM120B	319	361	164	207
TMEM123	1461	1435	672	928
TMEM126A	330	327	144	196
TMEM126B	526	659	239	340
TMEM127	122	229	64	111
TMEM128	114	110	58	82
TMEM129	129	196	75	88
TMEM131	588	645	304	339
TMEM131L	655	730	328	416
TMEM132A	182	257	100	136
TMEM134	30	51	11	15
TMEM135	387	409	185	231
TMEM138	137	164	49	82
TMEM140	3	3	0	2
TMEM141	321	328	136	184
TMEM143	29	48	21	25
TMEM144	88	73	40	45
TMEM147	2913	3627	1406	1932
TMEM14A	207	290	95	127
TMEM14B	293	387	158	205
TMEM14C	824	1179	424	564
TMEM150A	13	20	7	18
TMEM160	257	325	107	173
TMEM161A	662	1011	317	441
TMEM161B	364	424	151	255
TMEM164	271	337	119	151
TMEM165	742	898	336	440
TMEM167A	126	166	74	78
TMEM167B	126	144	44	80
TMEM168	265	318	130	205
TMEM170A	61	71	23	34
TMEM170B	42	45	21	37
TMEM175	114	140	48	67
TMEM177	298	302	99	174
TMEM179B	491	605	224	340
TMEM18	217	299	135	130
TMEM181	401	529	183	262
TMEM182	30	25	12	18
TMEM183A	22	14	7	8
TMEM184B	268	327	145	181
TMEM184C	253	297	118	131
TMEM185A	123	159	79	77
TMEM185B	471	738	279	382
TMEM186	88	109	35	54
TMEM19	385	501	218	264
TMEM192	276	294	125	144
TMEM198	34	66	18	20
TMEM199	263	383	112	182
TMEM201	764	1062	352	579
TMEM203	150	201	43	82
TMEM205	982	1139	452	605
TMEM208	273	477	144	241
TMEM209	1830	1829	818	1136
TMEM214	726	914	359	449
TMEM216	85	95	32	53
TMEM218	31	48	6	26
TMEM219	137	209	56	95
TMEM222	453	553	218	333
TMEM223	164	180	67	100
TMEM230	304	384	117	189
TMEM231	53	49	19	27
TMEM234	50	83	25	51
TMEM237	429	486	223	269
TMEM241	59	83	23	38
TMEM242	346	373	160	204
TMEM243	104	84	42	65
TMEM245	481	657	239	329
TMEM246	185	197	85	111
TMEM248	456	495	211	276
TMEM25	105	120	40	57
TMEM250	56	77	15	39
TMEM251	99	151	51	73
TMEM254	156	205	72	91
TMEM256	303	352	126	141
TMEM258	801	855	367	486
TMEM259	770	933	388	485
TMEM260	106	126	47	79
TMEM263	295	423	127	213
TMEM266	21	12	11	4
TMEM267	53	76	30	47
TMEM268	49	72	20	29
TMEM30A	1583	1689	733	964
TMEM33	1921	2093	973	1153
TMEM38B	748	939	397	489
TMEM39A	245	311	131	140
TMEM39B	216	300	110	160
TMEM41A	140	202	57	105
TMEM41B	490	630	273	259
TMEM42	27	25	10	10
TMEM43	685	880	391	473
TMEM44	43	53	20	20
TMEM45A	100	125	49	59
TMEM47	0	0	0	0
TMEM50A	1677	1998	859	1041
TMEM50B	168	239	98	100
TMEM51	60	102	29	41
TMEM54	105	124	42	76
TMEM59	2241	2710	1089	1414
TMEM60	89	99	39	35
TMEM62	137	139	54	58
TMEM63A	176	190	91	90
TMEM63B	313	349	130	188
TMEM64	132	178	54	71
TMEM65	401	436	165	218
TMEM67	232	235	94	106
TMEM68	149	149	70	86
TMEM69	660	694	286	384
TMEM70	1126	1352	536	779
TMEM80	57	57	28	29
TMEM81	0	0	0	0
TMEM87A	443	536	249	308
TMEM87B	165	202	75	108
TMEM8A	163	218	73	91
TMEM8B	83	77	31	35
TMEM9	647	858	324	457
TMEM94	281	296	103	168
TMEM97	504	595	264	349
TMEM98	170	207	52	102
TMEM9B	181	179	76	121
TMF1	894	1032	399	506
TMLHE	473	542	212	312
TMOD2	125	147	55	67
TMOD3	1424	1496	677	779
TMPO	6358	7291	3177	4034
TMPPE	76	110	33	54
TMPRSS9	0	0	0	0
TMSB10	1823	2173	869	1176
TMTC1	175	180	70	91
TMTC2	125	155	67	77
TMTC3	1476	1705	675	796
TMTC4	111	132	48	62
TMUB1	367	334	131	176
TMUB2	207	248	88	115
TMX1	1167	1365	526	767
TMX2	266	410	124	204
TMX2-CTNND1	14	22	10	26
TMX3	496	665	279	344
TMX4	266	414	127	207
TNFAIP1	172	211	74	100
TNFAIP3	58	65	26	44
TNFAIP8	172	194	71	93
TNFRSF10B	728	1031	389	561
TNFRSF10D	230	284	130	172
TNFRSF11A	142	195	64	94
TNFRSF19	113	148	35	56
TNFRSF1A	393	463	148	227
TNFRSF21	158	238	81	132
TNIK	573	736	273	426
TNIP1	411	602	213	259
TNIP2	140	177	60	81
TNK2	86	86	33	60
TNKS	758	917	404	491
TNKS1BP1	308	420	150	197
TNKS2	1738	1819	732	958
TNNI3	23	25	7	13
TNNT1	67	77	31	49
TNPO1	2963	3228	1443	1848
TNPO2	1621	2228	785	1115
TNPO3	1835	2091	911	1086
TNRC18	502	714	294	380
TNRC6A	615	681	296	394
TNRC6B	735	924	349	498
TNRC6C	255	324	127	163
TNS2	109	80	53	58
TNS3	79	109	46	65
TOB1	779	1042	439	507
TOB2	270	474	141	186
TOE1	531	662	274	371
TOGARAM1	157	179	87	87
TOLLIP	287	388	141	164
TOM1	342	411	156	217
TOM1L1	790	915	362	491
TOM1L2	276	305	108	185
TOMM20	617	774	293	437
TOMM22	959	1365	508	678
TOMM34	1364	1573	643	790
TOMM40	840	1136	450	635
TOMM40L	162	227	69	114
TOMM5	669	833	329	352
TOMM6	1637	1714	735	1027
TOMM7	936	1260	513	663
TOMM70	2139	2276	1028	1332
TONSL	423	613	248	321
TOP1	4898	6137	2635	3266
TOP1MT	321	401	162	186
TOP2A	8055	10858	4632	5618
TOP2B	3519	3880	1615	1943
TOP3A	415	545	211	300
TOP3B	277	394	142	214
TOPBP1	1738	1861	761	1002
TOPORS	532	617	312	385
TOR1A	700	891	356	454
TOR1AIP1	793	799	319	443
TOR1AIP2	757	847	344	485
TOR1B	231	315	117	155
TOR2A	104	120	28	76
TOR3A	300	374	154	208
TOX4	699	827	345	481
TP53	1445	1812	705	901
TP53BP1	1924	2319	948	1202
TP53BP2	1142	1317	532	709
TP53I11	127	140	55	69
TP53I13	164	247	100	111
TP53I3	193	177	78	102
TP53INP1	147	193	65	84
TP53RK	334	426	163	225
TP73	304	328	132	161
TPBG	413	560	180	278
TPCN1	186	205	95	142
TPCN2	44	68	27	35
TPD52	175	186	67	106
TPD52L1	436	424	177	228
TPD52L2	1097	1381	550	742
TPGS1	138	250	103	118
TPGS2	683	805	337	428
TPI1	4374	5939	2002	2819
TPM1	616	797	355	429
TPM2	12	11	6	4
TPM3	1195	1546	578	807
TPM4	821	1079	424	552
TPMT	299	300	133	161
TPP1	353	489	163	248
TPP2	2034	2367	1016	1239
TPR	4982	5573	2554	3000
TPRA1	231	345	123	173
TPRG1L	251	390	127	187
TPRKB	883	905	473	532
TPRN	198	344	104	172
TPST1	82	95	25	65
TPST2	133	174	38	46
TPT1	2709	3506	1623	2297
TPX2	3187	3365	1470	1835
TRA2A	1875	2478	1029	1308
TRA2B	4280	4733	1982	2700
TRABD	660	847	268	395
TRADD	58	93	29	55
TRAF2	438	617	191	324
TRAF3	201	205	73	122
TRAF3IP1	327	465	170	207
TRAF3IP2	168	207	75	119
TRAF4	286	368	136	194
TRAF5	204	246	114	125
TRAF6	179	218	99	175
TRAF7	284	374	138	213
TRAFD1	1097	1433	579	762
TRAIP	208	294	115	155
TRAK1	126	165	54	94
TRAK2	114	97	38	52
TRAM1	1422	1636	661	905
TRAM1L1	14	18	6	11
TRAM2	187	224	101	137
TRAP1	4530	5225	1917	2793
TRAPPC1	950	1200	469	662
TRAPPC10	384	482	205	234
TRAPPC11	655	721	316	398
TRAPPC12	383	502	178	263
TRAPPC13	463	499	211	262
TRAPPC2	69	45	29	28
TRAPPC2L	566	655	261	387
TRAPPC3	999	1351	469	663
TRAPPC4	596	762	245	393
TRAPPC5	867	904	360	537
TRAPPC6A	58	90	32	36
TRAPPC6B	154	177	98	106
TRAPPC8	843	812	381	462
TRAPPC9	349	420	158	230
TRDMT1	210	187	97	111
TREX1	1	2	0	1
TREX2	1	1	0	0
TRIAP1	425	537	212	325
TRIB1	521	641	264	383
TRIB3	225	244	80	122
TRIM11	366	495	193	223
TRIM13	463	599	236	302
TRIM14	196	252	79	133
TRIM16	5	8	2	5
TRIM16L	1	6	0	5
TRIM2	397	427	152	194
TRIM21	113	168	64	96
TRIM23	475	561	231	275
TRIM24	1349	1550	678	839
TRIM25	1370	1798	706	883
TRIM26	475	600	254	345
TRIM27	1052	1414	527	674
TRIM28	10391	14602	5271	7553
TRIM3	67	87	47	60
TRIM32	280	372	129	177
TRIM33	1275	1424	601	782
TRIM35	229	349	126	177
TRIM36	177	163	68	93
TRIM37	565	565	247	293
TRIM38	169	172	54	86
TRIM39	23	16	8	13
TRIM4	397	519	185	254
TRIM41	149	238	85	102
TRIM44	466	695	241	357
TRIM45	73	85	31	32
