	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
AK3	456	430	183	237
AK6	495	561	252	341
AK9	74	84	51	40
AKAP1	557	765	289	382
AKAP10	267	263	103	134
AKAP11	1429	1809	833	912
AKAP12	2308	2402	1000	1274
AKAP13	697	869	399	432
AKAP17A	246	374	135	157
AKAP5	58	67	28	40
AKAP6	24	39	15	20
AKAP7	103	106	49	60
AKAP8	611	799	310	453
AKAP8L	941	1274	464	546
AKAP9	1300	1407	624	732
AKIP1	234	251	97	139
AKIRIN1	948	1159	480	654
AKIRIN2	826	1027	404	489
AKNA	52	44	26	22
AKR1A1	741	1201	370	549
AKR1B1	2336	2729	1020	1419
AKR7A2	848	1188	386	611
AKT1	599	785	259	426
AKT1S1	281	390	156	249
AKT2	1105	1448	541	799
AKT3	226	238	137	126
AKTIP	66	74	36	45
AL022312.1	192	214	77	98
AL031777.3	3344	3694	1552	2121
AL034430.1	75	64	33	33
AL034430.2	260	323	111	184
AL049650.1	1155	1271	501	698
AL109811.3	0	0	0	0
AL109827.1	170	212	78	104
AL121753.1	235	233	103	184
AL135905.2	594	814	327	494
AL713999.1	149	189	79	115
ALAD	126	154	62	72
ALAS1	774	884	293	421
ALCAM	726	815	340	453
ALDH16A1	341	539	169	262
ALDH18A1	1893	2614	1037	1424
ALDH1A2	1841	2270	984	1236
ALDH1B1	929	1104	408	562
ALDH1L2	367	341	133	141
ALDH2	916	995	359	533
ALDH3A2	1129	1323	476	684
ALDH4A1	322	410	160	220
ALDH5A1	688	876	342	465
ALDH6A1	561	632	223	337
ALDH7A1	1188	1426	535	721
ALDH9A1	2449	2909	1127	1612
ALDOA	1995	2356	873	1261
ALDOC	52	65	19	16
ALG1	259	368	129	192
ALG10	216	264	121	132
ALG10B	111	165	74	102
ALG11	446	478	203	288
ALG12	250	373	142	195
ALG13	976	1039	453	566
ALG14	149	163	66	95
ALG1L	14	19	9	8
ALG2	281	363	131	200
ALG3	801	1008	353	508
ALG5	755	947	424	538
ALG6	624	736	295	348
ALG8	1410	1692	674	873
ALKBH1	295	314	152	171
ALKBH2	252	267	97	131
ALKBH3	248	228	109	127
ALKBH4	207	367	116	160
ALKBH5	510	735	265	347
ALKBH6	491	570	254	337
ALKBH7	247	322	102	183
ALKBH8	160	175	76	101
ALMS1	862	848	422	484
ALOX12	6	10	2	5
ALPK1	71	72	30	41
ALS2	369	403	189	233
ALX1	216	221	108	139
ALX3	2	0	0	0
ALX4	67	80	34	46
ALYREF	4877	5812	2357	3074
AMACR	195	220	95	116
AMBRA1	544	704	279	380
AMD1	604	710	290	402
AMDHD2	123	143	62	66
AMER1	90	152	44	52
AMFR	1029	1166	448	600
AMH	39	58	16	25
AMIGO1	27	26	8	11
AMIGO3	2	1	1	0
AMMECR1	204	322	126	151
AMMECR1L	152	193	81	105
AMN1	145	96	51	70
AMOT	177	166	84	91
AMOTL1	888	1165	464	601
AMOTL2	216	373	162	203
AMPD2	560	679	242	326
AMPH	132	162	74	86
AMZ2	476	503	222	295
ANAPC1	342	343	145	166
ANAPC10	126	92	50	64
ANAPC11	731	926	294	398
ANAPC13	239	309	104	181
ANAPC15	148	192	62	70
ANAPC16	461	638	261	335
ANAPC2	530	844	274	365
ANAPC4	748	779	328	381
ANAPC5	3125	3132	1330	1676
ANAPC7	2397	3210	1334	1673
ANGEL1	283	372	142	182
ANGEL2	368	431	194	214
ANGPT2	3	1	2	1
ANK1	84	141	53	62
ANK2	565	574	270	306
ANK3	384	395	180	234
ANKAR	6	0	0	1
ANKEF1	128	117	62	72
ANKFY1	1482	1718	722	840
ANKH	201	225	94	120
ANKHD1	52	66	31	44
ANKIB1	237	233	128	135
ANKLE2	1319	1494	533	711
ANKMY1	22	22	6	11
ANKMY2	441	391	203	269
ANKRA2	88	82	32	44
ANKRD10	197	208	70	102
ANKRD11	580	718	297	371
ANKRD12	185	200	78	112
ANKRD13A	500	546	195	335
ANKRD13B	236	284	110	143
ANKRD13C	288	340	109	176
ANKRD13D	52	58	18	29
ANKRD16	86	119	34	60
ANKRD17	2880	3288	1489	1764
ANKRD18A	35	47	14	15
ANKRD18B	23	28	17	13
ANKRD23	3	7	1	2
ANKRD26	609	648	284	329
ANKRD27	640	716	256	334
ANKRD28	940	1015	450	605
ANKRD31	23	19	9	19
ANKRD36	17	9	3	6
ANKRD36B	16	14	3	6
ANKRD36C	13	16	9	3
ANKRD39	147	205	81	100
ANKRD40	339	429	192	234
ANKRD42	90	104	42	47
ANKRD44	88	95	48	47
ANKRD46	374	494	164	235
ANKRD49	50	78	33	37
ANKRD50	426	486	183	233
ANKRD52	1533	1908	731	996
ANKRD54	260	359	105	184
ANKRD6	88	71	36	48
ANKRD61	1	0	1	0
ANKS1A	557	726	320	404
ANKS3	94	150	47	62
ANKS6	166	212	66	105
ANKZF1	324	402	151	228
ANLN	2529	2962	1309	1790
ANO10	321	364	147	209
ANO4	24	24	8	17
ANO5	429	464	234	212
ANO6	662	722	309	389
ANO8	79	91	36	41
ANP32A	1560	2025	741	990
ANP32B	1469	1974	727	1018
ANP32E	2442	3062	1303	1498
ANTKMT	90	131	46	63
ANTXR1	350	471	173	257
ANTXR2	200	234	91	109
ANXA1	926	1196	470	632
ANXA11	2075	2276	901	1228
ANXA2	1252	1463	621	764
ANXA4	310	396	161	203
ANXA5	3555	4220	1741	2213
ANXA6	2903	3117	1278	1745
ANXA7	2716	3017	1333	1604
AOC2	3	4	2	0
AOPEP	79	109	21	43
AP002495.1	25	32	13	17
AP002748.5	10	15	7	9
AP1AR	158	149	71	89
AP1B1	3664	4326	1682	2273
AP1G1	1750	2053	892	1064
AP1G2	201	185	86	108
AP1M1	1699	2117	776	1086
AP1S1	987	1172	428	589
AP1S2	229	233	88	125
AP1S3	206	234	90	141
AP2A1	980	1264	491	639
AP2A2	1255	1448	541	760
AP2B1	2495	2846	1224	1648
AP2M1	3310	3834	1548	2016
AP2S1	1810	2209	806	1040
AP3B1	1748	2001	866	1050
AP3B2	34	47	22	25
AP3D1	2649	3369	1284	1773
AP3M1	1981	2195	950	1276
AP3M2	382	450	193	214
AP3S1	647	662	306	339
AP3S2	103	94	52	49
AP4B1	369	435	163	221
AP4E1	320	392	162	191
AP4M1	148	229	97	116
AP4S1	37	44	25	28
AP5B1	213	286	104	169
AP5M1	271	281	124	164
AP5S1	168	236	96	143
AP5Z1	119	202	72	118
APAF1	810	861	316	433
APBA2	254	350	130	156
APBA3	89	116	37	57
APBB1	620	725	293	401
APBB2	205	223	72	133
APBB3	52	62	16	25
APC	844	971	452	586
APC2	31	39	11	9
APEH	1347	1480	565	719
APEX1	2388	3358	1225	1694
APEX2	355	465	153	242
APH1A	819	1013	404	510
API5	1287	1478	613	830
APIP	287	301	119	143
APLF	21	22	13	15
APLP1	489	615	254	329
APLP2	6131	7015	2710	3694
APMAP	702	1096	379	505
APOBEC3C	478	552	189	291
APOC1	114	126	56	70
APOL2	425	563	206	253
APOM	25	30	20	25
APOO	393	462	199	265
APOOL	332	321	156	205
APP	7518	9018	3214	4742
APPBP2	932	1084	405	529
APPL1	1337	1400	629	800
APPL2	459	524	220	274
APRT	2423	3078	1074	1575
APTX	463	570	261	265
AQR	1506	1719	750	933
ARAF	455	567	193	314
ARAP1	513	562	211	300
ARAP2	158	185	80	103
ARCN1	3721	4188	1783	2254
AREL1	187	213	91	122
ARF1	5198	6499	2409	3398
ARF3	223	339	102	175
ARF4	1139	1431	611	727
ARF5	2442	2643	1115	1485
ARF6	643	877	309	457
ARFGAP1	670	973	367	453
ARFGAP2	625	888	303	484
ARFGAP3	776	897	327	450
ARFGEF1	836	845	362	445
ARFGEF2	799	951	357	460
ARFGEF3	557	628	268	328
ARFIP1	614	595	257	320
ARFIP2	649	771	295	443
ARFRP1	239	302	107	130
ARG2	732	721	296	376
ARGLU1	570	673	247	363
ARHGAP1	527	669	267	356
ARHGAP10	285	333	133	195
ARHGAP11A	889	918	417	488
ARHGAP12	424	404	195	234
ARHGAP17	1024	1415	563	741
ARHGAP18	235	238	92	116
ARHGAP20	91	114	33	57
ARHGAP21	265	232	114	156
ARHGAP22	111	147	41	78
ARHGAP24	33	40	15	16
ARHGAP26	209	219	94	115
ARHGAP27	79	118	42	69
ARHGAP28	121	152	56	63
ARHGAP29	333	316	118	144
ARHGAP31	67	65	31	52
ARHGAP32	163	158	79	98
ARHGAP35	614	652	277	375
ARHGAP39	173	203	77	86
ARHGAP42	76	76	43	46
ARHGAP44	92	80	45	50
ARHGAP45	41	45	17	27
ARHGAP5	527	565	286	281
ARHGDIA	3195	3782	1492	1891
ARHGDIG	52	65	24	46
ARHGEF1	664	813	316	445
ARHGEF10	251	330	153	140
ARHGEF10L	56	85	30	47
ARHGEF11	324	375	142	207
ARHGEF12	832	910	396	524
ARHGEF16	118	162	73	86
ARHGEF17	165	197	61	75
ARHGEF2	963	1205	463	536
ARHGEF25	23	42	18	19
ARHGEF26	369	479	177	271
ARHGEF28	137	124	64	96
ARHGEF3	210	224	92	120
ARHGEF39	261	366	121	196
ARHGEF4	65	52	40	53
ARHGEF40	145	181	63	93
ARHGEF6	258	247	105	103
ARHGEF7	575	704	307	407
ARHGEF9	31	22	14	17
ARID1A	1819	2520	939	1300
ARID1B	702	795	367	439
ARID2	1253	1486	611	821
ARID3A	153	195	81	90
ARID3B	103	120	41	60
ARID4A	230	263	106	132
ARID4B	797	941	378	471
ARID5A	87	105	29	73
ARID5B	645	793	310	379
ARIH1	914	1192	480	602
ARIH2	644	644	306	371
ARL1	1280	1336	597	737
ARL10	37	50	16	21
ARL13B	268	282	133	131
ARL14EP	336	375	174	220
ARL15	220	181	92	102
ARL16	255	360	117	203
ARL2	391	417	148	208
ARL2BP	508	563	241	322
ARL3	931	1058	435	547
ARL4A	32	28	24	24
ARL4C	110	155	63	81
ARL4D	102	110	36	48
ARL5A	23	40	13	16
ARL5B	578	703	328	371
ARL6	160	210	77	95
ARL6IP1	379	542	200	301
ARL6IP4	1027	1448	506	765
ARL6IP5	844	790	324	431
ARL6IP6	289	303	129	138
ARL8A	374	452	202	266
ARL8B	483	655	261	305
ARMC1	568	618	279	352
ARMC10	79	102	42	52
ARMC2	60	66	22	36
ARMC4	243	238	111	152
ARMC5	161	255	85	169
ARMC6	972	1247	508	740
ARMC7	181	252	104	130
ARMC8	419	461	207	258
ARMC9	480	593	228	259
ARMCX3	312	397	140	190
ARMCX4	21	40	16	33
ARMCX5	212	196	77	131
ARMCX6	17	44	17	14
ARMH3	730	762	322	470
ARMH4	146	152	51	72
ARMT1	1774	1879	826	1037
ARNT	577	707	289	351
ARNT2	83	117	35	71
ARNTL	65	71	32	31
ARNTL2	97	104	40	46
ARPC1A	172	209	96	153
ARPC1B	104	126	42	56
ARPC2	4339	4983	1991	2679
ARPC3	2363	2638	1201	1535
ARPC4-TTLL3	105	131	58	69
ARPC5	767	1017	391	479
ARPC5L	536	676	254	361
ARPP19	644	720	312	372
ARRB1	143	139	61	73
ARRB2	830	991	356	554
ARRDC1	380	452	198	227
ARRDC2	84	80	36	49
ARRDC3	78	88	42	77
ARRDC4	308	331	137	166
ARSA	169	197	71	116
ARSB	125	169	59	94
ARSG	44	40	16	23
ARSK	223	236	86	112
ARV1	625	738	338	386
ARVCF	78	105	49	52
AS3MT	234	240	103	107
ASAH1	946	1046	423	610
ASAP1	526	593	277	327
ASAP2	311	401	160	195
ASAP3	143	156	66	77
ASB1	151	210	68	81
ASB13	141	182	74	90
ASB14	0	0	0	0
ASB16	23	19	6	8
ASB3	633	735	314	394
ASB6	898	1113	406	538
ASB7	93	127	27	59
ASB8	425	491	197	234
ASCC1	877	1035	433	532
ASCC2	1029	1312	495	669
ASCC3	2425	2806	1223	1543
ASDURF	98	68	30	51
ASF1A	804	1004	444	542
ASF1B	1067	1416	467	719
ASH1L	1065	1244	562	688
ASH2L	892	1017	476	573
ASIC1	176	179	83	105
ASL	104	123	54	75
ASMTL	249	242	89	126
ASNS	2675	2483	1056	1307
ASNSD1	374	410	203	197
ASPH	862	1000	440	529
ASPHD2	51	59	19	27
ASPM	2591	2692	1314	1574
ASPN	1	0	0	0
ASPSCR1	235	351	128	160
ASRGL1	361	481	158	219
ASS1	467	482	194	279
ASTE1	205	264	112	152
ASTN2	22	21	4	12
ASXL1	674	891	361	448
ASXL2	325	376	156	208
ASXL3	79	64	37	51
ATAD1	1027	1261	517	696
ATAD2	2852	2951	1394	1535
ATAD2B	279	317	144	167
ATAD3A	790	1064	421	627
ATAD3B	526	703	241	351
ATAD5	723	702	344	393
ATAT1	210	261	82	133
ATE1	522	602	255	342
ATF1	425	579	243	304
ATF2	296	322	112	134
ATF3	146	175	65	92
ATF4	312	313	106	115
ATF5	24	33	12	11
ATF6	1369	1502	645	850
ATF6B	967	1226	390	662
ATF7IP	2456	2878	1344	1523
ATF7IP2	24	26	7	12
ATG10	42	48	19	19
ATG101	307	375	141	207
ATG12	182	243	123	130
ATG13	401	459	180	251
ATG14	84	99	46	56
ATG16L1	475	587	237	290
ATG16L2	20	19	7	14
ATG2A	380	533	188	295
ATG2B	1149	1221	540	621
ATG3	694	753	340	444
ATG4A	188	201	88	80
ATG4B	1010	1296	498	699
ATG4C	373	359	152	191
ATG4D	207	264	89	116
ATG5	548	537	274	318
ATG7	597	642	264	327
ATG9A	1076	1158	507	673
ATIC	6842	7908	3272	4187
ATL1	161	180	97	92
ATL2	1059	1286	572	670
ATL3	113	131	62	53
ATM	1032	1003	444	592
ATMIN	81	87	43	39
ATN1	832	1038	378	546
ATOX1	888	991	464	558
ATP10D	80	87	37	50
ATP11A	270	325	107	179
ATP11B	588	640	281	328
ATP11C	1167	1284	569	703
ATP13A1	809	1351	485	709
ATP13A2	617	683	283	353
ATP13A3	1205	1413	601	736
ATP1A1	13384	17177	6781	8686
ATP1B1	911	965	452	576
ATP1B3	1847	2160	871	1112
ATP23	170	157	82	92
ATP2A1	27	30	6	10
ATP2A2	7619	9723	3800	5146
ATP2B1	1801	2314	910	1187
ATP2B4	156	197	62	83
ATP2C1	1081	1364	542	626
ATP5F1A	9416	12047	4887	6331
ATP5F1B	24655	29659	11299	14708
ATP5F1C	6027	6661	2975	3613
ATP5F1D	918	1341	517	705
ATP5F1E	2082	2352	895	1322
ATP5IF1	2167	2768	1039	1396
ATP5MC1	1368	1662	677	859
ATP5MC2	3756	5071	1846	2453
ATP5MC3	5265	5909	2421	2899
ATP5MD	1605	1847	837	1132
ATP5ME	2040	2271	864	1091
ATP5MF	2375	2499	1129	1681
ATP5MG	382	519	198	323
ATP5MPL	2502	3173	1223	1717
ATP5PB	2987	3314	1434	1802
ATP5PD	1127	1564	560	817
ATP5PF	2379	2740	1170	1435
ATP5PO	1806	2083	848	1087
ATP6AP1	2907	3457	1244	1741
ATP6AP2	2305	2454	1022	1269
ATP6V0A1	1061	1343	548	694
ATP6V0A2	811	936	388	513
ATP6V0B	1954	2763	995	1319
ATP6V0C	1348	1819	673	863
ATP6V0D1	1461	1869	673	985
ATP6V0E1	382	535	192	305
ATP6V0E2	482	628	220	331
ATP6V1A	2486	3255	1358	1667
ATP6V1B1	59	52	30	37
ATP6V1B2	1593	1899	746	970
ATP6V1C1	901	1006	446	561
ATP6V1D	1021	1172	453	591
ATP6V1E1	1496	1727	769	961
ATP6V1F	1553	1737	704	955
ATP6V1G1	1381	1542	630	834
ATP6V1H	1256	1408	606	777
ATP7A	483	490	239	269
ATP7B	433	638	214	330
ATP8A1	254	251	103	135
ATP8B1	25	33	6	18
ATP8B2	153	163	71	79
ATP9A	472	526	230	286
ATP9B	219	226	85	106
ATPAF1	1622	1868	750	945
ATPAF2	127	176	67	97
ATPSCKMT	215	269	121	161
ATR	1119	1229	515	595
ATRAID	538	694	269	395
ATRIP	275	346	132	186
ATRN	747	896	341	447
ATRNL1	107	119	72	61
ATRX	1174	1425	679	774
ATXN1	97	113	47	80
ATXN10	3723	4510	1952	2443
ATXN1L	69	100	41	38
ATXN2	2234	2575	1087	1345
ATXN2L	2194	2918	1156	1580
ATXN3	489	503	230	287
ATXN7	10	3	2	1
ATXN7L1	90	103	47	57
ATXN7L2	69	112	40	54
ATXN7L3	104	108	41	67
ATXN7L3B	490	694	233	330
AUH	186	218	100	109
AUNIP	474	490	176	215
AUP1	669	777	324	422
AURKA	1684	1981	844	1030
AURKAIP1	2560	3538	1161	1662
AURKB	1497	1946	756	998
AUTS2	363	420	164	229
AVEN	134	160	66	91
AVIL	2	1	2	1
AVL9	294	360	150	187
AVPI1	152	157	65	102
AXIN1	304	442	165	220
AXIN2	104	147	42	66
AZI2	131	126	61	82
AZIN1	758	816	303	436
AZIN2	13	16	9	10
B2M	4655	5303	2015	2626
B3GALNT2	180	202	90	89
B3GALT1	8	9	1	7
B3GALT2	1	1	0	0
B3GALT6	267	377	139	183
B3GAT2	66	74	21	43
B3GAT3	180	269	88	137
B3GLCT	294	263	120	152
B3GNT10	94	109	47	44
B3GNT2	123	130	50	64
B3GNT5	159	145	88	95
B4GALNT1	20	27	5	14
B4GALNT3	216	263	97	103
B4GALNT4	34	51	14	21
B4GALT1	335	418	180	187
B4GALT2	110	128	46	62
B4GALT3	175	202	83	107
B4GALT4	171	167	69	112
B4GALT5	464	602	247	315
B4GALT6	70	104	22	47
B4GALT7	123	159	50	91
B4GAT1	1018	1462	484	739
B9D1	243	278	94	154
BABAM1	708	890	333	426
BABAM2	438	501	212	264
BACE1	112	152	57	67
BACE2	318	352	150	196
BACH1	491	552	232	301
BACH2	106	122	58	73
BAD	275	394	129	191
BAG1	214	305	105	145
BAG2	945	1407	526	658
BAG3	1144	1532	585	797
BAG4	470	518	195	245
BAG5	699	812	326	431
BAG6	5727	7869	3008	4009
BAHCC1	190	210	94	137
BAHD1	680	926	328	470
BAIAP2	226	311	107	148
BAIAP2L1	838	916	412	528
BAIAP3	10	19	3	21
BAK1	132	160	57	71
BAMBI	321	362	179	256
BANF1	631	894	239	360
BANP	176	243	81	119
BAP1	381	476	184	254
BARD1	666	775	302	417
BAX	731	994	371	487
BAZ1A	2248	2455	1039	1336
BAZ1B	2695	3402	1422	1719
BAZ2A	1888	2156	856	1168
BAZ2B	242	241	110	139
BBIP1	126	161	66	102
BBOF1	6	13	7	5
BBS10	539	543	239	303
BBS12	67	88	38	34
BBS2	590	720	268	311
BBS4	342	381	156	193
BBS7	766	863	361	438
BBS9	121	117	51	50
BBX	903	1067	463	576
BCAP29	616	790	310	381
BCAP31	4122	5112	1855	2617
BCAR1	386	556	185	284
BCAR3	68	82	32	52
BCAS2	1228	1484	608	808
BCAS3	562	639	272	353
BCAS4	182	204	89	99
BCAT1	1808	1851	767	950
BCAT2	758	962	351	543
BCCIP	2893	3477	1433	1696
BCDIN3D	180	213	75	78
BCHE	240	225	105	122
BCKDHA	58	83	28	33
BCKDHB	466	519	209	245
BCKDK	902	987	366	497
BCL10	468	614	257	281
BCL11A	276	396	122	173
BCL2L1	60	95	25	37
BCL2L11	72	96	58	46
BCL2L12	342	459	167	236
BCL2L13	466	581	249	270
BCL2L2	11	10	5	4
BCL6B	10	4	6	11
BCL7A	379	546	167	274
BCL7B	202	233	88	135
BCL7C	264	343	104	164
BCL9	236	247	94	169
BCLAF1	1243	1513	681	891
BCLAF3	63	88	29	29
BCOR	3406	3915	1753	2318
BCORL1	702	951	338	472
BCR	460	620	203	345
BCS1L	848	1045	427	588
BDH1	0	2	0	0
BDH2	186	171	75	95
BDP1	596	718	295	363
BECN1	372	425	154	216
BEND3	184	254	87	108
BEND4	166	188	67	108
BEND7	102	116	45	55
BET1	380	411	176	245
BET1L	126	122	45	58
BEX1	686	1023	401	483
BEX2	461	695	275	370
BEX3	1412	2432	784	1102
BEX4	492	678	238	322
BFAR	466	585	240	307
BFSP1	65	67	24	39
BHLHE40	324	374	145	187
BICC1	293	285	168	185
BICD1	204	231	77	108
BICD2	560	737	247	340
BICRA	110	167	53	85
BICRAL	70	65	29	27
BID	867	1076	426	613
BIN1	36	51	18	11
BIN3	163	223	79	107
BIRC2	292	337	143	163
BIRC5	1302	1607	635	831
BIRC6	3224	3653	1571	1953
BIVM	12	11	5	4
BLCAP	229	271	103	141
BLM	696	828	349	454
BLMH	1602	2149	800	1023
BLOC1S1	179	177	68	96
BLOC1S2	382	417	172	216
BLOC1S4	272	318	95	146
BLOC1S5	110	136	51	57
BLOC1S6	212	227	100	127
BLVRA	1416	1573	615	797
BLVRB	937	1082	406	595
BLZF1	539	653	324	375
BMP1	146	150	50	84
BMP2K	291	329	135	202
BMP4	69	66	30	29
BMP6	81	98	39	51
BMP7	387	488	196	239
BMPR1A	104	114	44	69
BMPR1B	110	98	42	66
BMPR2	532	560	219	320
BMS1	1740	2213	940	1139
BMT2	243	232	116	119
BNC1	3	2	3	3
BNC2	76	108	49	62
BNIP1	336	360	169	196
BNIP2	844	1057	425	549
BNIP3	178	233	113	127
BNIP3L	685	814	331	397
BOC	35	50	20	28
BOD1	247	317	127	182
BOD1L1	1264	1496	689	816
BOLA1	64	70	25	35
BOLA3	297	529	192	271
BOP1	1716	2462	895	1166
BORA	334	342	127	164
BORCS5	164	171	70	99
BORCS6	86	91	44	56
BPGM	165	199	70	129
BPHL	287	361	140	162
BPNT1	889	980	408	484
BPTF	2021	2235	1000	1174
BRAF	331	431	161	201
BRAP	638	828	350	439
BRAT1	721	964	374	469
BRCA1	1160	1245	550	705
BRCA2	1224	1232	550	650
BRCC3	484	554	219	328
BRD1	576	843	283	400
BRD2	5992	7182	2789	3567
BRD3	788	1042	350	535
BRD3OS	18	16	4	12
BRD4	1616	1967	794	1039
BRD7	156	164	64	86
BRD8	1161	1570	611	824
BRD9	341	370	180	219
BRF1	378	520	206	282
BRF2	326	457	146	222
BRI3	217	298	103	155
BRI3BP	562	813	287	401
BRICD5	2	1	0	1
BRIP1	1112	1247	523	657
BRIX1	2722	3166	1300	1590
BRK1	919	992	427	560
BRMS1	261	420	185	215
BRMS1L	365	478	204	272
BROX	760	776	302	374
BRPF1	388	523	187	244
BRPF3	285	407	161	200
BRSK1	27	39	9	14
BRSK2	158	230	79	108
BRWD1	595	683	272	336
BRWD3	545	582	236	291
BSCL2	269	310	134	176
BSDC1	475	508	229	276
BSG	6690	9414	3426	4980
BSN	62	86	28	35
BTAF1	1508	1747	750	949
BTBD1	898	917	462	501
BTBD10	186	178	83	112
BTBD11	79	122	31	56
BTBD18	0	1	0	0
BTBD2	512	577	265	355
BTBD3	571	789	308	385
BTBD6	162	160	64	99
BTBD7	256	311	122	144
BTBD8	217	218	106	121
BTBD9	313	352	126	197
BTD	163	182	81	106
BTF3	3488	4437	2018	2747
BTF3L4	56	43	25	24
BTG1	557	650	260	354
BTG3	876	1018	391	502
BTN2A1	185	234	97	112
BTN2A2	119	119	58	53
BTN3A1	19	28	9	6
BTN3A2	36	43	6	17
BTNL9	21	25	13	14
BTRC	509	541	262	334
BUB1	2729	3063	1363	1690
BUB1B	2504	2768	1257	1448
BUB3	4245	5177	2124	2714
BUD13	248	299	125	143
BUD23	1640	1964	727	981
BUD31	817	1023	395	552
BVES	191	231	99	128
BX255925.3	3	1	0	1
BYSL	1569	1829	729	988
BZW1	1662	1833	819	1022
BZW2	1330	1557	589	828
C10orf88	276	325	125	187
C11orf1	108	118	67	77
C11orf24	120	176	66	100
C11orf49	431	448	182	277
C11orf54	84	112	40	43
C11orf58	1582	1531	728	900
C11orf68	119	158	46	76
C11orf71	26	50	11	23
C11orf74	179	209	85	93
C11orf80	47	47	21	26
C11orf95	44	67	35	43
C11orf98	107	115	53	72
C12orf10	846	1006	389	516
C12orf29	885	970	412	504
C12orf4	847	931	471	545
C12orf43	230	359	135	175
C12orf45	542	559	287	299
C12orf49	83	97	41	69
C12orf57	830	1138	411	550
C12orf65	173	195	74	95
C12orf66	106	168	53	82
C12orf73	139	167	79	119
C12orf75	203	232	113	133
C14orf119	411	543	225	269
C14orf28	4	3	2	2
C14orf93	24	44	20	23
C15orf39	678	940	354	464
C15orf40	168	188	96	115
C15orf41	236	299	120	139
C15orf61	253	321	119	156
C16orf58	229	278	112	135
C16orf70	266	301	121	153
C16orf72	423	488	212	225
C16orf87	373	357	176	194
C16orf91	67	121	52	54
C17orf53	279	287	109	151
C17orf58	240	288	107	179
C17orf75	306	326	118	150
C17orf80	554	578	232	316
C18orf21	384	440	181	253
C18orf25	393	449	179	251
C18orf32	118	134	80	101
C18orf54	59	53	26	31
C19orf12	198	311	118	148
C19orf25	79	140	51	62
C19orf44	163	156	55	63
C19orf47	493	609	260	312
C19orf48	35	25	5	12
C19orf53	1300	1532	570	896
C19orf54	473	620	245	313
C19orf57	59	76	43	45
C19orf71	0	0	0	1
C1D	93	106	52	50
C1GALT1	115	117	59	66
C1GALT1C1	735	853	357	484
C1QBP	13763	17104	6831	8765
C1orf109	321	383	147	192
C1orf112	957	1178	505	558
C1orf122	256	449	151	204
C1orf131	541	644	276	373
C1orf159	88	106	54	54
C1orf167	3	6	1	1
C1orf174	379	451	174	238
C1orf198	378	526	175	244
C1orf21	41	52	26	24
C1orf216	40	70	26	33
C1orf35	268	421	167	227
C1orf43	935	1062	421	484
C1orf50	109	113	47	67
C1orf52	411	577	197	284
C1orf56	81	119	58	58
C1orf74	53	43	13	29
C20orf194	123	120	53	72
C20orf27	810	1074	391	534
C20orf96	150	190	69	96
C21orf58	8	13	9	5
C21orf91	192	213	85	99
C22orf23	9	11	3	7
C22orf39	165	225	80	109
C2CD2L	102	142	43	60
C2CD3	304	320	134	159
C2CD5	651	670	289	342
C2orf16	0	2	3	2
C2orf42	38	60	33	30
C2orf49	350	397	171	214
C2orf68	63	68	26	50
C2orf69	228	277	103	168
C2orf74	34	27	14	13
C2orf76	141	168	67	71
C3orf14	180	187	94	122
C3orf33	111	125	58	68
C3orf38	338	423	174	203
C3orf52	119	132	67	72
C3orf62	3	0	0	2
C3orf67	33	31	15	22
C4orf3	246	381	115	151
C4orf33	82	69	38	36
C4orf46	42	64	17	22
C4orf48	324	410	147	228
C5	4	4	1	2
C5orf15	1389	1643	638	851
C5orf22	1026	1030	475	648
C5orf24	682	885	321	458
C5orf30	287	344	125	199
C5orf34	541	629	247	320
C5orf51	720	803	378	447
C5orf63	20	14	8	8
C6orf120	398	437	159	230
C6orf136	228	310	116	146
C6orf163	1	3	1	2
C6orf47	115	174	63	90
C6orf62	92	117	37	44
C6orf89	418	503	178	279
C7orf25	253	248	92	135
C7orf26	134	209	64	116
C7orf31	22	24	9	22
C7orf50	496	753	248	396
C8orf33	527	750	245	364
C8orf34	83	89	32	42
C8orf37	25	30	10	11
C8orf76	77	99	45	42
C8orf82	177	226	80	103
C8orf88	217	206	81	136
C9orf131	0	0	0	0
C9orf16	136	171	65	97
C9orf40	364	441	147	220
C9orf64	461	593	240	301
C9orf72	142	151	51	71
C9orf78	727	844	352	454
C9orf85	76	118	52	72
CA11	28	38	9	11
CA2	951	1145	444	587
CA5B	53	93	42	57
CA8	259	288	119	162
CAAP1	360	414	168	227
CAB39	1110	1240	505	612
CAB39L	21	24	7	10
CABIN1	810	1069	389	530
CABLES1	171	156	78	95
CABLES2	116	137	43	48
CABYR	209	267	111	134
CACHD1	547	710	222	337
CACNA1B	23	39	18	15
CACNA1D	7	20	6	13
CACNA1H	30	21	9	5
CACNA2D1	456	479	205	246
CACNA2D2	103	121	44	48
CACNA2D3	36	35	23	28
CACNB2	60	74	24	22
CACNB3	64	59	13	33
CACNB4	21	13	8	13
CACTIN	167	273	105	131
CACUL1	383	435	196	236
CACYBP	975	1320	493	631
CAD	3286	4474	1692	2323
CADM1	1740	2092	891	1156
CADM4	291	349	121	217
CADPS2	551	558	272	326
CALCOCO1	361	485	180	235
CALCOCO2	1244	1470	580	667
CALD1	1506	1634	638	875
