	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
BCKDHB	434	373	287	388
BCKDK	657	494	442	593
BCL10	229	232	187	196
BCL11A	211	193	92	125
BCL2L1	145	135	80	90
BCL2L11	158	124	91	132
BCL2L12	329	368	281	358
BCL2L13	971	827	615	891
BCL2L2	59	30	33	39
BCL6B	139	101	111	132
BCL7A	210	233	165	212
BCL7B	224	180	157	222
BCL7C	652	640	431	581
BCL9	453	355	188	263
BCLAF1	3852	3600	3061	3799
BCLAF3	220	180	101	179
BCOR	5384	4443	2539	3468
BCORL1	498	342	157	204
BCR	1797	1671	1162	1344
BCS1L	1053	932	813	928
BDH1	111	98	70	93
BDH2	210	220	196	219
BDP1	5527	5342	3419	4546
BECN1	1162	1110	832	1113
BEND3	309	260	181	186
BEND4	153	134	100	134
BEND7	203	165	110	120
BET1	233	236	152	213
BET1L	82	102	40	70
BEX1	78	72	45	58
BEX2	753	711	606	718
BEX3	3721	3836	2327	2989
BEX4	552	631	504	678
BFAR	656	577	557	655
BFSP1	105	106	103	130
BHLHE40	78	83	52	78
BICC1	231	196	208	273
BICD1	206	166	81	104
BICD2	1020	944	654	858
BICRA	97	61	30	30
BICRAL	165	153	90	108
BID	350	304	261	310
BIN1	172	171	116	166
BIN3	168	166	116	181
BIRC2	827	792	613	761
BIRC5	1648	1664	983	1272
BIRC6	12103	10722	8708	10848
BIVM	69	80	49	50
BLCAP	100	77	59	72
BLM	3589	3181	2474	3182
BLMH	913	952	630	792
BLOC1S1	170	158	157	181
BLOC1S2	314	277	202	283
BLOC1S4	147	125	85	104
BLOC1S5	86	78	63	82
BLOC1S6	266	259	192	208
BLVRA	542	554	336	510
BLVRB	229	206	192	200
BLZF1	666	652	472	588
BMP1	132	88	84	136
BMP2K	652	526	484	700
BMP4	51	55	34	45
BMP6	89	71	47	56
BMP7	391	333	311	390
BMPR1A	195	168	146	207
BMPR1B	114	93	58	93
BMPR2	700	627	418	594
BMS1	4580	4565	3011	3981
BMT2	190	174	139	182
BNC1	38	31	26	29
BNC2	81	79	65	73
BNIP1	268	224	216	238
BNIP2	914	866	612	773
BNIP3	299	295	199	225
BNIP3L	228	246	201	183
BOC	137	127	97	110
BOD1	640	545	472	599
BOD1L1	3569	3340	2124	3015
BOLA1	92	88	71	73
BOLA3	477	443	355	441
BOP1	2215	2165	1857	2113
BORA	549	465	414	565
BORCS5	78	42	30	44
BORCS6	104	75	47	67
BPGM	330	271	217	260
BPHL	286	251	181	240
BPNT1	967	1045	798	972
BPTF	7165	6502	3474	4739
BRAF	362	361	267	336
BRAP	644	608	482	563
BRAT1	869	744	576	714
BRCA1	3663	3200	2353	2939
BRCA2	4471	4119	2662	3803
BRCC3	645	665	439	595
BRD1	981	834	524	679
BRD2	7225	6310	5448	7444
BRD3	429	392	231	319
BRD3OS	61	75	51	52
BRD4	1057	791	332	395
BRD7	1476	1445	1063	1299
BRD8	2190	2099	1529	2027
BRD9	960	884	564	713
BRF1	463	437	300	367
BRF2	243	197	163	207
BRI3	123	97	62	102
BRI3BP	280	275	200	265
BRICD5	113	91	70	83
BRIP1	2193	1905	1498	1787
BRIX1	2461	2473	1943	2169
BRK1	358	285	253	414
BRMS1	770	755	740	795
BRMS1L	491	438	310	444
BROX	952	865	714	935
BRPF1	1440	1202	950	1310
BRPF3	829	693	362	495
BRSK1	88	63	46	72
BRSK2	308	255	192	243
BRWD1	3533	3279	2391	2982
BRWD3	1838	1718	1018	1346
BSCL2	402	347	313	389
BSDC1	1024	986	719	904
BSG	2920	2590	2277	2879
BSN	372	251	139	200
BTAF1	4127	3628	3269	4026
BTBD1	1661	1454	1450	1734
BTBD10	451	460	361	419
BTBD11	116	116	77	109
BTBD18	78	43	35	34
BTBD2	707	605	416	593
BTBD3	910	794	600	695
BTBD6	684	592	546	632
BTBD7	1018	931	673	844
BTBD8	169	170	119	166
BTBD9	241	239	158	189
BTD	295	255	199	261
BTF3	4715	4378	3853	5287
BTF3L4	173	157	79	113
BTG1	164	123	121	200
BTG3	513	535	349	470
BTN2A1	469	432	331	394
BTN2A2	237	212	187	201
BTN3A1	76	67	39	48
BTN3A2	54	44	28	36
BTNL9	61	71	28	31
BTRC	575	473	417	544
BUB1	4363	3837	3217	4069
BUB1B	2468	2235	1828	2312
BUB3	3859	3608	3067	3844
BUD13	495	466	425	511
BUD23	1233	1190	821	1160
BUD31	678	675	520	580
BVES	86	83	54	62
BX255925.3	51	61	33	53
BYSL	816	770	617	768
BZW1	2348	2299	1506	2063
BZW2	2001	1896	1517	1843
C10orf88	249	217	181	227
C11orf1	124	98	90	115
C11orf24	264	203	205	302
C11orf49	222	195	139	218
C11orf54	77	56	47	86
C11orf58	1520	1661	1305	1626
C11orf68	97	69	61	74
C11orf71	58	45	51	58
C11orf74	302	325	265	292
C11orf80	134	147	106	145
C11orf95	177	173	97	139
C11orf98	223	188	150	192
C12orf10	564	468	472	535
C12orf29	702	595	571	678
C12orf4	716	640	510	652
C12orf43	274	257	152	193
C12orf45	445	404	304	413
C12orf49	207	215	155	197
C12orf57	282	259	254	298
C12orf65	177	163	150	130
C12orf66	161	168	132	155
C12orf73	87	88	74	90
C12orf75	189	165	129	161
C14orf119	397	326	392	525
C14orf28	44	38	30	40
C14orf93	108	112	73	132
C15orf39	619	469	242	373
C15orf40	319	292	233	261
C15orf41	90	99	52	95
C15orf61	110	93	65	130
C16orf58	286	260	218	233
C16orf70	372	316	265	347
C16orf72	738	721	513	634
C16orf87	197	196	145	200
C16orf91	181	192	136	140
C17orf53	267	189	130	223
C17orf58	97	105	88	79
C17orf75	447	410	306	413
C17orf80	857	750	696	856
C18orf21	339	307	280	317
C18orf25	451	470	330	406
C18orf32	47	35	36	42
C18orf54	213	191	102	145
C19orf12	72	66	45	67
C19orf25	176	161	141	146
C19orf44	233	163	140	167
C19orf47	221	141	140	189
C19orf48	820	646	698	793
C19orf53	494	475	308	400
C19orf54	85	64	35	41
C19orf57	92	62	77	72
C19orf71	67	59	41	43
C1D	157	126	120	144
C1GALT1	257	243	203	245
C1GALT1C1	712	673	555	670
C1QBP	10495	9562	7293	9003
C1orf109	359	324	246	289
C1orf112	1342	1121	1140	1352
C1orf122	135	136	69	82
C1orf131	994	872	679	829
C1orf159	74	45	47	66
C1orf167	70	57	41	55
C1orf174	404	344	291	354
C1orf198	354	298	169	224
C1orf21	236	187	135	187
C1orf216	58	59	39	48
C1orf35	727	699	477	608
C1orf43	1730	1691	1417	1830
C1orf50	89	73	78	100
C1orf52	505	500	326	440
C1orf56	77	52	49	54
C1orf74	79	71	69	65
C20orf194	271	200	122	168
C20orf27	549	509	514	560
C20orf96	74	67	27	37
C21orf58	153	156	98	122
C21orf91	262	264	240	300
C22orf23	69	56	51	58
C22orf39	73	63	43	51
C2CD2L	159	137	104	140
C2CD3	1218	972	657	899
C2CD5	1348	1230	844	1227
C2orf16	264	247	214	258
C2orf42	191	190	139	191
C2orf49	314	274	241	259
C2orf68	104	100	57	82
C2orf69	335	289	197	289
C2orf74	155	139	95	137
C2orf76	143	130	85	129
C3orf14	372	323	284	354
C3orf33	132	158	88	90
C3orf38	538	573	430	599
C3orf52	277	283	174	254
C3orf62	104	77	38	51
C3orf67	174	146	132	149
C4orf3	364	398	220	312
C4orf33	212	203	152	175
C4orf46	119	145	85	96
C4orf48	78	67	43	46
C5	69	62	42	59
C5orf15	689	523	622	734
C5orf22	606	505	455	579
C5orf24	464	395	313	426
C5orf30	226	172	125	166
C5orf34	418	334	298	367
C5orf51	600	532	268	373
C5orf63	69	59	47	60
C6orf120	215	209	145	185
C6orf136	106	102	71	88
C6orf163	72	65	26	56
C6orf47	154	159	144	145
C6orf62	1185	1120	703	921
C6orf89	419	328	325	406
C7orf25	240	219	180	229
C7orf26	249	264	169	193
C7orf31	91	83	46	45
C7orf50	562	531	381	461
C8orf33	789	780	598	689
C8orf34	88	73	56	67
C8orf37	37	42	31	30
C8orf76	117	119	82	88
C8orf82	100	81	60	95
C8orf88	161	156	118	160
C9orf131	56	48	38	40
C9orf16	148	144	91	102
C9orf40	192	172	109	159
C9orf64	439	412	285	381
C9orf72	255	252	183	195
C9orf78	862	780	669	830
C9orf85	137	138	87	118
CA11	58	44	51	58
CA2	3944	3592	3226	4201
CA5B	65	52	34	58
CA8	230	201	153	199
CAAP1	512	508	378	465
CAB39	819	723	628	792
CAB39L	50	49	28	38
CABIN1	3102	2649	1600	2186
CABLES1	322	302	197	253
CABLES2	147	104	71	98
CABYR	90	74	55	85
CACHD1	1370	1313	904	1211
CACNA1B	64	61	37	30
CACNA1D	94	87	62	62
CACNA1H	288	253	162	223
CACNA2D1	687	618	435	642
CACNA2D2	148	116	80	94
CACNA2D3	271	199	126	198
CACNB2	159	176	102	112
CACNB3	57	62	27	51
CACNB4	90	74	50	77
CACTIN	384	404	300	396
CACUL1	535	477	409	531
CACYBP	2465	2385	1723	2176
CAD	4836	4210	2415	3329
CADM1	711	592	587	693
CADM4	97	84	64	97
CADPS2	634	590	460	557
CALCOCO1	354	312	232	279
CALCOCO2	877	778	723	848
CALD1	679	762	516	623
CALM1	2001	2118	1315	1723
CALM2	3043	2784	2432	2863
CALM3	1352	1329	1051	1383
CALML4	163	121	80	101
CALR	8535	8504	6916	8431
CALU	1908	1926	1446	1806
CAMK1	700	660	555	674
CAMK2D	518	428	367	454
CAMK2G	381	313	339	387
CAMK4	129	123	72	95
CAMKK1	307	239	204	205
CAMKK2	493	393	319	361
CAMKMT	173	143	99	129
CAMKV	159	134	84	123
CAMLG	653	639	493	611
CAMSAP1	1402	1237	883	1136
CAMSAP2	2487	2239	1703	2149
CAMSAP3	189	162	102	110
CAMTA1	331	372	238	332
CAMTA2	301	234	128	184
CAND1	9396	8448	7020	8676
CAND2	756	628	471	552
CANT1	423	386	289	352
CANX	19840	20025	14227	17227
CAP1	1945	1763	1609	2038
CAP2	142	149	110	169
CAPG	57	54	59	55
CAPN1	451	370	320	424
CAPN10	313	276	221	269
CAPN15	944	754	509	596
CAPN2	2866	2823	2212	2655
CAPN7	1951	1828	1260	1663
CAPNS1	836	683	798	961
CAPRIN1	7525	6465	5981	7225
CAPRIN2	464	390	319	416
CAPS2	50	42	38	40
CAPZA1	2032	1785	1576	2183
CAPZA2	1542	1460	1049	1264
CAPZB	1064	969	677	760
CARD10	171	144	88	112
CARD19	111	108	94	106
CARD8	293	281	146	235
CARF	85	54	47	53
CARHSP1	296	260	247	293
CARM1	924	756	565	827
CARMIL1	574	519	436	554
CARMIL2	41	48	32	42
CARNMT1	797	742	506	652
CARS	1225	1058	918	1110
CARS2	671	562	447	580
CASC3	953	827	579	768
CASC4	578	466	492	596
CASD1	367	344	285	345
CASK	1143	1012	750	1056
CASKIN1	58	46	27	33
CASKIN2	168	126	82	132
CASP2	777	694	362	466
CASP3	384	342	282	360
CASP6	224	222	165	211
CASP7	374	308	272	320
CASP8	171	169	129	175
CASP8AP2	3029	2817	1921	2486
CASP9	144	95	75	116
CAST	1809	1814	1393	1673
CASTOR2	110	86	53	87
CASZ1	89	69	43	69
CAT	576	520	481	624
CATSPERE	81	83	45	60
CAV2	46	35	43	49
CAVIN1	64	55	41	38
CAVIN4	83	70	43	47
CBFA2T2	150	150	103	102
CBFB	503	557	327	393
CBL	714	597	310	555
CBLB	199	204	137	170
CBLL1	289	256	232	321
CBR1	1203	1162	757	1112
CBR3	57	73	46	45
CBR4	422	433	290	410
CBS	113	93	105	127
CBSL	31	26	29	32
CBWD1	243	261	206	274
CBWD2	352	382	260	340
CBWD5	56	41	30	38
CBWD6	53	59	44	64
CBX1	675	660	473	647
CBX2	442	470	292	357
CBX3	2453	2504	1728	1998
CBX4	285	252	223	276
CBX5	1114	1086	603	855
CBX6	656	640	433	540
CBX8	178	179	133	160
CBY1	302	295	208	304
CC2D1A	517	450	286	412
CC2D1B	710	671	470	598
CC2D2A	446	424	264	388
CC2D2B	116	87	50	62
CCAR1	4894	4575	3448	4381
CCAR2	1577	1425	1094	1447
CCDC102A	112	135	85	84
CCDC106	117	130	86	146
CCDC107	152	145	130	167
CCDC112	368	311	293	328
CCDC113	93	87	61	69
CCDC115	105	100	78	80
CCDC117	779	834	485	612
CCDC12	535	538	323	463
CCDC120	49	52	26	33
CCDC121	40	42	33	40
CCDC122	102	100	83	100
CCDC124	667	709	419	548
CCDC125	403	371	275	323
CCDC126	88	76	54	71
CCDC127	224	188	147	166
CCDC130	199	209	170	183
CCDC134	308	253	211	223
CCDC136	291	263	122	214
CCDC137	450	456	307	340
CCDC138	1867	1745	1246	1668
CCDC14	2245	2094	1776	2158
CCDC142	329	282	223	253
CCDC146	76	56	50	49
CCDC15	395	357	219	268
CCDC150	1234	1133	815	957
CCDC157	84	83	75	107
CCDC167	359	367	202	281
CCDC168	59	54	37	68
CCDC171	187	166	119	170
CCDC174	462	392	281	348
CCDC18	1939	1890	1133	1686
CCDC180	346	269	167	228
CCDC181	418	394	292	376
CCDC183	50	47	43	53
CCDC186	575	590	433	509
CCDC189	187	166	165	188
CCDC191	97	87	57	70
CCDC22	418	359	242	360
CCDC25	263	261	217	262
CCDC28A	297	315	227	269
CCDC28B	222	197	172	191
CCDC32	113	114	74	107
CCDC34	588	531	386	434
CCDC39	97	86	71	91
CCDC40	117	107	77	82
CCDC43	836	781	567	667
CCDC47	2748	2729	1814	2161
CCDC50	423	402	261	362
CCDC51	642	652	497	556
CCDC57	620	578	329	457
CCDC58	467	522	365	496
CCDC59	820	762	716	847
CCDC6	620	536	292	403
CCDC61	36	45	43	39
CCDC65	73	53	33	48
CCDC66	1836	1626	1206	1540
CCDC69	42	52	30	39
CCDC7	57	47	49	54
CCDC71	562	522	396	438
CCDC71L	83	78	46	57
CCDC74A	66	69	58	67
CCDC77	523	509	337	430
CCDC78	75	92	71	95
CCDC8	380	398	261	326
CCDC80	48	33	39	36
CCDC82	418	421	240	309
CCDC84	240	232	151	193
CCDC85B	245	273	117	158
CCDC85C	230	247	123	137
CCDC86	1079	1025	632	842
CCDC88A	3360	3082	1807	2572
CCDC88C	375	348	182	281
CCDC9	131	138	65	106
CCDC90B	400	398	355	458
CCDC91	509	476	339	408
CCDC92	142	104	57	66
CCDC93	941	893	569	759
CCDC97	190	152	85	108
CCHCR1	597	596	432	557
CCM2	291	240	203	242
CCN1	58	47	54	55
CCNA2	3392	3225	2672	3277
CCNB1	6342	6087	5241	6115
CCNB1IP1	818	622	707	806
CCNB2	1383	1207	1131	1498
CCNB3	66	39	39	48
CCNC	1474	1401	1183	1407
CCND1	155	189	107	171
CCND2	103	118	81	98
CCND3	218	213	212	250
CCNDBP1	492	465	367	447
CCNE1	495	423	386	449
CCNE2	702	600	545	696
CCNF	1262	1166	849	1085
CCNG1	4014	3650	2955	3601
CCNG2	333	325	194	241
CCNH	1276	1192	806	1134
CCNI	2936	2535	1541	1889
CCNJ	434	358	301	429
CCNK	499	386	215	269
CCNL1	1346	1159	1145	1369
CCNL2	1702	1624	1110	1484
CCNQ	517	444	426	512
CCNT1	986	882	898	1119
CCNT2	987	853	734	992
CCNY	379	389	332	425
CCNYL1	137	148	71	73
CCP110	1611	1487	891	1215
CCPG1	668	582	529	608
CCS	207	205	177	227
CCSAP	362	337	228	280
CCSER1	309	284	242	305
CCSER2	871	793	521	752
CCT2	13923	13064	11059	13506
CCT3	19413	17836	16216	20078
CCT4	15414	14346	11962	14737
CCT5	11822	10999	10243	12485
CCT6A	9598	8868	7414	9315
CCT7	14532	14406	11442	13988
CCT8	10377	10018	7572	9465
CCZ1	65	54	85	94
CCZ1B	54	42	52	55
CD101	111	105	65	69
CD109	543	445	250	342
CD151	589	422	536	631
CD164	968	877	757	960
CD276	287	255	174	216
CD2AP	1396	1360	961	1301
CD2BP2	1495	1626	1142	1378
CD320	893	777	609	706
CD3EAP	852	822	576	761
CD46	1454	1320	1005	1301
CD47	882	812	664	863
CD55	813	698	531	703
CD58	126	72	88	145
CD63	1391	1432	1155	1339
CD81	1215	1082	818	1021
CD83	50	47	43	44
CD9	215	227	235	249
CD99	651	635	429	564
CD99L2	346	308	230	316
CDADC1	192	198	155	187
CDAN1	336	294	225	279
CDC123	2984	2537	2620	3167
CDC14A	128	79	61	125
CDC14B	432	367	259	383
CDC16	1090	1044	649	826
CDC20	3116	2803	2235	2786
CDC23	1723	1615	1266	1499
CDC25A	2057	1958	1669	2053
CDC25B	464	388	212	272
CDC25C	550	444	366	460
CDC27	1992	1728	1757	2168
CDC34	561	523	439	624
CDC37	3155	3214	2559	3363
CDC37L1	162	162	125	123
CDC40	1173	1071	763	988
CDC42	1515	1486	1203	1314
CDC42BPA	4475	4252	2797	3636
CDC42BPB	2063	1848	1011	1355
CDC42EP1	352	279	220	296
CDC42EP2	93	74	58	88
CDC42EP3	73	46	55	64
CDC42EP4	114	108	94	107
CDC42SE1	307	250	209	258
CDC42SE2	93	78	60	87
CDC45	2152	2014	1615	2068
CDC5L	4349	4188	3443	4321
CDC6	2353	2110	1933	2337
CDC7	2470	2240	1869	2351
CDC73	1359	1343	793	1117
CDCA2	1638	1634	1177	1521
CDCA3	637	557	419	605
CDCA4	508	505	368	497
CDCA5	508	527	380	482
CDCA7	1557	1585	1047	1392
CDCA7L	1046	1050	703	892
CDCA8	600	539	502	586
CDH1	30	28	35	38
CDH2	826	719	646	759
CDH23	70	71	56	57
CDH24	61	50	43	65
CDH26	40	33	25	34
CDHR5	121	94	37	45
CDIP1	142	138	78	133
CDIPT	332	283	349	413
CDK1	2678	2271	2268	2727
CDK10	430	376	299	370
CDK11A	153	136	93	170
CDK11B	388	338	260	385
CDK12	3179	2631	2030	2417
CDK13	2222	1960	1436	1793
CDK14	277	260	172	224
CDK16	3165	2480	2509	3258
CDK17	482	461	383	433
CDK18	63	44	34	41
CDK19	129	120	88	115
CDK2	955	954	890	1123
CDK20	98	86	67	79
CDK2AP1	355	348	208	288
CDK2AP2	78	81	59	68
CDK3	47	43	41	55
CDK4	2867	2677	2411	2885
CDK5	423	429	334	407
CDK5R1	36	26	36	44
CDK5RAP1	987	901	683	871
CDK5RAP2	3008	2752	1806	2382
CDK5RAP3	1172	1157	789	1137
CDK6	230	236	159	251
CDK7	375	353	296	357
CDK8	422	371	309	392
CDK9	406	359	260	321
CDKAL1	1124	1096	780	961
CDKL1	107	89	69	80
CDKL2	59	59	39	46
CDKL3	45	45	30	51
CDKL5	127	125	85	132
CDKN1A	66	78	52	76
CDKN1B	265	259	191	313
CDKN2A	554	580	305	385
CDKN2AIP	416	322	345	483
CDKN2AIPNL	170	145	87	144
CDKN2C	414	404	303	365
CDKN3	536	469	431	570
CDON	715	594	430	605
CDR1	333	224	85	101
CDR2	488	439	302	379
CDR2L	151	170	84	105
CDRT4	46	49	46	64
CDS1	268	218	169	227
CDS2	612	507	512	611
CDT1	920	787	583	723
CDV3	1299	1295	1022	1337
CDX2	156	120	119	120
CDYL	912	848	794	959
CEBPG	412	364	310	352
CEBPZ	4775	4471	3494	4246
CEBPZOS	185	208	135	199
CECR2	591	566	327	476
CELF1	1641	1458	1015	1469
CELF2	128	122	77	110
CELSR1	760	611	353	440
CELSR2	676	496	258	357
CELSR3	895	704	468	604
CEMIP	95	72	48	65
CEMIP2	631	532	509	611
CENPA	114	137	105	146
CENPB	1135	1181	838	1000
CENPC	1121	947	835	964
CENPE	6107	6013	2975	5591
CENPF	19793	19237	12580	18048
CENPH	827	844	599	713
CENPI	1421	1313	975	1207
CENPJ	1312	1238	938	1202
CENPK	601	571	420	514
CENPL	339	301	300	340
CENPM	413	394	283	319
CENPN	1030	978	721	961
CENPO	485	434	307	385
CENPP	294	281	201	250
CENPQ	351	365	263	324
CENPT	655	604	569	700
CENPU	1640	1675	1355	1662
CENPV	899	849	711	878
CENPW	771	788	493	667
CENPX	236	233	136	220
CEP104	855	844	562	713
CEP112	535	503	253	370
CEP120	756	683	562	624
CEP126	93	85	59	57
CEP128	1029	1040	678	894
CEP131	584	529	319	415
CEP135	1455	1414	931	1182
CEP152	1658	1570	996	1355
CEP162	706	650	401	533
CEP164	1023	982	628	823
CEP170	1459	1383	922	1336
CEP170B	699	605	429	504
CEP192	2678	2395	1763	2221
CEP250	2000	1862	1091	1446
CEP290	2713	2776	1446	2488
CEP295	3412	3010	2590	3354
CEP350	5868	5293	3887	4866
CEP41	202	158	140	161
CEP44	473	489	305	416
CEP55	1217	1086	911	1152
CEP57	1289	1171	936	1185
CEP57L1	299	241	212	266
CEP63	302	258	208	296
CEP68	457	363	257	381
CEP70	526	496	354	489
CEP72	507	434	277	321
CEP76	388	376	253	323
CEP78	1833	1709	1234	1579
CEP83	1123	1038	609	818
CEP85	1267	1115	902	1102
CEP85L	638	586	440	582
CEP89	210	182	145	181
CEP95	1525	1360	856	1131
CEP97	1100	993	794	957
CEPT1	706	564	644	760
CERCAM	558	525	367	448
CERK	778	686	683	822
CERS1	104	109	96	109
CERS2	1529	1237	1231	1576
CERS4	84	81	73	67
CERS5	415	317	229	287
CERS6	594	537	402	485
CERT1	680	650	389	462
CES2	455	415	316	423
CES3	162	159	120	153
CETN2	711	705	442	646
CETN3	442	413	284	383
CFAP126	130	114	81	79
CFAP157	43	35	29	27
CFAP20	561	443	477	592
CFAP298	284	273	207	277
CFAP36	844	722	668	805
CFAP410	135	114	103	93
CFAP43	55	38	28	46
CFAP44	922	886	540	701
CFAP69	184	169	120	154
CFAP70	103	121	72	103
CFAP97	735	626	580	806
CFDP1	1035	1054	845	1102
CFL1	5151	5173	3765	4770
CFL2	594	602	390	521
CFLAR	279	241	139	230
CGGBP1	739	656	580	765
CGN	387	317	238	309
CGNL1	68	44	36	60
CGRRF1	193	184	177	204
CHAC2	410	410	272	359
CHAF1A	2573	2558	1666	2137
CHAF1B	1278	1123	869	1174
CHAMP1	423	394	184	249
CHCHD1	381	352	238	297
CHCHD10	116	106	74	88
CHCHD2	1651	1409	1388	1666
CHCHD3	868	836	578	793
CHCHD4	315	273	227	323
CHCHD5	95	70	63	73
CHCHD6	287	265	199	263
CHCHD7	510	530	343	489
CHD1	5563	5386	3975	5213
CHD1L	3595	3292	2430	2897
CHD2	2451	2290	1552	1953
CHD3	2588	2433	1656	2248
CHD4	1822	1782	1251	1611
CHD6	2605	2409	1676	2322
CHD7	3451	2999	1819	2525
CHD8	5965	5248	3756	4775
CHD9	2768	2405	1817	2316
CHDH	279	256	233	280
CHEK1	1343	1202	976	1216
CHEK2	779	734	626	831
CHERP	634	437	205	323
CHFR	269	212	123	165
CHIC1	83	75	44	64
CHIC2	156	166	123	167
CHID1	741	708	533	730
CHKA	381	371	281	368
CHKB	333	318	227	244
CHM	531	495	413	501
CHML	1476	1408	1108	1437
CHMP1A	471	467	348	391
CHMP1B	266	290	190	244
CHMP2A	503	504	321	499
CHMP2B	948	955	788	967
CHMP4A	82	73	42	55
CHMP4B	540	522	258	372
CHMP4C	41	39	35	40
CHMP5	999	1089	698	891
CHMP6	123	112	96	124
CHMP7	506	448	316	405
CHN1	408	404	323	395
CHORDC1	1110	1112	721	1026
CHP1	202	187	168	198
CHPF	296	276	166	221
CHPF2	457	362	309	400
CHPT1	1016	861	770	833
CHRAC1	108	114	69	117
CHRNA3	94	76	55	55
CHRNA5	907	801	674	828
CHRNG	74	69	34	38
CHST10	365	331	317	391
CHST11	73	73	63	87
CHST12	182	173	94	142
CHST14	98	75	54	55
CHST15	137	120	93	141
CHST2	62	57	45	37
CHST3	48	46	29	44
CHSY1	1030	1007	741	893
CHSY3	170	127	124	129
CHTF18	1087	963	777	1036
CHTF8	215	165	140	235
CHTOP	1199	1234	872	1180
CHUK	2172	1986	1491	1869
CIAO1	1226	1201	920	1111
CIAO2A	566	610	425	470
CIAO2B	508	436	400	558
CIAO3	257	234	219	269
CIAPIN1	862	924	660	777
CIB1	489	383	349	449
CIB2	81	73	84	83
CIC	687	576	292	397
CIDEB	266	265	217	244
CILP2	72	63	35	56
CINP	532	504	320	508
CIP2A	3603	3325	2570	3296
CIPC	232	215	173	254
CIR1	403	402	313	409
CIRBP	1293	1233	999	1432
CISD1	416	398	315	379
CISD2	336	303	220	262
CISD3	57	37	45	83
CIT	1653	1487	844	1079
CITED1	81	80	44	58
CITED2	121	127	106	134
CIZ1	1367	1132	854	1110
CKAP2	4114	3839	2713	3644
CKAP2L	913	788	596	794
CKAP4	924	804	661	844
CKAP5	11524	10737	8152	10149
CKB	5660	4871	4998	7131
CKLF	171	139	142	184
CKMT1A	54	55	31	35
CKMT1B	66	65	52	64
CKMT2	98	80	25	45
CKS2	1126	884	937	1181
CLASP1	1658	1466	1022	1270
CLASP2	3571	3154	2545	3301
CLASRP	520	458	347	474
CLBA1	77	68	65	74
CLCC1	1492	1411	947	1259
CLCN2	104	108	67	90
CLCN3	1249	1176	936	1350
CLCN5	357	302	268	306
CLCN6	296	266	138	207
CLCN7	632	463	437	501
CLDN12	206	159	161	208
CLDN15	66	64	39	55
CLDND1	763	671	591	865
CLEC16A	531	491	290	406
CLEC2D	62	34	29	39
CLGN	592	636	517	558
CLHC1	112	104	70	90
CLIC1	1743	1630	1384	1709
CLIC4	505	480	355	397
CLINT1	2056	1827	1750	2188
CLIP1	1529	1397	943	1158
CLIP2	74	54	31	42
CLIP4	428	383	275	334
CLK1	1416	1456	1011	1294
CLK2	1118	1008	687	965
CLK3	644	581	462	593
CLK4	575	566	366	469
CLMN	170	170	106	137
CLN5	275	274	174	240
CLN6	440	337	411	540
CLN8	35	30	31	30
CLNS1A	2456	2430	1642	2037
CLOCK	499	414	393	444
CLP1	440	404	370	451
CLPB	1823	1653	1336	1527
CLPP	610	582	548	679
CLPTM1	1082	912	750	1044
CLPTM1L	2109	2036	1685	2136
CLPX	1011	954	723	886
CLSPN	3722	3510	2397	3104
CLSTN1	1675	1503	834	1091
CLSTN3	206	155	131	147
CLTA	1781	1640	1289	1556
CLTB	601	619	460	613
CLTC	18641	16812	12348	15505
CLTCL1	914	785	534	733
CLU	145	126	114	136
CLUAP1	324	354	246	338
CLUH	2171	1883	1270	1865
CLYBL	91	81	48	80
CMAS	1183	1224	763	967
CMBL	177	161	81	99
CMC1	222	215	164	264
CMC2	201	257	166	223
CMC4	170	188	110	188
CMIP	202	184	79	111
CMPK1	801	727	518	672
CMSS1	1579	1392	1174	1365
CMTM3	62	53	49	61
CMTM4	195	202	110	161
CMTM6	521	491	389	498
CMTM7	217	187	173	179
CMTM8	88	83	63	75
CMTR1	2143	2028	1558	2015
CMTR2	374	306	273	341
CMYA5	67	61	31	58
CNBP	2990	2701	2286	2940
CNDP2	605	564	402	590
CNIH1	502	466	405	501
CNIH4	1064	943	877	1117
CNKSR3	61	45	43	44
CNN2	200	165	163	215
CNN3	2056	1774	1558	1901
CNNM1	100	75	46	47
CNNM2	219	249	162	197
CNNM3	350	336	231	308
CNNM4	248	188	152	218
CNOT1	14353	12232	9283	11441
CNOT10	2269	2107	1707	2163
CNOT11	774	797	659	728
CNOT2	1273	1075	1048	1275
CNOT3	672	524	291	423
CNOT4	356	298	219	272
CNOT6	1573	1363	739	1035
CNOT6L	283	257	142	233
CNOT7	1233	1226	911	1100
CNOT8	528	555	399	467
CNOT9	834	737	616	793
CNP	761	724	518	772
CNPPD1	168	146	137	181
CNPY2	283	289	174	217
CNPY3	363	317	213	293
CNPY4	120	117	91	98
CNRIP1	68	35	34	44
CNST	385	315	244	367
CNTF	63	58	37	51
CNTLN	610	567	365	559
CNTN1	261	211	183	238
CNTNAP1	70	65	45	53
CNTNAP3	54	35	31	28
CNTRL	1119	1043	634	900
CNTROB	741	661	494	655
COA1	534	427	488	595
COA3	304	284	171	275
COA4	471	486	362	478
COA5	110	108	79	99
COA6	732	663	429	565
COA7	686	680	466	585
COA8	80	64	65	88
COASY	760	646	426	606
COBL	259	228	121	185
