	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
FTO	787	911	401	240	1078	1008	710	903
FTSJ1	399	519	182	124	499	454	426	509
FTSJ3	2276	3043	1389	953	3048	2991	2379	2988
FUBP1	3566	4763	2137	1480	5428	4759	4524	5691
FUBP3	1792	2406	1051	648	995	921	845	1205
FUCA1	294	389	154	90	335	363	322	366
FUCA2	1500	1660	752	427	1504	1383	1198	1476
FUNDC1	369	417	175	132	208	240	139	209
FUNDC2	162	225	92	50	440	425	346	458
FUOM	41	51	20	15	153	162	96	152
FURIN	278	323	124	55	429	381	269	315
FUS	12371	16569	8224	5467	2930	2319	1222	1798
FUT10	76	99	85	42	245	195	185	200
FUT11	197	266	127	74	152	176	91	138
FUT8	157	163	71	38	598	507	397	482
FUZ	253	313	144	113	389	332	330	385
FXN	67	100	27	13	183	175	131	159
FXR1	2076	2250	899	599	2220	2251	1573	2108
FXR2	1066	1434	573	384	1093	1080	886	1113
FXYD5	2235	2659	1027	689	87	62	99	117
FYCO1	373	417	203	119	941	784	476	516
FYN	530	658	247	166	1112	1085	857	1064
FYTTD1	732	797	333	219	548	470	437	514
FZD1	172	176	98	51	84	72	60	71
FZD2	212	213	94	48	63	48	42	51
FZD3	342	444	221	125	446	406	331	405
FZD4	65	82	31	23	111	76	77	66
FZD5	214	270	86	50	77	67	59	82
FZD6	374	459	216	120	820	707	648	767
FZD7	253	278	155	67	121	110	81	124
FZD8	438	609	187	88	89	107	51	103
FZD9	37	61	15	13	80	66	64	68
FZR1	524	660	240	172	418	365	278	373
G2E3	552	634	292	187	1448	1299	956	1230
G3BP1	5456	8322	3928	2584	6907	6449	5271	6337
G3BP2	1487	1829	759	488	3322	3427	2536	3192
G6PC3	1111	1514	669	385	263	227	195	231
G6PD	1858	2218	1010	595	586	508	387	497
GAA	329	403	148	79	747	629	467	610
GAB1	221	287	120	89	225	190	174	227
GAB2	84	87	38	11	54	30	37	41
GABARAP	1489	1603	785	450	466	415	328	409
GABARAPL1	221	298	146	98	89	103	58	75
GABARAPL2	1170	1371	615	388	612	595	426	544
GABBR1	47	36	17	6	213	164	73	99
GABBR2	11	16	4	4	39	39	25	34
GABPA	292	364	138	95	440	412	343	440
GABPB1	360	436	174	106	554	452	369	484
GABPB2	141	152	58	45	250	226	148	219
GABRB3	217	311	141	93	240	201	191	244
GAD1	99	100	39	31	201	143	101	141
GADD45A	241	314	173	143	65	84	56	87
GADD45B	46	83	52	35	55	47	75	75
GADD45GIP1	2225	3039	1261	704	778	847	612	783
GAK	795	972	386	233	1137	1002	814	1098
GAL	8	3	2	0	256	210	225	319
GALC	74	119	53	40	69	45	37	51
GALE	546	659	280	169	248	221	216	236
GALK1	547	671	261	129	301	295	274	307
GALK2	307	338	152	105	346	307	202	292
GALM	347	436	184	141	298	249	184	287
GALNS	135	165	40	33	151	157	131	138
GALNT1	454	468	147	123	1130	1030	833	1077
GALNT10	94	124	46	31	120	129	128	127
GALNT11	163	177	69	39	737	699	498	690
GALNT12	56	75	23	15	90	85	70	87
GALNT13	123	117	40	22	915	873	469	729
GALNT16	86	87	35	20	90	78	55	71
GALNT18	130	141	60	28	274	219	231	279
GALNT2	608	877	353	183	1197	1107	712	907
GALNT6	136	166	57	28	82	68	42	47
GALNT7	819	991	406	263	739	656	489	611
GALT	82	98	42	22	220	198	172	199
GAMT	298	451	141	78	166	183	173	193
GAN	219	281	131	86	631	615	352	430
GANAB	7295	9555	3539	2021	6677	5905	3958	5032
GANC	131	140	43	40	242	181	157	167
GAPDH	16723	20439	8385	4891	25453	21708	22542	27616
GAPDHS	27	18	47	18	233	201	144	198
GAPVD1	2313	2544	1305	846	4048	3627	2864	3499
GAR1	787	967	536	332	301	317	233	292
GAREM1	37	43	19	10	138	124	83	127
GAREM2	82	71	34	25	80	69	55	88
GARNL3	13	11	14	4	322	296	195	247
GARS	3271	3589	1504	1095	5200	5057	3527	4617
GART	6853	8142	3416	2193	6497	6183	4928	5976
GAS1	184	263	111	51	103	90	40	80
GAS2L3	355	360	198	130	333	289	280	329
GAS6	65	72	32	19	87	80	74	76
GAS8	88	119	56	30	311	316	165	225
GASK1A	19	41	27	17	106	103	75	93
GATA2	402	461	223	144	117	95	84	103
GATA4	245	354	134	78	66	62	44	63
GATA6	653	982	499	307	187	126	110	110
GATAD1	234	244	115	100	261	232	183	247
GATAD2A	809	1095	354	237	1194	1135	897	1184
GATAD2B	1545	1816	782	498	513	447	198	302
GATB	387	419	208	128	663	573	499	630
GATD1	464	656	264	143	574	497	346	431
GBA	392	515	217	119	375	259	292	395
GBA2	170	251	86	52	1400	1284	1088	1377
GBE1	404	544	226	135	1012	842	779	889
GBF1	2407	3178	1468	916	2715	2206	1552	2081
GCA	396	478	188	118	245	252	236	239
GCAT	222	323	127	74	477	362	395	496
GCC1	300	382	102	56	522	515	395	508
GCC2	1153	1056	515	348	1888	1778	950	1456
GCDH	672	875	339	224	561	485	412	516
GCFC2	622	712	289	206	1458	1359	1208	1480
GCH1	270	331	119	78	123	131	105	147
GCHFR	181	227	113	56	55	45	49	49
GCLC	824	1025	514	331	797	732	619	773
GCLM	861	1063	507	359	643	602	455	556
GCN1	5657	7438	3313	1959	7508	6767	4386	5812
GCNA	1	4	6	2	88	62	48	64
GCNT1	57	57	38	22	138	118	69	103
GCNT7	0	0	1	0	63	38	26	33
GDAP1	408	430	174	121	376	360	252	314
GDAP2	539	551	198	133	691	588	496	654
GDE1	244	340	149	87	843	721	662	823
GDF11	165	189	72	38	82	81	62	94
GDI1	2157	2813	1036	644	1120	1029	926	1175
GDI2	6208	7788	3114	2162	4185	3963	3397	4143
GDPD1	195	218	80	58	146	114	88	115
GDPGP1	16	15	12	4	32	34	30	46
GEMIN2	423	504	234	120	647	584	414	516
GEMIN4	2360	2861	1471	935	2388	2095	1657	2215
GEMIN5	2783	3139	1345	845	3689	3349	2443	3152
GEMIN6	428	534	242	140	657	573	481	610
GEMIN7	229	279	131	62	214	193	163	179
GEMIN8	307	317	120	86	103	90	101	93
GEN1	234	311	170	96	1173	1058	792	966
GET1	40	45	18	9	96	108	75	103
GET3	1303	1539	694	437	870	786	790	956
GET4	587	800	307	209	411	392	274	328
GFER	173	284	106	67	141	140	98	126
GFI1	169	196	83	40	51	49	35	41
GFM1	908	1165	620	454	2439	2283	1848	2344
GFM2	606	679	380	226	1685	1469	1237	1504
GFOD1	53	79	23	14	95	128	83	119
GFOD2	76	100	36	25	220	223	147	195
GFPT1	1867	2077	880	601	1188	1157	760	958
GFPT2	233	228	107	63	217	185	138	207
GGA1	504	676	276	180	654	591	451	634
GGA2	1081	1398	638	440	1481	1429	1053	1449
GGA3	388	486	232	127	517	417	291	393
GGCT	476	640	292	184	379	329	277	349
GGCX	686	936	349	210	747	661	519	631
GGH	1476	1529	725	385	756	743	562	708
GGNBP2	891	1160	607	381	1191	1047	719	908
GGPS1	129	135	76	73	494	431	345	444
GGT7	157	208	88	47	244	228	181	252
GHDC	104	104	49	33	200	160	137	167
GHITM	7064	8103	3417	2314	3661	3420	2950	3755
GHRL	0	1	0	0	54	46	26	34
GID4	112	164	48	27	223	215	122	143
GID8	651	873	315	214	528	535	422	506
GIGYF1	246	293	165	69	928	802	501	597
GIGYF2	1803	2504	1147	834	2889	2659	2097	2671
GIN1	284	286	130	91	157	123	122	174
GINM1	552	552	217	158	661	621	415	545
GINS1	751	907	472	311	498	529	336	459
GINS2	760	899	366	215	1167	1172	864	1066
GINS3	356	442	232	158	392	336	319	388
GINS4	526	683	370	239	459	466	379	524
GIPC1	1093	1384	503	347	573	503	519	593
GIT1	465	592	165	125	327	304	203	261
GIT2	750	795	310	227	624	553	392	503
GJA1	862	1009	500	269	427	376	354	464
GJC1	360	424	198	108	385	406	231	332
GK	30	41	19	13	83	87	61	89
GK5	201	225	92	69	451	456	250	309
GKAP1	172	182	86	34	165	191	102	112
GLA	2845	3357	1475	864	4135	3564	3695	4411
GLB1	542	766	370	209	1203	1032	974	1214
GLB1L	50	55	21	15	109	74	76	74
GLB1L2	415	470	229	133	404	369	317	428
GLCCI1	138	197	82	49	178	146	144	153
GLCE	235	240	108	74	476	380	350	445
GLDC	171	204	108	70	445	383	317	402
GLE1	850	965	466	306	1288	1171	977	1158
GLG1	1747	2302	975	523	2412	2216	1465	1835
GLI2	87	106	66	33	53	48	33	46
GLI3	341	398	143	98	342	267	153	226
GLI4	58	69	28	19	89	65	57	76
GLIPR1	31	26	9	7	239	240	190	229
GLIPR2	82	65	25	17	41	40	31	33
GLMN	946	1042	477	340	1391	1304	919	1234
GLMP	527	589	258	128	451	367	437	474
GLO1	8475	9279	3653	2348	4766	4583	3508	4233
GLOD4	1474	1987	937	560	1127	1101	810	934
GLRB	204	209	63	25	117	120	107	117
GLRX2	259	309	151	86	337	284	242	321
GLRX3	2810	3380	1480	1029	2101	2070	1549	1937
GLRX5	494	790	281	178	309	298	196	271
GLS	826	1193	525	389	1953	1879	1273	1607
GLS2	85	82	29	25	233	189	115	160
GLT8D1	240	248	102	61	834	819	703	907
GLT8D2	103	95	39	25	50	53	43	65
GLTP	204	216	79	51	233	205	139	198
GLUD1	1214	1591	611	381	1364	1217	1005	1200
GLUL	3660	4830	2294	1474	5111	5011	4195	5172
GLYCTK	77	84	38	25	134	131	99	114
GLYR1	1304	1633	741	475	1548	1425	938	1224
GM2A	409	511	229	84	215	197	140	199
GMCL1	116	126	65	35	517	482	319	460
GMDS	529	641	247	154	475	415	311	375
GMEB1	273	339	165	101	544	531	360	438
GMEB2	290	357	140	87	225	195	178	214
GMFB	609	728	345	202	526	524	348	477
GMIP	87	92	55	24	95	61	37	47
GMNN	2638	2917	1249	960	2124	2036	1442	1835
GMPPA	559	731	298	198	543	444	449	551
GMPPB	334	489	181	128	593	583	446	520
GMPR2	556	633	317	180	1048	1001	811	941
GMPS	3324	3593	1512	943	3453	3167	2424	2968
GNA11	517	715	239	162	532	484	457	546
GNA12	125	158	70	37	218	189	128	163
GNA13	393	481	197	122	610	562	396	498
GNAI1	882	1010	425	291	371	347	256	312
GNAI2	882	1159	447	254	557	524	463	560
GNAI3	2721	3108	1358	878	1710	1689	1569	1853
GNAL	169	155	60	41	150	172	105	134
GNAQ	180	228	78	49	276	238	194	279
GNAS	17494	21494	7336	4410	7724	6857	4543	5844
GNAT2	8	9	9	2	69	57	43	45
GNAZ	71	84	20	11	149	133	139	159
GNB1	3836	4816	1618	968	1635	1505	1297	1551
GNB1L	283	338	131	74	210	163	174	177
GNB2	2882	3530	1286	776	1028	858	750	1027
GNB3	3	5	0	1	41	40	29	27
GNB4	1177	1342	515	341	580	511	416	540
GNB5	286	403	147	106	143	146	79	121
GNE	742	844	358	245	925	907	646	836
GNG12	594	669	316	239	135	101	79	130
GNG5	869	1064	512	346	125	134	119	155
GNL1	566	923	325	221	801	743	606	750
GNL2	2808	3240	1439	959	4241	3900	3229	3940
GNL3	3318	3938	1733	1243	10694	10213	7830	9947
GNL3L	2027	2499	1202	707	1999	1835	940	1273
GNPAT	657	747	325	189	2461	2156	1782	2206
GNPDA1	1071	1311	531	319	653	547	525	662
GNPDA2	288	276	156	84	178	156	135	140
GNPNAT1	486	473	255	156	554	532	390	473
GNPTAB	302	299	106	73	1213	1082	811	1071
GNPTG	97	122	47	28	224	207	147	170
GNS	1304	1458	706	399	1196	1007	767	958
GOLGA1	171	248	93	72	430	348	225	301
GOLGA2	443	506	238	155	575	522	355	501
GOLGA3	861	1030	514	300	1716	1610	1116	1458
GOLGA4	888	938	389	288	5824	5740	3401	5220
GOLGA5	654	674	287	185	874	772	716	861
GOLGA7	689	775	388	258	302	265	225	333
GOLGB1	1978	2379	1025	697	5860	5702	3689	5316
GOLIM4	695	772	316	202	1384	1301	1020	1409
GOLM1	1286	1692	659	375	1253	1323	955	1327
GOLPH3	846	1012	475	263	543	459	354	475
GOLPH3L	418	544	240	181	344	293	227	310
GOLT1B	278	318	153	106	227	202	169	179
GON4L	441	477	277	178	2076	1865	1244	1596
GON7	168	209	111	57	117	108	67	70
GOPC	531	631	296	208	695	645	417	545
GORAB	94	139	64	36	195	164	138	178
GORASP1	243	330	140	92	367	290	290	385
GORASP2	1630	1832	752	543	752	623	708	960
GOSR1	410	470	273	173	353	353	243	317
GOSR2	78	93	94	36	186	119	87	142
GOT1	1502	1837	820	571	964	840	773	940
GOT2	3693	4510	1974	1225	2444	2069	1754	2060
GPAA1	796	1110	417	209	816	715	596	713
GPALPP1	675	727	377	255	781	685	589	682
GPAM	410	550	244	142	1048	965	800	1007
GPANK1	170	230	91	46	165	161	119	138
GPAT2	3	4	2	1	45	28	34	33
GPAT3	343	470	146	81	110	77	92	104
GPAT4	363	534	238	147	1031	941	732	947
GPATCH1	485	619	293	190	420	401	278	351
GPATCH11	298	318	149	104	283	284	207	222
GPATCH2	336	358	163	132	881	794	587	718
GPATCH2L	355	424	222	135	775	752	497	594
GPATCH3	185	271	148	80	328	346	230	292
GPATCH4	843	1173	576	365	1817	1700	1453	1866
GPATCH8	1069	1334	644	475	1704	1304	709	961
GPBP1	400	398	220	145	1944	1838	1509	1853
GPBP1L1	185	230	139	81	1273	1172	936	1135
GPC1	177	241	95	70	137	117	83	96
GPC3	346	384	165	84	646	584	332	487
GPC4	1178	1384	502	306	279	273	98	154
GPC6	142	179	56	39	213	207	136	192
GPCPD1	422	496	247	182	568	526	387	480
GPD1L	421	497	179	112	402	373	283	366
GPD2	887	1162	454	338	1041	1051	643	790
GPHN	465	700	319	194	755	726	443	605
GPI	25564	32789	12325	7909	5001	4168	3765	5141
GPKOW	619	803	368	229	678	560	449	533
GPLD1	22	24	10	13	150	141	121	132
GPM6A	229	251	109	73	54	40	28	34
GPM6B	401	491	197	99	206	159	134	155
GPN1	662	778	381	200	741	698	609	703
GPN2	601	737	422	205	353	308	264	331
GPN3	1370	1605	758	493	763	775	594	725
GPR107	812	897	453	258	578	454	427	555
GPR108	258	309	159	75	287	267	254	339
GPR137	71	121	36	19	170	136	106	108
GPR137B	77	102	29	21	161	124	106	121
GPR137C	38	62	28	9	92	81	43	64
GPR155	76	74	31	11	141	147	114	142
GPR160	18	5	4	4	185	173	171	239
GPR161	114	150	44	30	159	140	124	153
GPR176	18	32	18	10	85	55	60	70
GPR18	0	1	1	0	88	83	39	42
GPR180	253	272	149	73	499	436	446	521
GPR183	2	1	0	0	79	79	52	44
GPR22	0	0	0	0	102	119	44	68
GPR27	56	84	39	13	81	64	34	49
GPR39	3	11	2	2	68	57	31	55
GPR63	53	49	45	19	107	92	68	111
GPR75	0	0	0	0	129	65	68	63
GPRASP1	2	3	4	0	286	261	131	204
GPRASP2	301	381	194	119	1478	1302	984	1220
GPRC5B	85	111	63	30	52	42	43	54
GPRIN1	285	318	143	78	722	696	467	593
GPRIN3	252	260	109	82	109	100	84	107
GPS1	2188	2863	1189	726	1790	1501	1314	1647
GPS2	533	638	297	177	536	447	517	648
GPSM1	601	709	311	170	223	173	131	194
GPSM2	363	441	185	116	935	922	685	843
GPT	0	1	1	0	79	64	37	52
GPT2	451	481	206	130	552	534	415	473
GPX1	401	552	183	107	1282	1171	998	1221
GPX3	254	327	136	77	135	101	57	74
GPX4	1172	1265	682	375	3085	2878	2394	3054
GPX8	241	257	110	56	324	294	223	319
GRAMD1A	1889	2252	779	481	528	476	320	382
GRAMD1B	115	131	44	51	88	112	37	81
GRAMD1C	50	42	23	16	78	86	54	70
GRAMD4	148	176	73	34	230	238	163	205
GRB10	460	499	205	144	911	821	585	715
GRB14	88	76	38	22	215	174	123	162
GRB2	1378	1773	754	435	778	739	614	748
GREB1	24	30	12	9	208	161	110	166
GREB1L	338	396	142	77	1035	878	626	866
GRHL1	97	116	44	33	94	81	83	92
GRHPR	829	986	458	266	1212	1067	806	1024
GRID1	132	155	59	41	185	112	106	134
GRINA	1303	1682	597	390	557	396	326	438
GRIP1	240	263	117	62	197	169	132	191
GRIPAP1	512	662	287	171	768	721	470	662
GRK2	358	428	127	72	841	813	607	799
GRK3	92	97	35	24	601	548	446	560
GRK4	23	17	10	4	76	76	55	62
GRK5	35	46	11	14	115	98	91	132
GRK6	571	877	332	163	1657	1558	1182	1443
GRN	1952	2798	1178	549	1082	998	669	895
GRPEL1	1143	1384	620	438	1153	1113	1024	1222
GRPEL2	605	778	376	270	403	443	288	356
GRSF1	3028	3354	1444	983	2881	2738	2017	2447
GRTP1	124	127	60	35	121	108	79	95
GRWD1	1198	1669	719	469	1595	1478	1153	1389
GSDME	105	116	50	27	98	65	50	57
GSE1	999	1334	647	339	779	635	318	398
GSK3A	766	967	389	247	259	230	197	256
GSK3B	511	565	263	209	829	741	493	682
GSKIP	299	327	172	115	181	157	136	198
GSN	407	476	198	120	150	131	102	156
GSPT1	2199	2420	987	662	4427	4443	2662	3435
GSR	3077	3621	1478	987	1455	1397	1009	1340
GSS	925	1090	442	285	991	950	756	962
GSTA4	620	667	275	169	436	415	266	355
GSTCD	327	350	220	126	913	763	662	821
GSTK1	567	650	236	145	550	521	402	479
GSTM2	69	101	34	22	134	105	93	126
GSTM3	840	997	408	261	747	728	576	700
GSTO1	3144	4122	1603	1000	1411	1367	1155	1303
GSTP1	1328	1702	715	429	5250	4365	4157	4812
GSTZ1	221	231	115	56	202	194	202	244
GTDC1	36	37	16	10	130	101	108	125
GTF2A1	941	1233	512	358	465	452	369	514
GTF2A2	916	1035	504	335	362	346	261	431
GTF2B	1151	1414	721	479	761	761	683	824
GTF2E1	200	279	133	75	306	270	181	244
GTF2E2	875	910	336	239	465	451	378	477
GTF2F1	1752	2381	966	615	1366	1288	1158	1455
GTF2F2	1076	1111	488	333	716	719	587	682
GTF2H1	351	328	121	69	1079	955	852	1010
GTF2H2	38	33	15	11	184	149	126	138
GTF2H2C	41	46	15	22	145	164	100	137
GTF2H3	961	1068	505	369	896	817	708	798
GTF2H4	388	411	231	124	318	227	208	248
GTF2H5	411	526	214	167	367	332	279	328
GTF2I	1232	1406	679	436	2486	2517	1484	2080
GTF2IRD1	228	269	106	79	372	334	260	335
GTF3A	413	529	276	170	2102	1863	1740	2142
GTF3C1	3740	4692	2094	1333	6770	6139	4394	5960
GTF3C2	896	1101	488	339	1678	1374	1276	1579
GTF3C3	1773	1927	825	599	2278	2118	1740	2140
GTF3C4	1431	1591	812	519	1974	1683	1200	1465
GTF3C5	1662	1909	921	548	1479	1298	1140	1543
GTF3C6	337	374	161	119	1266	1315	885	1136
GTPBP1	889	1077	471	293	1469	1208	919	1156
GTPBP10	604	712	318	249	582	620	389	527
GTPBP2	350	417	207	100	655	597	461	552
GTPBP3	899	1216	611	363	979	887	656	807
GTPBP4	3859	4350	1922	1381	3770	3753	2936	3645
GTPBP6	374	545	231	130	748	618	563	684
GTPBP8	365	416	201	138	559	598	419	592
GTSE1	1199	1671	830	537	914	757	540	658
GUCD1	292	392	188	111	408	350	359	403
GUCY1A1	130	164	66	65	232	210	174	247
GUCY1A2	82	96	47	15	43	47	36	40
GUCY1B1	564	588	269	158	214	195	181	156
GUF1	679	737	331	237	1183	1151	792	1016
GUK1	527	643	281	189	1785	1608	1380	1648
GULP1	199	176	67	55	144	139	135	154
GUSB	448	567	199	115	746	717	578	699
GVQW3	14	26	7	5	70	53	51	50
GXYLT1	467	599	301	167	348	337	226	305
GXYLT2	34	67	34	12	459	398	261	367
GYG1	728	819	319	210	485	421	420	514
GYG2	1	0	0	0	165	143	118	151
GYPC	0	0	0	0	48	45	45	52
GYS1	1049	1348	592	372	952	702	521	728
GZF1	196	229	116	72	413	412	345	438
H1F0	511	523	218	159	372	317	304	474
H1FX	2364	3318	1539	909	691	667	451	657
H2AFJ	138	154	51	34	47	47	31	40
H2AFV	1039	1174	496	328	600	484	425	531
H2AFX	3354	3919	1807	991	1019	780	953	1040
H2AFY	5294	6615	2560	1680	3667	3414	2596	3082
H2AFY2	796	927	338	258	1184	1133	832	1115
H2AFZ	2904	3472	1565	970	5559	5295	4693	5856
H3F3A	4	9	0	2	26	32	35	44
H3F3B	1415	2021	1088	614	2021	2136	1642	2082
H6PD	162	223	86	58	175	142	98	130
HABP4	193	218	79	39	290	253	173	227
HACD1	192	244	115	60	132	129	99	124
HACD2	543	670	219	149	282	254	241	316
HACD3	4503	4957	2081	1336	2602	2184	2174	2622
HACE1	224	218	76	59	761	791	490	588
HACL1	1223	1361	620	429	1226	1071	808	960
HADH	1009	1263	510	353	1003	870	614	779
HADHA	1772	2156	899	603	3349	3191	2435	3039
HADHB	2052	2256	1075	663	1749	1546	1409	1622
HAGH	616	856	304	218	456	382	294	407
HAPLN3	83	112	52	33	85	70	57	63
HARBI1	42	73	18	15	54	50	54	61
HARS	2137	2820	1159	766	1974	1890	1330	1715
HARS2	549	679	305	217	691	617	475	592
HAS3	32	40	25	12	149	98	96	96
HASPIN	585	696	280	188	826	641	579	715
HAT1	3653	4056	1761	1352	2662	2606	2068	2603
HAUS1	689	798	277	228	738	713	565	801
HAUS2	453	395	201	128	304	325	238	271
HAUS3	586	568	266	217	1311	1269	823	1152
HAUS4	162	187	54	51	295	251	220	241
HAUS5	1282	1701	680	445	595	536	416	579
HAUS6	385	388	202	144	1909	1696	1448	1762
HAUS7	738	974	434	248	974	894	722	864
HAUS8	320	446	209	119	341	350	221	307
HAX1	790	1087	437	253	1905	1741	1691	2013
HBP1	406	392	239	174	336	277	245	285
HBS1L	1737	1859	599	412	4125	3854	3108	4033
HCCS	238	267	118	73	634	580	478	645
HCFC1	3377	4547	1663	1049	4007	2884	1596	2119
HCFC1R1	195	240	102	44	38	28	34	38
HCFC2	172	207	78	41	395	354	274	323
HCLS1	60	154	49	18	83	84	69	61
HCN2	183	161	117	40	83	48	34	55
HCN3	25	25	22	5	78	56	37	68
HDAC1	4474	5390	2200	1433	4408	3904	3695	4883
HDAC10	47	80	33	23	192	160	109	141
HDAC11	82	107	53	27	69	50	47	49
HDAC2	6551	7660	3006	2082	6352	6035	4158	5238
HDAC3	993	1143	453	313	1416	1278	1183	1498
HDAC4	164	212	102	71	182	122	98	115
HDAC5	173	168	81	44	508	477	436	498
HDAC6	359	418	200	142	758	636	517	677
HDAC7	242	335	110	70	142	94	94	130
HDAC8	11	10	4	7	108	98	70	90
HDDC2	1848	1984	1044	651	1543	1473	1161	1375
HDDC3	114	119	56	43	278	247	193	230
HDGF	2692	3458	1227	816	3889	3987	2579	3095
HDGFL2	1556	2175	854	532	2007	2034	1421	1869
HDGFL3	232	252	66	59	792	694	603	739
HDHD2	423	432	206	131	276	255	199	257
HDHD3	71	113	51	26	174	112	119	150
HDHD5	750	926	389	263	1098	1027	882	1088
HDLBP	7525	8756	3114	1964	12575	10880	10283	12954
HDX	0	0	0	0	280	192	169	195
HEATR1	3707	4194	1951	1370	16296	15119	11862	14525
HEATR3	617	758	322	204	1904	1695	1377	1644
HEATR5A	568	659	307	203	1650	1571	1228	1425
HEATR5B	851	1025	417	266	2090	1968	1567	1867
HEATR6	721	824	368	269	1032	879	698	877
HEBP1	500	615	300	158	140	126	56	67
HEBP2	960	1002	351	217	1130	1138	825	1012
HECA	265	302	85	54	323	263	188	254
HECTD1	2280	2759	1270	861	8451	7925	6044	7651
HECTD2	158	193	67	39	326	276	187	285
HECTD3	591	666	292	190	364	326	192	265
HECTD4	1188	1265	737	366	2781	2340	1305	1701
HECW2	82	99	38	14	128	133	109	127
HEG1	225	255	126	67	260	196	124	165
HELB	395	445	233	148	622	557	367	453
HELLS	4571	5276	2541	1940	6794	6337	3609	4658
HELQ	128	160	68	53	643	579	412	522
HELZ	1645	1780	1177	744	2865	2484	1634	2134
HELZ2	97	150	64	37	166	184	103	123
HEMK1	71	94	39	23	229	158	189	214
HERC1	1150	1318	744	488	3815	3362	2439	3120
HERC2	1016	1228	638	376	3501	3023	1775	2441
HERC4	723	722	348	219	932	824	559	773
HERC5	939	1094	550	312	917	904	665	809
HERC6	241	271	128	84	100	105	78	81
HERPUD1	439	517	263	165	498	439	440	567
HERPUD2	238	216	105	53	216	165	152	199
HES1	973	1428	833	534	294	252	250	295
HES4	382	507	187	103	697	718	381	487
HES6	118	156	57	35	92	82	54	67
HEXA	472	461	169	107	1002	857	805	939
HEXB	1010	1110	435	307	1421	1253	1193	1473
HEXD	51	71	41	16	250	235	185	270
HEXIM1	483	919	396	276	329	316	261	401
HEXIM2	51	80	45	27	56	60	31	41
HEY1	300	409	290	146	1582	1581	1395	1904
HEY2	189	274	127	59	57	42	34	58
HFM1	31	27	13	12	291	257	161	211
HGH1	226	376	127	84	215	203	124	151
HGS	1004	1325	588	367	1034	884	707	894
HGSNAT	199	272	109	71	342	286	193	251
HHAT	52	57	33	20	62	44	32	31
HHEX	128	210	76	45	63	59	38	45
HHIP	57	59	28	19	64	71	29	37
HHLA3	131	147	70	49	49	51	30	33
HIBADH	715	855	368	215	489	509	364	454
HIBCH	730	766	360	214	680	644	476	628
HIC2	163	251	102	53	302	249	196	273
HID1	227	280	118	87	57	43	40	43
HIF1A	4175	4610	2320	1586	2451	2228	1825	2297
HIF1AN	721	932	364	238	453	427	298	414
HIGD1A	27	24	14	14	175	155	151	247
HIGD2A	568	730	323	194	538	408	407	537
HIKESHI	225	257	105	79	523	441	399	495
HILPDA	112	103	65	16	66	78	48	54
HINFP	133	173	80	69	307	291	224	285
HINT1	3825	4552	1652	1021	3342	2761	2687	3377
HINT2	223	291	127	77	341	307	194	223
HINT3	332	387	153	119	289	266	175	206
HIP1	389	426	162	108	500	466	281	361
HIP1R	484	570	230	134	552	550	358	444
HIPK1	907	1105	384	265	1263	973	873	1117
HIPK2	267	357	113	75	469	388	201	325
HIPK3	409	445	202	121	1448	1298	1038	1246
HIRA	463	560	208	150	1938	1765	1167	1422
HIRIP3	412	621	256	183	459	455	381	488
HIST1H1C	25056	33709	13010	8312	31170	28559	27619	32846
HIST1H1D	4230	5380	2051	1375	4584	4307	3263	3946
HIST1H1E	24691	32323	12307	7742	26868	26967	18483	22262
HIST1H2AB	3451	4311	2239	1273	1706	1302	1758	2230
HIST1H2AC	4322	6214	3042	1667	5243	4778	4377	5152
HIST1H2AE	1744	2119	870	638	43	29	44	69
HIST1H2AG	6753	8463	4559	2319	7382	5666	7489	8437
HIST1H2AH	6049	8040	3875	1952	9878	8432	9867	12267
HIST1H2AI	1453	1990	644	487	3153	2784	2457	2904
HIST1H2AK	525	710	327	176	722	573	711	818
HIST1H2AL	68	52	31	16	681	499	601	745
HIST1H2AM	1733	2178	1128	640	5254	4509	4405	5460
HIST1H2BC	4966	6176	2926	1719	5667	4354	5201	6991
HIST1H2BD	3596	4088	2070	1202	6795	5049	6582	8318
HIST1H2BF	1098	1458	861	511	1576	1328	1353	1751
HIST1H2BJ	6943	8592	4877	2483	8970	6563	9544	12151
HIST1H2BK	1458	1822	1000	495	4859	4127	4856	5751
HIST1H2BL	994	1624	597	348	2113	1690	2138	2765
HIST1H2BN	493	696	373	198	1213	1143	1014	1269
HIST1H2BO	1425	1659	909	471	4626	4019	4557	5650
HIST1H3A	1945	2533	1345	748	2747	2114	2919	3384
HIST1H3B	18917	23215	11057	6457	13338	12233	11289	13671
HIST1H3E	102	101	59	34	84	65	83	96
HIST1H3F	1059	1232	696	366	366	287	266	316
HIST1H3H	4993	5854	2707	1705	8701	7127	8015	9026
HIST1H3J	37	28	21	6	1471	1122	1420	1747
HIST1H4A	2480	3231	1445	896	1190	1141	848	1054
HIST1H4B	7271	9836	4516	2899	10016	9315	7355	9186
